strategy,signal_date,desired_role,active_role,selected_strategy,reason,switch_blocked,current_role_days_before,market_amount_ratio_20,index_bucket,market_bs_ratio,market_avg_score,data_cutoff_date,completed_history_rule,attack_short_count,attack_short_avg_ret,attack_count,attack_avg_ret,attack_win_rate,attack_max_drawdown,balanced_count,balanced_avg_ret,balanced_win_rate,balanced_max_drawdown,defensive_count,defensive_avg_ret,defensive_win_rate,defensive_max_drawdown,fallback_count,fallback_avg_ret,fallback_win_rate,fallback_max_drawdown,current_role_days_after,adaptive_position_scale,adaptive_target_position_ratio,adaptive_position_reason
adaptive_style_switch,2025-06-24,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,15,1.1679210675919158,index_neutral,0.0,41.62821372854914,2025-06-24,exit_date < signal_date,5,-0.008063363118563349,5,-0.008063363118563349,0.4,-0.14693072806213792,5,0.02080706156559931,0.4,-0.10978272941143519,5,0.0499207484513703,0.8,-0.02550081215484601,5,-0.06001455256194901,0.2,-0.21631872587452583,16,,,
adaptive_style_switch,2025-06-25,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,16,1.2901460450552125,index_neutral,0.0,41.77148790951638,2025-06-25,exit_date < signal_date,6,-0.018399156721706725,6,-0.018399156721706725,0.3333333333333333,-0.2067122229106626,6,-0.002255609554045373,0.3333333333333333,-0.18588618424603653,6,0.058067034214603,0.8333333333333334,-0.02550081215484601,6,-0.062017308108938816,0.16666666666666666,-0.2727681390053054,17,,,
adaptive_style_switch,2025-06-26,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,17,1.2482546681490352,index_neutral,0.0,41.840896686159844,2025-06-26,exit_date < signal_date,7,-0.017855692971395443,7,-0.017855692971395443,0.2857142857142857,-0.21829018699385216,7,-0.01375803272444947,0.2857142857142857,-0.25327247847065293,7,0.056085128802133066,0.8571428571428571,-0.02550081215484601,7,-0.04350934184621391,0.2857142857142857,-0.2727681390053054,18,,,
adaptive_style_switch,2025-06-27,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,18,1.195290438069638,index_neutral,0.0,42.33223327481958,2025-06-27,exit_date < signal_date,8,-0.022502565232542498,8,-0.022502565232542498,0.25,-0.26130820257821463,8,-0.012171895513444669,0.25,-0.25407068168106794,8,0.0377304259766313,0.75,-0.0907524938018811,8,-0.035535178418278426,0.375,-0.2727681390053054,19,,,
adaptive_style_switch,2025-06-30,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,19,1.1354097381254304,index_neutral,0.0,42.73327024390244,2025-06-30,exit_date < signal_date,9,-0.020998508523005877,9,-0.020998508523005877,0.2222222222222222,-0.26793135374871535,9,-0.016254421035931492,0.2222222222222222,-0.29055753472413515,9,0.03520588976569722,0.7777777777777778,-0.0907524938018811,9,-0.035409641741145484,0.3333333333333333,-0.2727681390053054,20,,,
adaptive_style_switch,2025-07-01,defensive,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0,20,1.1060040379926173,index_neutral,0.0,43.391621147093254,2025-07-01,exit_date < signal_date,10,-0.008354955676790237,10,-0.008354955676790237,0.3,-0.26793135374871535,10,-0.002279186706632616,0.3,-0.29055753472413515,10,0.02867377307462718,0.7,-0.10489828948557434,10,-0.033703419708594404,0.3,-0.2727681390053054,1,,,
adaptive_style_switch,2025-07-02,defensive,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0,1,1.029823557871704,index_neutral,0.0,44.103919999999995,2025-07-02,exit_date < signal_date,10,-0.01035469085207802,11,0.0007668594399981892,0.36363636363636365,-0.26793135374871535,11,0.011181679347297498,0.36363636363636365,-0.29055753472413515,11,0.029231952052198088,0.7272727272727273,-0.10489828948557434,11,-0.030133444301267364,0.36363636363636365,-0.2727681390053054,2,,,
adaptive_style_switch,2025-07-03,attack,defensive,baseline_full_liquidity_detail,hold_min_state_3_days,1,2,0.9769678542861858,index_neutral,0.0,45.25179707317073,2025-07-03,exit_date < signal_date,10,0.0061054596475030014,12,0.007499335408244907,0.4166666666666667,-0.26793135374871535,12,0.008700372401367479,0.3333333333333333,-0.29055753472413515,12,0.024806681540791322,0.6666666666666666,-0.10489828948557434,12,-0.02758924823407909,0.4166666666666667,-0.2727681390053054,3,,,
adaptive_style_switch,2025-07-04,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,3,1.0549336919183314,index_neutral,0.0,46.47338014433392,2025-07-04,exit_date < signal_date,10,0.017092486744421306,13,0.014947764056963762,0.46153846153846156,-0.26793135374871535,13,0.017221978641804362,0.38461538461538464,-0.29055753472413515,13,0.021407054757690683,0.6153846153846154,-0.11337768867168019,13,-0.0307538857497032,0.38461538461538464,-0.2966215869353811,1,,,
adaptive_style_switch,2025-07-07,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,1,0.8923311742916775,index_neutral,0.0,45.69818802418568,2025-07-07,exit_date < signal_date,10,0.021433621285335012,14,0.017727117392747467,0.5,-0.26793135374871535,14,0.020083310267905947,0.42857142857142855,-0.29055753472413515,14,0.020485235666916485,0.6428571428571429,-0.11337768867168019,14,-0.032760057798417216,0.35714285714285715,-0.33800857985700483,2,,,
adaptive_style_switch,2025-07-08,balanced,attack,tiered_liquidity_then_bs_v2,hold_min_state_3_days,1,2,1.0719259634483476,index_neutral,0.0,46.29883534920016,2025-07-08,exit_date < signal_date,10,0.03220452067451052,15,0.018781892743485892,0.5333333333333333,-0.26793135374871535,15,0.020268098598116815,0.4666666666666667,-0.29055753472413515,15,0.0188720957846186,0.6,-0.11337768867168019,15,-0.03240860281044778,0.3333333333333333,-0.3562055542439122,3,,,
adaptive_style_switch,2025-07-09,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,3,1.1007115740269708,index_neutral,0.0,46.69287190485475,2025-07-09,exit_date < signal_date,10,0.053820144669379344,16,0.026737906647722073,0.5625,-0.26793135374871535,16,0.01880558820503926,0.4375,-0.29055753472413515,16,0.016547289050152705,0.5625,-0.12548348457879388,16,-0.02956362116178073,0.375,-0.3562055542439122,4,,,
adaptive_style_switch,2025-07-10,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,4,1.0834757289785768,index_neutral,0.0,46.21262819263014,2025-07-10,exit_date < signal_date,10,0.05130042828896122,17,0.02282437835822612,0.5294117647058824,-0.26793135374871535,17,0.014090257821159176,0.4117647058823529,-0.29055753472413515,17,0.012728639403973436,0.5294117647058824,-0.16778363411623587,17,-0.03057018032112221,0.35294117647058826,-0.3782078640317915,5,,,
adaptive_style_switch,2025-07-11,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,5,1.2306915087382952,index_neutral,0.0,47.48202220923437,2025-07-11,exit_date < signal_date,10,0.04411098339434037,18,0.014504961782392432,0.5,-0.26793135374871535,18,0.010455726638238459,0.3888888888888889,-0.29055753472413515,18,0.009244910955512393,0.5,-0.20937653701269066,18,-0.03404533187801004,0.3333333333333333,-0.43611095611926487,6,,,
adaptive_style_switch,2025-07-14,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,6,1.0413988888327423,index_neutral,0.0,47.81183040935672,2025-07-14,exit_date < signal_date,10,0.05538634167696673,19,0.019204044213821804,0.5263157894736842,-0.26793135374871535,19,0.011271292508092853,0.42105263157894735,-0.29055753472413515,19,0.010892447077534412,0.5263157894736842,-0.20937653701269066,19,-0.0295509799739674,0.3684210526315789,-0.43611095611926487,7,,,
adaptive_style_switch,2025-07-15,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,7,1.1342459286960125,index_neutral,0.0,47.820668485675306,2025-07-15,exit_date < signal_date,10,0.045501028155914905,20,0.018573036239562336,0.55,-0.26793135374871535,20,0.009665441684733768,0.4,-0.29055753472413515,20,0.013795835879259182,0.55,-0.20937653701269066,20,-0.030983181989501795,0.35,-0.44165727081345996,8,,,
adaptive_style_switch,2025-07-16,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,8,1.005607929123673,index_neutral,0.0,47.500311830052624,2025-07-16,exit_date < signal_date,10,0.03272988414620257,20,0.011187596647062271,0.5,-0.2054827462691795,20,0.001598401145851254,0.4,-0.23172603435845873,20,0.00915318168162264,0.5,-0.20937653701269054,20,-0.030463280607419468,0.35,-0.4856500002602434,9,,,
adaptive_style_switch,2025-07-17,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,9,1.0633757078348216,index_strong,0.0,47.76237724084178,2025-07-17,exit_date < signal_date,10,0.017065474342085718,20,0.011585466994794364,0.5,-0.20548274626917962,20,0.008072995729228179,0.45,-0.23172603435845895,20,0.0046424506819419745,0.5,-0.209376537012691,20,-0.03806382667400735,0.3,-0.5520190264873728,10,,,
adaptive_style_switch,2025-07-18,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,10,1.0670733012949336,index_strong,0.0,47.49384135646073,2025-07-18,exit_date < signal_date,10,0.01270056548801508,20,0.01489652611621819,0.55,-0.20548274626917962,20,0.017252471212774605,0.5,-0.23172603435845873,20,0.004785879291732477,0.5,-0.20937653701269066,20,-0.04129923287130489,0.3,-0.5558173391995984,11,,,
adaptive_style_switch,2025-07-21,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,11,1.1346177050542439,index_strong,0.0,47.79540140296181,2025-07-21,exit_date < signal_date,10,0.005132066583937212,20,0.013282843934636112,0.5,-0.16928292998560412,20,0.02006125668532595,0.5,-0.23102392235104474,20,0.007074507872713838,0.5,-0.20937653701269054,20,-0.03374821435771289,0.35,-0.47862155785176297,12,,,
adaptive_style_switch,2025-07-22,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,12,1.2477798159794995,index_strong,0.0,48.58612670565302,2025-07-22,exit_date < signal_date,10,0.007107702895003329,20,0.01965611178475692,0.55,-0.169282929985604,20,0.020284026267886786,0.55,-0.12857090550804728,20,0.008736154084646688,0.55,-0.20937653701269077,20,-0.02461184684255959,0.4,-0.47862155785176286,13,,,
adaptive_style_switch,2025-07-23,defensive,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0,13,1.218033605559367,index_strong,0.0,48.42113361901051,2025-07-23,exit_date < signal_date,10,-0.0070101042673928055,20,0.023405020200993273,0.6,-0.169282929985604,20,0.02844096974484219,0.6,-0.11232588892533912,20,0.006037502715308186,0.55,-0.20937653701269043,20,-0.023027527251460324,0.4,-0.47862155785176286,1,,,
adaptive_style_switch,2025-07-24,defensive,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0,1,1.1929458469120195,index_strong,0.0,48.313604130138316,2025-07-24,exit_date < signal_date,10,-0.007831816392041838,20,0.021734305948459688,0.6,-0.169282929985604,20,0.029809881296914725,0.6,-0.11232588892533912,20,0.0022863644517603617,0.5,-0.1464378980819413,20,-0.031317999983192554,0.35,-0.49687545883002127,2,,,
adaptive_style_switch,2025-07-25,attack,defensive,baseline_full_liquidity_detail,hold_min_state_3_days,1,2,1.1468951407068229,index_strong,0.0,48.31637974683544,2025-07-25,exit_date < signal_date,10,0.0005410503513851375,20,0.02232601687286276,0.6,-0.169282929985604,20,0.030739857973729405,0.65,-0.11232588892533912,20,0.00758313422551051,0.55,-0.1464378980819412,20,-0.036528119926088426,0.3,-0.5226743259917703,3,,,
adaptive_style_switch,2025-07-28,defensive,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0,3,1.1072114341540873,index_strong,0.0,48.28718652647975,2025-07-28,exit_date < signal_date,10,-0.012927565354505089,20,0.021229388161230815,0.6,-0.1947045842500661,20,0.031895855066286456,0.65,-0.11232588892533923,20,0.005249348693484759,0.5,-0.1464378980819412,20,-0.03945230209204833,0.3,-0.5615355726797941,4,,,
adaptive_style_switch,2025-07-29,defensive,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0,4,1.1349509298067733,index_strong,0.0,48.254826848249024,2025-07-29,exit_date < signal_date,10,-0.004883568103090759,20,0.020308730026412078,0.6,-0.19470458425006587,20,0.025401275577240673,0.6,-0.11232588892533901,20,0.007360674697047704,0.55,-0.1464378980819413,20,-0.03839119350380539,0.35,-0.5615355726797941,5,,,
adaptive_style_switch,2025-07-30,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,5,1.1440463287054827,index_strong,0.0,48.23752918287938,2025-07-30,exit_date < signal_date,10,0.007215582428598521,20,0.019972733287400547,0.6,-0.19470458425006598,20,0.025125292117985764,0.6,-0.11232588892533923,20,0.005260218658526117,0.5,-0.1255639786582522,20,-0.0362301780824491,0.35,-0.5615355726797941,1,,,
adaptive_style_switch,2025-07-31,balanced,attack,tiered_liquidity_then_bs_v2,hold_min_state_3_days,1,1,1.1769681716451785,index_neutral,0.0,45.66601168451801,2025-07-31,exit_date < signal_date,10,0.02838096870031187,20,0.022723221521198794,0.6,-0.1947045842500661,20,0.026931148598051548,0.65,-0.11232588892533935,20,0.009421827337709738,0.55,-0.11579196621088506,20,-0.01480600716349044,0.35,-0.5291760619065069,2,,,
adaptive_style_switch,2025-08-01,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,2,0.9670621488370301,index_neutral,0.0,44.78786020249221,2025-08-01,exit_date < signal_date,10,0.029215066439915026,20,0.020957815963965058,0.6,-0.1947045842500661,20,0.020911872101324343,0.6,-0.11232588892533901,20,0.010617232449556802,0.6,-0.11579196621088506,20,-0.015520135391785622,0.35,-0.4997406547391493,3,,,
adaptive_style_switch,2025-08-04,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,3,0.8986140433948276,index_neutral,0.0,44.94926164036626,2025-08-04,exit_date < signal_date,10,0.03438734143337965,20,0.01975970400865843,0.6,-0.19470458425006598,20,0.019551571541974015,0.6,-0.11232588892533912,20,0.013976608422605816,0.6,-0.1124976795690622,20,-0.014753002089033055,0.35,-0.4922577884199323,4,,,
adaptive_style_switch,2025-08-05,balanced,balanced,baseline_full_dynamic_factor_industry_cap2,balanced_rolling_performance_leads,0,4,0.9515103500974703,index_neutral,0.0,45.644855862874955,2025-08-05,exit_date < signal_date,10,0.03048984038826299,20,0.018798771641633162,0.6,-0.19470458425006598,20,0.022064705322065815,0.6,-0.10953689821409751,20,0.014980815283070692,0.65,-0.09593078112823306,20,-0.011351753141081057,0.4,-0.4922577884199323,1,,,
adaptive_style_switch,2025-08-06,balanced,balanced,baseline_full_dynamic_factor_industry_cap2,balanced_rolling_performance_leads,0,1,1.027537696982422,index_neutral,0.0,46.06944119937695,2025-08-06,exit_date < signal_date,10,0.032539951826622976,20,0.012764923779615083,0.6,-0.16133225505213633,20,0.02849121217330141,0.65,-0.06961464175733278,20,0.015163748019747481,0.65,-0.049978472668325336,20,0.002863523138451919,0.4,-0.46739854808011316,2,,,
adaptive_style_switch,2025-08-07,balanced,balanced,baseline_full_dynamic_factor_industry_cap2,balanced_rolling_performance_leads,0,2,1.0712274288775867,index_neutral,0.0,46.78614680685357,2025-08-07,exit_date < signal_date,10,0.039700900428918426,20,0.015934542018438295,0.65,-0.13542436594961504,20,0.03390404285535443,0.7,-0.06961464175733278,20,0.018011528849959525,0.7,-0.04727007718668008,20,0.008317276462210976,0.45,-0.4413913088324962,3,,,
adaptive_style_switch,2025-08-08,balanced,balanced,baseline_full_dynamic_factor_industry_cap2,balanced_rolling_performance_leads,0,3,1.005409908316276,index_neutral,0.0,46.56783336577769,2025-08-08,exit_date < signal_date,10,0.04848706295063302,20,0.02451405665100908,0.7,-0.13542436594961493,20,0.03890182192801747,0.75,-0.06961464175733256,20,0.01811660260992826,0.7,-0.05378607958681303,20,0.012264855052109076,0.45,-0.4413913088324962,4,,,
adaptive_style_switch,2025-08-11,balanced,balanced,baseline_full_dynamic_factor_industry_cap2,balanced_rolling_performance_leads,0,4,1.060348235210911,index_neutral,0.004866,47.35731023744648,2025-08-11,exit_date < signal_date,10,0.05236025655761885,20,0.019716345601556877,0.7,-0.13542436594961516,20,0.038516891209644195,0.75,-0.06961464175733267,20,0.01436177153194602,0.65,-0.08647637419568843,20,0.009834042808261044,0.45,-0.4068743495746431,5,,,
adaptive_style_switch,2025-08-12,balanced,balanced,baseline_full_dynamic_factor_industry_cap2,balanced_rolling_performance_leads,0,5,1.0833549733836627,index_neutral,0.00817,47.056364520521306,2025-08-12,exit_date < signal_date,10,0.04776568718691492,20,0.021441059541912083,0.7,-0.11727639915368182,20,0.04013606002673676,0.8,-0.06961464175733256,20,0.009791208902241796,0.6,-0.10698592005117469,20,0.02489041975742579,0.5,-0.3561438814492177,6,,,
adaptive_style_switch,2025-08-13,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,6,1.2142682468442922,index_strong,0.010899,47.31349941611522,2025-08-13,exit_date < signal_date,10,0.03288990829354625,20,0.020052745361072388,0.7,-0.11727639915368193,20,0.03665187276905006,0.75,-0.0696146417573329,20,0.008115779619288116,0.6,-0.15286888599478698,20,0.029413428437163942,0.55,-0.280905630532421,1,,,
adaptive_style_switch,2025-08-14,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,1,1.261522149663766,index_neutral,0.009146,46.294193422844906,2025-08-14,exit_date < signal_date,10,0.02734983337892734,20,0.027865401039619608,0.75,-0.11727639915368182,20,0.03484233800784599,0.7,-0.06961464175733267,20,0.0067502741941478425,0.55,-0.16259052543024277,20,0.04733607624067812,0.6,-0.280905630532421,2,,,
adaptive_style_switch,2025-08-15,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,2,1.2205013690109678,index_neutral,0.011288,46.60608991825613,2025-08-15,exit_date < signal_date,10,0.026839654080440957,20,0.02802736026017799,0.75,-0.11727639915368182,20,0.028592409817361164,0.7,-0.069614641757333,20,0.005715460832017105,0.55,-0.16259052543024288,20,0.052147711487360325,0.65,-0.2809056305324209,3,,,
adaptive_style_switch,2025-08-18,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,3,1.4658029699431865,index_neutral,0.026869,47.55764992211839,2025-08-18,exit_date < signal_date,10,0.020923873381383573,20,0.027655607407381617,0.75,-0.11727639915368182,20,0.03466675812870674,0.7,-0.06961464175733278,20,0.009671371013891428,0.55,-0.16259052543024277,20,0.05474261338555986,0.65,-0.280905630532421,4,,,
adaptive_style_switch,2025-08-19,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,4,1.3527499681367177,index_neutral,0.030162,47.29384121424401,2025-08-19,exit_date < signal_date,10,0.023610161915506377,20,0.027050001151884683,0.75,-0.11727639915368182,20,0.04462187629308047,0.7,-0.06961464175733278,20,0.01210491164836534,0.55,-0.16259052543024288,20,0.05348439014643267,0.65,-0.25067431505037596,5,,,
adaptive_style_switch,2025-08-20,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,5,1.2367874727653312,index_neutral,0.032516,47.19579828660436,2025-08-20,exit_date < signal_date,10,0.030976280952466222,20,0.0317581163895446,0.75,-0.07276037048628037,20,0.04682112382266553,0.7,-0.0598590582256866,20,0.024115455001813585,0.55,-0.16259052543024266,20,0.05826151858229829,0.7,-0.16901232627620422,6,,,
adaptive_style_switch,2025-08-21,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,6,1.2246341870792836,index_neutral,0.035221,48.58194395796848,2025-08-21,exit_date < signal_date,10,0.046641545388893466,20,0.043171222908905946,0.8,-0.06349271310603488,20,0.05405597393661014,0.75,-0.05985905822568671,20,0.03309717738276733,0.6,-0.16259052543024277,20,0.06632180923228298,0.75,-0.12289889938129572,7,,,
adaptive_style_switch,2025-08-22,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,7,1.2596580268305748,index_strong,0.036583,48.931381591749364,2025-08-22,exit_date < signal_date,10,0.04617499883506705,20,0.047331030892850026,0.85,-0.06349271310603488,20,0.05705882359870264,0.75,-0.05985905822568671,20,0.03849454800332182,0.6,-0.16259052543024277,20,0.07341650634775122,0.8,-0.12289889938129561,8,,,
adaptive_style_switch,2025-08-25,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,8,1.5001200087055,index_strong,0.039696,49.91738275929169,2025-08-25,exit_date < signal_date,10,0.048681849648518113,20,0.05052105310306848,0.9,-0.06349271310603477,20,0.06278797269481959,0.8,-0.05985905822568649,20,0.040804176531930844,0.65,-0.16259052543024277,20,0.08038298703426679,0.85,-0.12289889938129561,9,,,
adaptive_style_switch,2025-08-26,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,9,1.2534442279320568,index_strong,0.040856,49.51374513618678,2025-08-26,exit_date < signal_date,10,0.05504808831352256,20,0.05140688775021873,0.9,-0.06349271310603488,20,0.07041304940633006,0.85,-0.0598590582256866,20,0.04751536177942656,0.65,-0.162590525430243,20,0.08103108549109067,0.85,-0.1228988993812955,10,,,
adaptive_style_switch,2025-08-27,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,10,1.4349541543341902,index_strong,0.036958,48.018990468780395,2025-08-27,exit_date < signal_date,10,0.07122179062083162,20,0.05205584945718894,0.9,-0.06349271310603488,20,0.068115962608359,0.85,-0.0598590582256866,20,0.06242664056796214,0.7,-0.16259052543024277,20,0.0807787390002079,0.85,-0.12289889938129561,11,,,
adaptive_style_switch,2025-08-28,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,11,1.3159888817473393,index_strong,0.033457,46.400040848084025,2025-08-28,exit_date < signal_date,10,0.07155042075865128,20,0.04945012706878931,0.9,-0.06349271310603499,20,0.06775503805711747,0.85,-0.05985905822568671,20,0.06628290493752567,0.7,-0.16259052543024288,20,0.06577754903631289,0.85,-0.043497628376648056,12,,,
adaptive_style_switch,2025-08-29,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,12,1.209043633312364,index_strong,0.033087,44.208464383028414,2025-08-29,exit_date < signal_date,10,0.0741690494358325,20,0.05050435175813672,0.9,-0.06349271310603488,20,0.07614249583217737,0.9,-0.0598590582256866,20,0.06737357459213231,0.7,-0.16259052543024288,20,0.07399929560920973,0.9,-0.014171336547140978,13,,,
adaptive_style_switch,2025-09-01,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,13,1.1555069240424678,index_strong,0.034838,44.015733748540285,2025-09-01,exit_date < signal_date,10,0.09099017310122952,20,0.055957023241306546,0.9,-0.06349271310603477,20,0.07669502933926502,0.9,-0.05985905822568671,20,0.06441303597704658,0.7,-0.16259052543024277,20,0.0764455009507389,0.95,-0.014171336547140978,14,,,
