experiment_id,first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,hard_stop_loss_pct,experiment_group,experiment_name,experiment_strategies,calmar,return_drawdown_ratio,max_single_day_loss,cost_to_profit_ratio,segment_return_last_126d,segment_return_last_63d,source_dir,pit_status,avg_top_industry_weight,max_top_industry_weight,avg_max_industry_names,max_industry_names
1,2026-03-03,2026-05-29,60,500000.0,589194.591215,0.1783891824300001,1.0159860832007217,-0.1592383495737547,0.6,0.0739076946324375,-0.0720302065245991,0.9508796528377236,5.0,55,30,25,0,10.108660244498177,4083.028784999999,tiered_liquidity_then_bs_v2,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,smoke,current_baseline,tiered_liquidity_then_bs_v2,6.3802851883374085,1.1202652056336169,-0.0720302065245991,0.045776641042706505,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260602_155151_854652_trusted_account_backtest,trusted,0.31728636599062143,0.5251562425689866,1.6666666666666667,3.0
2,2026-03-03,2026-05-29,60,500000.0,586850.220755,0.17370044151,0.981947105201993,-0.1634255590802069,0.5833333333333334,0.0742513284398973,-0.069897553891613,0.9464272471846992,5.0,55,30,25,0,10.0825590005616,4050.7992449999992,tiered_liquidity_then_bs_v2_industry_cap2,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,smoke,industry_cap2,tiered_liquidity_then_bs_v2_industry_cap2,6.00852835216594,1.0628719429667077,-0.069897553891613,0.046641208390558894,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260602_155251_370399_trusted_account_backtest,trusted,0.289257032744066,0.399749531664202,1.5,2.0
