bucket_type,bucket,strategy,cost_rate,periods,total_return,avg_return,win_rate,max_drawdown
index_bucket,index_neutral,baseline_full_liquidity,0.0,25,0.5817835339175739,0.02113822724184732,0.52,-0.26752279482082675
index_bucket,index_neutral,baseline_full_liquidity_industry_cap2,0.0,25,0.2849550352156949,0.012676868494230904,0.44,-0.2736568199247926
index_bucket,index_neutral,baseline_full_score,0.0,25,0.24565684814558586,0.012599586259182127,0.4,-0.4499068847501212
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_0p10pt,0.0,25,-0.01340991423928184,0.0017266775743845079,0.24,-0.3860787615602024
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_0p25pt,0.0,25,-0.01340991423928184,0.0017266775743845079,0.24,-0.3860787615602024
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_0p50pt,0.0,25,-0.01340991423928184,0.0017266775743845079,0.24,-0.3860787615602024
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_1pt,0.0,25,-0.01340991423928184,0.0017266775743845079,0.24,-0.3860787615602024
index_bucket,index_neutral,baseline_full_liquidity_industry_penalty_2pt,0.0,25,-0.01340991423928184,0.0017266775743845079,0.24,-0.3860787615602024
index_bucket,index_neutral,liq_top_10_then_score_industry_penalty_10pt,0.0,25,-0.13596409745433125,-0.00128903353266963,0.36,-0.6173498416000467
index_bucket,index_neutral,baseline_full_liq_breakout_adj,0.0,25,-0.15556518585847,-0.004137790052014843,0.4,-0.5087013656834054
index_bucket,index_neutral,baseline_full_liquidity_detail,0.0,25,-0.20187651598081446,-0.005726944646559353,0.36,-0.4852708238574319
index_bucket,index_neutral,liq_top_20_then_liquidity_detail,0.0,25,-0.20187651598081446,-0.005726944646559353,0.36,-0.4852708238574319
index_bucket,index_neutral,liq_top_30_then_liquidity_detail,0.0,25,-0.20187651598081446,-0.005726944646559353,0.36,-0.4852708238574319
index_bucket,index_neutral,liq_top_10_then_liquidity_detail,0.0,25,-0.20905481620243616,-0.00613684054573556,0.36,-0.48990028362545257
index_bucket,index_neutral,liq_top_10_then_score_industry_penalty_5pt,0.0,25,-0.2250041711574563,-0.005469956173921268,0.32,-0.6567824603211692
index_bucket,index_neutral,tiered_liquidity_then_bs_v2,0.0,25,-0.22759337105248167,-0.005988761917384119,0.4,-0.6385382881510554
index_bucket,index_neutral,tiered_liquidity_then_liquidity_detail,0.0,25,-0.24073966301494287,-0.0076620518474598874,0.36,-0.5103346091685073
