rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20
1,2026-06-03,tiered_liquidity_then_bs_v2,300433,蓝思科技,元器件,元器件,bs_score_v2,74.94,0.2,1.0,0.2,44.39,81.41,99.49755183786712,99.55260918997867,92.88553727008713,29.79,99.11,99.26,94.28848015488867,85.34365924491772,97.92836398838335,68.1703775411423,74.94,0,,可买,0.9971677890869077,normal_liquidity,index_neutral,0.04390438684079214,0.0
2,2026-06-03,tiered_liquidity_then_bs_v2,002897,意华股份,元器件,元器件,bs_score_v2,74.41,0.2,1.0,0.2,91.2,80.59,96.61652939950173,97.89284222957727,81.73517909002904,27.51,99.21,98.57,95.81800580832527,76.55372700871249,92.35237173281703,5.556631171345596,74.41,0,,可买,0.9971677890869077,normal_liquidity,index_neutral,0.057150934075932004,0.0
3,2026-06-03,tiered_liquidity_then_bs_v2,603678,火炬电子,元器件,元器件,bs_score_v2,74.34,0.2,1.0,0.2,63.93,81.02,97.41970056386188,98.7391385392073,87.51514682155535,27.17,99.83,99.71,99.43852855759923,99.51597289448209,96.36011616650532,20.193610842207164,74.34,0,,可买,0.9971677890869077,normal_liquidity,index_neutral,0.04657407871226563,0.0
4,2026-06-03,tiered_liquidity_then_bs_v2,300179,四方达,矿物制品,矿物制品,bs_score_v2,73.38,0.2,1.0,0.2,51.3,78.14,98.47050906324681,99.07909650659299,90.39426911907067,28.62,98.97,99.57,97.32817037754114,97.61858664085189,94.75314617618587,39.12875121006776,73.38,0,,可买,0.9971677890869077,normal_liquidity,index_neutral,0.08156619195202974,0.0
5,2026-06-03,tiered_liquidity_then_bs_v2,300394,天孚通信,通信设备,通信设备,bs_score_v2,72.64,0.2,1.0,0.2,497.38,76.28,99.40468879300303,99.28201268412775,94.32398838334947,29.97,98.43,98.9,91.07454017424976,83.4269119070668,99.69022265246853,86.81510164569217,72.64,0,,可买,0.9971677890869077,normal_liquidity,index_neutral,0.050606525321150855,0.0
