order_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
417,2025-08-18,1,2025-08-15,002317,SELL,HOLD_EXPIRY,22.53,22.7066,1700,38601.1702,300.1702,28.950878,0.0,0.0,28.950878,38572.22,139572.46,178144.68,1700,0,212882.0,174581.0,352454.46,352725.68,True,0.6,c0.00075_s0.001
418,2025-08-18,2,2025-08-15,300661,SELL,HOLD_EXPIRY,76.5,76.594,1100,84253.4322,103.4322,63.190074,0.0,0.0,63.190074,84190.24,178144.68,262334.92,1100,0,174581.0,90431.0,352725.68,352765.92,True,0.6,c0.00075_s0.001
419,2025-08-18,3,2025-08-15,002104,BUY,TARGET_REBALANCE,29.58,29.6096,2000,59219.16,59.16,44.41437,0.0,0.0,44.41437,-59263.57,262334.92,203071.34,0,2000,90431.0,149591.0,352765.92,352662.34,True,0.6,c0.00075_s0.001
420,2025-08-18,4,2025-08-15,300803,BUY,TARGET_REBALANCE,115.14,115.3423,500,57671.1635,101.1635,43.253373,0.0,0.0,43.253373,-57714.42,203071.34,145356.93,0,500,149591.0,207161.0,352662.34,352517.93,True,0.6,c0.00075_s0.001
421,2025-08-25,1,2025-08-22,600941,SELL,HOLD_EXPIRY,109.6,114.5614,200,22912.2848,992.2848,17.184214,0.0,0.0,17.184214,22895.1,145356.93,168252.03,200,0,221754.0,199834.0,367110.93,368086.03,True,0.6,c0.00075_s0.001
422,2025-08-26,1,2025-08-25,300762,SELL,HOLD_EXPIRY,29.21,29.1808,1800,52525.422,52.578,39.394067,0.0,0.0,39.394067,52486.03,168252.03,220738.05,1800,0,209553.0,156975.0,377805.03,377713.05,True,0.6,c0.00075_s0.001
423,2025-08-26,2,2025-08-25,601127,BUY,TARGET_REBALANCE,135.87,137.613,300,41283.8927,522.8927,30.962919,0.0,0.0,30.962919,-41314.86,220738.05,179423.2,0,300,156975.0,197736.0,377713.05,377159.2,True,0.6,c0.00075_s0.001
424,2025-08-27,1,2025-08-26,601698,BUY,TARGET_REBALANCE,22.7,22.7227,1100,24994.97,24.97,18.746227,0.0,0.0,18.746227,-25013.72,179423.2,154409.48,0,1100,202465.0,227435.0,381888.2,381844.48,True,0.6,c0.00075_s0.001
425,2025-08-28,1,2025-08-27,600410,SELL,HOLD_EXPIRY,24.53,24.5055,1100,26956.017,26.983,20.217013,0.0,0.0,20.217013,26935.8,154409.48,181345.28,1100,0,215470.0,188487.0,369879.48,369832.28,True,0.6,c0.00075_s0.001
426,2025-08-28,2,2025-08-27,688012,BUY,TARGET_REBALANCE,206.4,308.0915,100,30809.1484,10169.1484,23.106861,0.0,0.0,23.106861,-30832.26,181345.28,150513.03,0,100,188487.0,209127.0,369832.28,359640.03,True,0.6,c0.00075_s0.001
