signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,locked,skipped_by_position_cap
2025-12-02,2025-12-03,baseline_full_score,1,603778,国晟科技,电气设备,83.33,0.2,0.2,0,0
2025-12-02,2025-12-03,baseline_full_score,2,002702,海欣食品,食品,82.03,0.2,0.2,0,0
2025-12-02,2025-12-03,baseline_full_score,3,688270,臻镭科技,半导体,81.74,0.2,0.2,0,0
2025-12-02,2025-12-03,baseline_full_score,4,300437,清水源,化工原料,80.38,0.2,0.2,0,0
2025-12-02,2025-12-03,baseline_full_score,5,603829,洛凯股份,电气设备,79.84,0.2,0.2,0,0
2025-12-03,2025-12-04,baseline_full_score,1,002702,海欣食品,食品,82.13,0.2,0.0,1,0
2025-12-03,2025-12-04,baseline_full_score,2,002632,道明光学,塑料,81.16,0.2,0.0,0,1
2025-12-03,2025-12-04,baseline_full_score,3,300502,新易盛,通信设备,80.71,0.2,0.0,0,1
2025-12-03,2025-12-04,baseline_full_score,4,600201,生物股份,农业综合,79.4,0.2,0.0,0,1
2025-12-03,2025-12-04,baseline_full_score,5,603929,亚翔集成,装修装饰,78.37,0.2,0.0,0,1
2025-12-04,2025-12-05,baseline_full_score,1,000547,航天发展,通信设备,84.58,0.2,0.0,0,1
2025-12-04,2025-12-05,baseline_full_score,2,000078,海王生物,医药商业,83.25,0.2,0.0,0,1
2025-12-04,2025-12-05,baseline_full_score,3,600201,生物股份,农业综合,82.29,0.2,0.0,0,1
2025-12-04,2025-12-05,baseline_full_score,4,603829,洛凯股份,电气设备,80.73,0.2,0.0,1,0
2025-12-04,2025-12-05,baseline_full_score,5,000960,锡业股份,小金属,80.54,0.2,0.0,0,1
2025-12-05,2025-12-08,baseline_full_score,1,600201,生物股份,农业综合,82.75,0.2,0.0,0,1
2025-12-05,2025-12-08,baseline_full_score,2,600151,航天机电,汽车配件,82.26,0.2,0.0,0,1
2025-12-05,2025-12-08,baseline_full_score,3,600711,盛屯矿业,小金属,80.02,0.2,0.0,0,1
2025-12-05,2025-12-08,baseline_full_score,4,301028,鼎熔岩,专用机械,79.69,0.2,0.0,0,1
2025-12-05,2025-12-08,baseline_full_score,5,002028,思源电气,电气设备,78.69,0.2,0.0,0,1
2025-12-08,2025-12-09,baseline_full_score,1,000039,中集集团,运输设备,81.43,0.2,0.0,0,1
2025-12-08,2025-12-09,baseline_full_score,2,600372,中航机载,航空,80.34,0.2,0.0,0,1
2025-12-08,2025-12-09,baseline_full_score,3,002117,东港股份,广告包装,80.04,0.2,0.0,0,1
2025-12-08,2025-12-09,baseline_full_score,4,603130,云中马,纺织,79.75,0.2,0.0,0,1
2025-12-08,2025-12-09,baseline_full_score,5,600201,生物股份,农业综合,79.7,0.2,0.0,0,1
2025-12-09,2025-12-10,baseline_full_score,1,603696,安记食品,食品,84.21,0.2,0.0,0,1
2025-12-09,2025-12-10,baseline_full_score,2,002682,龙洲股份,仓储物流,83.48,0.2,0.0,0,1
2025-12-09,2025-12-10,baseline_full_score,3,002837,英维克,专用机械,80.3,0.2,0.0,0,1
2025-12-09,2025-12-10,baseline_full_score,4,600846,同济科技,建筑工程,79.94,0.2,0.0,0,1
2025-12-09,2025-12-10,baseline_full_score,5,002961,瑞达期货,多元金融,79.63,0.2,0.0,0,1
2025-12-10,2025-12-11,baseline_full_score,1,300395,菲利华,玻璃,81.87,0.2,0.0,0,1
2025-12-10,2025-12-11,baseline_full_score,2,600846,同济科技,建筑工程,81.73,0.2,0.0,0,1
2025-12-10,2025-12-11,baseline_full_score,3,002682,龙洲股份,仓储物流,81.58,0.2,0.0,0,1
2025-12-10,2025-12-11,baseline_full_score,4,002512,达华智能,IT设备,80.37,0.2,0.0,0,1
2025-12-10,2025-12-11,baseline_full_score,5,002281,光迅科技,通信设备,79.35,0.2,0.0,0,1
2025-12-11,2025-12-12,baseline_full_score,1,603778,国晟科技,电气设备,83.05,0.2,0.0,1,0
2025-12-11,2025-12-12,baseline_full_score,2,600693,东百集团,百货,82.62,0.2,0.0,0,1
2025-12-11,2025-12-12,baseline_full_score,3,002625,光启技术,航空,81.18,0.2,0.0,0,1
2025-12-11,2025-12-12,baseline_full_score,4,688047,龙芯中科,半导体,81.0,0.2,0.0,0,1
2025-12-11,2025-12-12,baseline_full_score,5,603601,再升科技,玻璃,80.99,0.2,0.0,0,1
2025-12-12,2025-12-15,baseline_full_score,1,603601,再升科技,玻璃,81.39,0.2,0.0,0,1
2025-12-12,2025-12-15,baseline_full_score,2,688333,铂力特,机械基件,80.24,0.2,0.0,0,1
2025-12-12,2025-12-15,baseline_full_score,3,688068,热景生物,医疗保健,79.76,0.2,0.0,0,1
2025-12-12,2025-12-15,baseline_full_score,4,600105,永鼎股份,通信设备,79.01,0.2,0.0,0,1
2025-12-12,2025-12-15,baseline_full_score,5,300098,高新兴,软件服务,78.57,0.2,0.0,0,1
2025-12-15,2025-12-16,baseline_full_score,1,600693,东百集团,百货,81.77,0.2,0.0,0,1
2025-12-15,2025-12-16,baseline_full_score,2,301557,常友科技,电气设备,81.76,0.2,0.0,0,1
2025-12-15,2025-12-16,baseline_full_score,3,603601,再升科技,玻璃,81.42,0.2,0.0,0,1
2025-12-15,2025-12-16,baseline_full_score,4,603650,彤程新材,化工原料,81.0,0.2,0.0,0,1
2025-12-15,2025-12-16,baseline_full_score,5,688278,特宝生物,生物制药,80.52,0.2,0.0,0,1
2025-12-16,2025-12-17,baseline_full_score,1,001208,华菱线缆,电气设备,81.97,0.2,0.2,0,0
2025-12-16,2025-12-17,baseline_full_score,2,300377,赢时胜,软件服务,80.64,0.2,0.2,0,0
2025-12-16,2025-12-17,baseline_full_score,3,000592,平潭发展,林业,80.13,0.2,0.2,0,0
2025-12-16,2025-12-17,baseline_full_score,4,603601,再升科技,玻璃,79.17,0.2,0.2,0,0
2025-12-16,2025-12-17,baseline_full_score,5,600693,东百集团,百货,78.56,0.2,0.2,0,0
2025-12-17,2025-12-18,baseline_full_score,1,600865,百大集团,百货,83.77,0.2,0.0,0,1
2025-12-17,2025-12-18,baseline_full_score,2,002378,章源钨业,小金属,81.58,0.2,0.0,0,1
