first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,risk_profile,risk_profile_description,market_gate,hard_stop_loss_pct
2025-12-03,2026-06-02,118,500000.0,717185.8593050002,0.43437171861000023,1.1748295712261037,-0.2684084783003764,0.5508474576271186,0.10133410908406071,-0.20748552494685202,0.987463052133101,4.983050847457627,116,60,56,0,22.506625719994187,10847.260694999999,baseline_full_liquidity_detail_vol_position,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,675620.1005,0.351240201,0.9123959540930755,-0.32559446718229423,0.5677966101694916,0.16958029730218693,-0.2791946732038224,0.9869906804376198,5.0,116,60,56,0,22.519117663197374,10865.5995,baseline_full_liquidity_detail_hist_mdd_position,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,649155.1416024999,0.29831028320499975,0.7546877312546487,-0.34429442511953,0.5508474576271186,0.16773190765738932,-0.27442110543841514,0.9884279988366069,5.0,116,60,56,0,22.547294597828632,10633.728397500003,tiered_liquidity_then_liquidity_detail,liquidity_detail_score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,649155.1416024999,0.29831028320499975,0.7546877312546487,-0.34429442511953,0.5508474576271186,0.16773190765738932,-0.27442110543841514,0.9884279988366069,5.0,116,60,56,0,22.547294597828632,10633.728397500003,liq_top_20_then_liquidity_detail,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,649155.1416024999,0.29831028320499975,0.7546877312546487,-0.34429442511953,0.5508474576271186,0.16773190765738932,-0.27442110543841514,0.9884279988366069,5.0,116,60,56,0,22.547294597828632,10633.728397500003,baseline_full_liquidity_detail,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,649155.1416024999,0.29831028320499975,0.7546877312546487,-0.34429442511953,0.5508474576271186,0.16773190765738932,-0.27442110543841514,0.9884279988366069,5.0,116,60,56,0,22.547294597828632,10633.728397500003,baseline_full_liquidity_detail_market_gate,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,True,0.0
2025-12-03,2026-06-02,118,500000.0,649155.1416024999,0.29831028320499975,0.7546877312546487,-0.34429442511953,0.5508474576271186,0.16773190765738932,-0.27442110543841514,0.9884279988366069,5.0,116,60,56,0,22.547294597828632,10633.728397500003,liq_top_30_then_liquidity_detail,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,649155.1416024999,0.29831028320499975,0.7546877312546487,-0.34429442511953,0.5508474576271186,0.16773190765738932,-0.27442110543841514,0.9884279988366069,5.0,116,60,56,0,22.547294597828632,10633.728397500003,liq_top_10_then_liquidity_detail,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,637505.5477450001,0.27501109549000025,0.6875663066505688,-0.23429766287570775,0.5338983050847458,0.07579639323304965,-0.09094139362375198,0.985893004220297,4.983050847457627,116,60,56,0,22.4796983121635,10050.792255000002,liq_top_10_then_dynamic_factor,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,599854.9602099999,0.1997099204199999,0.48019208315118855,-0.2533852081887896,0.5508474576271186,0.11419525814645559,-0.05460539130810904,0.8895192556970694,4.838983050847458,123,71,52,0,15.249205093615442,6004.49979,baseline_full_liquidity_industry_penalty_2pt,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,599854.9602099999,0.1997099204199999,0.48019208315118855,-0.2533852081887896,0.5508474576271186,0.11419525814645559,-0.05460539130810904,0.8895192556970694,4.838983050847458,123,71,52,0,15.249205093615442,6004.49979,baseline_full_liquidity_industry_penalty_1pt,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,599854.9602099999,0.1997099204199999,0.48019208315118855,-0.2533852081887896,0.5508474576271186,0.11419525814645559,-0.05460539130810904,0.8895192556970694,4.838983050847458,123,71,52,0,15.249205093615442,6004.49979,baseline_full_liquidity_industry_penalty_0p50pt,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,599854.9602099999,0.1997099204199999,0.48019208315118855,-0.2533852081887896,0.5508474576271186,0.11419525814645559,-0.05460539130810904,0.8895192556970694,4.838983050847458,123,71,52,0,15.249205093615442,6004.49979,baseline_full_liquidity_industry_penalty_0p25pt,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,599854.9602099999,0.1997099204199999,0.48019208315118855,-0.2533852081887896,0.5508474576271186,0.11419525814645559,-0.05460539130810904,0.8895192556970694,4.838983050847458,123,71,52,0,15.249205093615442,6004.49979,baseline_full_liquidity_industry_penalty_0p10pt,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,566464.9666949998,0.1329299333899996,0.30841355309793705,-0.22305843826439453,0.559322033898305,0.050352215165151426,-0.04780610257068463,0.8334593534557482,4.915254237288136,79,45,34,0,10.397237819198573,3866.2933050000006,baseline_full_liquidity,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,563849.231015,0.12769846203000013,0.2954351197128844,-0.2839127155274064,0.5254237288135594,0.07579639323304965,-0.09094139362375198,0.9765650302145769,4.991525423728813,116,60,56,0,22.29466476129349,9653.468985,tiered_liquidity_then_dynamic_factor,dynamic_factor_score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,535074.1056224998,0.07014821124499959,0.15722470116282783,-0.3036351710632871,0.5423728813559322,0.05888355667377665,-0.08412864444290402,0.9903434261115769,4.991525423728813,115,60,55,0,22.6295291679722,10766.744377500001,liq30_bs_score_v2_b_bonus_5pct_market_gate,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,True,0.0
2025-12-03,2026-06-02,118,500000.0,530561.406395,0.06112281279000009,0.13630586740677653,-0.252134176540886,0.5423728813559322,0.04851769929420424,-0.05013456117843085,0.8268843824191565,4.779661016949152,81,46,35,0,11.001427792691997,3934.9936050000006,baseline_full_liquidity_industry_cap2,s_liquidity,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,525732.5563849999,0.05146511276999988,0.1141477603492933,-0.3050379867394476,0.5338983050847458,0.0587185630890954,-0.06854835527110148,0.9897324196141806,4.991525423728813,115,60,55,0,22.506285288429613,9741.543614999999,liq20_bs_score_v2_b_bonus_8pct,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,519518.48384749965,0.039036967694999314,0.08597696734746063,-0.3073268532079628,0.5254237288135594,0.06424912770155577,-0.08179147933405906,0.9901957424930642,4.991525423728813,115,60,55,0,22.73578193337083,10250.666152499998,liq_top_30_then_bs_v2,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,510397.67665499984,0.020795353309999598,0.04532792212736925,-0.15538883738280285,0.5169491525423728,0.06444648265809061,-0.06750297254686166,0.9735945765102566,4.983050847457627,118,61,57,0,22.267054746909338,8668.863345000002,tiered_liquidity_then_bs_v2_industry_penalty_5pt,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,510397.67665499984,0.020795353309999598,0.04532792212736925,-0.15538883738280285,0.5169491525423728,0.06444648265809061,-0.06750297254686166,0.9735945765102566,4.983050847457627,118,61,57,0,22.267054746909338,8668.863345000002,tiered_liquidity_then_bs_v2_industry_cap1,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,489769.84715750004,-0.020460305684999902,-0.04354871508374669,-0.24779635523524202,0.4915254237288136,0.0712138797514763,-0.08271012653816856,0.9754057853208579,4.983050847457627,116,60,56,0,22.308343933423373,8628.0028425,tiered_liquidity_then_score_industry_penalty_5pt,score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,485244.5856650002,-0.029510828669999656,-0.06248126311983582,-0.3305624103765721,0.5338983050847458,0.053768670630134796,-0.06889809899936783,0.9883309334972635,4.991525423728813,115,60,55,0,22.56228862750603,9865.774334999998,liq20_bs_score_v2_b_bonus_5pct,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,485244.5856650002,-0.029510828669999656,-0.06248126311983582,-0.3305624103765721,0.5338983050847458,0.053768670630134796,-0.06889809899936783,0.9883309334972635,4.991525423728813,115,60,55,0,22.56228862750603,9865.774334999998,liq20_bs_score_v2_b_bonus_5pct_market_gate,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,True,0.0
2025-12-03,2026-06-02,118,500000.0,471582.4144724999,-0.05683517105500013,-0.11841215373636171,-0.4865958798455685,0.5084745762711864,0.07474996555853997,-0.08624921099752769,0.9724140771895108,4.983050847457627,116,60,56,0,22.27903864662978,8578.895527499999,tiered_liquidity_then_dynamic_ic_factor,dynamic_ic_factor_score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,470387.68862249993,-0.05922462275500018,-0.12321563151094295,-0.38483931380324654,0.5084745762711864,0.061887608696451046,-0.08727422970073107,0.9897156789987557,4.991525423728813,115,60,55,0,22.69462304581079,9993.161377499999,liq30_bs_score_v2_b_bonus_3pct_market_gate,bs_score_v2,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,True,0.0
2025-12-03,2026-06-02,118,500000.0,469244.280515,-0.06151143897,-0.12779961879839508,-0.32123815778015996,0.5338983050847458,0.07579639323304965,-0.09094139362375198,0.9697147679669829,4.983050847457627,116,60,56,0,22.23177584372335,8945.419485,baseline_full_dynamic_factor_industry_cap2_market_gate,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,True,0.0
2025-12-03,2026-06-02,118,500000.0,469244.280515,-0.06151143897,-0.12779961879839508,-0.32123815778015996,0.5338983050847458,0.07579639323304965,-0.09094139362375198,0.9697147679669829,4.983050847457627,116,60,56,0,22.23177584372335,8945.419485,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,468253.63705499994,-0.0634927258900001,-0.1317607581206871,-0.2144248799030526,0.4830508474576271,0.06444648265809061,-0.06768839854524011,0.9820269643383875,4.991525423728813,118,61,57,0,22.497733149398773,8430.102945000002,tiered_liquidity_then_bs_v2_market_gate,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,True,0.0
2025-12-03,2026-06-02,118,500000.0,468253.63705499994,-0.0634927258900001,-0.1317607581206871,-0.2144248799030526,0.4830508474576271,0.06444648265809061,-0.06768839854524011,0.9820269643383875,4.991525423728813,118,61,57,0,22.497733149398773,8430.102945000002,tiered_liquidity_then_bs_v2_industry_cap2,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,468253.63705499994,-0.0634927258900001,-0.1317607581206871,-0.2144248799030526,0.4830508474576271,0.06444648265809061,-0.06768839854524011,0.9820269643383875,4.991525423728813,118,61,57,0,22.497733149398773,8430.102945000002,tiered_liquidity_then_bs_v2,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,467672.4563475001,-0.0646550873049998,-0.13408014421123915,-0.22310835434128107,0.5084745762711864,0.048652024328623034,-0.08254499442695595,0.9886678242418632,5.0,116,60,56,0,22.58323209366105,8285.4936525,baseline_b_score_v2,bs_score_v2,b_candidate,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,466999.5936074999,-0.06600081278500014,-0.13676126547126832,-0.3462751359939855,0.5423728813559322,0.07155313228469873,-0.08432722916378343,0.9917858985946995,4.991525423728813,115,60,55,0,22.617443488431576,9185.2163925,baseline_full_liq_breakout_adj,score_liq_breakout_adj,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,466999.5936074999,-0.06600081278500014,-0.13676126547126832,-0.3462751359939855,0.5423728813559322,0.07155313228469873,-0.08432722916378343,0.9917858985946995,4.991525423728813,115,60,55,0,22.617443488431576,9185.2163925,baseline_full_liq_breakout_adj_40p_30d,score_liq_breakout_adj_40p_30d,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,461667.545765,-0.07666490847000007,-0.15785019865882355,-0.3443938473068535,0.5338983050847458,0.07579639323304965,-0.09565766958477384,0.9755151530319334,4.983050847457627,116,60,56,0,22.413745953896026,8767.154235,baseline_full_dynamic_factor,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,461511.1719375,-0.07697765612499996,-0.15846446098040412,-0.29987205733555977,0.4830508474576271,0.0712138797514763,-0.08271012653816856,0.9778588618853568,4.991525423728813,116,60,56,0,22.367658470293335,8452.7180625,tiered_liquidity_then_score_industry_cap2,score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,461511.1719375,-0.07697765612499996,-0.15846446098040412,-0.29987205733555977,0.4830508474576271,0.0712138797514763,-0.08271012653816856,0.9778588618853568,4.991525423728813,116,60,56,0,22.367658470293335,8452.7180625,tiered_liquidity_then_score,score,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,461511.1719375,-0.07697765612499996,-0.15846446098040412,-0.29987205733555977,0.4830508474576271,0.0712138797514763,-0.08271012653816856,0.9778588618853568,4.991525423728813,116,60,56,0,22.367658470293335,8452.7180625,tiered_liquidity_then_liq_breakout_adj,score_liq_breakout_adj,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
2025-12-03,2026-06-02,118,500000.0,460071.4745874998,-0.07985705082500039,-0.16410855105836863,-0.3525814251642657,0.5423728813559322,0.07155313228469873,-0.08432722916378343,0.991654738299226,4.991525423728813,115,60,55,0,22.605403070579154,9135.9754125,baseline_full_liq_breakout_adj_50p_50d,score_liq_breakout_adj_50p_50d,full,5,10,0.00075,0.0,100,500.0,5,1.0,balanced,均衡档：流动性质量防守策略+市场门禁，基准80%仓位。,False,0.0
