strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,adaptive_role,adaptive_underlying_strategy,market_style_state,selected_strategy,target_position_ratio,adaptive_target_position_ratio,risk_decision,fallback_strategy,allow_new_buys,risk_governor_reasons,risk_governor_version,recovery_status,governed_nav_ret_10d,recovery_streak,champion_score_floor,recovery_position,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,champion_score_pctile_252,champion_score_z_252,champion_score_rank_252,champion_score_sample_count_252,champion_score_percentile_floor,champion_score_z_floor,governed_nav_drawdown_20d,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,top_industry_weight,fp_classified_label,fp_classified_gate_reason,route_reason,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,execution_safe_uplift_hard_block_reasons,execution_safe_uplift_incremental_symbols,execution_safe_uplift_planned_strategy,execution_safe_uplift_planned_position_ratio,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible,precommit_uplift_risk_level,precommit_uplift_cap_reason,cap_input_coverage,cap_missing_fields,cap_trigger_count,strict_cap_candidate_vol_20,strict_cap_candidate_ret_1,planned_uplift_ratio,capped_uplift_ratio,precommit_cap_applied,execution_safe_uplift_final_strategy,execution_safe_uplift_final_position_ratio,corporate_action_status
production_governed_vol_position_v1_2b_gate_tuned,2026-01-29,2026-01-28,174087.41400000005,364666.0,538753.4140000001,1.0775068280000002,5,0.6768699566885713,5,374438.0,5,0,548525.4140000001,5,0.7,5,0.3173734699555781,0.30000000000000004,0.30000000000000004,0.017373469955578036,0.0,0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,-0.08745713187934101,0,,,,,,,,,,,,-0.09835805930313946,,,,0.10554890751448148,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-30,2026-01-29,174087.41400000005,364348.0,538435.4140000001,1.0768708280000001,5,0.6766791160582909,5,362202.0,5,0,536289.4140000001,5,0.7,5,0.324614675314102,0.30000000000000004,0.30000000000000004,0.02461467531410194,0.0,0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,-0.05725837320155114,0,,,,,,,,,,,,-0.10093755948454575,,,,0.10178264347337579,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-06,2026-01-05,194716.20875,315793.0,510509.20875,1.0210184174999999,5,0.6185843361635541,0,0.0,5,5,500000.0,5,0.7,0,0.38961069653654795,0.30000000000000004,0.30000000000000004,0.0896106965365479,26210.400000000023,0,0.07912205741982115,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,,,,,0.04785385353727063,,,production_risk_governor_backtest,strict_precommit_no_intraday_guard,0.0,,,baseline_full_liquidity_detail_vol_position,0.7,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-06T09:30:00+08:00,strict_t1_open_precommit,1.0,0.0,STRICT_PRECOMMIT_CAUSAL,1.0,no_incremental_uplift,precommit_no_incremental_uplift,1.0,,0.0,0.06675734288949493,0.1996527777777779,0.0,0.0,0.0,baseline_full_liquidity_detail_vol_position,0.7,NO_ACTION_CONFIRMED
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-07,2026-01-06,194716.20875,315994.0,510710.20875,1.0214204175,5,0.6187344497644135,5,315793.0,5,0,510509.20875,5,0.7,2,0.38192289018046505,0.30000000000000004,0.30000000000000004,0.081922890180465,0.0,0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,,,,,0.06442287106912177,,,production_risk_governor_backtest,strict_precommit_no_intraday_guard,0.0,,,baseline_full_liquidity_detail_vol_position,0.7,2026-01-06T15:00:00+08:00,2026-01-06T15:00:00+08:00,2026-01-06T15:00:00+08:00,2026-01-07T09:30:00+08:00,strict_t1_open_precommit,1.0,0.0,STRICT_PRECOMMIT_CAUSAL,1.0,no_incremental_uplift,precommit_no_incremental_uplift,1.0,,0.0,0.06707996661530982,0.09982688978649734,0.0,0.0,0.0,baseline_full_liquidity_detail_vol_position,0.7,NO_ACTION_CONFIRMED
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-08,2026-01-07,194716.20875,329618.0,524334.20875,1.0486684175,5,0.6286410356207758,5,315994.0,5,0,510710.20875,5,0.7,3,0.3832074359217821,0.30000000000000004,0.30000000000000004,0.08320743592178204,0.0,0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,0.0,,,,0.08606151078737774,,,production_risk_governor_backtest,strict_precommit_no_intraday_guard,0.0,,,baseline_full_liquidity_detail_vol_position,0.7,2026-01-07T15:00:00+08:00,2026-01-07T15:00:00+08:00,2026-01-07T15:00:00+08:00,2026-01-08T09:30:00+08:00,strict_t1_open_precommit,1.0,0.0,STRICT_PRECOMMIT_CAUSAL,1.0,no_incremental_uplift,precommit_no_incremental_uplift,1.0,,0.0,0.06723580903334887,0.060600448587361244,0.0,0.0,0.0,baseline_full_liquidity_detail_vol_position,0.7,NO_ACTION_CONFIRMED
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-09,2026-01-08,194716.20875,337988.0,532704.20875,1.0654084175,5,0.6344759332634051,5,329618.0,5,0,524334.20875,5,0.7,2,0.3658750347591691,0.30000000000000004,0.30000000000000004,0.06587503475916906,0.0,0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,0.0,,,,0.09062203157663332,,,production_risk_governor_backtest,strict_precommit_no_intraday_guard,0.0,,,baseline_full_liquidity_detail_vol_position,0.7,2026-01-08T15:00:00+08:00,2026-01-08T15:00:00+08:00,2026-01-08T15:00:00+08:00,2026-01-09T09:30:00+08:00,strict_t1_open_precommit,1.0,0.0,STRICT_PRECOMMIT_CAUSAL,1.0,no_incremental_uplift,precommit_no_incremental_uplift,1.0,,0.0,0.06608853254081955,0.13714370989404556,0.0,0.0,0.0,baseline_full_liquidity_detail_vol_position,0.7,NO_ACTION_CONFIRMED
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-12,2026-01-09,194716.20875,368857.0,563573.20875,1.1271464174999999,5,0.6544970454115825,5,337988.0,5,0,532704.20875,5,0.7,2,0.3564068931656103,0.30000000000000004,0.30000000000000004,0.05640689316561026,0.0,0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,0.0,,,,0.07602736972179591,,,production_risk_governor_backtest,strict_precommit_no_intraday_guard,0.0,,,baseline_full_liquidity_detail_vol_position,0.7,2026-01-09T15:00:00+08:00,2026-01-09T15:00:00+08:00,2026-01-09T15:00:00+08:00,2026-01-12T09:30:00+08:00,strict_t1_open_precommit,1.0,0.0,STRICT_PRECOMMIT_CAUSAL,1.0,no_incremental_uplift,precommit_no_incremental_uplift,1.0,,0.0,0.0703585720898776,0.14077025232403706,0.0,0.0,0.0,baseline_full_liquidity_detail_vol_position,0.7,NO_ACTION_CONFIRMED
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-13,2026-01-12,194716.20875,378359.0,573075.20875,1.1461504175,5,0.6602257334168794,5,368857.0,5,0,563573.20875,5,0.7,4,0.3365856389718098,0.30000000000000004,0.30000000000000004,0.036585638971809775,0.0,0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,0.0,,,,0.1764824832966136,,,production_risk_governor_backtest,strict_precommit_no_intraday_guard,0.0,,,baseline_full_liquidity_detail_vol_position,0.7,2026-01-12T15:00:00+08:00,2026-01-12T15:00:00+08:00,2026-01-12T15:00:00+08:00,2026-01-13T09:30:00+08:00,strict_t1_open_precommit,1.0,0.0,STRICT_PRECOMMIT_CAUSAL,1.0,no_incremental_uplift,precommit_no_incremental_uplift,1.0,,0.0,0.07668709308449735,0.20023282887077998,0.0,0.0,0.0,baseline_full_liquidity_detail_vol_position,0.7,NO_ACTION_CONFIRMED
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-14,2026-01-13,194716.20875,395933.0,590649.20875,1.1812984175,5,0.6703352753793053,5,378359.0,5,0,573075.20875,5,0.7,4,0.334164193667409,0.30000000000000004,0.30000000000000004,0.03416419366740897,0.0,0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,0.0,,,,0.1688697875630665,,,production_risk_governor_backtest,strict_precommit_no_intraday_guard,0.0,,,baseline_full_liquidity_detail_vol_position,0.7,2026-01-13T15:00:00+08:00,2026-01-13T15:00:00+08:00,2026-01-13T15:00:00+08:00,2026-01-14T09:30:00+08:00,strict_t1_open_precommit,1.0,0.0,STRICT_PRECOMMIT_CAUSAL,1.0,no_incremental_uplift,precommit_no_incremental_uplift,1.0,,0.0,0.07677201215917798,0.06107409650716744,0.0,0.0,0.0,baseline_full_liquidity_detail_vol_position,0.7,NO_ACTION_CONFIRMED
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-15,2026-01-14,194716.20875,370811.0,565527.20875,1.1310544175,5,0.655690821348125,5,395933.0,5,0,590649.20875,5,0.7,4,0.3416510139550343,0.30000000000000004,0.30000000000000004,0.04165101395503423,0.0,0,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,0.0,,,,0.1359111635848426,,,production_risk_governor_backtest,strict_precommit_no_intraday_guard,0.0,,,baseline_full_liquidity_detail_vol_position,0.7,2026-01-14T15:00:00+08:00,2026-01-14T15:00:00+08:00,2026-01-14T15:00:00+08:00,2026-01-15T09:30:00+08:00,strict_t1_open_precommit,1.0,0.0,STRICT_PRECOMMIT_CAUSAL,1.0,no_incremental_uplift,precommit_no_incremental_uplift,1.0,,0.0,0.06401014798502914,0.1259930486593841,0.0,0.0,0.0,baseline_full_liquidity_detail_vol_position,0.7,NO_ACTION_CONFIRMED
