rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,selected_strategy,target_position_ratio
1,2026-06-22,production_governed_vol_position,300285,国瓷材料,陶瓷,陶瓷,liquidity_detail_score,95.91744186046512,0.018824318886259125,0.5,0.07103651076050752,98.9,71.59,,,95.91744186046512,29.8,99.29,99.71,88.64341085271317,91.0077519379845,98.95348837209302,99.6124031007752,58.97,0,,过滤,1.2312287687878902,high_liquidity,index_strong,0.08399447754990738,0.0,baseline_full_liquidity_detail_vol_position,0.5
2,2026-06-22,production_governed_vol_position,301217,铜冠铜箔,元器件,元器件,liquidity_detail_score,95.7318992248062,0.02344705732264784,0.5,0.08848113707945726,196.5,59.75,,,95.7318992248062,29.57,47.52,99.88,95.79457364341086,97.18992248062015,98.2170542635659,78.35271317829458,60.57,0,,可买,1.2312287687878902,high_liquidity,index_strong,0.06743442506778646,-0.01749999999999996,baseline_full_liquidity_detail_vol_position,0.5
3,2026-06-22,production_governed_vol_position,600392,盛和资源,小金属,小金属,liquidity_detail_score,95.63011627906977,0.03464600070714341,0.5,0.13074210105089407,34.48,72.79,,,95.63011627906977,29.03,99.29,97.69,99.20542635658914,99.59302325581395,98.7984496124031,73.23643410852712,58.33,1,,过滤,1.2312287687878902,high_liquidity,index_strong,0.04563697967477631,0.0,baseline_full_liquidity_detail_vol_position,0.5
4,2026-06-22,production_governed_vol_position,300857,协创数据,IT设备,IT设备,liquidity_detail_score,95.49573643410852,0.02813413857850294,0.5,0.10616857108855518,316.81,51.27,,,95.49573643410852,29.6,99.29,91.76,95.0,93.46899224806201,98.0813953488372,82.96511627906978,64.69,0,,可买,1.2312287687878902,high_liquidity,index_strong,0.056200008600665825,0.0,baseline_full_liquidity_detail_vol_position,0.5
5,2026-06-22,production_governed_vol_position,600378,昊华科技,化工原料,化工原料,liquidity_detail_score,93.43081395348837,0.02744597547683907,0.5,0.103571680020586,70.22,67.75,,,93.43081395348837,29.35,98.24,99.55,88.77906976744187,96.43410852713178,97.53875968992249,74.45736434108528,67.89,0,,可买,1.2312287687878902,high_liquidity,index_strong,0.057609132217525685,0.0,baseline_full_liquidity_detail_vol_position,0.5
