order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
44,2024-01-29,2,2024-01-26,000002,BUY,10.41,10.420409999999999,6300,65648.582999999993700,65.582999999993700,49.236437,0,0,49.236437,-65697.819436999993700,352030.7277148799,286332.90827787993,0,6300,118154.00,183737.00,470184.7277148799,470069.90827787993,True,0.4000,c0.00075_s0.001
45,2024-01-31,1,2024-01-30,000338,SELL,14.91,16.3440396,2900,47397.7148400,4158.7148400,35.548286,0,0,35.548286,47362.1665540,286332.90827728243,333695.0748312824,2900,0,176547.00,133308.00,462879.90827728243,467003.0748312824,True,0.4000,c0.00075_s0.001
46,2024-01-31,2,2024-01-30,601857,BUY,8.34,9.272963699999998,5600,51928.596719999988800,5224.596719999988800,38.946448,0,0,38.946448,-51967.543167999988800,333695.0748312824,281727.5316632824,0,5600,133308.00,180012.00,467003.0748312824,461739.5316632824,True,0.4000,c0.00075_s0.001
47,2024-02-19,1,2024-02-08,300059,SELL,13.35,13.4861004,1800,24274.9807200,244.9807200,18.206236,0,0,18.206236,24256.7744840,281727.53166361246,305984.30614761246,1800,0,184398.00,160368.00,466125.53166361246,466352.30614761246,True,0.4000,c0.00075_s0.001
48,2024-02-19,2,2024-02-08,600030,SELL,21.12,22.5865908,1500,33879.8862000,2199.8862000,25.409915,0,0,25.409915,33854.4762850,305984.30614761246,339838.78243261244,1500,0,160368.00,128688.00,466352.30614761246,468526.78243261244,True,0.4000,c0.00075_s0.001
49,2024-02-19,3,2024-02-08,601099,SELL,3.29,3.2867100000000002,5700,18734.2470000000011400,18.7529999999988600,14.050685,0,0,14.050685,18720.1963150000011400,339838.78243261244,358558.97874761245,5700,0,128688.00,109935.00,468526.78243261244,468493.97874761245,True,0.4000,c0.00075_s0.001
50,2024-02-19,4,2024-02-08,000895,BUY,28.34,32.51207959999999,1300,42265.70347999998700,5423.70347999998700,31.699278,0,0,31.699278,-42297.40275799998700,358558.97874761245,316261.57598961244,0,1300,109935.00,146777.00,468493.97874761245,463038.57598961244,True,0.4000,c0.00075_s0.001
51,2024-02-19,5,2024-02-08,002340,BUY,5.18,5.309904599999999,2600,13805.751959999997400,337.751959999997400,10.354314,0,0,10.354314,-13816.106273999997400,316261.57598961244,302445.4697156124,0,2600,146777.00,160245.00,463038.57598961244,462690.4697156124,True,0.4000,c0.00075_s0.001
52,2024-02-19,6,2024-02-08,600111,BUY,18.34,18.507288799999998,800,14805.831039999998400,133.831039999998400,11.104373,0,0,11.104373,-14816.935412999998400,302445.4697156124,287628.5343026124,0,800,160245.00,174917.00,462690.4697156124,462545.5343026124,True,0.4000,c0.00075_s0.001
53,2024-02-20,1,2024-02-19,000002,SELL,9.9,9.8901,6300,62307.6300,62.3700,46.730723,0,0,46.730723,62260.899277,287628.5343033125,349889.43358031247,6300,0,176186.00,113816.00,463814.5343033125,463705.43358031247,True,0.4000,c0.00075_s0.001
54,2024-02-20,2,2024-02-19,002463,BUY,26.39,27.391764399999996,2300,63001.058119999990800,2304.058119999990800,47.250794,0,0,47.250794,-63048.308913999990800,349889.43358031247,286841.1246663125,0,2300,113816.00,174513.00,463705.43358031247,461354.1246663125,True,0.4000,c0.00075_s0.001
55,2024-02-22,1,2024-02-21,601857,SELL,8.63,9.5762142,5600,53626.7995200,5298.7995200,40.220100,0,0,40.220100,53586.5794200,286841.1246672225,340427.7040872225,5600,0,172704.00,124376.00,459545.1246672225,464803.7040872225,True,0.4000,c0.00075_s0.001
56,2024-02-22,2,2024-02-21,600839,BUY,4.75,4.8244196,11700,56445.7093200,870.7093200,42.334282,0,0,42.334282,-56488.0436020,340427.7040872225,283939.6604852225,0,11700,124376.00,179951.00,464803.7040872225,463890.6604852225,True,0.4000,c0.00075_s0.001
57,2024-03-04,1,2024-03-01,000895,SELL,29.01,33.2142525,1300,43178.5282500,5465.5282500,32.383896,0,0,32.383896,43146.1443540,283939.66048559255,327085.80483959254,1300,0,193160.00,155447.00,477099.66048559255,482532.80483959254,True,0.4000,c0.00075_s0.001
58,2024-03-04,2,2024-03-01,002340,SELL,5.42,5.5448496,2600,14416.6089600,324.6089600,10.812457,0,0,10.812457,14405.7965030,327085.80483959254,341491.60134259256,2600,0,155447.00,141355.00,482532.80483959254,482846.60134259256,True,0.4000,c0.00075_s0.001
59,2024-03-04,3,2024-03-01,600111,SELL,19.1,19.2356451,800,15388.5160800,108.5160800,11.541387,0,0,11.541387,15376.9746930,341491.60134259256,356868.5760355926,800,0,141355.00,126075.00,482846.60134259256,482943.5760355926,True,0.4000,c0.00075_s0.001
60,2024-03-04,4,2024-03-01,002281,BUY,34.45,34.90657169999999,600,20943.94301999999400,273.94301999999400,15.707957,0,0,15.707957,-20959.65097699999400,356868.5760355926,335908.9250585926,0,600,126075.00,146745.00,482943.5760355926,482653.9250585926,True,0.4000,c0.00075_s0.001
61,2024-03-04,5,2024-03-01,300045,BUY,22.97,22.992969999999996,800,18394.375999999996800,18.375999999996800,13.795782,0,0,13.795782,-18408.171781999996800,335908.9250585926,317500.7532765926,0,800,146745.00,165121.00,482653.9250585926,482621.7532765926,True,0.4000,c0.00075_s0.001
62,2024-03-04,6,2024-03-01,603220,BUY,34.8,45.803457699999996,500,22901.728849999998000,5501.728849999998000,17.176297,0,0,17.176297,-22918.905146999998000,317500.7532765926,294581.8481295926,0,500,165121.00,182521.00,482621.7532765926,477102.8481295926,True,0.4000,c0.00075_s0.001
63,2024-03-05,1,2024-03-04,002463,SELL,27.75,28.7458254,2300,66115.3984200,2290.3984200,49.586549,0,0,49.586549,66065.8118710,294581.8481297226,360647.66000072256,2300,0,189654.00,125829.00,484235.8481297226,486476.66000072256,True,0.4000,c0.00075_s0.001
64,2024-03-05,2,2024-03-04,000938,BUY,24.89,25.1922671,2500,62980.6677500,755.6677500,47.235501,0,0,47.235501,-63027.9032510,360647.66000072256,297619.7567497226,0,2500,125829.00,188054.00,486476.66000072256,485673.7567497226,True,0.4000,c0.00075_s0.001
65,2024-03-07,1,2024-03-06,600839,SELL,5.55,5.6256687,11700,65820.3237900,885.3237900,49.365243,0,0,49.365243,65770.9585470,297619.7567500951,363390.7152970951,11700,0,184553.00,119618.00,482172.7567500951,483008.7152970951,True,0.4000,c0.00075_s0.001
66,2024-03-07,2,2024-03-06,002456,BUY,9.6,9.609599999999999,7200,69189.119999999992800,69.119999999992800,51.891840,0,0,51.891840,-69241.011839999992800,363390.7152970951,294149.70345709514,0,7200,119618.00,188738.00,483008.7152970951,482887.70345709514,True,0.4000,c0.00075_s0.001
67,2024-03-18,1,2024-03-15,002281,SELL,39.8,40.2469128,600,24148.1476800,268.1476800,18.111111,0,0,18.111111,24130.0365690,294149.70345725265,318279.74002625264,600,0,191105.00,167225.00,485254.70345725265,485504.74002625264,False,0.6000,c0.00075_s0.001
68,2024-03-18,2,2024-03-15,300045,SELL,24.91,24.88509,800,19908.07200,19.92800,14.931054,0,0,14.931054,19893.140946,318279.74002625264,338172.88097225263,800,0,167225.00,147297.00,485504.74002625264,485469.88097225263,False,0.6000,c0.00075_s0.001
69,2024-03-18,3,2024-03-15,603220,SELL,36.46,47.892459599999995,500,23946.229799999997500,5716.229799999997500,17.959672,0,0,17.959672,23928.270127999997500,338172.88097225263,362101.15110025264,500,0,147297.00,129067.00,485469.88097225263,491168.15110025264,False,0.6000,c0.00075_s0.001
70,2024-03-18,4,2024-03-15,601138,BUY,23.45,24.736411699999998,1100,27210.052869999997800,1415.052869999997800,20.407540,0,0,20.407540,-27230.460409999997800,362101.15110025264,334870.69069025264,0,1100,129067.00,154862.00,491168.15110025264,489732.69069025264,False,0.6000,c0.00075_s0.001
71,2024-03-18,5,2024-03-15,601225,BUY,24.53,27.6261986,2200,60777.6369200,6811.6369200,45.583228,0,0,45.583228,-60823.2201480,334870.69069025264,274047.47054225265,0,2200,154862.00,208828.00,489732.69069025264,482875.47054225265,False,0.6000,c0.00075_s0.001
72,2024-03-18,6,2024-03-15,601899,BUY,15.97,16.644327699999998,4500,74899.474649999991000,3034.474649999991000,56.174606,0,0,56.174606,-74955.649255999991000,274047.47054225265,199091.82128625264,0,4500,208828.00,280693.00,482875.47054225265,479784.82128625264,False,0.6000,c0.00075_s0.001
73,2024-03-19,1,2024-03-18,000938,SELL,23.6,23.8388373,2500,59597.0932500,597.0932500,44.697820,0,0,44.697820,59552.3954300,199091.82128681266,258644.21671681266,2500,0,285494.00,226494.00,484585.82128681266,485138.21671681266,False,0.6000,c0.00075_s0.001
74,2024-03-19,2,2024-03-18,603993,BUY,7.75,8.2549467,7300,60261.1109100,3686.1109100,45.195833,0,0,45.195833,-60306.3067430,258644.21671681266,198337.90997381267,0,7300,226494.00,283069.00,485138.21671681266,481406.90997381267,False,0.6000,c0.00075_s0.001
75,2024-03-21,1,2024-03-20,002456,SELL,10.41,10.39959,7200,74877.04800,74.95200,56.157786,0,0,56.157786,74820.890214,198337.90997369264,273158.8001876926,7200,0,285739.00,210787.00,484076.90997369264,483945.8001876926,False,0.6000,c0.00075_s0.001
76,2024-03-21,2,2024-03-20,300496,BUY,64.0,64.85719239999999,1100,71342.91163999998900,942.91163999998900,53.507184,0,0,53.507184,-71396.41882399998900,273158.8001876926,201762.38136369264,0,1100,210787.00,281187.00,483945.8001876926,482949.38136369264,False,0.6000,c0.00075_s0.001
77,2024-04-01,1,2024-03-29,601138,SELL,22.9,24.107967900000002,1100,26518.764690000002200,1328.764690000002200,19.889074,0,0,19.889074,26498.875616000002200,201762.38136396263,228261.25697996264,1100,0,275205.00,250015.00,476967.38136396263,478276.25697996264,False,0.6000,c0.00075_s0.001
78,2024-04-01,2,2024-03-29,601225,SELL,24.7,27.7621101,2200,61076.6422200,6736.6422200,45.807482,0,0,45.807482,61030.8347380,228261.25697996264,289292.09171796264,2200,0,250015.00,195675.00,478276.25697996264,484967.09171796264,False,0.6000,c0.00075_s0.001
79,2024-04-01,3,2024-03-29,601899,SELL,17.24,17.93205,4500,80694.22500,3114.22500,60.520669,0,0,60.520669,80633.704331,289292.09171796264,369925.7960489626,4500,0,195675.00,118095.00,484967.09171796264,488020.7960489626,False,0.6000,c0.00075_s0.001
80,2024-04-01,4,2024-03-29,000977,BUY,42.38,42.721678999999995,800,34177.343199999996000,273.343199999996000,25.633007,0,0,25.633007,-34202.976206999996000,369925.7960489626,335722.81984196266,0,800,118095.00,151999.00,488020.7960489626,487721.81984196266,False,0.6000,c0.00075_s0.001
81,2024-04-01,5,2024-03-29,300975,BUY,14.11,14.174460299999998,1100,15591.906329999997800,70.906329999997800,11.693930,0,0,11.693930,-15603.600259999997800,335722.81984196266,320119.2195819627,0,1100,151999.00,167520.00,487721.81984196266,487639.2195819627,False,0.6000,c0.00075_s0.001
82,2024-04-01,6,2024-03-29,601166,BUY,15.8,18.633114499999998,6400,119251.932799999987200,18131.932799999987200,89.438950,0,0,89.438950,-119341.371749999987200,320119.2195819627,200777.8478319627,0,6400,167520.00,268640.00,487639.2195819627,469417.8478319627,False,0.6000,c0.00075_s0.001
83,2024-04-02,1,2024-04-01,603993,SELL,8.22,8.7381531,7300,63788.5176300,3782.5176300,47.841388,0,0,47.841388,63740.6762420,200777.84783328266,264518.5240752827,7300,0,268742.00,208736.00,469519.84783328266,473254.5240752827,False,0.6000,c0.00075_s0.001
84,2024-04-02,2,2024-04-01,600309,BUY,84.5,89.434345,700,62604.041500,3454.041500,46.953031,0,0,46.953031,-62650.994531,264518.5240752827,201867.52954428268,0,700,208736.00,267886.00,473254.5240752827,469753.52954428268,False,0.6000,c0.00075_s0.001
85,2024-04-08,1,2024-04-03,300496,SELL,50.71,51.2864622,1100,56415.1084200,634.1084200,42.311331,0,0,42.311331,56372.7970890,201867.52954393515,258240.32663293515,1100,0,257599.00,201818.00,459466.52954393515,460058.32663293515,False,0.6000,c0.00075_s0.001
86,2024-04-08,2,2024-04-03,601857,BUY,10.05,11.1742631,5800,64810.7259800,6520.7259800,48.608044,0,0,48.608044,-64859.3340240,258240.32663293515,193380.99260893514,0,5800,201818.00,260108.00,460058.32663293515,453488.99260893514,False,0.6000,c0.00075_s0.001
87,2024-04-17,1,2024-04-16,000977,SELL,37.2,37.4250375,800,29940.0300000,180.0300000,22.455023,0,0,22.455023,29917.5749770,193380.99260813516,223298.56758513517,800,0,264424.00,234664.00,457804.99260813516,457962.56758513517,False,0.6000,c0.00075_s0.001
88,2024-04-17,2,2024-04-16,300975,SELL,8.75,8.7724188,1100,9649.6606800,24.6606800,7.237246,0,0,7.237246,9642.4234340,223298.56758513517,232940.99101913517,1100,0,234664.00,225039.00,457962.56758513517,457979.99101913517,False,0.6000,c0.00075_s0.001
89,2024-04-17,3,2024-04-16,601166,SELL,15.91,18.7253559,6400,119842.2777600,18018.2777600,89.881708,0,0,89.881708,119752.3960520,232940.99101913517,352693.38707113516,6400,0,225039.00,123215.00,457979.99101913517,475908.38707113516,False,0.6000,c0.00075_s0.001
90,2024-04-17,4,2024-04-16,300760,BUY,265.76,282.36528319999996,100,28236.52831999999600,1660.52831999999600,21.177396,0,0,21.177396,-28257.70571599999600,352693.38707113516,324435.68135513517,0,100,123215.00,149791.00,475908.38707113516,474226.68135513517,False,0.6000,c0.00075_s0.001
91,2024-04-17,5,2024-04-16,600019,BUY,6.97,7.560252699999999,7600,57457.920519999992400,4485.920519999992400,43.093440,0,0,43.093440,-57501.013959999992400,324435.68135513517,266934.66739513515,0,7600,149791.00,202763.00,474226.68135513517,469697.66739513515,False,0.6000,c0.00075_s0.001
92,2024-04-17,6,2024-04-16,601658,BUY,4.76,5.3851797999999995,9700,52236.2440599999951500,6064.2440599999951500,39.177183,0,0,39.177183,-52275.4212429999951500,266934.66739513515,214659.24615213517,0,9700,202763.00,248935.00,469697.66739513515,463594.24615213517,False,0.6000,c0.00075_s0.001
93,2024-04-18,1,2024-04-17,600309,SELL,86.87,91.7590491,700,64231.3343700,3422.3343700,48.173501,0,0,48.173501,64183.1608690,214659.2461521302,278842.4070211302,700,0,252003.00,191194.00,466662.2461521302,470036.4070211302,False,0.6000,c0.00075_s0.001
94,2024-04-18,2,2024-04-17,601668,BUY,5.34,5.8843784999999995,14100,82969.7368499999929500,7675.7368499999929500,62.227303,0,0,62.227303,-83031.9641529999929500,278842.4070211302,195810.44286813022,0,14100,191194.00,266488.00,470036.4070211302,462298.44286813022,False,0.6000,c0.00075_s0.001
95,2024-04-22,1,2024-04-19,601857,SELL,10.8,11.984103900000001,100,1198.410390000000100,118.410390000000100,0.898808,0,0,0.898808,1197.511582000000100,195810.44286871518,197007.9544507152,5800,5700,269260.00,268180.00,465070.44286871518,465187.9544507152,False,0.6000,c0.00075_s0.001
96,2024-04-23,1,2024-04-22,601857,SELL,10.54,11.6955927,5700,66664.8783900,6586.8783900,49.998659,0,0,49.998659,66614.8797310,197007.95445092267,263622.83418192266,5700,0,265821.00,205743.00,462828.95445092267,469365.83418192266,False,0.6000,c0.00075_s0.001
97,2024-04-23,2,2024-04-22,002415,BUY,32.9,35.892256399999994,1800,64606.061519999989200,5386.061519999989200,48.454546,0,0,48.454546,-64654.516065999989200,263622.83418192266,198968.31811592268,0,1800,205743.00,264963.00,469365.83418192266,463931.31811592268,False,0.6000,c0.00075_s0.001
98,2024-05-06,1,2024-04-30,300760,SELL,306.0,324.4700052,100,32447.0005200,1847.0005200,24.335250,0,0,24.335250,32422.6652700,198968.3181159902,231390.9833859902,100,0,267520.00,236920.00,466488.3181159902,468310.9833859902,False,0.6000,c0.00075_s0.001
