first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio
2026-01-06,2026-05-29,94,500000.0,889710.2473100004,0.7794204946200007,3.7662216956482197,-0.16519155082637227,0.648936170212766,0.08197359422189265,-0.04825101963282208,0.7628540524929917,5.0,95,50,45,14.353362561125467,7577.532690000001,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,0.8
