名称,SinaApp,,现价,5日移动均线,10日移动均线,20日移动均线,市盈增长比率,公允价值,公允价值上行边际,公允价值不确定性,贝塔(5年),价格动能评分,现金流评分,财务成长稳健度评分,盈利评分,atr_14d,交易量(仅交易日),流通股份,市值(经调整),预期净利润增长率,毛利率,税前利润率,1周价格总回报,年初至今的价格总回报,市盈率(经调整),technical_signal_1d,technical_signal_1w,EV/EBITDA增长率,PEGY比率,每股股息(不包括特别股息及未就拆股调整)
财通证券,#N/A,601108,8.6,8.69,8.666,8.47,1.070373993,8.8386,0.0277,中性,0.610702,2.656116667,2.877361111,2.585673913,2.69542381,0.215,68682370,4643760927,40261407237,NM,1.021381,,-0.019230769,0.075314619,16.84536594,买入,强力买入,NM-,0.953599345,0
首创证券,601136,601136,21.34,21.42,21.2446537171616,20.7176185853625,498.60%,13.358,-37.40%,中性,-,2.8945,2.829105882,2.657266667,2.659933333,0.6307,29198320,2733333800,58438676644,NM,50.78%,48.30%,-0.88%,-2.37%,58.51369014,强力买入,强力买入,NM-,4.534374804,0.1
深圳燃气,#N/A,601139,6.61,6.684,6.732,6.694,-0.864792981,7.0526,0.067,中性,-,2.103841667,2.3502675,2.689422917,2.30464375,0.2064,16418870,2876740942,19130327264,0.049925884,0.155078,0.061840456,-0.013353116,-0.034189627,14.07189045,强力卖出,卖出,2.926748231,-1.016618718,0.16
新城控股,601155,601155,14.7,15.178,15.551,15.6135,0.246179697,14.1274,-0.039,中性,1.929798,2.075583333,1.8129525,1.841770833,2.220827083,0.5743,25912810,2255622856,33450886954,0.403522141,0.181466,0.035325675,-0.069052103,0.239966555,35.66171218,强力卖出,中性,NM-,0.246179697,-
西部矿业,#N/A,601168,19.33,18.446,18.194,17.9615,1.539685783,26.1497,0.3528,最低,1.181148,3.698375,2.69002,3.53418125,3.965904167,0.5229,53026820,2383000000,44442950000,0.142059427,0.195062,0.118477363,-0.001071237,0.235421643,12.56783351,强力买入,强力买入,0.681351858,0.967891995,1
东兴证券,#N/A,601198,12.16,12.328,12.18,11.8276904146395,0.312878524,10.9273,-0.1014,中性,0.672557,2.929333333,2.985016667,3.109935417,2.649347727,0.3607,50769820,3232445520,39468159799,NM,0.761895,0.210367394,-0.0232,0.117678446,21.64204659,强力买入,强力买入,NM-,0.304196167,0.102
君正集团,601216,601216,5.54,5.7,5.623,5.5115,0.80042078,7.6731,0.385,中性,-,2.814295833,3.1406775,2.683947917,3.454266667,0.1736,159377700,8438017390,47168517210,0.364216744,0.196235,0.134901795,-0.005338078,0.092815123,14.39155965,买入,强力买入,NM-,0.698351057,0.15
陕鼓动力,601369,601369,8.36,8.604,8.75,8.814,3.578025801,12.2531,0.4657,中性,-,2.088379167,2.516976316,2.517445833,3.1162,0.1479,14533430,1723474492,14528889967,0.312418659,0.214901,0.134057183,-0.042045455,-0.001169107,14.42166637,强力卖出,强力卖出,0.72158365,1.038238708,0.39
九牧王,601566,601566,8.88,9.156,9.206,9.166,0.655443777,11.7447,0.3226,最低,0.141384,2.271691667,3.3078875,2.7876875,2.771135417,0.215,4216400,574637150,5137256121,0.41312443,0.582889,0.083703254,-0.037674919,0.098612409,30.16244355,强力卖出,卖出,1.000519971,0.589842045,0.3
中信重工,#N/A,601608,5.36,5.442,5.405,5.2265,-15.06484883,4.3277,-0.1926,最低,0.41188,3.1357125,2.173645,2.314352083,2.2443375,0.1893,55926490,4579553437,24409019819,-0.32900672,0.215893,0.039675721,-0.048214286,0.276670327,58.04262194,买入,强力买入,1.024877553,-17.27779842,0.0286
齐鲁银行,#N/A,601665,5.54,5.668,5.75,5.9305,0.30967312,4.7392,-0.1446,中性,0.468981,1.589895833,2.477438235,2.5332425,2.5696775,0.1064,120071700,6153842525,34276902864,NM,-,0.604833163,-0.037996546,0.042146305,6.94546908,强力卖出,强力卖出,NM-,0.221570017,0.22
中国电建,#N/A,601669,5.85,6.112,6.152,6.2385,-0.944594731,6.9085,0.1809,中性,0.221404,2.096458333,1.7123025,2.407385417,2.3177,0.1279,447159300,17226159334,1.01979E+11,0.427551732,0.129741,0.029916875,-0.063291139,0.112151786,9.213077714,强力卖出,买入,1.229381777,-1.22927774,0.127
华峰铝业,#N/A,601702,17.76,17.616,17.812,17.358,0.852660845,21.5906,0.2157,最低,0.706303,3.0180875,2.41249,3.4291125,3.951977083,0.7514,13403250,998530600,17853727128,0.074794331,0.145264,0.117177505,0.00789177,-0.005497875,15.11390195,强力买入,强力买入,0.541726408,0.776166543,0.3
晶科科技,601778,601778,4.79,4.382,4.161,3.7195,79.23%,3.8939,-18.71%,中性,0.822778,3.584808333,2.4300975,2.594339583,1.670272917,0.2586,177903900,3496232584,15663121976,-28.29%,35.42%,9.32%,3.23%,60.35%,40.03953913,强力买入,强力买入,NM-,0.782768944,0.0279
光大证券,#N/A,601788,19.86,20.252,19.822,19.046227377237,7.869205023,16.8409,-0.152,中性,0.62592,2.982033333,2.97725,2.16901875,2.296988636,0.7393,102701900,4610787639,85323867763,NM,0.3909,,-0.028114397,0.1137325,27.26508149,买入,强力买入,NM-,4.525322872,0.2803
正泰电器,601877,601877,27.9,26.164,25.243,24.274,62.90%,36.1396,29.53%,中性,-,3.440645833,2.74193,3.182979167,3.0928,0.8564,64973460,2140228242,58663656113,11.94%,24.48%,10.94%,10.79%,20.28%,13.3301277,强力买入,强力买入,0.740015696,0.568870105,0.6
亚星锚链,#N/A,601890,10.28,10.494,10.779,10.8065,4.418360083,10.7808,0.0487,最低,0.381443,2.4807125,3.566625,3.35909375,3.094572917,0.3564,34481050,959400000,9814662000,0.252069506,0.29869,0.148532616,-0.0674567,0.328196106,31.53322458,强力卖出,买入,0.741037039,3.954653736,0.1
浙商银行,#N/A,601916,3.14,3.294,3.306,3.3475,-1.733367865,3.0605,-0.0253,中性,0.562942,1.962558333,1.438332353,2.047865,2.004565,0.06,231038400,27464635963,84318868466,NM,-,0.449506474,-0.038575668,0.162690008,6.058699146,强力卖出,卖出,NM-,4.610908244,0.156
永辉超市,601933,601933,5.47,5.208,5.055,4.9085,58.69%,5.1972,-4.99%,中性,0.440353,3.097783333,1.3884225,1.32365,0.9285875,0.2086,360482000,8925037165,46231692514,37.22%,19.60%,-3.64%,-0.58%,-18.30%,-18.76110583,强力买入,强力买入,NM-,0.586949127,-
招商南油,#N/A,601975,2.96,2.954,2.934,2.9085,-0.327286329,4.2199,0.4256,最低,-0.271968,2.5077,3.8889875,2.72466875,3.603579167,0.0543,101909400,4801856148,14069438513,-0.245215761,0.274729,0.26726667,-0.016778523,-0.063897764,11.59026814,强力买入,中性,0.125032411,-0.327286329,-
南京证券,601990,601990,8.67,8.838,8.819,8.5930289156766,0.685251902,7.4625,-0.1393,最低,0.495336,2.288733333,2.910805556,2.902710417,2.501995238,0.2029,39158590,3686361034,32476840709,NM,0.557101,0.423468352,-0.015642458,0.027221951,31.856059,买入,强力买入,NM-,0.664561318,0.08
宏昌电子,#N/A,603002,8.25,8.184,8.32,7.7585,-4.21984577,6.1014,-0.2604,中性,0.772214,3.436395833,2.81175,0.926964583,1.7659875,0.4679,44194080,1134078509,9265421418,1.964053852,0.068577,0.023363132,-0.026221692,0.52672562,209.2897416,强力买入,强力买入,NM-,-4.241211647,0.02
晶方科技,#N/A,603005,32.93,32.328,31.942,30.9205,1.022353065,32.7992,-0.004,中性,-,3.013858333,3.42118,2.424204348,3.348539583,1.2029,64014420,651424006,21483963717,1.494323276,0.414602,0.26624745,0.024223602,0.170969265,68.670329,强力买入,强力买入,NM-,1.018556249,0.084
万盛股份,#N/A,603010,10.42,10.516,10.458,10.379,-1.51722343,8.5825,-0.1763,中性,0.533136,2.072108333,2.445885,1.457158333,2.172777083,0.2407,4222777,572665156,5932811016,1.774973931,0.181826,0.028349828,-0.025399812,0.016956391,43.90280281,中性,强力买入,NM-,-1.537706604,0.08
大豪科技,#N/A,603025,16.74,16.732,16.66,15.4925,1.487790717,18.9864,0.1342,中性,-,3.148725,2.9812375,3.500093478,4.305172917,0.7507,18875160,1116654773,18860299115,0.132750842,0.424625,0.293329443,0.012589928,0.137544029,28.71315611,强力买入,强力买入,0.864053796,1.342596353,0.35
全筑股份,603030,603030,2.74,2.646,2.659,2.6705,12.19%,1.6821,-38.61%,中性,0.274423,1.438254167,1.1684225,2.47365625,1.153535417,0.0743,28606110,1316933520,3397688481,-1382.40%,13.86%,-20.82%,-4.09%,2.79%,-41.06045339,强力买入,强力买入,NM-,0.121921229,-
Zhejiang Liming Intelligent Manufacturing Co Ltd,#N/A,603048,20.13,20.206,20.32,19.8985,-4.958467515,18.0329,-0.1042,中性,0.785519,2.6579375,2.9856925,2.740144444,2.485925,0.8536,2926100,146067600,2892138480,-0.142847732,0.305414,0.075605576,-0.044862518,0.357647177,66.87302089,中性,强力买入,1.772259084,-7.069251333,0.35
台华新材,603055,603055,9.42,9.836,9.853,9.8505,-1.660597321,14.262,0.514,中性,-,1.673045833,2.232865,3.03925625,3.2695625,0.2271,16120450,890076591,8437926082,0.171250985,0.205581,0.108105765,-0.043390515,-0.121551884,14.62999223,强力卖出,强力卖出,0.395330413,-2.461427169,0.25
永吉股份,#N/A,603058,9.22,10.084,9.97,9.618,0.598466243,8.2082,-0.1097,最低,0.482081,1.7772625,3.6509175,3.518814583,3.726714583,0.4621,34679400,419894162,3762251691,0.021671226,0.340377,0.213611334,-0.176470588,0.030802779,26.12343111,中性,强力买入,0.27711637,0.579885152,0.115
金海通,#N/A,603061,111.9,106.384,102.682,98.777,1.871005216,104.3436,-0.0675,中性,0.959469,3.750441667,3.1147075,2.377307692,3.249022917,5.0414,2828445,58265230,6286818317,1.102406407,0.464457,0.218216281,0.057117664,0.50035774,75.61541782,强力买入,强力买入,NM-,1.863208201,0.17
禾望电气,#N/A,603063,36.51,36.104,36.021,37.2725,1.916135501,36.4694,-0.0011,中性,0.418753,3.250654167,2.7926225,3.10050625,3.41035625,2.0407,48567470,453129089,16815620492,0.822601779,0.3589,0.143962255,0.040661806,0.866745637,35.25381104,中性,强力买入,0.617203589,1.879535168,0.12
汇顶科技,#N/A,603160,82.2,81.914,80.963,78.668,3.13553572,70.7372,-0.1395,最低,0.419243,2.4763125,3.95149,2.671670833,3.466477083,2.5871,10154830,458510507,37739999831,0.364918963,0.419537,0.17635522,-0.00471584,0.027806716,54.60411873,强力买入,强力买入,0.545295521,3.04859532,0.394
莎普爱思,#N/A,603168,8.4,7.858,7.987,8.0835,0.013729369,5.5958,-0.3338,中性,0.391752,1.788995833,1.670575,0.920404348,0.969852083,0.2893,8419547,375925005,2872067038,0.634268578,0.490183,-0.250900316,-0.050931677,0.140298507,-37.50091813,强力买入,强力买入,NM-,0.013729369,0
海容冷链,#N/A,603187,15.19,15.038,14.533,13.645,1.728110057,22.3945,0.4743,最低,0.538537,3.256104167,3.8297225,2.436876087,3.282910417,0.5443,8392916,386416107,5796241605,0.492943733,0.271485,0.146889699,0.00536193,0.401303017,16.30312073,强力买入,强力买入,0.607660891,1.259454961,0.5
ST亚邦,#N/A,603188,4.25,4.374,4.423,4.4735,-0.172809224,3.7344,-0.1213,中性,0.782032,1.9613,0.8573225,2.4460375,0.661410417,0.1443,9456100,570170000,2417520800,NM,0.073946,-0.265550879,-0.045045045,0.221902017,-11.35990976,强力卖出,中性,NM-,-0.172809224,-
保隆科技,#N/A,603197,37.81,42.022,42.464,41.5395,-3.611975822,48.6533,0.2868,最低,0.110947,1.599829167,2.1037275,2.642495833,2.8463625,1.4964,27351820,213622621,8235152039,0.617913544,0.232896,0.062174553,-0.102653631,0.035002924,28.31897755,强力卖出,强力卖出,0.851498073,-7.37488475,0.64
浙江仙通,603239,603239,15.13,15.6,15.978,15.9045,-14.37972517,21.5342,0.4233,最低,0.443298,2.1513875,3.3057025,3.520304348,3.953102083,0.46,4215500,270720000,4104115200,0.921655122,0.288136,0.162140937,-0.071647275,0.143794752,22.13160109,强力卖出,中性,1.120430964,NM,0.21
合盛硅业,603260,603260,51.87,53.238,52.7670085112448,52.778912614752,-2.120730596,46.5339,-0.1029,中性,0.534609,1.942716667,2.15766,1.734514583,2.103466667,1.2686,7014834,1172432523,61822366937,-0.384076738,0.109613,0.018968659,-0.020252694,-0.042788675,269.0152023,强力卖出,中性,NM-,-2.143657617,0.45
景津环保,#N/A,603279,15.69,15.912,15.975,15.917,-0.474854925,25.1328,0.6018,最低,0.077074,1.563975,3.446535,2.629629545,3.9186375,0.2793,5590698,568287650,8910750352,0.904445407,0.275644,0.170307617,-0.03030303,-0.100966798,11.4862746,强力卖出,强力卖出,0.398767289,-0.662608964,0
振德医疗,#N/A,603301,24.28,23.898,24.066,23.437,0.094255324,27.0342,0.1134,最低,-0.088365,2.948183333,2.440615,2.307127083,2.633152083,0.6914,4582963,266321760,6471618768,0.242491727,0.330424,0.10528007,-0.002053388,0.140623828,21.94446136,强力买入,强力买入,NM-,0.091954506,0.65
扬州金泉,603307,603307,39.1,40.138,40.264,40.2165,-0.501744848,44.1923,0.1302,最低,0.58,2.359491667,4.003285,1.605875,3.372835417,1.165,501500,67877000,2666887330,0.443776352,0.247518,0.188611631,-0.046821931,0.115641303,20.97478428,卖出,强力买入,3.17190096,-0.574613359,1
诚邦股份,603316,603316,9.88,9.052,8.962,8.801,-177.36%,4.9211,-50.19%,高,0.841433,3.691629167,1.763865,1.852120833,0.823245652,0.4714,17832400,264264000,2521078560,NM,4.50%,-20.10%,1.17%,102.98%,-24.71166075,强力买入,强力买入,NM-,-1.773594155,-
九洲药业,#N/A,603456,19.13,18.18,18.395,18.45,-0.95589517,25.4935,0.3326,最低,0.364752,2.227429167,3.60382,2.541883333,2.933339583,0.6357,28239500,881710028,15950134406,0.567407538,0.318515,0.156826847,-0.040827147,0.350110416,22.31849008,强力买入,强力买入,2.351084234,-1.022666121,0.3
巨星农牧,603477,603477,21.22,21.348,21.176,21.0355,0.056247794,31.4214,0.4807,最低,0.655375,2.689145833,2.355115,3.643266667,3.106772917,0.5364,16661520,492521933,10416838882,-0.018875852,0.207941,0.117446842,-0.009367681,0.201164144,12.83995743,中性,中性,0.032962983,0.056052356,0.1737
再升科技,603601,603601,5.8,6.152,6.098,5.4165,64.29%,5.3254,-8.18%,中性,0.57781,3.2328875,3.5867725,1.910125,2.2971,0.4543,123829200,1021652765,6089050479,232.65%,22.21%,7.34%,-5.85%,77.87%,130.5755294,强力买入,强力买入,NM-,0.634475546,0.03
纵横通信,#N/A,603602,16.84,16.146,16.092,15.904,-3.031205965,12.4363,-0.2615,中性,0.139911,2.936591667,1.4169225,2.506485417,2.11071875,0.4479,23744640,222411493,3651996715,0.945745148,0.17527,0.02163973,0.021779714,0.029717061,217.2669253,强力买入,强力买入,0.687838307,-3.049321103,0.05
恒林股份,#N/A,603661,31.77,30.32,30.209,30.1305,-0.776962936,44.1697,0.3903,中性,0.217476,2.799629167,2.5616375,2.975166667,2.585366667,0.9536,5091906,136734608,4341323804,0.988143662,0.160017,0.024322249,0.052021206,0.063576258,12.65537209,强力买入,强力买入,0.556333244,-0.850196531,0.72
五洲新春,#N/A,603667,39.13,39.558,40.373,39.6395,-4.595764133,25.6486,-0.3445,中性,0.295532,3.153925,2.3881875,2.134183333,2.009560417,1.6514,19960280,366202770,14454023331,0.640614655,0.156068,0.031876296,-0.023744744,0.600079592,198.1134865,中性,强力买入,NM-,-4.636727304,0.12
东方环宇,#N/A,603706,21.36,21.64,21.936,22.088,12.26946246,25.807,0.2082,最低,0.193912,2.649954167,3.64177,3.595366667,3.456285417,0.7236,1928500,189382714,3995975265,0.32090056,0.264467,0.186541197,-0.052962298,0.175145308,19.11165645,卖出,买入,1.25270384,3.318282238,0.9
天域生态,#N/A,603717,8.34,8.59,8.476,8.1855,-0.285147878,6.6748,-0.1997,高,-,2.894641667,1.990310526,2.642985417,0.933160417,0.3779,9818700,290146240,2396607942,-5.775769279,0.108328,-0.10874317,-0.096280088,0.026086957,-26.82042563,买入,强力买入,NM-,-0.285147878,-
雅运股份,#N/A,603790,18.47,19.016,19.264,19.246,3.883908636,14.8931,-0.1937,中性,0.504172,2.881754167,3.2967175,3.1264375,2.607802083,0.7329,3029390,191360000,3566950400,0.044166034,0.306458,0.081820408,-0.03569581,0.702579874,64.37473144,强力卖出,买入,1.702604464,3.728399993,0.12
华友钴业,#N/A,603799,50.22,47.158,46.346,44.996,0.238654474,62.4789,0.2441,中性,1.454099,3.429841667,2.26421,2.911233333,2.854525,1.9257,117988700,1678842101,80668362953,0.533638529,0.16345,0.100443372,-0.001869547,0.666779154,15.10721537,强力买入,强力买入,0.396999396,0.234897745,0.5
丰山集团,#N/A,603810,15.33,15.632,15.794,16.2615,1.537048993,12.5293,-0.1827,中性,0.708394,2.2097,2.4328025,1.701971739,1.29881875,0.4807,2767366,165245996,2531568658,0.574908726,0.126149,0.014889835,-0.03829253,0.694690265,116.3637464,强力卖出,中性,0.012144886,1.537048993,0
南卫股份,#N/A,603880,6.34,6.562,6.695,6.8045,0.2907616,5.3466,-0.1567,中性,0.295041,2.2574,1.5939775,1.660485417,0.69714375,0.2379,8076772,289042000,1823855020,NM,-0.049876,-0.332287232,-0.06379822,0.450574713,-11.09019351,强力卖出,买入,NM-,0.2907616,-
数据港,603881,603881,36.66,32.62,30.669,28.6565,1522.45%,28.1102,-23.32%,中性,0.526264,4.062029167,2.7446925,3.239947917,3.048425,1.7443,71365050,718376999,23943505376,54.04%,31.73%,12.43%,6.83%,76.84%,114.1696285,强力买入,强力买入,2.159603614,14.68849137,0.081
吉祥航空,#N/A,603885,12.43,12.634,12.675,12.6135,-1.854825522,14.3993,0.1584,最低,0.515954,2.137108333,2.5267025,3.35205,2.769772917,0.2379,22714990,2153237582,27130793533,0.639533689,0.121884,0.055443459,-0.012539185,-0.07362742,36.56617105,强力卖出,强力卖出,0.527763329,-2.140044341,0.069
元祖股份,#N/A,603886,13.14,13.26,13.071,12.9095,-1.799047638,18.8607,0.4354,最低,0.324496,2.7770375,3.2549525,1.593958696,3.646183333,0.3057,8892313,240000000,3194400000,0.119967203,0.630156,0.135636212,0.018362663,-0.007836079,14.27278363,买入,中性,NM-,NM,1
新华网,#N/A,603888,21.32,20.886,20.525,19.9985,-5.362335632,18.4356,-0.1353,最低,0.911634,3.438466667,3.3443025,3.175691304,3.143166667,0.5493,18758950,674738168,14250470108,-0.194818179,0.380374,0.172194576,0.027737226,0.235821857,110.6590925,强力买入,强力买入,3.37138901,-5.701134749,0.136
瑞芯微,603893,603893,233.99,218.542,202.715,184.5025,48.95%,182.1105,-22.17%,中性,0.402061,4.635595833,4.10212,3.833230435,4.3620375,13.8507,25146930,417130550,1.02739E+11,41.55%,39.94%,25.67%,24.61%,125.08%,115.7982909,强力买入,强力买入,0.449955086,0.488551851,0.2
雪龙集团,603949,603949,19.69,19.138,19.278,19.2695,-4.423452241,14.5238,-0.2624,中性,0.42268,1.979129167,3.592363158,1.2729525,3.01241875,0.5521,2061200,209912879,3944262996,-0.023903458,0.312147,0.180751365,-0.039856924,0.575923696,77.0495995,强力买入,买入,NM-,-4.585674234,0.1
银龙股份,#N/A,603969,9.72,9.55,9.701,9.185,0.417005323,6.8753,-0.2927,中性,0.164457,3.9109625,1.9814225,3.069447917,3.544039583,0.4229,35189080,853394000,8184048460,-0.06706429,0.218932,0.127238127,-0.002081165,0.434207109,25.72783615,强力买入,强力买入,0.716673628,0.411617851,0.08
正川股份,#N/A,603976,21,21.414,21.881,22.047,-2.327382843,22.8545,0.0883,最低,0.386843,1.8563375,2.778925,1.7619125,1.861110417,0.7307,1358460,151202102,3143491700,-0.097480571,0.166688,0.038173683,-0.059701493,0.301297371,169.6756906,卖出,买入,19.78910176,-2.436129308,0.2
艾华集团,#N/A,603989,19.26,18.596,18.102,17.396,-1.539283923,23.0965,0.1992,最低,0.47619,2.635670833,2.271045,1.775558333,2.966810417,0.8593,7480919,398779860,7273744646,0.926713285,0.181474,0.068778298,-0.019881784,0.221636504,29.99296254,强力买入,强力买入,NM-,-1.604800197,0.15
威奥股份,#N/A,605001,7.55,7.704,7.769,7.851,-0.498351692,6.8235,-0.0962,中性,1.215022,2.122154167,2.0315825,2.900495833,2.418627083,0.2186,5509859,392886000,2946645000,-0.185381397,0.274892,0.064787956,-0.033505155,0.166372485,39.59069069,强力卖出,强力买入,0.022032373,-0.508016432,0.1
长鸿高科,#N/A,605008,15.35,15.32,15.146,14.6795,-8.768065443,15.2578,-0.006,中性,0.603097,2.60075,2.0101975,2.22641875,1.830172917,0.6464,3735466,642746014,9679754970,0.191691556,0.077744,0.000224302,-0.038927888,0.261306533,1262.746016,强力买入,买入,NM-,-8.768065443,0
德业股份,605117,605117,63.74,61.86,59.566,56.4815,0.245973662,82.3964,0.2927,最低,0.216786,3.4521625,2.915486364,2.905802632,4.3214,2.5779,27852630,902540921,58349270542,0.232705864,0.310323,0.310113709,0.043920555,0.101094919,17.9825883,强力买入,买入,0.189749332,0.222063417,2.1
洪通燃气,#N/A,605169,15.11,15.496,16.262,16.2255,0.571301761,20.4258,0.3518,中性,0.010818,2.767620833,3.536355,3.281078947,2.985089583,1.25,4714593,277103970,4173185788,1.300545565,0.152145,0.079023224,-0.064596273,0.515652533,22.08152025,卖出,强力买入,4.172672625,0.547236048,0.25
东亚药业,#N/A,605177,19.99,20.296,20.591,20.8865,0.074254876,21.7196,0.0865,中性,0.488118,1.772925,1.2615525,1.134228947,1.049741667,0.6621,2157100,112555869,2233108440,3.538525445,0.166099,-0.148351242,-0.052983294,0.007106599,-21.29209209,强力卖出,中性,24.19865673,0.074254876,0
中际联合,#N/A,605305,37.36,37.508,38.444,38.457,0.281450719,51.2567,0.372,中性,0.568256,2.644208333,4.0025725,3.491828261,4.111297917,1.435,6447899,212520000,7831362000,1.119596939,0.471897,0.310071268,-0.058988764,0.323987235,18.73861583,中性,强力买入,0.316307852,0.276161065,0.45
容百科技,#N/A,688005,25.38,23.748,23.207,22.646,1.220602712,34.1061,0.3438,中性,0.792341,2.891104167,2.5873775,2.211922917,1.956795833,0.8643,50779880,704635035,17425624415,0.982935181,0.098055,0.023755009,0.045224007,0.191696975,82.43576785,强力买入,强力买入,2.074261586,1.193432208,0.37
绿的谐波,#N/A,688017,151.35,151.352,150.038,143.9925,-90.63172833,97.1248,-0.3583,中性,0.743949,3.255083333,3.121135,1.817558333,2.067820833,6.9143,7192111,183330125,27638849645,1.035084543,0.264918,0.173954008,-0.025468649,0.39630006,461.1981657,强力买入,强力买入,NM-,-92.09330961,0.1
派能科技,688063,688063,55.8,52.538,50.027,47.069,295.44%,69.1374,23.90%,中性,-0.184638,2.8845875,3.3835375,2.404828947,1.577208333,2.5321,13628910,239360729,12832128681,298.96%,19.09%,1.43%,3.92%,35.26%,-329.6796007,强力买入,强力买入,1.112652907,2.934476868,0.45
晶晨股份,688099,688099,98.71,94.62,89.276,81.4525,106.57%,109.7968,11.23%,中性,1.212076,3.72615,2.713,3.07649375,3.64629375,5.3929,16296170,420305974,42043206579,31.64%,38.15%,15.24%,10.85%,45.65%,45.83837045,强力买入,强力买入,1.944052534,1.065683586,0
石头科技,#N/A,688169,212,211.736,209.839,194.3065,-0.978973425,217.7787,0.0273,中性,1.224349,3.722095833,2.59618,2.473819565,3.596808333,10.0636,4251335,259061381,55669700163,-0.006323215,0.458761,0.105877017,0.014685051,0.379249148,39.16885651,强力买入,强力买入,2.146269415,-1.036260961,1.0696
云路股份,688190,688190,108.18,105.432,102.58,101.3035,396.64%,98.3796,-9.06%,中性,0.59153,3.507195833,2.659565,3.292294444,4.1135,4.3521,1521956,120000000,13017600000,32.29%,30.19%,21.91%,5.01%,18.82%,36.49666295,强力买入,强力买入,0.557786135,3.355348065,0.85
隆达股份,#N/A,688231,21.65,21.794,21.581,21.4425,3.280156322,18.4613,-0.1473,最低,0.060333,2.949091667,1.8544675,2.696413889,1.60178125,0.9143,5752476,240363945,5292814068,1.892593713,0.154971,0.050717225,0.007319305,0.554906989,114.2054226,强力买入,强力买入,NM-,3.071645821,0.12
欧科亿,#N/A,688308,19.7,20.938,21.059,20.891,-1.184016688,20.481,0.0396,中性,0.505595,1.442904167,2.144495,1.393602632,1.772983333,0.8357,7474199,157531708,3087621476,0.954542746,0.194444,0.021509253,-0.091751622,0.094298902,-3469.603988,强力卖出,中性,NM-,-1.196345904,0.15
青云科技-U,#N/A,688316,73.4,78.598,79.172,78.5915,-2.009058744,45.6008,-0.3787,高,0.492217,2.2837875,0.7130275,2.374218421,0.905104167,4.2271,2955202,47898129,3598586431,NM,0.267707,-0.452872924,-0.080753701,1.242686567,-32.96517247,卖出,强力买入,NM-,-2.009058744,-
凌云光,#N/A,688400,38.86,36.63,35.956,34.0065,25.90835203,30.2006,-0.2228,中性,0.535301,3.290279167,2.45151,1.239942308,2.203758333,2.3036,25612910,454932401,16682371144,1.138887372,0.341019,0.043404308,-0.005424464,0.674520919,184.0770207,强力买入,强力买入,NM-,25.55998646,0.025
震有科技,#N/A,688418,32.24,32.312,31.411,31.1535,-12.806731,28.6715,-0.1107,中性,-0.110947,3.285725,2.2688775,2.964527083,1.82525625,1.6021,14421130,192554634,6404367126,3.118521124,0.374656,-0.021119766,0.023069825,0.140603567,-119.5839906,强力买入,强力买入,NM-,-12.806731,-
日联科技,#N/A,688531,61.8,60.57,60.01,59.74,7.742945304,67.7687,0.0966,中性,1.383476,2.8973875,3.058875,3.061169231,2.76093125,2.5757,3911916,163320722,9998494600,1.805216818,0.433045,0.209438902,0.009065436,0.879428109,94.15747962,强力买入,强力买入,5.961136204,6.263271475,0.8
高测股份,#N/A,688556,10.66,11.378,11.905,11.743,0.206832221,11.3234,0.0622,中性,0.379961,2.13315,1.1363775,1.268139583,1.930285417,0.6893,45062890,765476919,8481484262,2.230615896,0.10811,-0.117463082,-0.078202995,0.412988182,-26.74578322,卖出,买入,NM-,0.213843615,0
孚能科技,688567,688567,19.58,17.708,17.854,17.3835,-105.45%,17.0272,-13.04%,中性,1.071674,3.1064625,2.4322925,2.877283333,1.269645833,0.9007,52732680,1222103885,22511153561,173.48%,9.76%,-3.23%,2.91%,58.79%,-79.82951275,强力买入,强力买入,1.00831234,-1.054503771,-
电气风电,#N/A,688660,23.53,22.596,20.354,18.8745,-0.986965594,15.4005,-0.3455,高,0.265942,4.679408333,2.13643,1.862873684,0.89655625,1.9029,63456820,1333333400,32226668278,NM,0.059703,-0.079231537,0.299462366,1.685555556,-40.22082205,强力买入,强力买入,NM-,-0.986965594,-
ShenZhen Longtu Photomask Co Ltd,688721,688721,53.98,53.638,54.444,51.509,-368.21%,43.7259,-19.00%,中性,-,2.808620833,3.306085,1.745283333,3.808334783,3.3907,2284796,133500000,6912630000,49.18%,55.28%,38.49%,-7.04%,-11.52%,83.8796126,强力买入,强力买入,3.075932165,-3.814616602,0.4
九号公司-WD,689009,689009,73.17,69.006,66.853,64.661,38.33%,85.3681,16.67%,中性,1.433207,3.995433333,3.642745,4.269054167,4.140225,3.3821,33114150,719444660,52627376879,85.30%,29.08%,12.02%,7.16%,56.93%,29.92162086,强力买入,强力买入,0.270055634,0.376007857,1.131
机电B股,#N/A,900925,1.312,1.2914,1.2988,1.2587,-4.148284997,2.0592,0.5695,最低,0.5027,4.09382916666667,3.05201,1.82289791666667,2.52489791666667,0.0457,1623871,1022739308,3650541307.3137,0.810913804078637,0.151968,0.0690028380641523,0.003030303030303,0.21308274481246,29.8085230389904,强力买入,强力买入,NM-,-11.57781148,0
Western Union Co,#N/A,WU,8.67,8.55,8.511,8.3485,0.0504342102131514,11.605,0.3385,中性,0.636108,1.583775,2.64827894736842,1.42827291666667,3.71623260869565,0.2089,10572191,322967281,2800126326,-0.402697495,0.376909,0.143863154560296,0.0272511848341232,-0.140261974,3.0591540793618,强力买入,强力卖出,NM-,0.0429231032596031,0.94
