signal_date,execution_date,symbol,relative_weight,rank,in_risk,path_label
2023-12-14,2023-12-15,002558,0.05765845849602048,5,True,B2
2023-12-15,2023-12-18,600519,0.1409768674406762,1,True,B2
2023-12-15,2023-12-18,002129,0.12040479722513155,2,True,B2
2023-12-15,2023-12-18,601456,0.10682713742189996,3,True,B2
2023-12-15,2023-12-18,601888,0.12343242392307455,4,True,B2
2023-12-15,2023-12-18,300274,0.09984823469198173,5,True,B2
2023-12-18,2023-12-19,300750,0.0899299400646215,1,True,B2
2023-12-18,2023-12-19,300015,0.11831270376550874,2,True,B2
2023-12-18,2023-12-19,600887,0.18788064759967035,3,True,B2
2023-12-18,2023-12-19,601398,0.2,4,True,B2
2023-12-18,2023-12-19,300896,0.08798355078554836,5,True,B2
2023-12-19,2023-12-20,600795,0.17245004326110647,1,True,B2
2023-12-19,2023-12-20,601099,0.0918276321186979,2,True,B2
2023-12-19,2023-12-20,300274,0.08246417133774707,3,True,B2
2023-12-19,2023-12-20,301236,0.040958137612315766,4,True,B2
2023-12-19,2023-12-20,002475,0.10561865496134448,5,True,B2
2023-12-20,2023-12-21,002475,0.11136570016195316,1,True,B2
2023-12-20,2023-12-21,600795,0.1698421395538633,2,True,B2
2023-12-20,2023-12-21,002786,0.020957690738698295,3,True,B2
2023-12-20,2023-12-21,002241,0.08925208194138501,4,True,B2
2023-12-20,2023-12-21,300059,0.17161253842886903,5,True,B2
2023-12-21,2023-12-22,002786,0.022017823276360968,1,True,B2
2023-12-21,2023-12-22,002812,0.09626989604903621,2,True,B2
2023-12-21,2023-12-22,002865,0.05649455710141248,3,True,B2
2023-12-21,2023-12-22,301236,0.04050657871361301,4,True,B2
2023-12-21,2023-12-22,300750,0.07544807786871618,5,True,B2
2023-12-22,2023-12-25,002786,0.022797540291295923,1,True,B2
2023-12-22,2023-12-25,002812,0.08373787299553259,2,True,B2
2023-12-22,2023-12-25,002865,0.0609099838973237,3,True,B2
2023-12-22,2023-12-25,601088,0.1509351372521357,4,True,B2
2023-12-22,2023-12-25,300063,0.027627226938564814,5,True,B2
2023-12-25,2023-12-26,002786,0.022206476232425568,1,True,B2
2023-12-25,2023-12-26,002602,0.05494114139018471,2,True,B2
2023-12-25,2023-12-26,002241,0.08574312064052182,3,True,B2
2023-12-25,2023-12-26,601088,0.14754345969505822,4,True,B2
2023-12-25,2023-12-26,605117,0.041496067909018344,5,True,B2
2023-12-26,2023-12-27,002855,0.026267785003688662,1,True,B2
2023-12-26,2023-12-27,002786,0.02126463909181836,2,True,B2
2023-12-26,2023-12-27,601088,0.14302691082681784,3,True,B2
2023-12-26,2023-12-27,002241,0.08089058980377734,4,True,B2
2023-12-26,2023-12-27,600938,0.11616414524886648,5,True,B2
2023-12-27,2023-12-28,002855,0.025125499246399383,1,True,B2
2023-12-27,2023-12-28,002786,0.021372047645365332,2,True,B2
2023-12-27,2023-12-28,600938,0.10692004981267081,3,True,B2
2023-12-27,2023-12-28,300735,0.07785111714085989,4,True,B2
2023-12-27,2023-12-28,605117,0.03878458751269835,5,True,B2
2023-12-28,2023-12-29,002855,0.02384359685564348,1,True,B2
2023-12-28,2023-12-29,600941,0.12960187122128275,2,True,B2
2023-12-28,2023-12-29,605117,0.03895583658696184,3,True,B2
2023-12-28,2023-12-29,600030,0.1417698282869971,4,True,B2
2023-12-28,2023-12-29,601088,0.13814045045955267,5,True,B2
2023-12-29,2024-01-02,002241,0.05392989216234487,1,True,B2
2023-12-29,2024-01-02,002475,0.09889375899726875,2,True,B2
2023-12-29,2024-01-02,300735,0.0763813522407307,3,True,B2
2023-12-29,2024-01-02,600941,0.1291222889158959,4,True,B2
2023-12-29,2024-01-02,600938,0.10965581954107465,5,True,B2
2024-01-02,2024-01-03,002241,0.05467052969609807,1,True,B2
2024-01-02,2024-01-03,002395,0.02982471104529681,2,True,B2
2024-01-02,2024-01-03,601088,0.11644352244654035,3,True,B2
2024-01-02,2024-01-03,002415,0.08568655799051388,4,True,B2
2024-01-02,2024-01-03,002952,0.028063646250178067,5,True,B2
2024-01-03,2024-01-04,002241,0.05398756639484574,1,True,B2
2024-01-03,2024-01-04,002475,0.08745141620755273,2,True,B2
2024-01-03,2024-01-04,000338,0.1635505543627486,3,True,B2
2024-01-03,2024-01-04,601166,0.050541961688026556,4,True,B2
2024-01-03,2024-01-04,002952,0.025009403794511383,5,True,B2
2024-01-04,2024-01-05,601857,0.15134746629577847,1,True,B2
2024-01-04,2024-01-05,002415,0.08824758554460256,2,True,B2
2024-01-04,2024-01-05,002952,0.02496517075171328,3,True,B2
2024-01-04,2024-01-05,601288,0.17905144215823374,4,True,B2
2024-01-04,2024-01-05,301236,0.03675381499807694,5,True,B2
2024-01-05,2024-01-08,601857,0.1540547663901504,1,True,B2
2024-01-05,2024-01-08,000333,0.183683462038942,2,True,B2
2024-01-05,2024-01-08,002952,0.025095211097773757,3,True,B2
2024-01-05,2024-01-08,601166,0.05039795123945173,4,True,B2
2024-01-05,2024-01-08,601288,0.17065035780408314,5,True,B2
2024-01-08,2024-01-09,601857,0.15487381968017552,1,True,B2
2024-01-08,2024-01-09,000333,0.1699107777284719,2,True,B2
2024-01-08,2024-01-09,002952,0.025539421918421075,3,True,B2
2024-01-08,2024-01-09,002415,0.08717682412855761,4,True,B2
2024-01-08,2024-01-09,601088,0.1237920590055591,5,True,B2
2024-01-09,2024-01-10,002415,0.10952157219268732,1,True,B2
2024-01-09,2024-01-10,601857,0.15492540851493003,2,True,B2
2024-01-09,2024-01-10,600900,0.2,3,True,B2
2024-01-09,2024-01-10,002352,0.121568421691095,4,True,B2
2024-01-09,2024-01-10,601288,0.17239913807252594,5,True,B2
2024-01-10,2024-01-11,002415,0.1040754746999321,1,True,B2
2024-01-10,2024-01-11,600900,0.2,2,True,B2
2024-01-10,2024-01-11,300760,0.16700758979748576,3,True,B2
2024-01-10,2024-01-11,601398,0.2,4,True,B2
2024-01-10,2024-01-11,601985,0.1316853161388138,5,True,B2
2024-01-11,2024-01-12,601857,0.14638683535271724,1,True,B2
2024-01-11,2024-01-12,002415,0.1000963205577251,2,True,B2
2024-01-11,2024-01-12,601398,0.2,3,True,B2
2024-01-11,2024-01-12,002410,0.07283788834511287,4,True,B2
2024-01-11,2024-01-12,603259,0.0787478104479955,5,True,B2
2024-01-12,2024-01-15,002415,0.09912306932379147,1,True,B2
2024-01-12,2024-01-15,000158,0.0431291057157684,2,True,B2
2024-01-12,2024-01-15,000338,0.1546918436252725,3,True,B2
2024-01-12,2024-01-15,600129,0.057389186512567636,4,True,B2
2024-01-12,2024-01-15,688981,0.09655581069525696,5,True,B2
2024-01-15,2024-01-16,002415,0.0988394980193303,1,True,B2
2024-01-15,2024-01-16,600309,0.1248347835184057,2,True,B2
2024-01-15,2024-01-16,000338,0.15535607262098863,3,True,B2
2024-01-15,2024-01-16,000158,0.0430577411567355,4,True,B2
2024-01-15,2024-01-16,002920,0.06476683979340858,5,True,B2
2024-01-16,2024-01-17,000338,0.1427524268588614,1,True,B2
2024-01-16,2024-01-17,000333,0.17821467072747602,2,True,B2
2024-01-16,2024-01-17,300760,0.15454421517197314,3,True,B2
2024-01-16,2024-01-17,600309,0.12737744109259558,4,True,B2
2024-01-16,2024-01-17,600919,0.2,5,True,B2
2024-01-17,2024-01-18,600309,0.11251561995583978,1,True,B2
2024-01-17,2024-01-18,300760,0.1436449570722027,2,True,B2
2024-01-17,2024-01-18,002920,0.057972457572194006,3,True,B2
2024-01-17,2024-01-18,002475,0.07182274853361834,4,True,B2
2024-01-17,2024-01-18,600919,0.2,5,True,B2
2024-01-18,2024-01-19,300502,0.04176888736361617,1,True,B2
2024-01-18,2024-01-19,000333,0.17238133711646977,2,True,B2
2024-01-18,2024-01-19,600309,0.09730344307591832,3,True,B2
2024-01-18,2024-01-19,600919,0.2,4,True,B2
2024-01-18,2024-01-19,601398,0.2,5,True,B2
2024-01-19,2024-01-22,300760,0.13134533810923535,1,True,B2
2024-01-19,2024-01-22,000333,0.18053689854751476,2,True,B2
2024-01-19,2024-01-22,600309,0.09870028656526209,3,True,B2
2024-01-19,2024-01-22,300502,0.04167028811832704,4,True,B2
2024-01-19,2024-01-22,600900,0.2,5,True,B2
2024-01-22,2024-01-23,600309,0.09969149469237881,1,True,B2
2024-01-22,2024-01-23,300760,0.13115464960690973,2,True,B2
2024-01-22,2024-01-23,300502,0.04239999069020744,3,True,B2
2024-01-22,2024-01-23,601318,0.11366844455107387,4,True,B2
2024-01-22,2024-01-23,300308,0.045284289578885834,5,True,B2
2024-01-23,2024-01-24,300502,0.04130874367709688,1,True,B2
2024-01-23,2024-01-24,600030,0.11636363932129179,2,True,B2
2024-01-23,2024-01-24,300308,0.04493454279969235,3,True,B2
2024-01-23,2024-01-24,300624,0.035725626683353405,4,True,B2
2024-01-23,2024-01-24,000988,0.05124017647844975,5,True,B2
2024-01-24,2024-01-25,600030,0.09963119554758584,1,True,B2
2024-01-24,2024-01-25,600900,0.16763811730258477,2,True,B2
2024-01-24,2024-01-25,300502,0.04252567737794729,3,True,B2
2024-01-24,2024-01-25,601318,0.10809589170476366,4,True,B2
2024-01-24,2024-01-25,300308,0.0466234914718353,5,True,B2
2024-01-25,2024-01-26,600030,0.09963673993426278,1,True,B2
2024-01-25,2024-01-26,300059,0.07213644430231843,2,True,B2
2024-01-25,2024-01-26,601099,0.059413096763409355,3,True,B2
2024-01-25,2024-01-26,601318,0.10229492188078845,4,True,B2
2024-01-25,2024-01-26,601688,0.11880623371654454,5,True,B2
2024-01-26,2024-01-29,600030,0.10354035311245438,1,True,B2
2024-01-26,2024-01-29,000002,0.07221045446900229,2,True,B2
2024-01-26,2024-01-29,600048,0.06405783850531023,3,True,B2
2024-01-26,2024-01-29,601857,0.054460850525645886,4,True,B2
2024-01-26,2024-01-29,601318,0.11448518504905625,5,True,B2
2024-01-29,2024-01-30,600048,0.06397770966630467,1,True,B2
2024-01-29,2024-01-30,601857,0.053858829552528076,2,True,B2
2024-01-29,2024-01-30,601600,0.06416035702711341,3,True,B2
2024-01-29,2024-01-30,600938,0.09459206615802987,4,True,B2
2024-01-29,2024-01-30,000002,0.071694821637925,5,True,B2
2024-01-30,2024-01-31,601857,0.053741090124765016,1,True,B2
2024-01-30,2024-01-31,600048,0.06974127392485416,2,True,B2
2024-01-30,2024-01-31,601600,0.06369335150272316,3,True,B2
2024-01-30,2024-01-31,600030,0.10374300839256337,4,True,B2
2024-01-30,2024-01-31,600028,0.07041176209586889,5,True,B2
2024-01-31,2024-02-01,601600,0.06373881298319233,1,True,B2
2024-01-31,2024-02-01,003816,0.08606739910470973,2,True,B2
2024-01-31,2024-02-01,601857,0.053699773395940745,3,True,B2
2024-01-31,2024-02-01,600795,0.10087762303070164,4,True,B2
2024-01-31,2024-02-01,300750,0.05814826633331174,5,True,B2
2024-02-01,2024-02-02,601006,0.1598694059635616,1,True,B2
2024-02-01,2024-02-02,003816,0.07661065782461526,2,True,B2
2024-02-01,2024-02-02,601857,0.05248248126693098,3,True,B2
2024-02-01,2024-02-02,600938,0.08539479315430734,4,True,B2
2024-02-01,2024-02-02,300308,0.035615991001649715,5,True,B2
2024-02-02,2024-02-05,601006,0.16002189021306323,1,True,B2
2024-02-02,2024-02-05,603369,0.06583452005165512,2,True,B2
2024-02-02,2024-02-05,301308,0.051984210881340615,3,True,B2
2024-02-02,2024-02-05,601858,0.041315631099871526,4,True,B2
2024-02-02,2024-02-05,000651,0.12821504803405503,5,True,B2
2024-02-05,2024-02-06,601006,0.15709988627851465,1,True,B2
2024-02-05,2024-02-06,600887,0.15781572477072578,2,True,B2
2024-02-05,2024-02-06,600585,0.13775828044686897,3,True,B2
2024-02-05,2024-02-06,600309,0.07852268996923827,4,True,B2
2024-02-05,2024-02-06,000425,0.10561941257684768,5,True,B2
2024-02-06,2024-02-07,601006,0.15574974577743245,1,True,B2
2024-02-06,2024-02-07,600276,0.05257818681296468,2,True,B2
2024-02-06,2024-02-07,600309,0.07447275845023817,3,True,B2
2024-02-06,2024-02-07,600887,0.14999745063864264,4,True,B2
2024-02-06,2024-02-07,000425,0.08011267882101344,5,True,B2
2024-02-07,2024-02-08,601006,0.15650992026375946,1,True,B2
2024-02-07,2024-02-08,601939,0.13777918661639244,2,True,B2
2024-02-07,2024-02-08,601398,0.15136895588795263,3,True,B2
2024-02-07,2024-02-08,600111,0.044213073830544285,4,True,B2
2024-02-07,2024-02-08,300760,0.06583274800604352,5,True,B2
2024-02-08,2024-02-19,600111,0.04416348212324708,1,True,B2
2024-02-08,2024-02-19,002340,0.038193798107374374,2,True,B2
2024-02-08,2024-02-19,000895,0.11985457482723264,3,True,B2
2024-02-08,2024-02-19,002384,0.03550046950474777,4,True,B2
2024-02-08,2024-02-19,688169,0.05069092018756883,5,True,B2
2024-02-19,2024-02-20,002463,0.03418549620039845,1,True,B2
2024-02-19,2024-02-20,601939,0.11636782671666926,2,True,B2
2024-02-19,2024-02-20,601006,0.1408088048637741,3,True,B2
2024-02-19,2024-02-20,002236,0.05427643650088874,4,True,B2
2024-02-19,2024-02-20,002436,0.029960670070307126,5,True,B2
2024-02-20,2024-02-21,002463,0.03242337790772905,1,True,B2
2024-02-20,2024-02-21,688525,0.02486303728283235,2,True,B2
2024-02-20,2024-02-21,601006,0.12756396505279244,3,True,B2
2024-02-20,2024-02-21,300735,0.040869506384380395,4,True,B2
2024-02-20,2024-02-21,600839,0.04086266389182755,5,True,B2
2024-02-21,2024-02-22,002463,0.03082402530681675,1,True,B2
2024-02-21,2024-02-22,600839,0.04070078842525525,2,True,B2
2024-02-21,2024-02-22,688525,0.024951873010390216,3,True,B2
2024-02-21,2024-02-22,600348,0.06208325959584417,4,True,B2
2024-02-21,2024-02-22,002654,0.03137682443101818,5,True,B2
2024-02-22,2024-02-23,600348,0.059353974826439344,1,True,B2
2024-02-22,2024-02-23,688525,0.02455784901358405,2,True,B2
2024-02-22,2024-02-23,600839,0.04116673122309131,3,True,B2
2024-02-22,2024-02-23,000938,0.0437496481199379,4,True,B2
2024-02-22,2024-02-23,000977,0.03492271882559413,5,True,B2
2024-02-23,2024-02-26,300308,0.02467208258634281,1,True,B2
2024-02-23,2024-02-26,688525,0.024457011665121216,2,True,B2
2024-02-23,2024-02-26,002654,0.02991649595730767,3,True,B2
2024-02-23,2024-02-26,300045,0.027073652432188716,4,True,B2
2024-02-23,2024-02-26,300364,0.0190995743733095,5,True,B2
2024-02-26,2024-02-27,688525,0.02415289343941248,1,True,B2
2024-02-26,2024-02-27,600839,0.03865085226988481,2,True,B2
2024-02-26,2024-02-27,300045,0.02737617761803572,3,True,B2
2024-02-26,2024-02-27,002559,0.029585118976130177,4,True,B2
2024-02-26,2024-02-27,000938,0.04366971118503552,5,True,B2
2024-02-27,2024-02-28,688525,0.024591412507674656,1,True,B2
2024-02-27,2024-02-28,300045,0.02656281145480332,2,True,B2
2024-02-27,2024-02-28,000938,0.039207447622815236,3,True,B2
2024-02-27,2024-02-28,002559,0.030728393248899595,4,True,B2
2024-02-27,2024-02-28,600839,0.04075153494294768,5,True,B2
2024-02-28,2024-02-29,000938,0.03899377875493805,1,True,B2
2024-02-28,2024-02-29,600733,0.0329570862213503,2,True,B2
2024-02-28,2024-02-29,002559,0.03016597232131004,3,True,B2
2024-02-28,2024-02-29,300045,0.024136585812213434,4,True,B2
2024-02-28,2024-02-29,688525,0.02188287962250771,5,True,B2
2024-02-29,2024-03-01,301236,0.02882928484309984,1,True,B2
2024-02-29,2024-03-01,300045,0.0225345634132735,2,True,B2
2024-02-29,2024-03-01,000938,0.03485463367825099,3,True,B2
2024-02-29,2024-03-01,002281,0.02746488608750186,4,True,B2
2024-02-29,2024-03-01,600733,0.031409677355413695,5,True,B2
2024-03-01,2024-03-04,300045,0.022514266380708466,1,True,B2
2024-03-01,2024-03-04,603220,0.02750020131485179,2,True,B2
2024-03-01,2024-03-04,002281,0.025949919255169117,3,True,B2
2024-03-01,2024-03-04,000938,0.03212775011935041,4,True,B2
2024-03-01,2024-03-04,600733,0.030332517396640987,5,True,B2
2024-03-04,2024-03-05,000938,0.03219808348363942,1,True,B2
2024-03-04,2024-03-05,002281,0.025052837873851652,2,True,B2
2024-03-04,2024-03-05,300045,0.022519842948498486,3,True,B2
2024-03-04,2024-03-05,000988,0.03293810835122578,4,True,B2
2024-03-04,2024-03-05,603220,0.02724915220879451,5,True,B2
2024-03-05,2024-03-06,603220,0.02770227811452089,1,True,B2
2024-03-05,2024-03-06,301236,0.030543908406488383,2,True,B2
2024-03-05,2024-03-06,300045,0.02274120469514513,3,True,B2
2024-03-05,2024-03-06,000938,0.03247243654052222,4,True,B2
2024-03-05,2024-03-06,002456,0.034317452773978144,5,True,B2
2024-03-06,2024-03-07,002281,0.026600985219304867,1,True,B2
2024-03-06,2024-03-07,002456,0.03518953836976707,2,True,B2
2024-03-06,2024-03-07,601127,0.029771780978605243,3,True,B2
2024-03-06,2024-03-07,300757,0.01627740275663832,4,True,B2
2024-03-06,2024-03-07,600584,0.03813326824443712,5,True,B2
2024-03-07,2024-03-08,300757,0.0168129996389427,1,True,B2
2024-03-07,2024-03-08,301236,0.030345058956774227,2,True,B2
2024-03-07,2024-03-08,601899,0.10331132693499982,3,True,B2
2024-03-07,2024-03-08,600584,0.037694069069963365,4,True,B2
2024-03-07,2024-03-08,002281,0.026282137204100994,5,True,B2
2024-03-08,2024-03-11,300757,0.016831655212406302,1,True,B2
2024-03-08,2024-03-11,002281,0.02538763396457167,2,True,B2
2024-03-08,2024-03-11,300474,0.03013228597792783,3,True,B2
2024-03-08,2024-03-11,600584,0.036808408937571827,4,True,B2
2024-03-08,2024-03-11,300475,0.026146359192010124,5,True,B2
2024-03-11,2024-03-12,002281,0.025734803419194954,1,True,B2
2024-03-11,2024-03-12,300474,0.03188139778473923,2,True,B2
2024-03-11,2024-03-12,300757,0.017726605598274454,3,True,B2
2024-03-11,2024-03-12,301236,0.027836950577236792,4,True,B2
2024-03-11,2024-03-12,601138,0.031420020234581236,5,True,B2
2024-03-12,2024-03-13,300474,0.035996077632769866,1,True,B2
2024-03-12,2024-03-13,002281,0.02613649684400067,2,True,B2
2024-03-12,2024-03-13,300757,0.019193052217551975,3,True,B2
2024-03-12,2024-03-13,601138,0.030226851501012467,4,True,B2
2024-03-12,2024-03-13,601899,0.08812216643569282,5,True,B2
2024-03-13,2024-03-14,601138,0.02986415371420767,1,True,B2
2024-03-13,2024-03-14,300757,0.018697825748534496,2,True,B2
2024-03-13,2024-03-14,002281,0.02612523333271841,3,True,B2
2024-03-13,2024-03-14,300474,0.03466689783013043,4,True,B2
2024-03-13,2024-03-14,300709,0.020071981318294796,5,True,B2
2024-03-14,2024-03-15,601138,0.028380083946629428,1,False,B2
2024-03-14,2024-03-15,601899,0.07900660591701016,2,False,B2
2024-03-14,2024-03-15,300757,0.01889517498147969,3,False,B2
2024-03-14,2024-03-15,002281,0.02612389277863077,4,False,B2
2024-03-14,2024-03-15,300474,0.03473195272356129,5,False,B2
2024-03-15,2024-03-18,601138,0.028355365723529462,1,False,B2
2024-03-15,2024-03-18,601225,0.06307457916203177,2,False,B2
2024-03-15,2024-03-18,601899,0.07628079787007591,3,False,B2
2024-03-15,2024-03-18,300757,0.019077885233246262,4,False,B2
2024-03-15,2024-03-18,603993,0.04900759950176926,5,False,B2
2024-03-18,2024-03-19,601138,0.028933203680998196,1,False,B2
2024-03-18,2024-03-19,603993,0.0506639887324309,2,False,B2
2024-03-18,2024-03-19,601899,0.07514917882564137,3,False,B2
2024-03-18,2024-03-19,600845,0.08135539490303431,4,False,B2
2024-03-18,2024-03-19,301183,0.023136068023979432,5,False,B2
2024-03-19,2024-03-20,300496,0.052588950225740755,1,False,B2
2024-03-19,2024-03-20,601138,0.029643106525404382,2,False,B2
2024-03-19,2024-03-20,688008,0.05779453558259669,3,False,B2
2024-03-19,2024-03-20,300474,0.03276112279144567,4,False,B2
2024-03-19,2024-03-20,002555,0.07302716203614136,5,False,B2
2024-03-20,2024-03-21,300496,0.05028466870881202,1,False,B2
2024-03-20,2024-03-21,688008,0.0572759239365279,2,False,B2
2024-03-20,2024-03-21,300548,0.036528549337576814,3,False,B2
2024-03-20,2024-03-21,000099,0.03438703308742354,4,False,B2
2024-03-20,2024-03-21,601138,0.03066741801350787,5,False,B2
2024-03-21,2024-03-22,688008,0.053945872372661755,1,False,B2
2024-03-21,2024-03-22,300496,0.049729627751961304,2,False,B2
2024-03-21,2024-03-22,002555,0.07281195777858158,3,False,B2
2024-03-21,2024-03-22,688525,0.027747591440255834,4,False,B2
2024-03-21,2024-03-22,688111,0.044316744390539176,5,False,B2
2024-03-22,2024-03-25,688008,0.05395724804496302,1,False,B2
2024-03-22,2024-03-25,300496,0.04407954850312578,2,False,B2
2024-03-22,2024-03-25,300548,0.03436636692156576,3,False,B2
2024-03-22,2024-03-25,001309,0.030560667215945733,4,False,B2
2024-03-22,2024-03-25,300413,0.05100150081073713,5,False,B2
2024-03-25,2024-03-26,300975,0.02440445568429806,1,False,B2
2024-03-25,2024-03-26,300494,0.044458590137613455,2,False,B2
2024-03-25,2024-03-26,002929,0.03992103559094476,3,False,B2
2024-03-25,2024-03-26,000681,0.05328812212487446,4,False,B2
2024-03-25,2024-03-26,300413,0.047561820474107286,5,False,B2
2024-03-26,2024-03-27,300975,0.024531076864507145,1,False,B2
2024-03-26,2024-03-27,603496,0.03784356880428013,2,False,B2
2024-03-26,2024-03-27,300494,0.04346936818119297,3,False,B2
2024-03-26,2024-03-27,601137,0.039989595078988596,4,False,B2
2024-03-26,2024-03-27,002463,0.039216388179823654,5,False,B2
2024-03-27,2024-03-28,300975,0.026496656784765604,1,False,B2
2024-03-27,2024-03-28,002929,0.03430823526560039,2,False,B2
2024-03-27,2024-03-28,601137,0.0366046728824107,3,False,B2
2024-03-27,2024-03-28,601288,0.14212513276398525,4,False,B2
2024-03-27,2024-03-28,601328,0.16261291115388993,5,False,B2
2024-03-28,2024-03-29,601288,0.12575609175416272,1,False,B2
2024-03-28,2024-03-29,601328,0.13474586333661348,2,False,B2
2024-03-28,2024-03-29,300975,0.023583455596390565,3,False,B2
2024-03-28,2024-03-29,601166,0.19733718877717407,4,False,B2
2024-03-28,2024-03-29,600690,0.10198894550907363,5,False,B2
2024-03-29,2024-04-01,601166,0.15609460313045562,1,False,B2
2024-03-29,2024-04-01,300975,0.021938766647700156,2,False,B2
2024-03-29,2024-04-01,000977,0.046293451342684706,3,False,B2
2024-03-29,2024-04-01,601288,0.12440558823740078,4,False,B2
2024-03-29,2024-04-01,601186,0.125923277997768,5,False,B2
2024-04-01,2024-04-02,601166,0.1576856782086703,1,False,B2
2024-04-01,2024-04-02,600309,0.12486688228696008,2,False,B2
2024-04-01,2024-04-02,000977,0.048198176345534374,3,False,B2
2024-04-01,2024-04-02,000988,0.04451812757999407,4,False,B2
2024-04-01,2024-04-02,601186,0.13081006468012923,5,False,B2
2024-04-02,2024-04-03,601166,0.15986196350028978,1,False,B2
2024-04-02,2024-04-03,002097,0.034938391549822596,2,False,B2
2024-04-02,2024-04-03,000977,0.045466756290517066,3,False,B2
2024-04-02,2024-04-03,601658,0.19597595666938744,4,False,B2
2024-04-02,2024-04-03,600988,0.05314962766525913,5,False,B2
2024-04-03,2024-04-08,601166,0.15744197651695788,1,False,B2
2024-04-03,2024-04-08,601857,0.07448532938300886,2,False,B2
2024-04-03,2024-04-08,600988,0.05203501457885759,3,False,B2
2024-04-03,2024-04-08,000538,0.17390606244661883,4,False,B2
2024-04-03,2024-04-08,600066,0.05756039987182913,5,False,B2
2024-04-08,2024-04-09,601857,0.07451568129496973,1,False,B2
2024-04-08,2024-04-09,601600,0.06783051790725218,2,False,B2
2024-04-08,2024-04-09,603993,0.04741122268202428,3,False,B2
2024-04-08,2024-04-09,600203,0.03517383479483106,4,False,B2
2024-04-08,2024-04-09,600988,0.05053785225805955,5,False,B2
2024-04-09,2024-04-10,601857,0.0729346858513956,1,False,B2
2024-04-09,2024-04-10,600111,0.08215083816585395,2,False,B2
2024-04-09,2024-04-10,601658,0.18248543659225075,3,False,B2
2024-04-09,2024-04-10,600988,0.05097863507021612,4,False,B2
2024-04-09,2024-04-10,601668,0.2,5,False,B2
2024-04-10,2024-04-11,601166,0.1427471031980394,1,False,B2
2024-04-10,2024-04-11,300073,0.028881300100390524,2,False,B2
2024-04-10,2024-04-11,601899,0.06218628393226124,3,False,B2
2024-04-10,2024-04-11,600392,0.04697387847839997,4,False,B2
