first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,adaptive_switch_count,adaptive_attack_days,adaptive_balanced_days,adaptive_robust_days,adaptive_defensive_days,adaptive_fallback_days,adaptive_avg_target_position_ratio,adaptive_min_target_position_ratio,adaptive_max_target_position_ratio,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,risk_profile,risk_profile_description,market_gate,hard_stop_loss_pct
2023-01-05,2026-06-02,822,500000.0,551658.1770250004,0.10331635405000084,0.030638763188294282,-0.512840585146157,0.49391727493917276,0.09130892287990111,-0.07233828344626314,0.5907037324964792,4.7725060827250605,801,403,398,0,97.67395741497295,30846.822975000003,115,77,490,30,205,20,0.6035279805352798,0.5,1.0,adaptive_market_style,adaptive,adaptive,5,10,0.00075,0.0,100,500.0,5,1.0,adaptive,自适应档：按T日市场风格在进攻/均衡/防守策略间切换，并动态调整50%-100%仓位。,False,0.0
