strategy,event_type,mark_price_basis,order_status,event_timestamp,symbol,side,planned_shares,planned_price,planned_notional,planned_fee,signal_date,execution_date,order_id,cost_rate,lot_size,filled_shares,filled_price,filled_notional,fee,reject_reason,remaining_shares,event_date,source_reason,cash_delta,share_delta
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2023-01-03T15:00:00+08:00,920046,BUY,8900.0,5.588000000000001,49733.20000000001,37.29990000000001,2023-01-03,2023-01-04,2023-01-03:920046:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2023-01-04T09:30:00+08:00,920046,BUY,8900.0,,,,2023-01-03,2023-01-04,2023-01-03:920046:BUY,,,8900.0,5.015009999999999,44633.58899999999,33.47519174999999,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2023-01-03T15:00:00+08:00,920122,BUY,4100.0,12.144,49790.4,37.342800000000004,2023-01-03,2023-01-04,2023-01-03:920122:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2023-01-04T09:30:00+08:00,920122,BUY,4100.0,,,,2023-01-03,2023-01-04,2023-01-03:920122:BUY,,,4100.0,10.840829999999999,44447.40299999999,33.33555224999999,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2023-01-03T15:00:00+08:00,920299,BUY,10400.0,4.774,49649.6,37.2372,2023-01-03,2023-01-04,2023-01-03:920299:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2023-01-04T09:30:00+08:00,920299,BUY,10400.0,,,,2023-01-03,2023-01-04,2023-01-03:920299:BUY,,,10400.0,4.36436,45389.344,34.042007999999996,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2023-01-03T15:00:00+08:00,920505,BUY,4400.0,11.154000000000002,49077.600000000006,36.80820000000001,2023-01-03,2023-01-04,2023-01-03:920505:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2023-01-04T09:30:00+08:00,920505,BUY,4400.0,,,,2023-01-03,2023-01-04,2023-01-03:920505:BUY,,,4400.0,10.150139999999999,44660.615999999995,33.495461999999996,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2023-01-03T15:00:00+08:00,920526,BUY,10900.0,4.565,49758.50000000001,37.318875000000006,2023-01-03,2023-01-04,2023-01-03:920526:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2023-01-04T09:30:00+08:00,920526,BUY,10900.0,,,,2023-01-03,2023-01-04,2023-01-03:920526:BUY,,,10900.0,4.15415,45280.23499999999,33.960176249999996,,0.0,,,,
