strategy,trade_date,order_id,symbol,side,signal_date,execution_date,planned_shares,planned_price,planned_notional,planned_fee,filled_shares,filled_price,gross_amount,cost,order_status,reject_reason,remaining_shares,reason,cost_rate,lot_size,cash_after,open_weight_drift_bps,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,risk_event_triggered,risk_event_types,missing_cap_risk_label,missed_risk_event
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03:920046:BUY,920046,BUY,2023-01-03,2023-01-04,8900,5.588000000000001,49733.20000000001,37.29990000000001,8900,5.015009999999999,44633.58899999999,33.47519174999999,FILLED,,0,strict_t1_execution,0.00075,100,455332.93580825,-107.32822000000017,0.09903107560716232,0.0,0.0,0.09903107560716232,46485.725000000035,0,0.09358715992514761,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03:920122:BUY,920122,BUY,2023-01-03,2023-01-04,4100,12.144,49790.4,37.342800000000004,4100,10.840829999999999,44447.40299999999,33.33555224999999,FILLED,,0,strict_t1_execution,0.00075,100,410852.197256,-111.05194000000027,0.09903107560716232,0.0,0.0,0.09903107560716232,46485.725000000035,0,0.09358715992514761,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03:920299:BUY,920299,BUY,2023-01-03,2023-01-04,10400,4.774,49649.6,37.2372,10400,4.36436,45389.344,34.042007999999996,FILLED,,0,strict_t1_execution,0.00075,100,365428.811248,-92.21312000000009,0.09903107560716232,0.0,0.0,0.09903107560716232,46485.725000000035,0,0.09358715992514761,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03:920505:BUY,920505,BUY,2023-01-03,2023-01-04,4400,11.154000000000002,49077.600000000006,36.80820000000001,4400,10.150139999999999,44660.615999999995,33.495461999999996,FILLED,,0,strict_t1_execution,0.00075,100,320734.699786,-106.7876800000002,0.09903107560716232,0.0,0.0,0.09903107560716232,46485.725000000035,0,0.09358715992514761,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03:920526:BUY,920526,BUY,2023-01-03,2023-01-04,10900,4.565,49758.50000000001,37.318875000000006,10900,4.15415,45280.23499999999,33.960176249999996,FILLED,,0,strict_t1_execution,0.00075,100,275420.50460975,-94.39530000000015,0.09903107560716232,0.0,0.0,0.09903107560716232,46485.725000000035,0,0.09358715992514761,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03:920564:BUY,920564,BUY,2023-01-03,2023-01-04,7100,6.996000000000001,49671.600000000006,37.2537,7100,6.366359999999999,45201.155999999995,33.900867,FILLED,,0,strict_t1_execution,0.00075,100,230185.44774275,-95.97688000000021,0.09903107560716232,0.0,0.0,0.09903107560716232,46485.725000000035,0,0.09358715992514761,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03:920580:BUY,920580,BUY,2023-01-03,2023-01-04,10600,4.686,49671.6,37.2537,10600,4.274269999999999,45307.26199999999,33.98044649999999,FILLED,,0,strict_t1_execution,0.00075,100,184844.20529625,-93.85476000000031,0.09903107560716232,0.0,0.0,0.09903107560716232,46485.725000000035,0,0.09358715992514761,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03:920718:BUY,920718,BUY,2023-01-03,2023-01-04,8700,5.687,49476.9,37.107675,8700,5.17517,45023.979,33.76798425,FILLED,,0,strict_t1_execution,0.00075,100,139786.458312,-99.52042000000009,0.09903107560716232,0.0,0.0,0.09903107560716232,46485.725000000035,0,0.09358715992514761,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03:920753:BUY,920753,BUY,2023-01-03,2023-01-04,6100,8.195,49989.5,37.492125,6100,7.3573499999999985,44879.83499999999,33.659876249999996,FILLED,,0,strict_t1_execution,0.00075,100,94872.96343575002,-102.4033000000002,0.09903107560716232,0.0,0.0,0.09903107560716232,46485.725000000035,0,0.09358715992514761,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03:920871:BUY,920871,BUY,2023-01-03,2023-01-04,9200,5.423,49891.6,37.4187,9200,4.93493,45401.356,34.051017,FILLED,,0,strict_t1_execution,0.00075,100,49437.55641875002,-91.97288000000012,0.09903107560716232,0.0,0.0,0.09903107560716232,46485.725000000035,0,0.09358715992514761,0,0,0,,0,0
