strategy,trade_date,symbol,shares,raw_open,raw_close,prev_raw_close
vls_mom_contrarian_v1_frozen,2023-01-04,920046,8900,5.01,5.04,5.08
vls_mom_contrarian_v1_frozen,2023-01-04,920122,4100,10.83,10.85,11.04
vls_mom_contrarian_v1_frozen,2023-01-04,920299,10400,4.36,4.35,4.34
vls_mom_contrarian_v1_frozen,2023-01-04,920505,4400,10.14,10.04,10.14
vls_mom_contrarian_v1_frozen,2023-01-04,920526,10900,4.15,4.14,4.15
vls_mom_contrarian_v1_frozen,2023-01-04,920564,7100,6.36,6.35,6.36
vls_mom_contrarian_v1_frozen,2023-01-04,920580,10600,4.27,4.25,4.26
vls_mom_contrarian_v1_frozen,2023-01-04,920718,8700,5.17,5.15,5.17
vls_mom_contrarian_v1_frozen,2023-01-04,920753,6100,7.35,7.6,7.45
vls_mom_contrarian_v1_frozen,2023-01-04,920871,9200,4.93,4.9,4.93
vls_mom_contrarian_v1_frozen,2023-01-05,920046,8900,5.05,5.02,5.04
vls_mom_contrarian_v1_frozen,2023-01-05,920122,4100,10.88,11.67,10.85
vls_mom_contrarian_v1_frozen,2023-01-05,920299,10400,4.34,4.35,4.35
vls_mom_contrarian_v1_frozen,2023-01-05,920505,4400,10.02,10.13,10.04
vls_mom_contrarian_v1_frozen,2023-01-05,920526,10900,4.15,4.11,4.14
vls_mom_contrarian_v1_frozen,2023-01-05,920564,7100,6.38,6.36,6.35
vls_mom_contrarian_v1_frozen,2023-01-05,920580,10600,4.23,4.21,4.25
vls_mom_contrarian_v1_frozen,2023-01-05,920718,8700,5.14,5.17,5.15
vls_mom_contrarian_v1_frozen,2023-01-05,920753,6100,7.55,7.7,7.6
vls_mom_contrarian_v1_frozen,2023-01-05,920871,9200,4.91,4.93,4.9
vls_mom_contrarian_v1_frozen,2023-01-06,920046,8900,5.02,5.04,5.02
vls_mom_contrarian_v1_frozen,2023-01-06,920122,4100,11.19,11.51,11.67
vls_mom_contrarian_v1_frozen,2023-01-06,920299,10400,4.3,4.36,4.35
vls_mom_contrarian_v1_frozen,2023-01-06,920505,4400,10.04,10.18,10.13
vls_mom_contrarian_v1_frozen,2023-01-06,920526,10900,4.11,4.11,4.11
vls_mom_contrarian_v1_frozen,2023-01-06,920564,7100,6.3,6.38,6.36
vls_mom_contrarian_v1_frozen,2023-01-06,920580,10600,4.23,4.21,4.21
vls_mom_contrarian_v1_frozen,2023-01-06,920718,8700,5.15,5.15,5.17
vls_mom_contrarian_v1_frozen,2023-01-06,920753,6100,7.41,7.57,7.7
vls_mom_contrarian_v1_frozen,2023-01-06,920871,9200,4.96,4.93,4.93
vls_mom_contrarian_v1_frozen,2023-01-09,920046,8900,5.04,4.85,5.04
vls_mom_contrarian_v1_frozen,2023-01-09,920122,4100,11.7,11.47,11.51
vls_mom_contrarian_v1_frozen,2023-01-09,920299,10400,4.33,4.35,4.36
vls_mom_contrarian_v1_frozen,2023-01-09,920505,4400,10.14,10.14,10.18
vls_mom_contrarian_v1_frozen,2023-01-09,920526,10900,4.11,4.09,4.11
vls_mom_contrarian_v1_frozen,2023-01-09,920564,7100,6.3,6.31,6.38
vls_mom_contrarian_v1_frozen,2023-01-09,920580,10600,4.2,4.2,4.21
vls_mom_contrarian_v1_frozen,2023-01-09,920718,8700,5.14,5.16,5.15
vls_mom_contrarian_v1_frozen,2023-01-09,920753,6100,7.56,7.46,7.57
vls_mom_contrarian_v1_frozen,2023-01-09,920871,9200,4.9,4.92,4.93
vls_mom_contrarian_v1_frozen,2023-01-10,920046,8900,4.93,4.95,4.85
vls_mom_contrarian_v1_frozen,2023-01-10,920122,4100,11.38,11.41,11.47
vls_mom_contrarian_v1_frozen,2023-01-10,920299,10400,4.31,4.28,4.35
vls_mom_contrarian_v1_frozen,2023-01-10,920505,4400,10.07,10.15,10.14
vls_mom_contrarian_v1_frozen,2023-01-10,920526,10900,4.1,4.07,4.09
vls_mom_contrarian_v1_frozen,2023-01-10,920564,7100,6.32,6.3,6.31
vls_mom_contrarian_v1_frozen,2023-01-10,920580,10600,4.2,4.2,4.2
vls_mom_contrarian_v1_frozen,2023-01-10,920718,8700,5.17,5.13,5.16
vls_mom_contrarian_v1_frozen,2023-01-10,920753,6100,7.42,7.41,7.46
vls_mom_contrarian_v1_frozen,2023-01-10,920871,9200,4.92,4.89,4.92
vls_mom_contrarian_v1_frozen,2023-01-11,920046,8900,4.92,4.94,4.95
vls_mom_contrarian_v1_frozen,2023-01-11,920122,4100,11.52,11.4,11.41
vls_mom_contrarian_v1_frozen,2023-01-11,920299,10400,4.28,4.21,4.28
vls_mom_contrarian_v1_frozen,2023-01-11,920505,4400,10.2,10.13,10.15
vls_mom_contrarian_v1_frozen,2023-01-11,920526,10900,4.09,4.16,4.07
vls_mom_contrarian_v1_frozen,2023-01-11,920564,7100,6.33,6.31,6.3
vls_mom_contrarian_v1_frozen,2023-01-11,920580,10600,4.21,4.21,4.2
vls_mom_contrarian_v1_frozen,2023-01-11,920718,8700,5.13,5.12,5.13
vls_mom_contrarian_v1_frozen,2023-01-11,920753,6100,7.5,7.39,7.41
vls_mom_contrarian_v1_frozen,2023-01-11,920871,9200,4.89,4.91,4.89
vls_mom_contrarian_v1_frozen,2023-01-12,920046,8900,5.01,5.01,4.94
vls_mom_contrarian_v1_frozen,2023-01-12,920122,4100,11.39,11.63,11.4
vls_mom_contrarian_v1_frozen,2023-01-12,920299,10400,4.18,4.21,4.21
vls_mom_contrarian_v1_frozen,2023-01-12,920505,4400,10.14,10.1,10.13
vls_mom_contrarian_v1_frozen,2023-01-12,920526,10900,4.15,4.19,4.16
vls_mom_contrarian_v1_frozen,2023-01-12,920564,7100,6.26,6.24,6.31
vls_mom_contrarian_v1_frozen,2023-01-12,920580,10600,4.21,4.21,4.21
vls_mom_contrarian_v1_frozen,2023-01-12,920718,8700,5.11,5.11,5.12
vls_mom_contrarian_v1_frozen,2023-01-12,920753,6100,7.38,7.39,7.39
vls_mom_contrarian_v1_frozen,2023-01-12,920871,9200,4.95,4.91,4.91
vls_mom_contrarian_v1_frozen,2023-01-13,920046,8900,5.06,4.99,5.01
vls_mom_contrarian_v1_frozen,2023-01-13,920122,4100,11.55,11.54,11.63
vls_mom_contrarian_v1_frozen,2023-01-13,920299,10400,4.19,4.14,4.21
vls_mom_contrarian_v1_frozen,2023-01-13,920505,4400,10.1,10.1,10.1
vls_mom_contrarian_v1_frozen,2023-01-13,920526,10900,4.2,4.18,4.19
vls_mom_contrarian_v1_frozen,2023-01-13,920564,7100,6.29,6.25,6.24
vls_mom_contrarian_v1_frozen,2023-01-13,920580,10600,4.22,4.23,4.21
vls_mom_contrarian_v1_frozen,2023-01-13,920718,8700,5.11,5.15,5.11
vls_mom_contrarian_v1_frozen,2023-01-13,920753,6100,7.35,7.45,7.39
vls_mom_contrarian_v1_frozen,2023-01-13,920871,9200,4.93,4.91,4.91
vls_mom_contrarian_v1_frozen,2023-01-16,920046,8900,4.96,5.03,4.99
vls_mom_contrarian_v1_frozen,2023-01-16,920122,4100,11.5,11.62,11.54
vls_mom_contrarian_v1_frozen,2023-01-16,920299,10400,4.14,4.13,4.14
vls_mom_contrarian_v1_frozen,2023-01-16,920505,4400,10.1,10.13,10.1
vls_mom_contrarian_v1_frozen,2023-01-16,920526,10900,4.16,4.18,4.18
vls_mom_contrarian_v1_frozen,2023-01-16,920564,7100,6.22,6.3,6.25
vls_mom_contrarian_v1_frozen,2023-01-16,920580,10600,4.21,4.23,4.23
vls_mom_contrarian_v1_frozen,2023-01-16,920718,8700,5.13,5.17,5.15
vls_mom_contrarian_v1_frozen,2023-01-16,920753,6100,7.45,7.48,7.45
vls_mom_contrarian_v1_frozen,2023-01-16,920871,9200,4.89,4.91,4.91
vls_mom_contrarian_v1_frozen,2023-01-17,920046,8900,5.05,5.09,5.03
vls_mom_contrarian_v1_frozen,2023-01-17,920122,4100,12.0,11.64,11.62
vls_mom_contrarian_v1_frozen,2023-01-17,920299,10400,4.1,4.12,4.13
vls_mom_contrarian_v1_frozen,2023-01-17,920505,4400,10.2,10.15,10.13
vls_mom_contrarian_v1_frozen,2023-01-17,920526,10900,4.21,4.14,4.18
vls_mom_contrarian_v1_frozen,2023-01-17,920564,7100,6.37,6.35,6.3
vls_mom_contrarian_v1_frozen,2023-01-17,920580,10600,4.23,4.22,4.23
vls_mom_contrarian_v1_frozen,2023-01-17,920718,8700,5.16,5.19,5.17
vls_mom_contrarian_v1_frozen,2023-01-17,920753,6100,7.46,7.46,7.48
vls_mom_contrarian_v1_frozen,2023-01-17,920871,9200,4.92,4.87,4.91
vls_mom_contrarian_v1_frozen,2023-01-18,920046,8900,5.11,5.11,5.09
vls_mom_contrarian_v1_frozen,2023-01-18,920122,4100,11.59,11.62,11.64
vls_mom_contrarian_v1_frozen,2023-01-18,920299,10400,4.11,4.15,4.12
vls_mom_contrarian_v1_frozen,2023-01-18,920505,4400,10.1,10.13,10.15
vls_mom_contrarian_v1_frozen,2023-01-18,920526,10900,4.15,4.26,4.14
vls_mom_contrarian_v1_frozen,2023-01-18,920564,7100,6.38,6.37,6.35
vls_mom_contrarian_v1_frozen,2023-01-18,920580,10600,4.2,4.25,4.22
vls_mom_contrarian_v1_frozen,2023-01-18,920718,8700,5.17,5.2,5.19
vls_mom_contrarian_v1_frozen,2023-01-18,920753,6100,7.46,7.54,7.46
vls_mom_contrarian_v1_frozen,2023-01-18,920871,9200,4.91,4.9,4.87
vls_mom_contrarian_v1_frozen,2023-01-19,920046,8900,5.09,5.07,5.11
vls_mom_contrarian_v1_frozen,2023-01-19,920122,4100,11.68,11.49,11.62
vls_mom_contrarian_v1_frozen,2023-01-19,920299,10400,4.12,4.17,4.15
vls_mom_contrarian_v1_frozen,2023-01-19,920505,4400,10.13,10.16,10.13
vls_mom_contrarian_v1_frozen,2023-01-19,920526,10900,4.25,4.23,4.26
vls_mom_contrarian_v1_frozen,2023-01-19,920564,7100,6.38,6.38,6.37
vls_mom_contrarian_v1_frozen,2023-01-19,920580,10600,4.26,4.26,4.25
vls_mom_contrarian_v1_frozen,2023-01-19,920718,8700,5.2,5.25,5.2
vls_mom_contrarian_v1_frozen,2023-01-19,920753,6100,7.5,7.58,7.54
vls_mom_contrarian_v1_frozen,2023-01-19,920871,9200,4.89,4.92,4.9
vls_mom_contrarian_v1_frozen,2023-01-20,920046,8900,5.08,5.19,5.07
vls_mom_contrarian_v1_frozen,2023-01-20,920122,4100,11.5,11.62,11.49
vls_mom_contrarian_v1_frozen,2023-01-20,920299,10400,4.13,4.21,4.17
vls_mom_contrarian_v1_frozen,2023-01-20,920505,4400,10.15,10.22,10.16
vls_mom_contrarian_v1_frozen,2023-01-20,920526,10900,4.22,4.24,4.23
vls_mom_contrarian_v1_frozen,2023-01-20,920564,7100,6.38,6.56,6.38
vls_mom_contrarian_v1_frozen,2023-01-20,920580,10600,4.26,4.37,4.26
vls_mom_contrarian_v1_frozen,2023-01-20,920718,8700,5.26,5.33,5.25
vls_mom_contrarian_v1_frozen,2023-01-20,920753,6100,7.55,7.65,7.58
vls_mom_contrarian_v1_frozen,2023-01-20,920871,9200,4.94,4.95,4.92
vls_mom_contrarian_v1_frozen,2023-01-30,920046,8900,5.23,5.21,5.19
vls_mom_contrarian_v1_frozen,2023-01-30,920122,4100,11.53,11.75,11.62
vls_mom_contrarian_v1_frozen,2023-01-30,920299,10400,4.21,4.26,4.21
vls_mom_contrarian_v1_frozen,2023-01-30,920505,4400,10.31,10.25,10.22
vls_mom_contrarian_v1_frozen,2023-01-30,920526,10900,4.28,4.4,4.24
vls_mom_contrarian_v1_frozen,2023-01-30,920564,7100,6.6,6.58,6.56
vls_mom_contrarian_v1_frozen,2023-01-30,920580,10600,4.38,4.42,4.37
vls_mom_contrarian_v1_frozen,2023-01-30,920718,8700,5.36,5.35,5.33
vls_mom_contrarian_v1_frozen,2023-01-30,920753,6100,7.68,7.72,7.65
vls_mom_contrarian_v1_frozen,2023-01-30,920871,9200,4.96,5.07,4.95
vls_mom_contrarian_v1_frozen,2023-01-31,920046,8900,5.23,5.93,5.21
vls_mom_contrarian_v1_frozen,2023-01-31,920122,4100,11.63,12.4,11.75
vls_mom_contrarian_v1_frozen,2023-01-31,920299,10400,4.22,4.55,4.26
vls_mom_contrarian_v1_frozen,2023-01-31,920505,4400,10.23,10.86,10.25
vls_mom_contrarian_v1_frozen,2023-01-31,920526,10900,4.4,5.72,4.4
vls_mom_contrarian_v1_frozen,2023-01-31,920564,7100,6.51,6.96,6.58
vls_mom_contrarian_v1_frozen,2023-01-31,920580,10600,4.45,4.69,4.42
vls_mom_contrarian_v1_frozen,2023-01-31,920718,8700,5.35,5.99,5.35
vls_mom_contrarian_v1_frozen,2023-01-31,920753,6100,7.72,8.27,7.72
vls_mom_contrarian_v1_frozen,2023-01-31,920871,9200,5.04,5.5,5.07
vls_mom_contrarian_v1_frozen,2023-02-01,920046,8900,6.02,6.08,5.93
vls_mom_contrarian_v1_frozen,2023-02-01,920122,4100,12.55,12.39,12.4
vls_mom_contrarian_v1_frozen,2023-02-01,920299,10400,4.56,4.68,4.55
vls_mom_contrarian_v1_frozen,2023-02-01,920505,4400,11.03,11.0,10.86
vls_mom_contrarian_v1_frozen,2023-02-01,920526,10900,5.99,7.28,5.72
vls_mom_contrarian_v1_frozen,2023-02-01,920564,7100,7.0,7.09,6.96
vls_mom_contrarian_v1_frozen,2023-02-01,920580,10600,4.71,4.75,4.69
vls_mom_contrarian_v1_frozen,2023-02-01,920718,8700,6.1,6.29,5.99
vls_mom_contrarian_v1_frozen,2023-02-01,920753,6100,8.38,8.27,8.27
vls_mom_contrarian_v1_frozen,2023-02-01,920871,9200,5.5,5.52,5.5
vls_mom_contrarian_v1_frozen,2023-02-02,920046,8900,5.95,5.65,6.08
vls_mom_contrarian_v1_frozen,2023-02-02,920122,4100,12.41,12.08,12.39
vls_mom_contrarian_v1_frozen,2023-02-02,920299,10400,4.6,4.5,4.68
vls_mom_contrarian_v1_frozen,2023-02-02,920505,4400,10.88,10.6,11.0
vls_mom_contrarian_v1_frozen,2023-02-02,920526,10900,6.5,6.02,7.28
vls_mom_contrarian_v1_frozen,2023-02-02,920564,7100,7.04,6.8,7.09
vls_mom_contrarian_v1_frozen,2023-02-02,920580,10600,4.7,4.57,4.75
vls_mom_contrarian_v1_frozen,2023-02-02,920718,8700,6.05,5.75,6.29
vls_mom_contrarian_v1_frozen,2023-02-02,920753,6100,8.32,8.15,8.27
vls_mom_contrarian_v1_frozen,2023-02-02,920871,9200,5.51,5.31,5.52
vls_mom_contrarian_v1_frozen,2023-02-03,920046,8900,5.77,5.7,5.65
vls_mom_contrarian_v1_frozen,2023-02-03,920122,4100,12.03,12.2,12.08
vls_mom_contrarian_v1_frozen,2023-02-03,920299,10400,4.48,4.48,4.5
vls_mom_contrarian_v1_frozen,2023-02-03,920505,4400,10.6,10.63,10.6
vls_mom_contrarian_v1_frozen,2023-02-03,920526,10900,5.9,5.97,6.02
vls_mom_contrarian_v1_frozen,2023-02-03,920564,7100,6.8,6.82,6.8
vls_mom_contrarian_v1_frozen,2023-02-03,920580,10600,4.63,4.57,4.57
vls_mom_contrarian_v1_frozen,2023-02-03,920718,8700,5.74,5.77,5.75
vls_mom_contrarian_v1_frozen,2023-02-03,920753,6100,8.31,8.12,8.15
vls_mom_contrarian_v1_frozen,2023-02-03,920871,9200,5.39,5.33,5.31
vls_mom_contrarian_v1_frozen,2023-02-06,920046,8900,5.7,5.5,5.7
vls_mom_contrarian_v1_frozen,2023-02-06,920122,4100,12.15,12.4,12.2
vls_mom_contrarian_v1_frozen,2023-02-06,920299,10400,4.48,4.46,4.48
vls_mom_contrarian_v1_frozen,2023-02-06,920505,4400,10.52,10.42,10.63
vls_mom_contrarian_v1_frozen,2023-02-06,920526,10900,6.09,5.59,5.97
vls_mom_contrarian_v1_frozen,2023-02-06,920564,7100,6.78,6.65,6.82
vls_mom_contrarian_v1_frozen,2023-02-06,920580,10600,4.57,4.48,4.57
vls_mom_contrarian_v1_frozen,2023-02-06,920718,8700,5.68,5.62,5.77
vls_mom_contrarian_v1_frozen,2023-02-06,920753,6100,8.02,8.04,8.12
vls_mom_contrarian_v1_frozen,2023-02-06,920871,9200,5.28,5.3,5.33
vls_mom_contrarian_v1_frozen,2023-02-07,920046,8900,5.58,5.54,5.5
vls_mom_contrarian_v1_frozen,2023-02-07,920122,4100,12.4,12.92,12.4
vls_mom_contrarian_v1_frozen,2023-02-07,920299,10400,4.39,4.45,4.46
vls_mom_contrarian_v1_frozen,2023-02-07,920505,4400,10.41,10.46,10.42
vls_mom_contrarian_v1_frozen,2023-02-07,920526,10900,5.6,5.71,5.59
vls_mom_contrarian_v1_frozen,2023-02-07,920564,7100,6.71,6.7,6.65
vls_mom_contrarian_v1_frozen,2023-02-07,920580,10600,4.47,4.52,4.48
vls_mom_contrarian_v1_frozen,2023-02-07,920718,8700,5.6,5.64,5.62
