symbol,name,trade_date,score,base_score,penalty,trigger_today,is_breakout,breakout_dist,vol_ratio,rs20,contraction,avg_amount20,bull_align,bias_ma20,chip_healthy,s_trend,s_bull_align,s_breakout,s_volume,s_vol_mild,s_rs,s_contraction,s_bias,s_chip,s_liquidity
600875,东方电气,2026-02-10,74.39449501049123,74.39449501049123,0.0,1,1,0.08342022940563099,1.705716382517137,0.18308525456507874,1.3398994766177805,2471264.12065,1,0.17651499424387107,1,100.0,100.0,100.0,85.57692307692307,74.28545218535787,96.15384615384616,17.307692307692307,0.0,100.0,28.846153846153847
600292,电投水电,2026-02-10,72.3463674024052,72.3463674024052,0.0,1,1,0.004279600570613384,1.1728834396341714,0.020070857973505385,0.6614888822793114,214382.13935,1,0.037697608431292995,1,100.0,100.0,91.34615384615384,68.26923076923077,59.110429954271424,64.42307692307693,78.84615384615384,24.60478313741401,100.0,13.557692307692308
300383,光环新网,2026-02-10,72.26481750003242,72.26481750003242,0.0,1,1,0.05213270142180115,1.572036499993516,0.1310117081702522,1.5617799940607564,2202747.6788999997,1,0.16177143978543862,1,100.0,100.0,99.03846153846155,81.73076923076923,90.99543750081051,90.38461538461539,3.8461538461538396,0.0,100.0,27.98076923076923
603790,雅运股份,2026-02-10,71.55928287808503,71.55928287808503,0.0,1,1,0.023851590106007015,2.0323741936137623,0.18004383065395713,1.0830964590637076,71946.13680000001,1,0.09306108976021488,1,100.0,100.0,95.1923076923077,94.23076923076923,33.45322579827972,95.1923076923077,31.730769230769226,0.0,100.0,3.75
002445,中南文化,2026-02-10,70.37499999999999,70.37499999999999,0.0,1,1,0.027874564459930307,2.4379489537804147,0.06660104343385442,1.1668061998655563,235682.7062,1,0.0729223495180944,1,100.0,100.0,97.11538461538461,99.03846153846155,0.0,82.6923076923077,27.884615384615387,0.0,100.0,14.134615384615383
600037,歌华有线,2026-02-10,67.92556929596223,67.92556929596223,0.0,1,1,0.025210084033613356,1.9110399869614032,0.027029412616847548,1.4085491784467083,208644.53,1,0.061660865241173424,1,100.0,100.0,96.15384615384616,90.38461538461539,48.62000162982461,69.23076923076923,13.461538461538453,0.0,100.0,13.269230769230768
002343,慈文传媒,2026-02-10,67.4448660433281,67.4448660433281,0.0,1,1,0.02163461538461542,2.249488329795918,0.04588739157266164,1.3826708084468227,201934.08284999998,1,0.11002285341168783,1,100.0,100.0,94.23076923076923,98.07692307692307,6.313958775510242,74.03846153846155,15.384615384615387,0.0,100.0,12.692307692307692
600757,长江传媒,2026-02-10,67.37715247920961,67.37715247920961,0.0,1,1,0.003171247357293794,1.8941735771746586,0.004410188083389999,1.090470999932157,123881.45804999999,1,0.03755534904061664,1,100.0,100.0,90.38461538461539,89.42307692307693,50.728302853167676,52.88461538461539,29.807692307692307,24.889301918766726,100.0,6.634615384615384
601198,东兴证券,2026-02-10,64.63453355739094,64.63453355739094,0.0,1,1,0.0013976240391333494,1.244644984724017,-0.00022204307427142744,0.3778900005904657,467060.246,1,0.03167746580273567,1,100.0,100.0,44.71153846153847,74.03846153846155,68.08062309050213,50.0,95.1923076923077,36.64506839452866,100.0,21.057692307692307
300444,双杰电气,2026-02-10,61.864146376649,61.864146376649,0.0,0,0,-0.09999999999999998,0.565396416425984,0.14792149431952262,0.530387768909685,2287806.1532500004,1,0.0314648885184412,1,100.0,100.0,44.71153846153847,30.288461538461537,0.0,93.26923076923077,87.5,37.070222963117594,100.0,28.557692307692307
301251,威尔高,2026-02-10,59.91378532804749,59.91378532804749,0.0,0,0,-0.02106548618531534,0.782757065609499,0.13452238497083102,0.14683266588537872,459783.52765000006,1,0.10091585624404509,1,100.0,100.0,44.71153846153847,30.288461538461537,10.344633201187381,92.3076923076923,99.03846153846153,0.0,100.0,20.48076923076923
600675,中华企业,2026-02-10,59.03273611959321,59.03273611959321,0.0,0,0,-0.03947368421052633,0.6923555770361102,0.01686559369840479,0.6731317817944364,218467.91840000002,1,0.00793924749741115,1,100.0,100.0,44.71153846153847,30.288461538461537,0.0,62.5,77.88461538461539,84.1215050051777,100.0,13.846153846153845
000738,航发控制,2026-02-10,58.718210014085976,58.718210014085976,0.0,0,0,-0.029268292682926855,0.8917189258941175,0.2002408452074591,0.7747989163703272,1807247.9305999998,1,0.11204246996367684,1,100.0,100.0,44.71153846153847,30.288461538461537,23.964865736764697,97.11538461538461,69.23076923076923,0.0,100.0,27.115384615384617
603976,正川股份,2026-02-10,58.425486940847435,58.425486940847435,0.0,0,0,-0.009372071227741308,1.0788175394249275,0.00022204307427142744,0.8039900467217302,28510.91985,1,0.02738560979758442,1,100.0,100.0,44.71153846153847,65.38461538461539,47.35219242811595,50.96153846153846,65.38461538461539,45.228780404831156,100.0,0.28846153846153844
600185,珠免集团,2026-02-10,57.970091123747764,57.970091123747764,0.0,0,0,-0.03743961352656999,1.1767105324418603,0.20584770895563587,1.4674198559457994,416919.9091,1,0.15231692329935642,1,100.0,100.0,44.71153846153847,69.23076923076923,59.58881655523254,98.07692307692307,7.692307692307693,0.0,100.0,19.038461538461537
000858,五粮液,2026-02-10,57.37072235233877,57.37072235233877,0.0,0,0,-0.038635132695432395,0.6505351812498069,-0.039880438047626976,0.40911862363058143,3363909.7461499996,1,0.009851983197580294,1,100.0,100.0,44.71153846153847,30.288461538461537,0.0,24.03846153846154,94.23076923076923,80.29603360483941,100.0,29.711538461538463
605117,德业股份,2026-02-10,57.30392284822622,57.30392284822622,0.0,0,0,-0.012650352550808819,1.0280922619529358,0.09622412556135629,1.2197015049480926,991210.9071000001,1,0.08294996389029463,1,100.0,100.0,44.71153846153847,61.53846153846154,41.01153274411698,87.5,24.038461538461547,0.0,100.0,25.384615384615383
300833,浩洋股份,2026-02-10,56.433163030159925,56.433163030159925,0.0,0,0,-0.043248945147679296,0.5791422496835982,0.010343002943638435,0.5949672511272402,66678.71440000001,1,0.019570813520835673,1,100.0,100.0,44.71153846153847,30.288461538461537,0.0,57.692307692307686,84.61538461538461,60.85837295832866,100.0,3.173076923076923
603989,艾华集团,2026-02-10,56.36065392914584,56.36065392914584,0.0,0,0,-0.03413865546218475,0.9624649116568103,0.05070634311292488,0.9542527908492585,105246.51535,1,0.018610834164173973,1,100.0,100.0,44.71153846153847,30.288461538461537,32.808113957101284,75.96153846153845,45.192307692307686,62.778331671652055,100.0,5.48076923076923
002292,奥飞娱乐,2026-02-10,56.09589519312604,56.09589519312604,0.0,0,1,0.014925373134328401,1.9692824998363296,0.030319130452912457,1.423134380415957,768513.06175,1,0.14472092166868333,1,0.0,100.0,93.26923076923077,91.34615384615384,41.3396875204588,71.15384615384616,10.576923076923066,0.0,100.0,23.65384615384615
001914,招商积余,2026-02-10,55.9138060987165,55.9138060987165,0.0,0,0,-0.04816326530612247,0.5265985491599299,0.021627498460309313,0.9815921622040145,151866.9208,1,0.0043931432509261015,1,100.0,100.0,44.71153846153847,30.288461538461537,0.0,66.34615384615384,42.307692307692314,91.2137134981478,100.0,8.653846153846153
301287,康力源,2026-02-10,55.63529812868556,55.63529812868556,0.0,0,0,-0.03722961730449248,0.7793621013133205,-0.014188270470213649,0.3648929546239592,51938.44235,1,0.01924431918266678,1,100.0,100.0,44.71153846153847,30.288461538461537,9.920262664165069,38.46153846153847,96.15384615384616,61.51136163466644,100.0,2.3076923076923075
603810,丰山集团,2026-02-10,55.61049782876333,55.61049782876333,0.0,0,0,-0.024004683840749164,0.9144705860948907,0.03107883765166153,0.9692932106542644,47295.61045,1,0.014700063913321237,1,100.0,100.0,44.71153846153847,30.288461538461537,26.80882326186135,72.11538461538461,43.269230769230774,70.59987217335753,100.0,1.4423076923076925
600392,盛和资源,2026-02-10,55.34765463553464,55.34765463553464,0.0,0,0,-0.051615051615051644,1.6881613805853806,0.17823678065098703,1.0899493592435543,2801786.12835,0,0.11690654535471978,1,100.0,0.0,44.71153846153847,84.61538461538461,76.47982742682743,94.23076923076923,30.769230769230774,0.0,100.0,29.134615384615383
000029,深深房Ａ,2026-02-10,54.24794211778185,54.24794211778185,0.0,0,0,-0.07894736842105265,0.6139057264037608,-0.022291271637924215,0.8434996056180971,199812.8835,1,0.0037234903674923103,1,100.0,100.0,44.71153846153847,30.288461538461537,0.0,34.61538461538461,59.61538461538461,92.55301926501538,100.0,11.826923076923075
300570,太辰光,2026-02-10,54.031291607820975,54.031291607820975,0.0,0,0,-0.031971830985915384,0.8966429369488091,0.2502130743673969,1.356297666692447,3287819.0859000003,1,0.1971677654784405,1,100.0,100.0,44.71153846153847,30.288461538461537,24.580367118601142,100.0,16.34615384615384,0.0,100.0,29.42307692307692
603005,晶方科技,2026-02-10,53.91253097868615,53.91253097868615,0.0,0,0,-0.025454545454545507,1.5837308957325058,0.09730569149791557,1.2857231711654638,1533865.3971,0,0.046398125854102856,1,100.0,0.0,44.71153846153847,82.6923076923077,89.53363803343677,88.46153846153845,18.269230769230774,7.203748291794287,100.0,26.25
001299,美能能源,2026-02-10,53.79155504407385,53.79155504407385,0.0,0,0,-0.03563636363636369,0.5583378311957777,-0.034960159024209014,0.7125793407405069,97969.32085,1,0.00828834309178017,1,100.0,100.0,44.71153846153847,30.288461538461537,0.0,28.846153846153843,75.0,83.42331381643966,100.0,5.192307692307692
600579,中化装备,2026-02-10,53.74805092946532,53.74805092946532,0.0,0,0,-0.029442691903259655,0.8379233391223827,0.00992315342263117,0.7622907766397118,93759.47355,1,0.03515953569225583,1,100.0,100.0,44.71153846153847,30.288461538461537,17.240417390297846,56.730769230769226,72.11538461538461,29.680928615488344,100.0,4.903846153846154
002548,金新农,2026-02-10,52.86013424322197,52.86013424322197,0.0,0,0,-0.03899721448467963,0.9874114640290106,0.07098778311471188,1.0766506936848548,318876.60985,1,0.05150868637610495,1,100.0,100.0,44.71153846153847,30.288461538461537,35.92643300362632,83.65384615384616,32.69230769230769,0.0,100.0,16.442307692307693
600754,锦江酒店,2026-02-10,52.85121161145182,52.85121161145182,0.0,0,0,-0.021874999999999978,0.9188649063583525,0.05373248303750566,1.2176935235592359,355924.41884999996,1,0.037588169211219435,1,100.0,100.0,44.71153846153847,30.288461538461537,27.358113294794062,77.88461538461539,25.0,24.82366157756113,100.0,17.019230769230766
301257,普蕊斯,2026-02-10,52.45970117820448,52.45970117820448,0.0,0,0,-0.15894117647058825,0.7754831567547386,-0.03637360895940256,0.5053468543234737,246865.48440000002,1,0.03601939003978005,1,100.0,100.0,44.71153846153847,30.288461538461537,9.435394594342327,25.961538461538463,90.38461538461539,27.961219920439895,100.0,15.0
300741,华宝股份,2026-02-10,52.071183347297165,52.071183347297165,0.0,0,0,-0.02987341772151897,0.7481045321611576,-0.014909754963487343,0.8135982055586862,70717.86405,1,0.020234291799786863,1,100.0,100.0,44.71153846153847,30.288461538461537,6.013066520144705,37.5,63.46153846153847,59.531416400426274,100.0,3.4615384615384612
000039,中集集团,2026-02-10,51.105769230769226,51.105769230769226,0.0,0,0,-0.05957446808510636,0.6625878495598225,0.1335047782284604,1.4122833583310603,790021.1181,1,0.09498092454045493,1,100.0,100.0,44.71153846153847,30.288461538461537,0.0,91.34615384615384,12.5,0.0,100.0,24.23076923076923
600153,建发股份,2026-02-10,51.02824731955651,51.02824731955651,0.0,0,0,-0.007179487179487243,0.7624045732988314,0.0048923699040945845,1.0701541597228958,273162.18775000004,1,0.029568176983620464,1,100.0,100.0,44.71153846153847,30.288461538461537,7.800571662353928,53.84615384615385,33.65384615384616,40.86364603275907,100.0,15.576923076923077
002812,恩捷股份,2026-02-10,50.84615384615384,50.84615384615384,0.0,0,0,-0.03361344537815125,0.6775396879296469,0.06219921541355555,1.2658088530405767,1666111.5725000002,1,0.0908125130423234,1,100.0,100.0,44.71153846153847,30.288461538461537,0.0,79.8076923076923,21.15384615384616,0.0,100.0,26.82692307692308
