batch_date,stock_code,stock_name,signal_type,has_buy_signal,has_sell_signal,buy_points_count,sell_points_count,trade_date,open,high,low,close,macd_dif,macd_dea,macd_hist,kdj_k,kdj_d,kdj_j
20260225,000025,特力Ａ,B,1,0,1,0,20260204,17.93,19.19,17.92,18.46,0.03377208558457312,0.10723385168216089,-0.14692353219517554,28.695071041543947,37.75338636716179,10.578440390308273
20260225,000025,特力Ａ,B,1,0,1,0,20260205,18.27,18.55,18.23,18.32,0.024841455751076325,0.09075537249594398,-0.1318278334897353,29.555287415899006,35.02068671674086,18.624488814215297
20260225,000025,特力Ａ,B,1,0,1,0,20260206,18.12,18.51,18.08,18.3,0.015965988437070422,0.07579749568416927,-0.1196630144941977,29.854416576305812,33.29859666992918,22.966056389059077
20260225,000025,特力Ａ,B,1,0,1,0,20260209,18.48,18.5,18.32,18.45,0.020796138109147932,0.064797224169165,-0.08800217212003414,32.111449185301275,32.90288084171988,30.528585872464078
20260225,000025,特力Ａ,B,1,0,1,0,20260210,18.38,18.53,18.36,18.38,0.01875940479685667,0.05558966029470334,-0.07366051099569333,32.65591811256025,32.820559932,32.326634473680755
20260225,000025,特力Ａ,B,1,0,1,0,20260211,18.35,18.58,18.29,18.44,0.02173621596475428,0.048818971428713526,-0.05416551092791849,39.76652209549009,35.13588065316336,49.02780498014354
20260225,000025,特力Ａ,B,1,0,1,0,20260212,18.46,18.52,18.12,18.12,-0.0017062962651230862,0.03871391788994621,-0.08084042831013859,37.962957470613055,36.07823959231326,41.732393227212654
20260225,000025,特力Ａ,B,1,0,1,0,20260213,18.14,18.48,18.08,18.15,-0.01766032953622343,0.02743906840471228,-0.09019879588187142,36.83903663659313,36.331838607073216,37.85343269563295
20260225,000025,特力Ａ,B,1,0,1,0,20260224,18.33,18.65,18.3,18.56,0.002747881770307714,0.02250083107783137,-0.03950589861504731,41.35725802019587,38.006978411447434,48.057817237692745
20260225,000025,特力Ａ,B,1,0,1,0,20260225,18.53,18.73,18.48,18.56,0.01870590622106505,0.021741846106478106,-0.0060718797708261135,52.1868899621818,42.733615595025555,71.0934386964943
20260225,000723,美锦能源,B,1,0,1,0,20260204,4.7,5.17,4.68,5.17,0.024498481253067084,0.010432509135646363,0.02813194423484144,44.555427252470075,50.19906552636601,33.26815070467819
20260225,000723,美锦能源,B,1,0,1,0,20260205,5.12,5.15,4.96,5.02,0.032167777694120936,0.014779562847341278,0.03477642969355932,45.59509103653042,48.664407363087484,39.45645838341629
20260225,000723,美锦能源,B,1,0,1,0,20260206,4.95,4.99,4.86,4.93,0.030630414191310074,0.017949733116135038,0.02536136215035007,42.79982813288073,46.70954761968523,34.98038915927172
20260225,000723,美锦能源,B,1,0,1,0,20260209,4.94,5.04,4.94,5.01,0.035458628949036175,0.021451512282715267,0.028014233332641816,44.03709472424605,45.818729987872175,40.4738241969938
20260225,000723,美锦能源,B,1,0,1,0,20260210,5.01,5.01,4.92,4.93,0.03245556496777802,0.023652322819727817,0.0176064842961004,41.761163924691154,44.46620796681184,36.351075840449795
20260225,000723,美锦能源,B,1,0,1,0,20260211,4.92,4.99,4.88,4.93,0.02973287307399719,0.024868432870581693,0.009728880406830995,40.243876724987885,43.05876421953719,34.61410173588928
20260225,000723,美锦能源,B,1,0,1,0,20260212,4.92,5.0,4.82,4.86,0.02167682816492089,0.024230111929449533,-0.0051065675290572834,41.71020353094431,42.60924399000623,39.91212261282048
20260225,000723,美锦能源,B,1,0,1,0,20260213,4.86,4.88,4.73,4.74,0.005545433114620302,0.02049317616648369,-0.029895486103726776,35.54489759205811,40.25446185735686,26.12576906146063
20260225,000723,美锦能源,B,1,0,1,0,20260224,4.83,5.0,4.79,4.99,0.012786699863078788,0.01895188090580271,-0.012330362085447848,44.785033768855094,41.764652494522934,50.825796317519405
20260225,000723,美锦能源,B,1,0,1,0,20260225,4.96,5.16,4.95,5.07,0.02469610600659422,0.020100725925961013,0.009190760161266416,56.21327832652355,46.580861105189804,75.47811276919104
20260225,000791,甘肃能源,B,1,0,1,0,20260204,6.7,6.84,6.68,6.79,0.038277930192361254,0.051627204456527916,-0.026698548528333324,35.095154132560886,43.99316226026818,17.299137877146308
20260225,000791,甘肃能源,B,1,0,1,0,20260205,6.78,6.8,6.59,6.64,0.022738806909242903,0.04584952494707092,-0.04622143607565603,27.18464820958603,38.39032424337413,4.773296142009826
20260225,000791,甘肃能源,B,1,0,1,0,20260206,6.61,6.75,6.58,6.66,0.011900590013247836,0.039059737960306304,-0.054318295894116936,24.049024732316617,33.60989107302163,4.927292050906601
20260225,000791,甘肃能源,B,1,0,1,0,20260209,6.72,6.74,6.63,6.66,0.0032734902797670884,0.03190248842419846,-0.057257996288862745,21.958609080803676,29.72613040894898,6.423566424513062
20260225,000791,甘肃能源,B,1,0,1,0,20260210,6.66,6.67,6.56,6.56,-0.011500146152786606,0.023221961508801448,-0.0694442153231761,14.639072720535786,24.697111179477915,-5.477004197348471
20260225,000791,甘肃能源,B,1,0,1,0,20260211,6.56,6.67,6.55,6.63,-0.01735983115090889,0.01510560297685938,-0.06493086825553654,15.31493736924608,21.569719909400636,2.805372288936965
20260225,000791,甘肃能源,B,1,0,1,0,20260212,6.7,6.91,6.68,6.77,-0.010584828444014427,0.009967516692684619,-0.041104690273398095,25.4877360239418,22.875725280914356,30.71175750999668
20260225,000791,甘肃能源,B,1,0,1,0,20260213,6.74,6.77,6.51,6.51,-0.02589689380534832,0.0027946345930780314,-0.057383056796852704,16.991824015961203,20.914424859263306,9.146622329357001
20260225,000791,甘肃能源,B,1,0,1,0,20260224,6.58,6.83,6.56,6.8,-0.01446450178012082,-0.0006571926815617388,-0.027614618197118163,35.494549343974114,25.774466354166908,54.93471532358853
20260225,000791,甘肃能源,B,1,0,1,0,20260225,6.81,6.99,6.81,6.88,0.0010391045277362565,-0.00031793323970213976,0.0027140755348767924,49.35747734042717,33.63547001625366,80.80149198877416
20260225,000932,华菱钢铁,B,1,0,1,0,20260204,5.94,6.3,5.88,6.27,0.13265010969309365,0.1228299764569001,0.01964026647238712,58.47382777958239,63.76146875919207,47.89854582036304
20260225,000932,华菱钢铁,B,1,0,1,0,20260205,6.25,6.38,6.16,6.19,0.13442575070446683,0.12514913130641345,0.018553238796106764,60.604173474676564,62.7090369976869,56.39444642865588
20260225,000932,华菱钢铁,B,1,0,1,0,20260206,6.14,6.23,6.06,6.12,0.12870095946603222,0.1258594969383372,0.005682925055390031,58.87125078491951,61.42977492676444,53.754202501229656
20260225,000932,华菱钢铁,B,1,0,1,0,20260209,6.17,6.29,6.14,6.19,0.1283330921485586,0.1263542159803815,0.003957752336354203,60.869122144901304,61.242890666143396,60.12158510241713
20260225,000932,华菱钢铁,B,1,0,1,0,20260210,6.2,6.25,6.09,6.1,0.11940290445368795,0.12496395367504279,-0.011122098442709671,58.14698233083509,60.21092122104062,54.019104550424004
20260225,000932,华菱钢铁,B,1,0,1,0,20260211,6.08,6.29,6.05,6.23,0.12141597216336208,0.12425435737270665,-0.0056767704186891366,62.18807831064682,60.869973584242686,64.82428776345509
20260225,000932,华菱钢铁,B,1,0,1,0,20260212,6.23,6.28,6.11,6.19,0.1184186209710747,0.12308721009238027,-0.009337178242611155,65.33931588868995,62.359754352391775,71.29843896128631
20260225,000932,华菱钢铁,B,1,0,1,0,20260213,6.18,6.18,5.88,5.92,0.09318230740479727,0.11710622955486368,-0.04784784430013281,51.33732170357107,58.68561013611821,36.640744838476806
20260225,000932,华菱钢铁,B,1,0,1,0,20260224,5.98,6.08,5.98,6.04,0.08192100979697514,0.11006918560328598,-0.05629635161262167,44.89154780238072,54.08758935820571,26.499464690730733
20260225,000932,华菱钢铁,B,1,0,1,0,20260225,6.04,6.53,6.02,6.41,0.10168015258518359,0.10839137899966551,-0.013422452828963843,57.107185714407656,55.09412147693969,61.133314189343594
20260225,002014,永新股份,S,0,1,0,1,20260204,12.21,12.39,12.2,12.36,0.13505870847179224,0.11157953635954122,0.04695834422450204,54.946034953687786,63.82254983185,37.19300519736336
20260225,002014,永新股份,S,0,1,0,1,20260205,12.39,12.59,12.3,12.51,0.1497494122394496,0.1192135115355229,0.0610718014078534,62.67235663579183,63.43915209983061,61.13876570771427
20260225,002014,永新股份,S,0,1,0,1,20260206,12.41,12.82,12.41,12.67,0.17231620963873162,0.12983405115616464,0.08496431696513396,68.94206491768836,65.27345637244986,76.27928200816535
20260225,002014,永新股份,S,0,1,0,1,20260209,12.73,12.79,12.5,12.6,0.18244898583886737,0.1403570380927052,0.08418389549232436,70.01200952318463,66.85297408936145,76.33008039083097
20260225,002014,永新股份,S,0,1,0,1,20260210,12.62,12.84,12.58,12.74,0.1994766710573348,0.1521809646856311,0.09459141274340738,75.246101586885,69.65068325520264,86.43693825024974
20260225,002014,永新股份,S,0,1,0,1,20260211,12.74,12.88,12.64,12.81,0.21612825724209017,0.16497042319692293,0.10231566809033449,80.34424790477017,73.21520480505848,94.60233410419357
20260225,002014,永新股份,S,0,1,0,1,20260212,12.84,12.85,12.5,12.52,0.20357746855787262,0.1726918322691129,0.061771272577519465,70.67994905363052,72.37011955458249,67.29960805172658
20260225,002014,永新股份,S,0,1,0,1,20260213,12.52,12.57,12.36,12.42,0.18344705043140053,0.17484287590157044,0.017208349059660177,59.732578648366264,68.15760591917709,42.882524106744626
20260225,002014,永新股份,S,0,1,0,1,20260224,12.46,12.49,12.26,12.39,0.1631916282476258,0.17251262637078152,-0.018641996246311465,49.13544458910697,61.816885475820385,23.772562815680146
20260225,002014,永新股份,S,0,1,0,1,20260225,12.46,12.53,12.33,12.36,0.14306909943415214,0.16662392098345566,-0.047109643098607046,38.13330714542612,53.92235936568896,6.555202704900438
20260225,002086,东方海洋,B,1,0,1,0,20260204,2.24,2.28,2.23,2.27,-0.04323480994248019,-0.03937718711034334,-0.007715245664273701,20.313366010949956,18.171735344913937,24.596627343021993
20260225,002086,东方海洋,B,1,0,1,0,20260205,2.26,2.29,2.25,2.27,-0.04191217310481399,-0.03988418430923747,-0.004055977591153032,23.34616557592739,19.89654542191842,30.24540588394533
20260225,002086,东方海洋,B,1,0,1,0,20260206,2.26,2.29,2.25,2.28,-0.039600566772114654,-0.03982746080181291,0.0004537880593965121,30.948725768566888,23.58060553746791,45.68496623076484
20260225,002086,东方海洋,B,1,0,1,0,20260209,2.29,2.32,2.29,2.31,-0.03494502828612944,-0.03885097429867622,0.007811892025093553,43.709406922634315,30.290205999190043,70.54780876952286
20260225,002086,东方海洋,B,1,0,1,0,20260210,2.31,2.35,2.29,2.34,-0.028506130289575715,-0.03678200549685612,0.016551750414560806,59.90883538432025,40.16308246090011,99.40034123116054
20260225,002086,东方海洋,B,1,0,1,0,20260211,2.33,2.33,2.3,2.3,-0.0263274366422519,-0.03469109172593528,0.016727310167366755,60.45204410236727,46.92606967472249,87.50399295765682
20260225,002086,东方海洋,B,1,0,1,0,20260212,2.3,2.31,2.25,2.26,-0.027511338352841364,-0.033255141051316495,0.011487605396950262,50.55777299132168,48.136637446922215,55.400044080120594
20260225,002086,东方海洋,B,1,0,1,0,20260213,2.26,2.3,2.25,2.25,-0.028923097945436016,-0.0323887324301404,0.006931268969408766,41.3974896865221,45.89025486012218,32.41195933932194
20260225,002086,东方海洋,B,1,0,1,0,20260224,2.26,2.29,2.25,2.28,-0.027306407051367554,-0.031372267354385835,0.008131720606036563,41.487215346570224,44.42257502227152,35.616495995167625
20260225,002086,东方海洋,B,1,0,1,0,20260225,2.28,2.35,2.27,2.32,-0.022537701569674162,-0.029605354197443503,0.014135305255538681,50.991476897713405,46.61220898075215,59.75001273163592
20260225,002128,电投能源,B,1,0,1,0,20260204,28.01,29.49,27.78,29.27,0.06935844863679108,0.3155469807726717,-0.4923770642717612,34.415423166423814,31.453883552791517,40.338502393688415
20260225,002128,电投能源,B,1,0,1,0,20260205,28.88,29.15,27.85,28.37,0.019118360224634756,0.2562612566630643,-0.4742857928768591,35.02091013027288,32.64289241195197,39.776945566914705
