batch_date,stock_code,stock_name,signal_type,has_buy_signal,has_sell_signal,buy_points_count,sell_points_count,trade_date,open,high,low,close,macd_dif,macd_dea,macd_hist,kdj_k,kdj_d,kdj_j
20260304,002095,生意宝,S,0,1,0,1,20260211,18.85,18.91,18.61,18.63,-0.0650059934834708,-0.04377303290374064,-0.042465921159460324,46.9756139388393,34.60787924598014,71.71108332455762
20260304,002095,生意宝,S,0,1,0,1,20260212,18.77,18.8,18.37,18.51,-0.07089841665288432,-0.04919810965356938,-0.04340061399862988,46.06066570281599,38.42547473159209,61.331047645263794
20260304,002095,生意宝,S,0,1,0,1,20260213,18.53,18.75,18.28,18.28,-0.09305460669555288,-0.057969409061966085,-0.07017039526717359,38.078905340338885,38.309951601174355,37.61681281866795
20260304,002095,生意宝,S,0,1,0,1,20260224,18.42,18.44,18.14,18.21,-0.11493703927376231,-0.06936293510432534,-0.09114820833887394,30.514142021764396,35.7113484080377,20.119729249217784
20260304,002095,生意宝,S,0,1,0,1,20260225,18.18,18.34,18.15,18.18,-0.13316473386610994,-0.08212329485668227,-0.10208287801885535,24.50942801450957,31.977374943528325,9.573534156472064
20260304,002095,生意宝,S,0,1,0,1,20260226,18.2,20.0,18.01,20.0,-0.0007429591579324324,-0.0658472277169323,0.13020853711799973,49.67295200967305,37.87590063224323,73.26705476453267
20260304,002095,生意宝,S,0,1,0,1,20260227,19.55,19.96,19.3,19.7,0.07908313737021544,-0.036861154699502754,0.2318885841394364,61.423509044974644,45.72510343648703,92.82032026194986
20260304,002095,生意宝,S,0,1,0,1,20260302,19.09,19.38,18.88,19.23,0.103230841061837,-0.008842755547234805,0.2241471932181436,61.384516917755285,50.94490793024312,82.26373489277961
20260304,002095,生意宝,S,0,1,0,1,20260303,19.19,19.8,18.8,18.8,0.0866715679876151,0.010260109159735176,0.15282291765575987,54.15584209927404,52.01521931992009,58.43708765798195
20260304,002095,生意宝,S,0,1,0,1,20260304,18.55,18.8,17.53,17.72,-0.013443777788342715,0.005519331770119599,-0.03792621911692463,38.667997296951896,47.56614531226403,20.871701266327634
20260304,002120,韵达股份,S,0,1,0,1,20260211,6.92,6.97,6.9,6.96,-0.0027635060379349596,-0.004244757682733552,0.002962503289597185,56.82480948163441,49.34137925224299,71.79166994041725
20260304,002120,韵达股份,S,0,1,0,1,20260212,6.96,6.99,6.87,6.88,-0.006959883285978741,-0.00478778280338259,-0.004344200965192302,52.549872987756316,50.410877164080766,56.82786463510742
20260304,002120,韵达股份,S,0,1,0,1,20260213,6.89,6.9,6.8,6.8,-0.01655009471067448,-0.007140245184840968,-0.01881969905166702,39.03324865850425,46.618334328888594,23.86307731773556
20260304,002120,韵达股份,S,0,1,0,1,20260224,6.87,6.87,6.82,6.84,-0.020684304861524616,-0.009849057120177697,-0.021670495482693838,32.08277183294224,41.77314683023981,12.702021838347108
20260304,002120,韵达股份,S,0,1,0,1,20260225,6.85,6.93,6.84,6.87,-0.021294477431432313,-0.01213814118242862,-0.018312672498007384,31.99457516135549,38.513622940611704,18.95647960284306
20260304,002120,韵达股份,S,0,1,0,1,20260226,6.87,6.98,6.82,6.94,-0.015945815172170974,-0.012899675980377093,-0.006092278383587762,45.891120283008966,40.972788721410794,55.727783406205305
20260304,002120,韵达股份,S,0,1,0,1,20260227,6.99,7.21,6.96,7.12,0.0027854252323464834,-0.009762655737832379,0.025096161940357724,56.61034035127428,46.18530593136529,77.46040919109225
20260304,002120,韵达股份,S,0,1,0,1,20260302,7.0,7.02,6.92,6.97,0.005463343780247598,-0.006717455834216384,0.024361599228927965,51.56136511223163,47.97732565832074,58.72944402005342
20260304,002120,韵达股份,S,0,1,0,1,20260303,6.98,7.04,6.86,6.87,-0.0004780401925401634,-0.005469572705881141,0.009983065026681955,40.065300318723544,45.33998387845501,29.515933199260616
20260304,002120,韵达股份,S,0,1,0,1,20260304,6.8,6.84,6.69,6.7,-0.0186887764653223,-0.008113413457769373,-0.021150726015105852,27.351225853507994,39.34373120347267,3.3662151535786364
20260304,002237,恒邦股份,S,0,1,0,1,20260211,17.19,17.68,17.16,17.42,0.7352408581941319,1.0988747349083134,-0.7272677534283631,17.933509176537672,25.56162304502426,2.677281439564503
20260304,002237,恒邦股份,S,0,1,0,1,20260212,17.3,17.63,17.2,17.26,0.6359577737324322,1.0062913426731372,-0.74066713788141,21.847271700347623,24.323505930132047,16.894803240778778
20260304,002237,恒邦股份,S,0,1,0,1,20260213,17.0,17.33,16.86,16.9,0.5222065505931184,0.9094743842571336,-0.7745356673280304,19.578397935733076,22.74180326533239,13.251587276534444
20260304,002237,恒邦股份,S,0,1,0,1,20260224,17.59,17.88,17.37,17.72,0.4925472555341912,0.8260889585125452,-0.6670834059567079,29.17692653710117,24.886844355921983,37.75709089945955
20260304,002237,恒邦股份,S,0,1,0,1,20260225,17.72,18.5,17.6,18.2,0.5019874402540161,0.7612686548608394,-0.5185624292136466,47.70847555942106,32.49405475708834,78.1373171640865
20260304,002237,恒邦股份,S,0,1,0,1,20260226,18.22,18.32,17.91,17.97,0.48531536343617176,0.7060779965759059,-0.4415252662794682,56.17113260644989,40.386414040208855,87.74056973893197
20260304,002237,恒邦股份,S,0,1,0,1,20260227,17.88,19.0,17.88,18.9,0.5409105697647973,0.6730445112136842,-0.2642678828977738,69.22312267221267,49.99865025087679,107.67206751488442
20260304,002237,恒邦股份,S,0,1,0,1,20260302,19.34,20.59,18.47,20.49,0.7051414514209604,0.6794638992551395,0.05135510433164181,78.58842673232407,59.52857574469255,116.70812870758708
20260304,002237,恒邦股份,S,0,1,0,1,20260303,19.68,20.16,18.66,18.68,0.681389105693782,0.679848940542868,0.0030803303018278605,68.65680638276476,62.571319290716616,80.82778056686104
20260304,002237,恒邦股份,S,0,1,0,1,20260304,18.2,18.93,17.85,18.3,0.6247012096887978,0.6688193943720541,-0.08823636936651247,58.639836962951314,61.26082518146151,53.39786052593092
20260304,002396,星网锐捷,S,0,1,0,1,20260211,28.86,29.34,28.77,28.84,-0.2967372457736772,-0.25469625064461093,-0.08408199025813257,53.789752883388175,38.851088574735556,83.6670815006934
20260304,002396,星网锐捷,S,0,1,0,1,20260212,28.88,30.1,28.72,29.9,-0.17037248283940798,-0.23783149708357035,0.13491802848832474,67.14188653764337,48.28135456237149,104.86295048818715
20260304,002396,星网锐捷,S,0,1,0,1,20260213,29.75,30.62,29.58,29.58,-0.09495424996681123,-0.20925604766021855,0.22860359538681463,68.89918872624499,55.15396595032932,96.38963427807633
20260304,002396,星网锐捷,S,0,1,0,1,20260224,29.9,30.16,29.23,29.62,-0.03159290797298908,-0.17372341972277267,0.28426102349956717,70.42439283783264,60.24410824616376,90.7849620211704
