order_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
1,2023-11-30,1,2023-11-29,002142,BUY,TARGET_REBALANCE,23.08,24.8033,4000,99213.1818,6893.1818,74.409886,0.0,0.0,74.409886,-99287.59,500000.0,400712.41,0,4000,0.0,92320.0,500000.0,493032.41,False,0.6,c0.00075_s0.0005
2,2023-11-30,2,2023-11-29,002594,BUY,TARGET_REBALANCE,201.6,619.8414,100,61984.1366,41824.1366,46.488102,0.0,0.0,46.488102,-62030.62,400712.41,338681.78,0,100,92320.0,112480.0,493032.41,451161.78,False,0.6,c0.00075_s0.0005
3,2023-11-30,3,2023-11-29,300351,BUY,TARGET_REBALANCE,23.0,23.281,800,18624.8278,224.8278,13.968621,0.0,0.0,13.968621,-18638.8,338681.78,320042.99,0,800,112480.0,130880.0,451161.78,450922.99,False,0.6,c0.00075_s0.0005
4,2023-11-30,4,2023-11-29,688041,BUY,TARGET_REBALANCE,71.79,72.0773,400,28830.9283,114.9283,21.623196,0.0,0.0,21.623196,-28852.55,320042.99,291190.44,0,400,130880.0,159596.0,450922.99,450786.44,False,0.6,c0.00075_s0.0005
5,2023-11-30,5,2023-11-29,688271,BUY,TARGET_REBALANCE,138.19,138.922,500,69461.0131,366.0132,52.09576,0.0,0.0,52.09576,-69513.11,291190.44,221677.33,0,500,159596.0,228691.0,450786.44,450368.33,False,0.6,c0.00075_s0.0005
6,2023-12-14,1,2023-12-13,002142,SELL,HOLD_EXPIRY,20.58,22.0945,4000,88378.1888,6058.1888,66.283642,0.0,0.0,66.283642,88311.91,221677.33,309989.23,4000,0,219731.0,137411.0,441408.33,447400.23,True,0.4,c0.00075_s0.0005
7,2023-12-14,2,2023-12-13,002594,SELL,HOLD_EXPIRY,193.0,592.8065,100,59280.6548,39980.6548,44.460491,0.0,0.0,44.460491,59236.19,309989.23,369225.43,100,0,137411.0,118111.0,447400.23,487336.43,True,0.4,c0.00075_s0.0005
8,2023-12-14,3,2023-12-13,300351,SELL,HOLD_EXPIRY,20.48,20.7095,800,16567.632,183.632,12.425724,0.0,0.0,12.425724,16555.21,369225.43,385780.63,800,0,118111.0,101727.0,487336.43,487507.63,True,0.4,c0.00075_s0.0005
9,2023-12-14,4,2023-12-13,688041,SELL,HOLD_EXPIRY,78.13,78.3643,400,31345.7193,93.7193,23.509289,0.0,0.0,23.509289,31322.21,385780.63,417102.84,400,0,101727.0,70475.0,487507.63,487577.84,True,0.4,c0.00075_s0.0005
10,2023-12-14,5,2023-12-13,688271,SELL,HOLD_EXPIRY,140.95,141.5551,500,70777.5435,302.5435,53.083158,0.0,0.0,53.083158,70724.46,417102.84,487827.3,500,0,70475.0,0.0,487577.84,487827.3,True,0.4,c0.00075_s0.0005
11,2023-12-14,6,2023-12-13,000568,BUY,TARGET_REBALANCE,176.0,195.4324,100,19543.2367,1943.2367,14.657428,0.0,0.0,14.657428,-19557.89,487827.3,468269.41,0,100,0.0,17600.0,487827.3,485869.41,True,0.4,c0.00075_s0.0005
12,2023-12-14,7,2023-12-13,002558,BUY,TARGET_REBALANCE,14.45,15.0696,1200,18083.5573,743.5573,13.562668,0.0,0.0,13.562668,-18097.12,468269.41,450172.29,0,1200,17600.0,34940.0,485869.41,485112.29,True,0.4,c0.00075_s0.0005
13,2023-12-14,8,2023-12-13,600938,BUY,TARGET_REBALANCE,19.45,21.2947,1700,36201.0615,3136.0615,27.150796,0.0,0.0,27.150796,-36228.21,450172.29,413944.08,0,1700,34940.0,68005.0,485112.29,481949.08,True,0.4,c0.00075_s0.0005
14,2023-12-14,9,2023-12-13,601398,BUY,TARGET_REBALANCE,4.79,5.4752,11800,64607.7878,8085.7877,48.455841,0.0,0.0,48.455841,-64656.24,413944.08,349287.83,0,11800,68005.0,124527.0,481949.08,473814.83,True,0.4,c0.00075_s0.0005
15,2023-12-19,1,2023-12-18,300750,BUY,TARGET_REBALANCE,146.31,156.6268,300,46988.0323,3095.0323,35.241024,0.0,0.0,35.241024,-47023.27,349287.83,302264.56,0,300,123308.0,167201.0,472595.83,469465.56,True,0.4,c0.00075_s0.0005
16,2023-12-28,1,2023-12-27,000568,SELL,HOLD_EXPIRY,171.0,189.6905,100,18969.0507,1869.0507,14.226788,0.0,0.0,14.226788,18954.82,302264.56,321219.38,100,0,168279.0,151179.0,470543.56,472398.38,True,0.4,c0.00075_s0.0005
17,2023-12-28,2,2023-12-27,002558,SELL,HOLD_EXPIRY,10.82,11.2727,1200,13527.193,543.193,10.145395,0.0,0.0,10.145395,13517.05,321219.38,334736.43,1200,0,151179.0,138195.0,472398.38,472931.43,True,0.4,c0.00075_s0.0005
18,2023-12-28,3,2023-12-27,601398,SELL,HOLD_EXPIRY,4.83,5.5154,11800,65082.2026,8088.2026,48.811652,0.0,0.0,48.811652,65033.39,334736.43,399769.82,11800,0,138195.0,81201.0,472931.43,480970.82,True,0.4,c0.00075_s0.0005
19,2023-12-28,4,2023-12-27,002786,BUY,TARGET_REBALANCE,17.71,17.7189,700,12403.1985,6.1985,9.302399,0.0,0.0,9.302399,-12412.5,399769.82,387357.32,0,700,81201.0,93598.0,480970.82,480955.32,True,0.4,c0.00075_s0.0005
20,2023-12-28,5,2023-12-27,002855,BUY,TARGET_REBALANCE,38.6,38.6193,400,15447.72,7.72,11.58579,0.0,0.0,11.58579,-15459.31,387357.32,371898.02,0,400,93598.0,109038.0,480955.32,480936.02,True,0.4,c0.00075_s0.0005
21,2023-12-28,6,2023-12-27,300735,BUY,TARGET_REBALANCE,22.45,23.2017,2100,48723.5596,1578.5596,36.54267,0.0,0.0,36.54267,-48760.1,371898.02,323137.91,0,2100,109038.0,156183.0,480936.02,479320.91,True,0.4,c0.00075_s0.0005
22,2023-12-28,7,2023-12-27,600938,BUY,TARGET_REBALANCE,20.55,22.4991,1200,26998.9727,2338.9727,20.24923,0.0,0.0,20.24923,-27019.22,323137.91,296118.69,1700,2900,156183.0,180843.0,479320.91,476961.69,True,0.4,c0.00075_s0.0005
23,2023-12-29,1,2023-12-28,600938,SELL,HOLD_EXPIRY,20.5,22.4219,2900,65023.462,5573.462,48.767597,0.0,0.0,48.767597,64974.69,296118.69,361093.39,2900,0,182875.0,123425.0,478993.69,484518.39,True,0.4,c0.00075_s0.0005
24,2023-12-29,2,2023-12-28,600941,BUY,TARGET_REBALANCE,97.26,108.5298,600,65117.9027,6761.9027,48.838427,0.0,0.0,48.838427,-65166.74,361093.39,295926.64,0,600,123425.0,181781.0,484518.39,477707.64,True,0.4,c0.00075_s0.0005
25,2024-01-03,1,2024-01-02,300750,SELL,HOLD_EXPIRY,156.1,166.9401,300,50082.0265,3252.0265,37.56152,0.0,0.0,37.56152,50044.46,295926.64,345971.11,300,0,177502.0,130672.0,473428.64,476643.11,True,0.4,c0.00075_s0.0005
26,2024-01-03,2,2024-01-02,002241,BUY,TARGET_REBALANCE,20.75,21.4252,2500,53563.0181,1688.0181,40.172264,0.0,0.0,40.172264,-53603.19,345971.11,292367.92,0,2500,130672.0,182547.0,476643.11,474914.92,True,0.4,c0.00075_s0.0005
27,2024-01-12,1,2024-01-11,002786,SELL,HOLD_EXPIRY,16.3,16.2919,700,11404.295,5.705,8.553221,0.0,0.0,8.553221,11395.74,292367.92,303763.66,700,0,171827.0,160417.0,464194.92,464180.66,True,0.4,c0.00075_s0.0005
28,2024-01-12,2,2024-01-11,002855,SELL,HOLD_EXPIRY,33.85,33.8331,400,13533.23,6.77,10.149923,0.0,0.0,10.149923,13523.08,303763.66,317286.74,400,0,160417.0,146877.0,464180.66,464163.74,True,0.4,c0.00075_s0.0005
29,2024-01-12,3,2024-01-11,300735,SELL,HOLD_EXPIRY,20.17,20.8245,2100,43731.4134,1374.4134,32.79856,0.0,0.0,32.79856,43698.61,317286.74,360985.36,2100,0,146877.0,104520.0,464163.74,465505.36,True,0.4,c0.00075_s0.0005
