first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions
2026-01-06,2026-05-29,94,500000.0,592935.8033775,0.18587160675500014,0.5871508463396251,-0.3455380672358763,0.5212765957446809,0.13497872541578038,-0.191747246839303,0.9386815022287373,5.0,66,35,31,12.179726589711542,5000.8866225,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,15,0.00075,0.0,100,500.0,5
