signal_date,execution_date,market_risk_regime,opportunity_structure,target_total_exposure,core_budget,attack_budget,balanced_budget,defensive_budget,health_scores
2026-03-30,2026-03-31,NEUTRAL,NARROW_MOMENTUM,0.55,0.3162,0.0748,0.0575,0.1015,"{""core"": 57.5, ""attack"": 43.3, ""balanced"": 57.5, ""defensive"": 44.9}"
2026-03-31,2026-04-01,NEUTRAL,NARROW_MOMENTUM,0.55,0.3161,0.0747,0.0575,0.1017,"{""core"": 57.2, ""attack"": 42.9, ""balanced"": 57.2, ""defensive"": 44.8}"
2026-04-01,2026-04-02,NEUTRAL,NARROW_MOMENTUM,0.55,0.3164,0.0746,0.0575,0.1014,"{""core"": 57.1, ""attack"": 42.6, ""balanced"": 57.1, ""defensive"": 44.4}"
2026-04-02,2026-04-03,NEUTRAL,NO_EDGE,0.55,0.1192,0.0,0.0894,0.3414,"{""core"": 57.5, ""attack"": 42.8, ""balanced"": 57.5, ""defensive"": 44.7}"
2026-04-03,2026-04-07,NEUTRAL,NO_EDGE,0.55,0.1134,0.0,0.0851,0.3515,"{""core"": 58.0, ""attack"": 43.3, ""balanced"": 58.0, ""defensive"": 44.4}"
2026-04-07,2026-04-08,NEUTRAL,NO_EDGE,0.55,0.1136,0.0,0.0852,0.3512,"{""core"": 57.6, ""attack"": 42.9, ""balanced"": 57.6, ""defensive"": 44.4}"
2026-04-08,2026-04-09,RISK_ON,NO_EDGE,0.7,0.1479,0.0,0.1109,0.4412,"{""core"": 58.0, ""attack"": 43.4, ""balanced"": 58.0, ""defensive"": 44.2}"
2026-04-09,2026-04-10,NEUTRAL,NO_EDGE,0.55,0.1188,0.0,0.0891,0.3421,"{""core"": 57.9, ""attack"": 43.1, ""balanced"": 57.9, ""defensive"": 45.6}"
2026-04-10,2026-04-13,RISK_ON,NO_EDGE,0.7,0.1455,0.0,0.1091,0.4453,"{""core"": 58.0, ""attack"": 43.6, ""balanced"": 58.0, ""defensive"": 45.4}"
2026-04-13,2026-04-14,NEUTRAL,NO_EDGE,0.55,0.1187,0.0,0.089,0.3423,"{""core"": 57.9, ""attack"": 42.9, ""balanced"": 57.9, ""defensive"": 45.7}"
2026-04-14,2026-04-15,NEUTRAL,NO_EDGE,0.55,0.1178,0.0,0.0883,0.3439,"{""core"": 58.4, ""attack"": 43.4, ""balanced"": 58.4, ""defensive"": 45.6}"
2026-04-15,2026-04-16,RISK_ON,NO_EDGE,0.7,0.1443,0.0,0.1082,0.4474,"{""core"": 58.4, ""attack"": 43.8, ""balanced"": 58.4, ""defensive"": 45.8}"
2026-04-16,2026-04-17,RISK_ON,NO_EDGE,0.7,0.1444,0.0,0.1083,0.4473,"{""core"": 58.5, ""attack"": 44.5, ""balanced"": 58.5, ""defensive"": 47.0}"
2026-04-17,2026-04-20,NEUTRAL,NARROW_MOMENTUM,0.55,0.3147,0.0744,0.0572,0.1036,"{""core"": 57.5, ""attack"": 43.2, ""balanced"": 57.5, ""defensive"": 47.4}"
2026-04-20,2026-04-21,RISK_ON,NO_EDGE,0.7,0.1426,0.0,0.1069,0.4505,"{""core"": 58.0, ""attack"": 43.4, ""balanced"": 58.0, ""defensive"": 47.5}"
2026-04-21,2026-04-22,RISK_ON,NO_EDGE,0.7,0.1428,0.0,0.1071,0.4502,"{""core"": 57.6, ""attack"": 43.4, ""balanced"": 57.6, ""defensive"": 47.9}"
2026-04-22,2026-04-23,NEUTRAL,NARROW_MOMENTUM,0.55,0.3148,0.0742,0.0572,0.1037,"{""core"": 57.6, ""attack"": 43.0, ""balanced"": 57.6, ""defensive"": 47.5}"
2026-04-23,2026-04-24,NEUTRAL,NO_EDGE,0.55,0.1154,0.0,0.0865,0.3481,"{""core"": 57.0, ""attack"": 42.1, ""balanced"": 57.0, ""defensive"": 49.4}"
2026-04-24,2026-04-27,RISK_ON,NO_EDGE,0.7,0.1397,0.0,0.1048,0.4555,"{""core"": 56.9, ""attack"": 42.2, ""balanced"": 56.9, ""defensive"": 49.6}"
2026-04-27,2026-04-28,NEUTRAL,NARROW_MOMENTUM,0.55,0.3141,0.0736,0.0571,0.1053,"{""core"": 57.5, ""attack"": 42.3, ""balanced"": 57.5, ""defensive"": 49.0}"
2026-04-28,2026-04-29,NEUTRAL,NO_EDGE,0.55,0.1159,0.0,0.0869,0.3471,"{""core"": 57.6, ""attack"": 42.4, ""balanced"": 57.6, ""defensive"": 49.2}"
2026-04-29,2026-04-30,NEUTRAL,NARROW_MOMENTUM,0.55,0.3147,0.0733,0.0572,0.1047,"{""core"": 57.5, ""attack"": 41.8, ""balanced"": 57.5, ""defensive"": 48.4}"
2026-04-30,2026-05-06,NEUTRAL,NARROW_MOMENTUM,0.55,0.3137,0.0735,0.057,0.1057,"{""core"": 58.0, ""attack"": 42.7, ""balanced"": 58.0, ""defensive"": 50.0}"
2026-05-06,2026-05-07,NEUTRAL,NARROW_MOMENTUM,0.55,0.3128,0.0736,0.0569,0.1067,"{""core"": 57.9, ""attack"": 43.1, ""balanced"": 57.9, ""defensive"": 51.2}"
2026-05-07,2026-05-08,NEUTRAL,NO_EDGE,0.55,0.1141,0.0,0.0855,0.3504,"{""core"": 58.2, ""attack"": 43.8, ""balanced"": 58.2, ""defensive"": 52.3}"
2026-05-08,2026-05-11,NEUTRAL,NO_EDGE,0.55,0.1121,0.0,0.0841,0.3538,"{""core"": 58.4, ""attack"": 44.1, ""balanced"": 58.4, ""defensive"": 52.1}"
2026-05-11,2026-05-12,BROAD_RISK_ON,NO_EDGE,0.78,0.1566,0.0,0.1174,0.506,"{""core"": 58.4, ""attack"": 44.1, ""balanced"": 58.4, ""defensive"": 51.9}"
2026-05-12,2026-05-13,BROAD_RISK_ON,NO_EDGE,0.78,0.1566,0.0,0.1175,0.5059,"{""core"": 59.1, ""attack"": 45.4, ""balanced"": 59.1, ""defensive"": 52.4}"
2026-05-13,2026-05-14,RISK_ON,NO_EDGE,0.7,0.1393,0.0,0.1045,0.4563,"{""core"": 59.4, ""attack"": 45.4, ""balanced"": 59.4, ""defensive"": 52.4}"
2026-05-14,2026-05-15,BROAD_RISK_ON,NO_EDGE,0.78,0.1572,0.0,0.1179,0.5049,"{""core"": 59.1, ""attack"": 44.9, ""balanced"": 59.1, ""defensive"": 51.0}"
2026-05-15,2026-05-18,NEUTRAL,NARROW_MOMENTUM,0.55,0.3133,0.074,0.057,0.1058,"{""core"": 58.4, ""attack"": 43.9, ""balanced"": 58.4, ""defensive"": 50.7}"
2026-05-18,2026-05-19,NEUTRAL,NO_EDGE,0.55,0.1101,0.0,0.0826,0.3574,"{""core"": 59.2, ""attack"": 44.2, ""balanced"": 59.2, ""defensive"": 51.3}"
2026-05-19,2026-05-20,NEUTRAL,NO_EDGE,0.55,0.1108,0.0,0.0831,0.3561,"{""core"": 59.1, ""attack"": 45.2, ""balanced"": 59.1, ""defensive"": 51.9}"
2026-05-20,2026-05-21,NEUTRAL,NO_EDGE,0.55,0.1109,0.0,0.0832,0.3559,"{""core"": 59.3, ""attack"": 45.0, ""balanced"": 59.3, ""defensive"": 50.2}"
2026-05-21,2026-05-22,RISK_ON,NO_EDGE,0.7,0.1396,0.0,0.1047,0.4557,"{""core"": 59.3, ""attack"": 46.0, ""balanced"": 59.3, ""defensive"": 51.2}"
2026-05-22,2026-05-25,NEUTRAL,NO_EDGE,0.55,0.1096,0.0,0.0822,0.3581,"{""core"": 58.9, ""attack"": 46.0, ""balanced"": 58.9, ""defensive"": 51.6}"
2026-05-25,2026-05-26,NEUTRAL,NO_EDGE,0.55,0.1099,0.0,0.0824,0.3577,"{""core"": 59.3, ""attack"": 46.4, ""balanced"": 59.3, ""defensive"": 51.6}"
2026-05-26,2026-05-27,NEUTRAL,NARROW_MOMENTUM,0.55,0.3094,0.0746,0.0562,0.1098,"{""core"": 56.9, ""attack"": 44.5, ""balanced"": 56.9, ""defensive"": 54.4}"
2026-05-27,2026-05-28,NEUTRAL,NO_EDGE,0.55,0.1082,0.0,0.0811,0.3607,"{""core"": 58.6, ""attack"": 46.0, ""balanced"": 58.6, ""defensive"": 54.4}"
2026-05-28,2026-05-29,NEUTRAL,NO_EDGE,0.55,0.1084,0.0,0.0813,0.3604,"{""core"": 58.2, ""attack"": 46.6, ""balanced"": 58.2, ""defensive"": 52.8}"
2026-05-29,2026-06-01,NEUTRAL,NO_EDGE,0.55,0.1093,0.0,0.082,0.3587,"{""core"": 58.6, ""attack"": 45.1, ""balanced"": 58.6, ""defensive"": 51.9}"
2026-06-01,2026-06-02,NEUTRAL,NARROW_MOMENTUM,0.55,0.3113,0.0741,0.0566,0.108,"{""core"": 56.9, ""attack"": 43.3, ""balanced"": 56.9, ""defensive"": 52.0}"
2026-06-02,2026-06-03,NEUTRAL,NO_EDGE,0.55,0.1101,0.0,0.0826,0.3574,"{""core"": 58.3, ""attack"": 45.5, ""balanced"": 58.3, ""defensive"": 52.8}"
2026-06-03,2026-06-04,NEUTRAL,NARROW_MOMENTUM,0.55,0.3108,0.0744,0.0565,0.1083,"{""core"": 57.2, ""attack"": 44.1, ""balanced"": 57.2, ""defensive"": 52.7}"
2026-06-04,2026-06-05,NEUTRAL,NARROW_MOMENTUM,0.55,0.3109,0.0746,0.0565,0.108,"{""core"": 57.1, ""attack"": 44.2, ""balanced"": 57.1, ""defensive"": 52.3}"
2026-06-05,2026-06-08,NEUTRAL,NO_EDGE,0.55,0.1107,0.0,0.083,0.3563,"{""core"": 57.9, ""attack"": 45.1, ""balanced"": 57.9, ""defensive"": 51.6}"
2026-06-08,2026-06-09,NEUTRAL,NO_EDGE,0.55,0.1104,0.0,0.0828,0.3569,"{""core"": 57.9, ""attack"": 44.7, ""balanced"": 57.9, ""defensive"": 52.0}"
2026-06-09,2026-06-10,NEUTRAL,NO_EDGE,0.55,0.1073,0.0,0.0805,0.3622,"{""core"": 56.1, ""attack"": 44.1, ""balanced"": 56.1, ""defensive"": 52.3}"
2026-06-10,2026-06-11,NEUTRAL,NO_EDGE,0.55,0.1113,0.0,0.0835,0.3552,"{""core"": 56.4, ""attack"": 43.9, ""balanced"": 56.4, ""defensive"": 49.2}"
2026-06-11,2026-06-12,NEUTRAL,NO_EDGE,0.55,0.1108,0.0,0.0831,0.3562,"{""core"": 56.4, ""attack"": 44.4, ""balanced"": 56.4, ""defensive"": 47.7}"
2026-06-12,2026-06-15,NEUTRAL,NO_EDGE,0.55,0.1105,0.0,0.0829,0.3566,"{""core"": 57.4, ""attack"": 46.3, ""balanced"": 57.4, ""defensive"": 49.0}"
2026-06-15,2026-06-16,NEUTRAL,NO_EDGE,0.55,0.1108,0.0,0.0831,0.3562,"{""core"": 57.8, ""attack"": 46.8, ""balanced"": 57.8, ""defensive"": 49.5}"
2026-06-16,2026-06-17,NEUTRAL,NO_EDGE,0.55,0.1106,0.0,0.0829,0.3565,"{""core"": 57.4, ""attack"": 45.9, ""balanced"": 57.4, ""defensive"": 50.1}"
2026-06-17,2026-06-18,NEUTRAL,NO_EDGE,0.55,0.1092,0.0,0.0819,0.3589,"{""core"": 56.7, ""attack"": 48.9, ""balanced"": 56.7, ""defensive"": 51.3}"
2026-06-18,2026-06-22,NEUTRAL,NARROW_MOMENTUM,0.55,0.3042,0.0793,0.0553,0.1112,"{""core"": 56.3, ""attack"": 47.8, ""balanced"": 56.3, ""defensive"": 51.1}"
2026-06-22,2026-06-23,NEUTRAL,NO_EDGE,0.55,0.1117,0.0,0.0838,0.3546,"{""core"": 56.8, ""attack"": 47.4, ""balanced"": 56.8, ""defensive"": 51.9}"
2026-06-23,2026-06-24,NEUTRAL,NARROW_MOMENTUM,0.55,0.3093,0.0772,0.0562,0.1073,"{""core"": 56.1, ""attack"": 47.1, ""balanced"": 56.1, ""defensive"": 51.2}"
2026-06-24,2026-06-25,NEUTRAL,NO_EDGE,0.55,0.1012,0.0,0.0759,0.3729,"{""core"": 53.3, ""attack"": 51.2, ""balanced"": 53.3, ""defensive"": 56.5}"
2026-06-25,2026-06-26,NEUTRAL,NO_EDGE,0.55,0.1044,0.0,0.0783,0.3674,"{""core"": 54.0, ""attack"": 50.6, ""balanced"": 54.0, ""defensive"": 55.2}"
2026-06-26,2026-06-29,NEUTRAL,NARROW_MOMENTUM,0.55,0.3023,0.0798,0.055,0.1129,"{""core"": 52.5, ""attack"": 49.2, ""balanced"": 52.5, ""defensive"": 55.2}"
2026-06-29,2026-06-30,NEUTRAL,NARROW_MOMENTUM,0.55,0.2983,0.0805,0.0542,0.117,"{""core"": 53.5, ""attack"": 50.1, ""balanced"": 53.5, ""defensive"": 55.5}"
