rank,signal_date,strategy,symbol,name,industry,industry_key,candidate_pool,candidate_pool_role,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,selected_strategy,market_regime,market_regime_raw,target_position_ratio
1,2026-07-08,production_governed_vol_position,002371,北方华创,半导体,半导体,liquidity_quality,champion_core,liquidity_detail_score,94.59993803253292,0.04346188665619038,0.5,0.15532409855430837,802.32,61.29,,,94.59993803253292,29.79,49.5,96.92,90.00774593338498,82.78466305189775,99.43841982958946,95.44926413632842,65.38,0,SCAN,可买,0.8037942125195638,normal_liquidity,index_neutral,0.03637989401131955,-0.1422340061580567,baseline_full_liquidity_detail_vol_position,neutral,neutral,0.5
2,2026-07-08,production_governed_vol_position,688120,华海清科,半导体,半导体,liquidity_quality,champion_core,liquidity_detail_score,94.22158533436613,0.011851457373490897,0.5,0.038508415396379635,295.0,59.46,,,94.22158533436613,29.3,49.5,17.14,90.31758326878389,87.27730441518203,96.92099147947327,94.61657629744384,43.38,0,SCAN,可买,0.8037942125195638,normal_liquidity,index_neutral,0.13341302932252444,-0.10606060606060608,baseline_full_liquidity_detail_vol_position,neutral,neutral,0.5
3,2026-07-08,production_governed_vol_position,688432,有研硅,半导体,半导体,liquidity_quality,champion_core,liquidity_detail_score,93.44841982958947,0.01573122654848949,0.5,0.059335049798269104,44.81,69.86,,,93.44841982958947,28.32,49.5,99.92,96.84353214562354,94.50038729666926,95.56545313710302,78.09837335398916,67.79,0,SCAN,可买,0.8037942125195638,normal_liquidity,index_neutral,0.10050957089776387,-0.028825314260944923,baseline_full_liquidity_detail_vol_position,neutral,neutral,0.5
4,2026-07-08,production_governed_vol_position,603893,瑞芯微,半导体,半导体,liquidity_quality,champion_core,liquidity_detail_score,93.16036405886909,0.045777003310687375,0.5,0.1497734426016006,202.0,72.24,,,93.16036405886909,28.56,99.71,94.0,99.63206816421378,95.77846630518978,99.36096049573973,58.83036405886909,76.14,0,CORE,可买,0.8037942125195638,normal_liquidity,index_neutral,0.034540024810122236,0.0,baseline_full_liquidity_detail_vol_position,neutral,neutral,0.5
5,2026-07-08,production_governed_vol_position,002384,东山精密,元器件,元器件,liquidity_quality,champion_core,liquidity_detail_score,93.0901032791118,0.0289016635929517,0.5,0.0970589936494423,237.56,47.64,,,93.0901032791118,29.98,49.5,84.88,88.01316808675446,75.36793183578622,99.74825716498839,92.46707978311387,61.38,0,BASE,可买,0.8037942125195638,normal_liquidity,index_neutral,0.05470753699000858,-0.13865119651921687,baseline_full_liquidity_detail_vol_position,neutral,neutral,0.5
