amount_threshold,vol_threshold,industry_concentration_threshold,periods,total_return,avg_cycle_return,max_drawdown,annualized_volatility,win_rate,avg_gross_exposure
0.8,0.04,0.4,53,6.2553540593754615,0.03927093307680322,-0.038484212995644085,0.24718327921760755,0.7358490566037735,0.7358490566037735
0.8,0.05,0.4,53,6.2553540593754615,0.03927093307680322,-0.038484212995644085,0.24718327921760755,0.7358490566037735,0.7358490566037735
0.8,0.06,0.4,53,6.2553540593754615,0.03927093307680322,-0.038484212995644085,0.24718327921760755,0.7358490566037735,0.7358490566037735
1.0,0.04,0.4,53,6.2553540593754615,0.03927093307680322,-0.038484212995644085,0.24718327921760755,0.7358490566037735,0.7358490566037735
1.0,0.05,0.4,53,6.2553540593754615,0.03927093307680322,-0.038484212995644085,0.24718327921760755,0.7358490566037735,0.7358490566037735
1.0,0.06,0.4,53,6.2553540593754615,0.03927093307680322,-0.038484212995644085,0.24718327921760755,0.7358490566037735,0.7358490566037735
1.2,0.04,0.4,53,3.8598534566111553,0.03146662907602792,-0.07468213519159828,0.2489326169156313,0.6792452830188679,0.6735849056603773
1.2,0.05,0.4,53,3.8598534566111553,0.03146662907602792,-0.07468213519159828,0.2489326169156313,0.6792452830188679,0.6735849056603773
1.2,0.06,0.4,53,3.8598534566111553,0.03146662907602792,-0.07468213519159828,0.2489326169156313,0.6792452830188679,0.6735849056603773
0.8,0.04,0.6,53,6.2577655557201,0.03958946878209956,-0.1823022906644276,0.2768583911211294,0.6981132075471698,0.8207547169811321
0.8,0.05,0.6,53,6.2577655557201,0.03958946878209956,-0.1823022906644276,0.2768583911211294,0.6981132075471698,0.8207547169811321
0.8,0.06,0.6,53,6.2577655557201,0.03958946878209956,-0.1823022906644276,0.2768583911211294,0.6981132075471698,0.8207547169811321
1.0,0.04,0.6,53,6.2577655557201,0.03958946878209956,-0.1823022906644276,0.2768583911211294,0.6981132075471698,0.8207547169811321
1.0,0.05,0.6,53,6.2577655557201,0.03958946878209956,-0.1823022906644276,0.2768583911211294,0.6981132075471698,0.8207547169811321
1.0,0.06,0.6,53,6.2577655557201,0.03958946878209956,-0.1823022906644276,0.2768583911211294,0.6981132075471698,0.8207547169811321
1.2,0.04,0.6,53,3.2703227385662013,0.029287184114159166,-0.1823022906644276,0.28059118478897044,0.6037735849056604,0.7754716981132075
1.2,0.05,0.6,53,3.2703227385662013,0.029287184114159166,-0.1823022906644276,0.28059118478897044,0.6037735849056604,0.7754716981132075
1.2,0.06,0.6,53,3.2703227385662013,0.029287184114159166,-0.1823022906644276,0.28059118478897044,0.6037735849056604,0.7754716981132075
