signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,planned_shares,planned_price,plan_reject_reason,execution_tradable,locked,skipped_by_position_cap,pattern_score,pattern_sentiment,pattern_risk_level,pattern_pass_count,bullish_pattern_count,bearish_pattern_count,top_pattern_ids,base_rank_score,pattern_adjustment_pct,pattern_adjusted_rank_score,pattern_strategy_mode,pattern_weight_multiplier,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_target_position_ratio,adaptive_position_reason,market_style_state,selected_strategy,target_position_ratio,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,strategy_source,ashare_resolved_strategy,route_reason,risk_veto_reason,dual_intersection_count,dual_union_count,adaptive_version,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,risk_decision,fallback_strategy,allow_new_buys,risk_governor_reasons,risk_governor_version,recovery_status,governed_nav_ret_10d,governed_nav_drawdown_20d,recovery_streak,champion_score_floor,recovery_position,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,champion_score_pctile_252,champion_score_z_252,champion_score_rank_252,champion_score_sample_count_252,champion_score_percentile_floor,champion_score_z_floor,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,top_industry_weight,fp_classified_label,fp_classified_gate_reason,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,execution_safe_uplift_hard_block_reasons,execution_safe_uplift_incremental_symbols,execution_safe_uplift_planned_strategy,execution_safe_uplift_planned_position_ratio,execution_safe_uplift_final_strategy,execution_safe_uplift_final_position_ratio,precommit_uplift_risk_level,precommit_uplift_cap_reason,cap_input_coverage,cap_missing_fields,cap_trigger_count,strict_cap_candidate_vol_20,strict_cap_candidate_ret_1,precommit_cap_applied,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible
2025-09-01,2025-09-02,production_governed_vol_position_v1_2b_dynamic_score,1,002594,比亚迪,汽车整车,96.6033320358116,0.08247057380984857,0.24860154539125076,1100,108.79,,,0,0,,,,,,,,,,,,,0.008295350957155834,0.0,0.0,0.0,-0.008295350957155834,1.4631413257427998e-05,0.40739459113295207,0.30000000000000004,0.30000000000000004,0.10739459113295202,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,,0.0,,,,,,,,,,,,,,,0.08247057380984857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-01,2025-09-02,production_governed_vol_position_v1_2b_dynamic_score,2,300502,新易盛,通信设备,96.2247930452835,0.028317317302944518,0.08536049305389619,0,543.9062,,,0,0,,,,,,,,,,,,,0.001286982854244667,0.0,0.0,0.0,-0.001286982854244667,1.2403501527497152e-06,0.40739459113295207,0.30000000000000004,0.30000000000000004,0.10739459113295202,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,,0.0,,,,,,,,,,,,,,,0.08247057380984857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-01,2025-09-02,production_governed_vol_position_v1_2b_dynamic_score,3,002436,兴森科技,元器件,94.73455819384974,0.046251522484995464,0.1394218499434637,3200,21.3272,,,0,0,,,,,,,,,,,,,0.021580357470547096,0.0,0.0,0.0,-0.021580357470547096,1.6917796435412755e-05,0.40739459113295207,0.30000000000000004,0.30000000000000004,0.10739459113295202,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,,0.0,,,,,,,,,,,,,,,0.08247057380984857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-01,2025-09-02,production_governed_vol_position_v1_2b_dynamic_score,4,300308,中际旭创,通信设备,94.68820293239911,0.026987347928532697,0.08135139712394487,100,402.9108,,,0,0,,,,,,,,,,,,,0.010046687983630509,0.0,0.0,0.0,-0.010046687983630509,1.3094510898507972e-06,0.40739459113295207,0.30000000000000004,0.30000000000000004,0.10739459113295202,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,,0.0,,,,,,,,,,,,,,,0.08247057380984857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-01,2025-09-02,production_governed_vol_position_v1_2b_dynamic_score,5,000988,华工科技,专用机械,94.14826002335539,0.04818982255017385,0.14526471448744444,900,75.5155,,,0,0,,,,,,,,,,,,,0.0017271271720082915,0.0,0.0,0.0,0.0017271271720082915,5.32034487959896e-06,0.40739459113295207,0.30000000000000004,0.30000000000000004,0.10739459113295202,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,,0.0,,,,,,,,,,,,,,,0.08247057380984857,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-02,2025-09-03,production_governed_vol_position_v1_2b_dynamic_score,1,300502,新易盛,通信设备,97.58862813777,0.02600604165756383,0.11069051612402188,100,497.6461,,,0,0,,,,,,,,,,,,,0.008933706674738917,0.0,0.0,0.0,-0.008933706674738917,2.0677834046060413e-06,0.3102595589770869,0.30000000000000004,0.30000000000000004,0.010259558977086858,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,,0.0,,,,,,,,,,,,,,,0.0736393265359149,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-02,2025-09-03,production_governed_vol_position_v1_2b_dynamic_score,2,300308,中际旭创,通信设备,96.5183810079782,0.025591770805659,0.0,0,,,,1,0,,,,,,,,,,,,,0.020833528214050823,0.0,0.0,0.0,0.020833528214050823,0.0,0.3102595589770869,0.30000000000000004,0.30000000000000004,0.010259558977086858,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,,0.0,,,,,,,,,,,,,,,0.0736393265359149,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-02,2025-09-03,production_governed_vol_position_v1_2b_dynamic_score,3,000988,华工科技,专用机械,95.06060323020043,0.04691831943368611,0.0,0,,,,1,0,,,,,,,,,,,,,0.0168330115778208,0.0,0.0,0.0,0.0168330115778208,0.0,0.3102595589770869,0.30000000000000004,0.30000000000000004,0.010259558977086858,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,,0.0,,,,,,,,,,,,,,,0.0736393265359149,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-02,2025-09-03,production_governed_vol_position_v1_2b_dynamic_score,4,300394,天孚通信,通信设备,94.83776610235454,0.022041514072692073,0.0,0,,,,0,1,,,,,,,,,,,,,0.0016065398309419443,0.0,0.0,0.0,0.0016065398309419443,0.0,0.3102595589770869,0.30000000000000004,0.30000000000000004,0.010259558977086858,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,,0.0,,,,,,,,,,,,,,,0.0736393265359149,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-02,2025-09-03,production_governed_vol_position_v1_2b_dynamic_score,5,300476,胜宏科技,元器件,94.77027437244601,0.02541380413231145,0.0,0,,,,0,1,,,,,,,,,,,,,0.004805901664875378,0.0,0.0,0.0,-0.004805901664875378,0.0,0.3102595589770869,0.30000000000000004,0.30000000000000004,0.010259558977086858,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,,0.7,,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,,,,,,,,,,production_risk_governor_backtest,,,,,,,,,,,,,normal,,True,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,,0.0,,,,,,,,,,,,,,,0.0736393265359149,,,,,,,,,,,,,,,,,,,,,,,,,,,
