order_id,fill_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,shares_requested,shares_filled,shares_unfilled,execution_price_exact,notional_exact,commission_exact,stamp_tax_exact,slippage_exact,cash_before,cash_delta,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,tradable,limit_blocked,suspended,risk_state,target_exposure,strategy_label,strategy_sha,data_snapshot_id
93,93,2024-04-18,1,2024-04-17,600309,SELL,HOLD_EXPIRY,700,700,0,91.8509,64295.63,48.2217225,0.0,0.0,216268.80171249987,64247.4082775,280516.2099899999,700,0,254147.0,193338.0,470415.8017124999,473854.2099899999,True,False,False,False,0.6,B2,frozen,r151
94,94,2024-04-18,2,2024-04-17,601668,BUY,TARGET_REBALANCE,14100,14100,0,5.8785,82886.84999999999,62.16513749999999,0.0,0.0,280516.2099899999,-82949.01513749998,197567.1948524999,0,14100,193338.0,268632.0,473854.2099899999,466199.1948524999,True,False,False,False,0.6,B2,frozen,r151
95,95,2024-04-22,1,2024-04-19,601857,SELL,HOLD_EXPIRY,100,100,0,11.9961,1199.6100000000001,0.8997075000000001,0.0,0.0,197567.1948524999,1198.7102925000002,198765.9051449999,6000,5900,271420.0,270340.0,468987.1948524999,469105.9051449999,True,False,False,False,0.6,B2,frozen,r151
96,96,2024-04-23,1,2024-04-22,601857,SELL,HOLD_EXPIRY,5900,5900,0,11.7073,69073.07,51.80480250000001,0.0,0.0,198765.9051449999,69021.2651975,267787.1703424999,5900,0,267929.0,205743.0,466694.9051449999,473530.1703424999,True,False,False,False,0.6,B2,frozen,r151
97,97,2024-04-23,2,2024-04-22,002415,BUY,TARGET_REBALANCE,1900,1900,0,35.8564,68127.16,51.09537,0.0,0.0,267787.1703424999,-68178.25537,199608.91497249992,0,1900,205743.0,268253.0,473530.1703424999,467861.91497249994,True,False,False,False,0.6,B2,frozen,r151
98,98,2024-05-06,1,2024-04-30,300760,SELL,HOLD_EXPIRY,100,100,0,324.7948,32479.48,24.35961,0.0,0.0,199608.9149724999,32455.12039,232064.03536249988,100,0,270871.0,240271.0,470479.9149724999,472335.0353624999,True,False,False,False,0.6,B2,frozen,r151
99,99,2024-05-06,2,2024-04-30,600019,SELL,HOLD_EXPIRY,7600,7600,0,7.596,57729.6,43.2972,0.0,0.0,232064.03536249988,57686.3028,289750.3381624999,7600,0,240271.0,186995.0,472335.0353624999,476745.3381624999,True,False,False,False,0.6,B2,frozen,r151
100,100,2024-05-06,3,2024-04-30,601658,SELL,HOLD_EXPIRY,9700,9700,0,5.4815,53170.549999999996,39.8779125,0.0,0.0,289750.3381624999,53130.672087499996,342881.0102499999,9700,0,186995.0,139950.0,476745.3381624999,482831.0102499999,True,False,False,False,0.6,B2,frozen,r151
101,101,2024-05-06,4,2024-04-30,600570,BUY,TARGET_REBALANCE,900,900,0,21.4524,19307.16,14.48037,0.0,0.0,342881.0102499999,-19321.64037,323559.3698799999,0,900,139950.0,158886.0,482831.0102499999,482445.3698799999,True,False,False,False,0.6,B2,frozen,r151
102,102,2024-05-06,5,2024-04-30,600887,BUY,TARGET_REBALANCE,2000,2000,0,32.9939,65987.79999999999,49.490849999999995,0.0,0.0,323559.3698799999,-66037.29084999999,257522.0790299999,0,2000,158886.0,216526.0,482445.3698799999,474048.0790299999,True,False,False,False,0.6,B2,frozen,r151
103,103,2024-05-06,6,2024-04-30,601919,BUY,TARGET_REBALANCE,3900,3900,0,13.999,54596.1,40.947075,0.0,0.0,257522.0790299999,-54637.047074999995,202885.0319549999,0,3900,216526.0,263326.0,474048.0790299999,466211.0319549999,True,False,False,False,0.6,B2,frozen,r151
104,104,2024-05-07,1,2024-05-06,601668,SELL,HOLD_EXPIRY,14100,14100,0,5.9555,83972.55,62.9794125,0.0,0.0,202885.0319549999,83909.5705875,286794.6025424999,14100,0,263772.0,187491.0,466657.0319549999,474285.6025424999,True,False,False,False,0.6,B2,frozen,r151
105,105,2024-05-07,2,2024-05-06,601816,BUY,TARGET_REBALANCE,16000,16000,0,5.5074,88118.4,66.08879999999999,0.0,0.0,286794.6025424999,-88184.48879999999,198610.1137424999,0,16000,187491.0,271331.0,474285.6025424999,469941.1137424999,True,False,False,False,0.6,B2,frozen,r151
106,106,2024-05-10,1,2024-05-09,002415,SELL,HOLD_EXPIRY,1900,1900,0,36.0417,68479.23,51.3594225,0.0,0.0,198610.11374249993,68427.8705775,267037.98431999993,1900,0,273190.0,210357.0,471800.11374249996,477394.98431999993,True,False,False,False,0.6,B2,frozen,r151
107,107,2024-05-10,2,2024-05-09,300107,BUY,TARGET_REBALANCE,4800,4800,0,13.9689,67050.72,50.28804,0.0,0.0,267037.98431999993,-67101.00804,199936.97627999994,0,4800,210357.0,277077.0,477394.98431999993,477013.97627999994,True,False,False,False,0.6,B2,frozen,r151
108,108,2024-05-20,1,2024-05-17,600570,SELL,HOLD_EXPIRY,900,900,0,21.6767,19509.03,14.6317725,0.0,0.0,199936.97627999997,19494.398227499998,219431.37450749998,900,0,274826.0,255692.0,474762.97627999994,475123.3745075,True,False,False,False,0.6,B2,frozen,r151
109,109,2024-05-20,2,2024-05-17,600887,SELL,HOLD_EXPIRY,2000,2000,0,32.1582,64316.4,48.237300000000005,0.0,0.0,219431.37450749998,64268.1627,283699.53720749996,2000,0,255692.0,199512.0,475123.3745075,483211.53720749996,True,False,False,False,0.6,B2,frozen,r151
110,110,2024-05-20,3,2024-05-17,601919,SELL,HOLD_EXPIRY,3900,3900,0,16.5188,64423.31999999999,48.31748999999999,0.0,0.0,283699.53720749996,64375.00250999999,348074.5397175,3900,0,199512.0,144288.0,483211.53720749996,492362.5397175,True,False,False,False,0.6,B2,frozen,r151
111,111,2024-05-20,4,2024-05-17,000002,BUY,TARGET_REBALANCE,3600,3600,0,9.0,32400.0,24.3,0.0,0.0,348074.5397175,-32424.3,315650.2397175,0,3600,144288.0,176688.0,492362.5397175,492338.2397175,True,False,False,False,0.6,B2,frozen,r151
112,112,2024-05-20,5,2024-05-17,600066,BUY,TARGET_REBALANCE,900,900,0,28.9667,26070.03,19.5525225,0.0,0.0,315650.2397175,-26089.582522499997,289560.657195,0,900,176688.0,199449.0,492338.2397175,489009.657195,True,False,False,False,0.6,B2,frozen,r151
113,113,2024-05-20,6,2024-05-17,601668,BUY,TARGET_REBALANCE,13700,13700,0,6.4399,88226.62999999999,66.1699725,0.0,0.0,289560.657195,-88292.7999725,201267.85722249997,0,13700,199449.0,279594.0,489009.657195,480861.85722249997,True,False,False,False,0.6,B2,frozen,r151
114,114,2024-05-21,1,2024-05-20,601816,SELL,HOLD_EXPIRY,16000,16000,0,5.5074,88118.4,66.08879999999999,0.0,0.0,201267.85722249997,88052.3112,289320.16842249996,16000,0,279166.0,195326.0,480433.85722249997,484646.16842249996,True,False,False,False,0.6,B2,frozen,r151
115,115,2024-05-21,2,2024-05-20,603993,BUY,TARGET_REBALANCE,9500,9500,0,9.4917,90171.15,67.6283625,0.0,0.0,289320.16842249996,-90238.7783625,199081.39005999995,0,9500,195326.0,280066.0,484646.16842249996,479147.39005999995,True,False,False,False,0.6,B2,frozen,r151
116,116,2024-05-24,1,2024-05-23,300107,SELL,HOLD_EXPIRY,4800,4800,0,11.2555,54026.4,40.519800000000004,0.0,0.0,199081.39005999995,53985.8802,253067.27025999996,4800,0,265892.0,212132.0,464973.39005999995,465199.27025999996,True,False,False,False,0.6,B2,frozen,r151
117,117,2024-05-24,2,2024-05-23,300641,BUY,TARGET_REBALANCE,1900,1900,0,30.5463,58037.969999999994,43.528477499999994,0.0,0.0,253067.27025999996,-58081.49847749999,194985.77178249997,0,1900,212132.0,266377.0,465199.27025999996,461362.77178249997,True,False,False,False,0.6,B2,frozen,r151
118,118,2024-06-03,1,2024-05-31,000002,SELL,HOLD_EXPIRY,3600,3600,0,8.18,29448.0,22.086000000000002,0.0,0.0,194985.7717825,29425.914,224411.6857825,3600,0,253745.0,224297.0,448730.77178249997,448708.68578249996,True,False,False,True,0.4,B2,frozen,r151
119,119,2024-06-03,2,2024-05-31,600066,SELL,HOLD_EXPIRY,900,900,0,27.6037,24843.329999999998,18.6324975,0.0,0.0,224411.6857825,24824.6975025,249236.383285,900,0,224297.0,202607.0,448708.68578249996,451843.383285,True,False,False,True,0.4,B2,frozen,r151
120,120,2024-06-03,3,2024-05-31,601668,SELL,HOLD_EXPIRY,13700,13700,0,6.1977,84908.49,63.68136750000001,0.0,0.0,249236.383285,84844.8086325,334081.1919175,13700,0,202607.0,125476.0,451843.383285,459557.1919175,True,False,False,True,0.4,B2,frozen,r151
121,121,2024-06-03,4,2024-05-31,002155,BUY,TARGET_REBALANCE,300,300,0,25.4405,7632.15,5.7241124999999995,0.0,0.0,334081.1919175,-7637.8741125,326443.317805,0,300,125476.0,131173.0,459557.1919175,457616.317805,True,False,False,True,0.4,B2,frozen,r151
122,122,2024-06-03,5,2024-05-31,601020,BUY,TARGET_REBALANCE,500,500,0,16.3213,8160.650000000001,6.1204875,0.0,0.0,326443.317805,-8166.770487500001,318276.5473175,0,500,131173.0,139293.0,457616.317805,457569.5473175,True,False,False,True,0.4,B2,frozen,r151
123,123,2024-06-03,6,2024-05-31,601985,BUY,TARGET_REBALANCE,3500,3500,0,10.0908,35317.799999999996,26.488349999999997,0.0,0.0,318276.5473175,-35344.288349999995,282932.2589675,0,3500,139293.0,173278.0,457569.5473175,456210.2589675,True,False,False,True,0.4,B2,frozen,r151
124,124,2024-06-04,1,2024-06-03,603993,SELL,HOLD_EXPIRY,9500,9500,0,8.7788,83398.6,62.548950000000005,0.0,0.0,282932.25896749995,83336.05105000001,366268.31001749996,9500,0,170206.0,91831.0,453138.25896749995,458099.31001749996,True,False,False,True,0.4,B2,frozen,r151
125,125,2024-06-04,2,2024-06-03,600900,BUY,TARGET_REBALANCE,2900,2900,0,29.3118,85004.22,63.753165,0.0,0.0,366268.31001749996,-85067.973165,281200.3368525,0,2900,91831.0,171378.0,458099.31001749996,452578.3368525,True,False,False,True,0.4,B2,frozen,r151
126,126,2024-06-07,1,2024-06-06,300641,SELL,HOLD_EXPIRY,1900,1900,0,28.8451,54805.689999999995,41.1042675,0.0,0.0,281200.3368525,54764.585732499996,335964.922585,1900,0,181406.0,130182.0,462606.3368525,466146.922585,True,False,False,True,0.4,B2,frozen,r151
127,127,2024-06-07,2,2024-06-06,300552,BUY,TARGET_REBALANCE,1200,1200,0,41.02,49224.00000000001,36.918000000000006,0.0,0.0,335964.922585,-49260.918000000005,286704.004585,0,1200,130182.0,179406.0,466146.922585,466110.004585,True,False,False,True,0.4,B2,frozen,r151
128,128,2024-06-18,1,2024-06-17,002155,SELL,HOLD_EXPIRY,300,300,0,22.8954,6868.62,5.151465,0.0,0.0,286704.004585,6863.468535,293567.47312,300,0,175092.0,169926.0,461796.004585,463493.47312,True,False,False,True,0.4,B2,frozen,r151
129,129,2024-06-18,2,2024-06-17,601020,SELL,HOLD_EXPIRY,500,500,0,14.3514,7175.7,5.381775,0.0,0.0,293567.47312,7170.318225,300737.791345,500,0,169926.0,162786.0,463493.47312,463523.791345,True,False,False,True,0.4,B2,frozen,r151
130,130,2024-06-18,3,2024-06-17,601985,SELL,HOLD_EXPIRY,3500,3500,0,10.4234,36481.9,27.361425,0.0,0.0,300737.791345,36454.538575,337192.32992,3500,0,162786.0,127681.0,463523.791345,464873.32992,True,False,False,True,0.4,B2,frozen,r151
131,131,2024-06-18,4,2024-06-17,000021,BUY,TARGET_REBALANCE,500,500,0,16.5675,8283.75,6.2128125,0.0,0.0,337192.32992,-8289.9628125,328902.3671075,0,500,127681.0,135756.0,464873.32992,464658.3671075,True,False,False,True,0.4,B2,frozen,r151
132,132,2024-06-18,5,2024-06-17,000858,BUY,TARGET_REBALANCE,100,100,0,149.9413,14994.130000000001,11.2455975,0.0,0.0,328902.3671075,-15005.3755975,313896.99150999996,0,100,135756.0,149256.0,464658.3671075,463152.99150999996,True,False,False,True,0.4,B2,frozen,r151
133,133,2024-06-18,6,2024-06-17,600028,BUY,TARGET_REBALANCE,3200,3200,0,6.7577,21624.64,16.21848,0.0,0.0,313896.99150999996,-21640.85848,292256.13302999997,0,3200,149256.0,168488.0,463152.99150999996,460744.13302999997,True,False,False,True,0.4,B2,frozen,r151
134,134,2024-06-19,1,2024-06-18,600900,SELL,HOLD_EXPIRY,2900,2900,0,29.6858,86088.82,64.56661500000001,0.0,0.0,292256.13302999997,86024.253385,378280.38641499996,2900,0,174718.0,94156.0,466974.13302999997,472436.38641499996,True,False,False,True,0.4,B2,frozen,r151
135,135,2024-06-19,2,2024-06-18,002230,BUY,TARGET_REBALANCE,2100,2100,0,43.7188,91809.48000000001,68.85711,0.0,0.0,378280.38641499996,-91878.33711000001,286402.04930499993,0,2100,94156.0,185548.0,472436.38641499996,471950.04930499993,True,False,False,True,0.4,B2,frozen,r151
136,136,2024-06-24,1,2024-06-21,300552,SELL,HOLD_EXPIRY,1200,1200,0,41.89,50268.0,37.701,0.0,0.0,286402.04930499993,50230.299,336632.34830499993,1200,0,179377.0,129109.0,465779.04930499993,465741.34830499993,True,False,False,True,0.4,B2,frozen,r151
137,137,2024-06-24,2,2024-06-21,600809,BUY,TARGET_REBALANCE,200,200,0,225.4221,45084.42,33.813315,0.0,0.0,336632.34830499993,-45118.233315,291514.1149899999,0,200,129109.0,171711.0,465741.34830499993,463225.1149899999,True,False,False,True,0.4,B2,frozen,r151
138,138,2024-07-02,1,2024-07-01,000021,SELL,HOLD_EXPIRY,500,500,0,15.1908,7595.4,5.69655,0.0,0.0,291514.1149899999,7589.70345,299103.8184399999,500,0,172788.0,165318.0,464302.1149899999,464421.8184399999,True,False,False,True,0.4,B2,frozen,r151
139,139,2024-07-02,2,2024-07-01,000858,SELL,HOLD_EXPIRY,100,100,0,141.8333,14183.330000000002,10.637497500000002,0.0,0.0,299103.8184399999,14172.692502500002,313276.5109424999,100,0,165318.0,152548.0,464421.8184399999,465824.5109424999,True,False,False,True,0.4,B2,frozen,r151
140,140,2024-07-02,3,2024-07-01,600028,SELL,HOLD_EXPIRY,3200,3200,0,7.2187,23099.84,17.32488,0.0,0.0,313276.5109424999,23082.51512,336359.0260624999,3200,0,152548.0,132004.0,465824.5109424999,468363.0260624999,True,False,False,True,0.4,B2,frozen,r151
141,141,2024-07-02,4,2024-07-01,003816,BUY,TARGET_REBALANCE,4800,4800,0,4.9559,23788.32,17.84124,0.0,0.0,336359.0260624999,-23806.16124,312552.8648224999,0,4800,132004.0,154804.0,468363.0260624999,467356.8648224999,True,False,False,True,0.4,B2,frozen,r151
142,142,2024-07-02,5,2024-07-01,300319,BUY,TARGET_REBALANCE,1900,1900,0,9.4239,17905.41,13.4290575,0.0,0.0,312552.8648224999,-17918.8390575,294634.0257649999,0,1900,154804.0,172436.0,467356.8648224999,467070.0257649999,True,False,False,True,0.4,B2,frozen,r151
143,143,2024-07-02,6,2024-07-01,600733,BUY,TARGET_REBALANCE,1300,1300,0,8.81,11453.0,8.58975,0.0,0.0,294634.0257649999,-11461.58975,283172.4360149999,0,1300,172436.0,183889.0,467070.0257649999,467061.4360149999,True,False,False,True,0.4,B2,frozen,r151
144,144,2024-07-03,1,2024-07-02,002230,SELL,HOLD_EXPIRY,2100,2100,0,42.9955,90290.55,67.7179125,0.0,0.0,283172.4360149999,90222.8320875,373395.26810249995,2100,0,183041.0,93161.0,466213.4360149999,466556.26810249995,True,False,False,True,0.4,B2,frozen,r151
145,145,2024-07-03,2,2024-07-02,600050,BUY,TARGET_REBALANCE,18100,18100,0,5.0304,91050.24,68.28768000000001,0.0,0.0,373395.26810249995,-91118.52768,282276.74042249995,0,18100,93161.0,178955.0,466556.26810249995,461231.74042249995,True,False,False,True,0.4,B2,frozen,r151
146,146,2024-07-08,1,2024-07-05,600809,SELL,HOLD_EXPIRY,200,200,0,199.6879,39937.58,29.953185,0.0,0.0,282276.74042249995,39907.626815,322184.3672375,200,0,176154.0,137578.0,458430.74042249995,459762.3672375,True,False,False,True,0.4,B2,frozen,r151
147,147,2024-07-08,2,2024-07-05,601288,BUY,TARGET_REBALANCE,8800,8800,0,4.8156,42377.28,31.78296,0.0,0.0,322184.3672375,-42409.062959999996,279775.30427749996,0,8800,137578.0,176738.0,459762.3672375,456513.30427749996,True,False,False,True,0.4,B2,frozen,r151
148,148,2024-07-16,1,2024-07-15,003816,SELL,HOLD_EXPIRY,4800,4800,0,5.0315,24151.2,18.113400000000002,0.0,0.0,279775.30427749996,24133.086600000002,303908.39087749994,4800,0,183355.0,159787.0,463130.30427749996,463695.39087749994,True,False,False,True,0.4,B2,frozen,r151
149,149,2024-07-16,2,2024-07-15,300319,SELL,HOLD_EXPIRY,1900,1900,0,9.7996,18619.239999999998,13.964429999999998,0.0,0.0,303908.39087749994,18605.275569999998,322513.66644749994,1900,0,159787.0,141452.0,463695.39087749994,463965.66644749994,True,False,False,True,0.4,B2,frozen,r151
150,150,2024-07-16,3,2024-07-15,600733,SELL,HOLD_EXPIRY,500,500,0,9.96,4980.0,3.735,0.0,0.0,322513.66644749994,4976.265,327489.93144749996,1300,800,141452.0,136472.0,463965.66644749994,463961.93144749996,True,False,False,True,0.4,B2,frozen,r151
151,151,2024-07-16,4,2024-07-15,601398,BUY,TARGET_REBALANCE,4400,4400,0,6.4253,28271.32,21.20349,0.0,0.0,327489.93144749996,-28292.52349,299197.40795749996,0,4400,136472.0,162520.0,463961.93144749996,461717.40795749996,True,False,False,True,0.4,B2,frozen,r151
152,152,2024-07-16,5,2024-07-15,688036,BUY,TARGET_REBALANCE,100,100,0,79.6146,7961.459999999999,5.971094999999999,0.0,0.0,299197.40795749996,-7967.431094999999,291229.97686249996,0,100,162520.0,170020.0,461717.40795749996,461249.97686249996,True,False,False,True,0.4,B2,frozen,r151
153,153,2024-07-17,1,2024-07-16,600050,SELL,HOLD_EXPIRY,18100,18100,0,5.1047,92395.07,69.29630250000001,0.0,0.0,291229.97686249996,92325.7736975,383555.75055999996,18100,0,170582.0,83521.0,461811.97686249996,467076.75055999996,True,False,False,True,0.4,B2,frozen,r151
154,154,2024-07-17,2,2024-07-16,600418,BUY,TARGET_REBALANCE,3100,3100,0,20.3492,63082.52,47.31189,0.0,0.0,383555.75055999996,-63129.831889999994,320425.91867,0,3100,83521.0,146544.0,467076.75055999996,466969.91867,True,False,False,True,0.4,B2,frozen,r151
155,155,2024-07-17,3,2024-07-16,600733,BUY,TARGET_REBALANCE,3400,3400,0,10.27,34918.0,26.1885,0.0,0.0,320425.91867,-34944.1885,285481.73017,800,4200,146544.0,181462.0,466969.91867,466943.73017,True,False,False,True,0.4,B2,frozen,r151
156,156,2024-07-18,1,2024-07-17,600733,SELL,HOLD_EXPIRY,4200,4200,0,10.3,43260.0,32.445,0.0,0.0,285481.73017,43227.555,328709.28517,4200,0,183319.0,140059.0,468800.73017,468768.28517,True,False,False,True,0.4,B2,frozen,r151
157,157,2024-07-18,2,2024-07-17,300274,BUY,TARGET_REBALANCE,600,600,0,71.07,42641.99999999999,31.981499999999997,0.0,0.0,328709.28517,-42673.981499999994,286035.30367,0,600,140059.0,181519.0,468768.28517,467554.30367,True,False,False,True,0.4,B2,frozen,r151
158,158,2024-07-22,1,2024-07-19,601288,SELL,HOLD_EXPIRY,8800,8800,0,5.0753,44662.64000000001,33.49698000000001,0.0,0.0,286035.30367,44629.14302,330664.44669,8800,0,181183.0,139911.0,467218.30367,470575.44669,True,False,False,True,0.4,B2,frozen,r151
159,159,2024-07-22,2,2024-07-19,300576,BUY,TARGET_REBALANCE,800,800,0,51.6607,41328.56,30.99642,0.0,0.0,330664.44669,-41359.55642,289304.89027000003,0,800,139911.0,171111.0,470575.44669,460415.89027000003,True,False,False,True,0.4,B2,frozen,r151
160,160,2024-07-30,1,2024-07-29,601398,SELL,HOLD_EXPIRY,4400,4400,0,6.4796,28510.239999999998,21.38268,0.0,0.0,289304.89027000003,28488.85732,317793.74759000004,4400,0,163613.0,137345.0,452917.89027000003,455138.74759000004,True,False,False,True,0.4,B2,frozen,r151
161,161,2024-07-30,2,2024-07-29,688036,SELL,HOLD_EXPIRY,100,100,0,83.5423,8354.23,6.2656725,0.0,0.0,317793.74759000004,8347.9643275,326141.71191750007,100,0,137345.0,129475.0,455138.74759000004,455616.71191750007,True,False,False,True,0.4,B2,frozen,r151
162,162,2024-07-30,3,2024-07-29,600926,BUY,TARGET_REBALANCE,1000,1000,0,14.8069,14806.900000000001,11.105175000000001,0.0,0.0,326141.71191750007,-14818.005175000002,311323.7067425001,0,1000,129475.0,143085.0,455616.71191750007,454408.7067425001,True,False,False,True,0.4,B2,frozen,r151
163,163,2024-07-30,4,2024-07-29,601668,BUY,TARGET_REBALANCE,5200,5200,0,5.8808,30580.16,22.93512,0.0,0.0,311323.7067425001,-30603.095119999998,280720.61162250006,0,5200,143085.0,172309.0,454408.7067425001,453029.61162250006,True,False,False,True,0.4,B2,frozen,r151
164,164,2024-07-31,1,2024-07-30,600418,SELL,HOLD_EXPIRY,3100,3100,0,18.89,58559.0,43.91925,0.0,0.0,280720.61162250006,58515.08075,339235.6923725001,3100,0,170057.0,111498.0,450777.61162250006,450733.6923725001,True,False,False,True,0.4,B2,frozen,r151
165,165,2024-07-31,2,2024-07-30,300760,BUY,TARGET_REBALANCE,200,200,0,260.6707,52134.14,39.100605,0.0,0.0,339235.6923725001,-52173.240605,287062.4517675001,0,200,111498.0,160898.0,450733.6923725001,447960.4517675001,True,False,False,True,0.4,B2,frozen,r151
166,166,2024-08-01,1,2024-07-31,300274,SELL,HOLD_EXPIRY,600,600,0,70.4837,42290.22,31.717665,0.0,0.0,287062.4517675001,42258.502335000005,329320.9541025001,600,0,164804.0,123686.0,451866.4517675001,453006.9541025001,True,False,False,True,0.4,B2,frozen,r151
167,167,2024-08-01,2,2024-07-31,601985,BUY,TARGET_REBALANCE,4300,4300,0,11.2405,48334.15,36.2506125,0.0,0.0,329320.9541025001,-48370.4006125,280950.5534900001,0,4300,123686.0,170986.0,453006.9541025001,451936.5534900001,True,False,False,True,0.4,B2,frozen,r151
168,168,2024-08-05,1,2024-08-02,300576,SELL,HOLD_EXPIRY,800,800,0,46.6138,37291.04,27.96828,0.0,0.0,280950.5534900001,37263.07172,318213.6252100001,800,0,168767.0,140615.0,449717.5534900001,458828.6252100001,True,False,False,True,0.4,B2,frozen,r151
169,169,2024-08-05,2,2024-08-02,002085,BUY,TARGET_REBALANCE,2500,2500,0,15.2349,38087.25,28.5654375,0.0,0.0,318213.6252100001,-38115.8154375,280097.80977250007,0,2500,140615.0,178090.0,458828.6252100001,458187.80977250007,True,False,False,True,0.4,B2,frozen,r151
170,170,2024-08-13,1,2024-08-12,600926,SELL,HOLD_EXPIRY,1000,1000,0,13.9692,13969.2,10.4769,0.0,0.0,280097.80977250007,13958.723100000001,294056.5328725001,1000,0,171233.0,158393.0,451330.80977250007,452449.5328725001,True,False,False,True,0.4,B2,frozen,r151
171,171,2024-08-13,2,2024-08-12,601668,SELL,HOLD_EXPIRY,5200,5200,0,5.7552,29927.04,22.44528,0.0,0.0,294056.5328725001,29904.59472,323961.12759250007,5200,0,158393.0,129793.0,452449.5328725001,453754.12759250007,True,False,False,True,0.4,B2,frozen,r151
172,172,2024-08-13,3,2024-08-12,600101,BUY,TARGET_REBALANCE,3400,3400,0,8.9142,30308.28,22.73121,0.0,0.0,323961.12759250007,-30331.01121,293630.11638250004,0,3400,129793.0,159679.0,453754.12759250007,453309.11638250004,True,False,False,True,0.4,B2,frozen,r151
173,173,2024-08-13,4,2024-08-12,600611,BUY,TARGET_REBALANCE,2000,2000,0,9.1245,18249.0,13.68675,0.0,0.0,293630.11638250004,-18262.68675,275367.42963250005,0,2000,159679.0,177779.0,453309.11638250004,453146.42963250005,True,False,False,True,0.4,B2,frozen,r151
174,174,2024-08-14,1,2024-08-13,300760,SELL,HOLD_EXPIRY,200,200,0,269.4301,53886.02,40.414515,0.0,0.0,275367.42963250005,53845.605485,329213.03511750005,200,0,177152.0,126092.0,452519.42963250005,455305.03511750005,True,False,False,True,0.4,B2,frozen,r151
175,175,2024-08-14,2,2024-08-13,300139,BUY,TARGET_REBALANCE,4000,4000,0,13.69,54760.0,41.07,0.0,0.0,329213.03511750005,-54801.07,274411.96511750005,0,4000,126092.0,180852.0,455305.03511750005,455263.96511750005,True,False,False,True,0.4,B2,frozen,r151
176,176,2024-08-15,1,2024-08-14,601985,SELL,HOLD_EXPIRY,4300,4300,0,11.2609,48421.869999999995,36.316402499999995,0.0,0.0,274411.96511750005,48385.553597499995,322797.518715,4300,0,179949.0,132563.0,454360.96511750005,455360.518715,True,False,False,True,0.4,B2,frozen,r151
177,177,2024-08-15,2,2024-08-14,601138,BUY,TARGET_REBALANCE,2300,2300,0,21.2632,48905.36,36.67902,0.0,0.0,322797.518715,-48942.039020000004,273855.479695,0,2300,132563.0,180265.0,455360.518715,454120.479695,True,False,False,True,0.4,B2,frozen,r151
178,178,2024-08-19,1,2024-08-16,002085,SELL,HOLD_EXPIRY,2500,2500,0,12.379,30947.5,23.210625,0.0,0.0,273855.479695,30924.289375,304779.76907,2500,0,175286.0,144836.0,449141.479695,449615.76907,True,False,False,True,0.4,B2,frozen,r151
179,179,2024-08-19,2,2024-08-16,002142,BUY,TARGET_REBALANCE,1600,1600,0,20.6692,33070.72,24.803040000000003,0.0,0.0,304779.76907,-33095.52304,271684.24603,0,1600,144836.0,176500.0,449615.76907,448184.24603,True,False,False,True,0.4,B2,frozen,r151
180,180,2024-08-27,1,2024-08-26,600101,SELL,HOLD_EXPIRY,3400,3400,0,7.4742,25412.28,19.05921,0.0,0.0,271684.24603,25393.22079,297077.46682,3400,0,173842.0,148784.0,445526.24603,445861.46682,True,False,False,True,0.4,B2,frozen,r151
181,181,2024-08-27,2,2024-08-26,600611,SELL,HOLD_EXPIRY,2000,2000,0,9.1749,18349.8,13.76235,0.0,0.0,297077.46682,18336.03765,315413.50447,2000,0,148784.0,130584.0,445861.46682,445997.50447,True,False,False,True,0.4,B2,frozen,r151
182,182,2024-08-27,3,2024-08-26,000333,BUY,TARGET_REBALANCE,300,300,0,69.624,20887.199999999997,15.665399999999998,0.0,0.0,315413.50447,-20902.8654,294510.63907,0,300,130584.0,150384.0,445997.50447,444894.63907,True,False,False,True,0.4,B2,frozen,r151
183,183,2024-08-28,1,2024-08-27,300139,SELL,HOLD_EXPIRY,4000,4000,0,12.72,50880.0,38.160000000000004,0.0,0.0,294510.63907000003,50841.84,345352.47907,4000,0,149034.0,98154.0,443544.63907000003,443506.47907,True,False,False,True,0.4,B2,frozen,r151
184,184,2024-08-28,2,2024-08-27,600028,BUY,TARGET_REBALANCE,4800,4800,0,7.7941,37411.68,28.05876,0.0,0.0,345352.47907,-37439.73876,307912.74031,0,4800,98154.0,132474.0,443506.47907,440386.74031,True,False,False,True,0.4,B2,frozen,r151
185,185,2024-08-28,3,2024-08-27,601398,BUY,TARGET_REBALANCE,5500,5500,0,7.0874,38980.7,29.235525,0.0,0.0,307912.74031,-39009.93552499999,268902.80478500004,0,5500,132474.0,168389.0,440386.74031,437291.80478500004,True,False,False,True,0.4,B2,frozen,r151
186,186,2024-08-29,1,2024-08-28,601138,SELL,HOLD_EXPIRY,2300,2300,0,19.4793,44802.39,33.6017925,0.0,0.0,268902.80478500004,44768.7882075,313671.59299250005,2300,0,165370.0,121670.0,434272.80478500004,435341.59299250005,True,False,False,True,0.4,B2,frozen,r151
187,187,2024-08-29,2,2024-08-28,601988,BUY,TARGET_REBALANCE,8600,8600,0,5.4421,46802.06,35.101545,0.0,0.0,313671.59299250005,-46837.161544999995,266834.4314475001,0,8600,121670.0,165616.0,435341.59299250005,432450.4314475001,True,False,False,True,0.4,B2,frozen,r151
