order_id,fill_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,shares_requested,shares_filled,shares_unfilled,execution_price_exact,notional_exact,commission_exact,stamp_tax_exact,slippage_exact,cash_before,cash_delta,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,tradable,limit_blocked,suspended,risk_state,target_exposure,strategy_label,strategy_sha,data_snapshot_id
1,1,2023-11-30,1,2023-11-29,002142,BUY,TARGET_REBALANCE,4000,4000,0,24.7909,99163.6,74.37270000000001,0.0,0.0,500000.0,-99237.97270000001,400762.02729999996,0,4000,0.0,92320.0,500000.0,493082.02729999996,True,False,False,False,0.6,S60,frozen,r151
2,2,2023-11-30,2,2023-11-29,002594,BUY,TARGET_REBALANCE,100,100,0,619.5316,61953.16,46.464870000000005,0.0,0.0,400762.02729999996,-61999.62487000001,338762.40242999996,0,100,92320.0,112480.0,493082.02729999996,451242.40242999996,True,False,False,False,0.6,S60,frozen,r151
3,3,2023-11-30,3,2023-11-29,300351,BUY,TARGET_REBALANCE,800,800,0,23.2694,18615.52,13.961640000000001,0.0,0.0,338762.40242999996,-18629.48164,320132.92078999995,0,800,112480.0,130880.0,451242.40242999996,451012.92078999995,True,False,False,False,0.6,S60,frozen,r151
4,4,2023-11-30,4,2023-11-29,688041,BUY,TARGET_REBALANCE,400,400,0,72.0413,28816.520000000004,21.612390000000005,0.0,0.0,320132.92078999995,-28838.132390000002,291294.78839999996,0,400,130880.0,159596.0,451012.92078999995,450890.78839999996,True,False,False,False,0.6,S60,frozen,r151
5,5,2023-11-30,5,2023-11-29,688271,BUY,TARGET_REBALANCE,500,500,0,138.8526,69426.3,52.069725000000005,0.0,0.0,291294.78839999996,-69478.369725,221816.41867499996,0,500,159596.0,228691.0,450890.78839999996,450507.41867499996,True,False,False,False,0.6,S60,frozen,r151
6,6,2023-12-14,1,2023-12-13,002142,SELL,HOLD_EXPIRY,4000,4000,0,22.1056,88422.4,66.3168,0.0,0.0,221816.41867499996,88356.0832,310172.50187499996,4000,0,219731.0,137411.0,441547.41867499996,447583.50187499996,True,False,False,True,0.6,S60,frozen,r151
7,7,2023-12-14,2,2023-12-13,002594,SELL,HOLD_EXPIRY,100,100,0,593.1031,59310.310000000005,44.482732500000004,0.0,0.0,310172.50187499996,59265.827267500004,369438.32914249995,100,0,137411.0,118111.0,447583.50187499996,487549.32914249995,True,False,False,True,0.6,S60,frozen,r151
8,8,2023-12-14,3,2023-12-13,300351,SELL,HOLD_EXPIRY,800,800,0,20.7199,16575.92,12.431939999999999,0.0,0.0,369438.32914249995,16563.48806,386001.81720249995,800,0,118111.0,101727.0,487549.32914249995,487728.81720249995,True,False,False,True,0.6,S60,frozen,r151
9,9,2023-12-14,4,2023-12-13,688041,SELL,HOLD_EXPIRY,400,400,0,78.4035,31361.399999999998,23.52105,0.0,0.0,386001.81720249995,31337.87895,417339.69615249994,400,0,101727.0,70475.0,487728.81720249995,487814.69615249994,True,False,False,True,0.6,S60,frozen,r151
10,10,2023-12-14,5,2023-12-13,688271,SELL,HOLD_EXPIRY,500,500,0,141.6259,70812.95,53.1097125,0.0,0.0,417339.69615249994,70759.8402875,488099.53643999994,500,0,70475.0,0.0,487814.69615249994,488099.53643999994,True,False,False,True,0.6,S60,frozen,r151
11,11,2023-12-14,6,2023-12-13,000568,BUY,TARGET_REBALANCE,200,200,0,195.3347,39066.94,29.300205000000002,0.0,0.0,488099.53643999994,-39096.240205,449003.29623499996,0,200,0.0,35200.0,488099.53643999994,484203.29623499996,True,False,False,True,0.6,S60,frozen,r151
12,12,2023-12-14,7,2023-12-13,002558,BUY,TARGET_REBALANCE,1800,1800,0,15.0621,27111.78,20.333835,0.0,0.0,449003.29623499996,-27132.113835,421871.18239999993,0,1800,35200.0,61210.0,484203.29623499996,483081.18239999993,True,False,False,True,0.6,S60,frozen,r151
13,13,2023-12-14,8,2023-12-13,600938,BUY,TARGET_REBALANCE,2600,2600,0,21.2841,55338.659999999996,41.503994999999996,0.0,0.0,421871.18239999993,-55380.163994999995,366491.0184049999,0,2600,61210.0,111780.0,483081.18239999993,478271.0184049999,True,False,False,True,0.6,S60,frozen,r151
14,14,2023-12-14,9,2023-12-13,601398,BUY,TARGET_REBALANCE,17700,17700,0,5.4725,96863.25,72.6474375,0.0,0.0,366491.0184049999,-96935.8974375,269555.1209674999,0,17700,111780.0,196563.0,478271.0184049999,466118.1209674999,True,False,False,True,0.6,S60,frozen,r151
15,15,2023-12-19,1,2023-12-18,300750,BUY,TARGET_REBALANCE,400,400,0,156.5485,62619.399999999994,46.964549999999996,0.0,0.0,269555.1209674999,-62666.36454999999,206888.7564174999,0,400,194567.0,253091.0,464122.1209674999,459979.7564174999,True,False,False,True,0.6,S60,frozen,r151
16,16,2023-12-28,1,2023-12-27,000568,SELL,HOLD_EXPIRY,200,200,0,189.7854,37957.08,28.467810000000004,0.0,0.0,206888.7564174999,37928.61219,244817.36860749993,200,0,254285.0,220085.0,461173.7564174999,464902.3686074999,True,False,False,True,0.6,S60,frozen,r151
17,17,2023-12-28,2,2023-12-27,002558,SELL,HOLD_EXPIRY,1800,1800,0,11.2783,20300.94,15.225705,0.0,0.0,244817.36860749993,20285.714294999998,265103.08290249994,1800,0,220085.0,200609.0,464902.3686074999,465712.08290249994,True,False,False,True,0.6,S60,frozen,r151
18,18,2023-12-28,3,2023-12-27,601398,SELL,HOLD_EXPIRY,17700,17700,0,5.5182,97672.14,73.254105,0.0,0.0,265103.08290249994,97598.885895,362701.96879749995,17700,0,200609.0,115118.0,465712.08290249994,477819.96879749995,True,False,False,True,0.6,S60,frozen,r151
19,19,2023-12-28,4,2023-12-27,002786,BUY,TARGET_REBALANCE,1100,1100,0,17.71,19481.0,14.61075,0.0,0.0,362701.96879749995,-19495.61075,343206.35804749996,0,1100,115118.0,134599.0,477819.96879749995,477805.35804749996,True,False,False,True,0.6,S60,frozen,r151
20,20,2023-12-28,5,2023-12-27,002855,BUY,TARGET_REBALANCE,600,600,0,38.6,23160.0,17.37,0.0,0.0,343206.35804749996,-23177.37,320028.98804749997,0,600,134599.0,157759.0,477805.35804749996,477787.98804749997,True,False,False,True,0.6,S60,frozen,r151
21,21,2023-12-28,6,2023-12-27,300735,BUY,TARGET_REBALANCE,3200,3200,0,23.1901,74208.32,55.656240000000004,0.0,0.0,320028.98804749997,-74263.97624,245765.01180749998,0,3200,157759.0,229599.0,477787.98804749997,475364.0118075,True,False,False,True,0.6,S60,frozen,r151
22,22,2023-12-28,7,2023-12-27,600938,BUY,TARGET_REBALANCE,2000,2000,0,22.4879,44975.8,33.73185,0.0,0.0,245765.01180749998,-45009.53185,200755.47995749998,2600,4600,229599.0,270699.0,475364.0118075,471454.4799575,True,False,False,True,0.6,S60,frozen,r151
