strategy,signal_date,desired_role,active_role,selected_strategy,reason,switch_reason,switch_blocked,weekly_switch_allowed,current_role_days_before,market_state,industry_state,market_amount_ratio_20,index_bucket,market_bs_ratio,market_avg_score,market_liquidity_bucket,avg_vol_20,data_cutoff_date,completed_history_rule,attack_short_count,attack_short_avg_ret,industry_concentration_high,attack_drawdown_expanded,recent_champion_role,recent_champion_strategy,champion_score,champion_eligible,champion_reason,avg_s_liquidity,avg_relative_amount,avg_amount_ratio_5_20,avg_low_impact_cost,avg_amount_stability,median_hist_mdd_20,top_industry,top_industry_weight,industry_count,attack_count,attack_avg_ret,attack_win_rate,attack_max_drawdown,attack_total_return,recent_champion_count,recent_champion_avg_ret,recent_champion_win_rate,recent_champion_max_drawdown,recent_champion_total_return,balanced_count,balanced_avg_ret,balanced_win_rate,balanced_max_drawdown,balanced_total_return,robust_count,robust_avg_ret,robust_win_rate,robust_max_drawdown,robust_total_return,defensive_count,defensive_avg_ret,defensive_win_rate,defensive_max_drawdown,defensive_total_return,fallback_count,fallback_avg_ret,fallback_win_rate,fallback_max_drawdown,fallback_total_return,current_role_days_after,market_style_state,risk_governor_primary_strategy,risk_decision,target_position_ratio,adaptive_target_position_ratio,fallback_strategy,allow_new_buys,risk_governor_reasons,risk_governor_version,recovery_status,governed_nav_ret_10d,governed_nav_drawdown_20d,recovery_streak,champion_score_floor,recovery_position,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,champion_score_pctile_252,champion_score_z_252,champion_score_rank_252,champion_score_sample_count_252,champion_score_percentile_floor,champion_score_z_floor,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,fp_classified_label,fp_classified_gate_reason,champion_recent_total_return,champion_recent_max_drawdown,champion_recent_win_rate,champion_long_total_return,champion_long_max_drawdown,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,execution_safe_uplift_hard_block_reasons,execution_safe_uplift_incremental_symbols,execution_safe_uplift_planned_strategy,execution_safe_uplift_planned_position_ratio,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible,execution_safe_uplift_final_strategy,execution_safe_uplift_final_position_ratio,adaptive_position_scale,adaptive_position_reason,style_reason,strategy_source,route_reason,risk_veto_reason,adaptive_version,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,ashare_industry_concentration_triggered,ashare_available,ashare_candidate_count,ashare_risk_veto_ratio,ashare_market_regime,ashare_governance_hint,ashare_route_cache_hit,ashare_weekly_unconfirmed_count
production_governed_vol_position_v1_2b_dynamic_score,2025-09-15,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,0,0,4,index_strong,normal,0.8859266698881881,index_strong,0.041796,41.01051905132193,normal_liquidity,0.026685580309576053,2025-09-15,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.00291601866252,50.0097238428627,50.0097238428627,49.9902799377916,50.0097238428627,-0.0612525858227731,,0.05751958978022427,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,5,defensive,baseline_full_liquidity_detail_vol_position,normal,0.7,0.7,,1.0,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,,-0.0551394666799927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-16,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,5,index_strong,normal,0.915329879565774,index_strong,0.044704,41.70200777453839,normal_liquidity,0.026723574360682036,2025-09-16,exit_date < signal_date,1,-0.06352279863721619,0,0,robust,baseline_full_liquidity_detail_vol_position,0.013788131770388068,1,configured_default_recent_champion_until_constraints_select_another,15.002915451895044,50.00972195216799,50.00972195216799,49.990281827016524,50.00972195216799,-0.05320359241363615,,0.07800779788975999,0,1,-0.06352279863721619,0.0,0.0,-0.06352279863721622,1,0.0137881317703881,1.0,0.0,0.013788131770388068,1,0.007030304348857874,1.0,0.0,0.007030304348857985,1,0.0137881317703881,1.0,0.0,0.013788131770388068,1,-0.040608106782413986,0.0,0.0,-0.040608106782414,1,-0.040608106782413986,0.0,0.0,-0.040608106782414,1,recent_champion,baseline_full_liquidity_detail_vol_position,normal,0.7,0.7,,1.0,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,0.02876865594863376,-0.0551394666799927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-17,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,0,1,index_strong,normal,0.9300326374262119,index_strong,0.048406,42.147470839813366,normal_liquidity,0.026648213429782255,2025-09-17,exit_date < signal_date,2,-0.012435337351918915,0,0,robust,baseline_full_liquidity_detail_vol_position,0.07778177779383322,1,configured_default_recent_champion_until_constraints_select_another,15.00291601866252,50.0097238428627,50.0097238428627,49.9902799377916,50.0097238428627,-0.05058904493448657,,0.054591709506380585,0,2,-0.012435337351918915,0.5,0.0,-0.02732596578935853,2,0.038455712751039914,1.0,0.0,0.07778177779383322,2,0.03185459260742991,1.0,0.0,0.0641076549975006,2,0.038455712751039914,1.0,0.0,0.07778177779383322,2,-0.024308713376422944,0.0,-0.00800931997043186,-0.04829218343223207,2,-0.024308713376422944,0.0,-0.00800931997043186,-0.04829218343223207,2,recent_champion,baseline_full_liquidity_detail_vol_position,normal,0.7,0.7,,1.0,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,0.03184479919100536,-0.0551394666799927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-18,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,0,2,index_strong,normal,1.209072904982168,index_strong,0.044915,42.12188605872059,high_liquidity,0.02694117851391629,2025-09-18,exit_date < signal_date,3,0.05487716200499607,0,0,robust,baseline_full_liquidity_detail_vol_position,0.06562441864867186,1,configured_default_recent_champion_until_constraints_select_another,15.002916585650398,50.0097238428627,50.0097238428627,49.990278047832,50.00972573429294,-0.06647870074125606,,0.0557160833754276,0,3,0.05487716200499607,0.6666666666666666,0.0,0.15699786536865545,3,0.021877147805660083,0.6666666666666666,-0.011279982085099727,0.06562441864867186,3,0.008687346709278843,0.6666666666666666,-0.03764714508702338,0.024047039721597496,3,0.021877147805660083,0.6666666666666666,-0.011279982085099727,0.06562441864867186,3,-0.022843004426342545,0.0,-0.027761428229006513,-0.06724219596946468,3,-0.022843004426342545,0.0,-0.027761428229006513,-0.06724219596946468,3,recent_champion,baseline_full_liquidity_detail_vol_position,normal,0.7,0.7,,1.0,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,0.08212922746867601,-0.0551394666799927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-19,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,0,3,index_neutral,normal,0.9009917235182194,index_neutral,0.044907,40.708209564541214,normal_liquidity,0.027054772749261345,2025-09-19,exit_date < signal_date,4,0.06668029762743753,0,0,robust,baseline_full_liquidity_detail_vol_position,0.10337233992333172,1,configured_default_recent_champion_until_constraints_select_another,15.00291601866252,50.00972195216799,50.00972195216799,49.990279937791605,50.00972195216799,-0.0717059471079251,,0.044297040341387144,0,4,0.06668029762743753,0.75,0.0,0.2751154355452119,4,0.025263682993373702,0.75,-0.011279982085099727,0.10337233992333172,4,0.02384511262536415,0.75,-0.03764714508702338,0.09503235266290999,4,0.025263682993373702,0.75,-0.011279982085099727,0.10337233992333172,4,-0.0011976717692172255,0.25,-0.027761428229006513,-0.007789774788557247,4,-0.0011976717692172255,0.25,-0.027761428229006513,-0.007789774788557247,4,recent_champion,baseline_full_liquidity_detail_vol_position,normal,0.7,0.7,,1.0,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,0.05027033126858216,-0.0551394666799927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-22,defensive,recent_champion,baseline_full_liquidity_detail_vol_position,hold_min_state_5_days,hold_min_state_5_days,1,0,4,index_neutral,normal,0.8382585730644578,index_neutral,0.043969,40.14371206225681,normal_liquidity,0.026997361814084353,2025-09-22,exit_date < signal_date,5,0.04593741929534418,1,0,robust,baseline_full_liquidity_detail_vol_position,0.10800994416821652,1,configured_default_recent_champion_until_constraints_select_another,15.002918287937744,50.00972951936174,50.00972951936174,49.990272373540854,50.00972951936174,-0.07260164711082928,,0.05061970366116991,0,5,0.04593741929534418,0.6,-0.037034094033029374,0.22789269060226336,5,0.02105157001323322,0.8,-0.011279982085099727,0.10800994416821652,5,0.0270494665422104,0.8,-0.03764714508702338,0.1386878784822183,5,0.02105157001323322,0.8,-0.011279982085099727,0.10800994416821652,5,0.0037740641201267815,0.4,-0.027761428229006513,0.015686918967867447,5,0.0037740641201267815,0.4,-0.027761428229006513,0.015686918967867447,5,recent_champion,baseline_full_liquidity_detail_vol_position,normal,0.7,0.7,,1.0,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,0.09401440476472134,-0.0551394666799927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-23,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,5,index_neutral,normal,0.9890786173131422,index_neutral,0.040622,39.76061613216715,normal_liquidity,0.027081659032039188,2025-09-23,exit_date < signal_date,6,0.05817951949844544,0,0,robust,baseline_full_liquidity_detail_vol_position,0.17683113660589922,1,configured_default_recent_champion_until_constraints_select_another,15.002913508260448,50.0097200622084,50.0097200622084,49.990281827016524,50.00972195216799,-0.07665859304401973,,0.03820003760658154,0,6,0.05817951949844544,0.6666666666666666,-0.037034094033029374,0.3744908241221989,6,0.02789504702986184,0.8333333333333334,-0.011279982085099727,0.17683113660589922,6,0.03501138148793551,0.8333333333333334,-0.03764714508702338,0.22388559438246536,6,0.02789504702986184,0.8333333333333334,-0.011279982085099727,0.17683113660589922,6,0.017540395984774623,0.5,-0.027761428229006513,0.10341388570858623,6,0.017540395984774623,0.5,-0.027761428229006513,0.10341388570858623,6,recent_champion,baseline_full_liquidity_detail_vol_position,normal,0.7,0.7,,1.0,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,0.11252215932816734,-0.0551394666799927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-24,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,6,index_strong,normal,0.9374491358825724,index_strong,0.04336,39.93335212910753,normal_liquidity,0.026585896638172308,2025-09-24,exit_date < signal_date,7,0.05685108983720299,0,0,robust,baseline_full_liquidity_detail_vol_position,0.29354966501465163,1,configured_default_recent_champion_until_constraints_select_another,15.002914641259963,50.0097238428627,50.0097238428627,49.99027804783201,50.00972384286269,-0.06298322051491323,,0.12729248145888025,0,7,0.05685108983720299,0.7142857142857143,-0.037034094033029374,0.441676639165564,7,0.03807866227270247,0.8571428571428571,-0.011279982085099727,0.29354966501465163,7,0.04409675016839598,0.8571428571428571,-0.03764714508702338,0.3445716827586629,7,0.03807866227270247,0.8571428571428571,-0.011279982085099727,0.29354966501465163,7,0.020429631727320097,0.5714285714285714,-0.027761428229006513,0.14508436206088526,7,0.020429631727320097,0.5714285714285714,-0.027761428229006513,0.14508436206088526,7,recent_champion,baseline_full_liquidity_detail_vol_position,normal,0.7,0.7,,1.0,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,0.11224569227207537,-0.0551394666799927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-25,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,7,index_neutral,normal,0.9670334076515108,index_neutral,0.044501,39.905981344733775,normal_liquidity,0.026439643356510126,2025-09-25,exit_date < signal_date,8,0.04977739617433519,0,0,robust,baseline_full_liquidity_detail_vol_position,0.4963152521779197,1,configured_default_recent_champion_until_constraints_select_another,15.002916828604741,50.00972195216799,50.00972195216799,49.99028371550719,50.00972195216799,-0.06722689075630262,,0.09031639610846073,0,8,0.04977739617433519,0.75,-0.037034094033029374,0.4420536960440027,8,0.0529127415593363,0.875,-0.011279982085099727,0.4963152521779197,8,0.05622574967609112,0.875,-0.03764714508702338,0.5343293985626967,8,0.0529127415593363,0.875,-0.011279982085099727,0.4963152521779197,8,0.02047945997200755,0.625,-0.027761428229006513,0.16893447422474694,8,0.02047945997200755,0.625,-0.027761428229006513,0.16893447422474694,8,recent_champion,baseline_full_liquidity_detail_vol_position,normal,0.7,0.7,,1.0,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,0.07396550992412254,-0.0551394666799927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_dynamic_score,2025-09-26,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,0,1,8,index_neutral,normal,0.8876983336839954,index_neutral,0.044501,39.584020598523125,normal_liquidity,0.02638466070785648,2025-09-26,exit_date < signal_date,9,0.04228560586566369,0,0,robust,baseline_full_liquidity_detail_vol_position,0.6583490138750783,1,configured_default_recent_champion_until_constraints_select_another,15.002914885347844,50.0097238428627,50.0097238428627,49.99028371550719,50.009723842862705,-0.07236051824294387,,0.060072365635397876,0,9,0.04228560586566369,0.6666666666666666,-0.037034094033029374,0.416603299035192,9,0.059065605651220335,0.8888888888888888,-0.011279982085099727,0.6583490138750783,9,0.05840025261294086,0.8888888888888888,-0.03764714508702338,0.6506258532963753,9,0.059065605651220335,0.8888888888888888,-0.011279982085099727,0.6583490138750783,9,0.018120828634415304,0.5555555555555556,-0.027761428229006513,0.16805985165704684,9,0.018120828634415304,0.5555555555555556,-0.027761428229006513,0.16805985165704684,1,defensive,baseline_full_liquidity_detail_vol_position,normal,0.7,0.7,,1.0,normal_production_risk_budget,v1.2b_dynamic_score,not_applicable,0.0456368089572583,-0.0551394666799927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
