strategy,window,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
production_governed_vol_position_v1_2b_dynamic_score,3m,2026-03-24,2026-06-24,62,500000.0,529315.0982475001,749767.9244650003,0.4164869412329131,-0.08104037872950287,0.37726115852307945,0.532258064516129,0.65420015150695,4.774193548387097
production_governed_vol_position_v1_2b_dynamic_score,6m,2025-12-24,2026-06-24,118,500000.0,489581.03923749994,749767.9244650003,0.5314480430711319,-0.10330587514541012,0.3581142288916955,0.5169491525423728,0.6310502308135929,4.88135593220339
production_governed_vol_position_v1_2b_dynamic_score,1y,2025-09-02,2026-06-24,193,500000.0,492830.0016975,749767.9244650003,0.5213520319024922,-0.13123225966172847,0.3267214344138558,0.5181347150259067,0.60709538119445,4.880829015544041
production_governed_vol_position_v1_2b_dynamic_score,3y,2025-09-02,2026-06-24,193,500000.0,492830.0016975,749767.9244650003,0.5213520319024922,-0.13123225966172847,0.3267214344138558,0.5181347150259067,0.60709538119445,4.880829015544041
production_governed_vol_position_v1_2b_execution_safe_uplift,3m,2026-03-24,2026-06-24,62,500000.0,529315.0982475001,749767.9244650003,0.4164869412329131,-0.08104037872950287,0.37726115852307945,0.532258064516129,0.65420015150695,4.774193548387097
production_governed_vol_position_v1_2b_execution_safe_uplift,6m,2025-12-24,2026-06-24,118,500000.0,489581.03923749994,749767.9244650003,0.5314480430711319,-0.10330587514541012,0.3581142288916955,0.5169491525423728,0.6310502308135929,4.88135593220339
production_governed_vol_position_v1_2b_execution_safe_uplift,1y,2025-09-02,2026-06-24,193,500000.0,492830.0016975,749767.9244650003,0.5213520319024922,-0.13123225966172847,0.3267214344138558,0.5181347150259067,0.60709538119445,4.880829015544041
production_governed_vol_position_v1_2b_execution_safe_uplift,3y,2025-09-02,2026-06-24,193,500000.0,492830.0016975,749767.9244650003,0.5213520319024922,-0.13123225966172847,0.3267214344138558,0.5181347150259067,0.60709538119445,4.880829015544041
adaptive_market_style,3m,2026-03-24,2026-06-24,62,500000.0,569727.3748625002,650547.3577950001,0.1418572926252757,-0.0399840213477366,0.22209952540982592,0.5967741935483871,0.41067806339003016,4.661290322580645
adaptive_market_style,6m,2025-12-24,2026-06-24,118,500000.0,465346.12526750023,650547.3577950001,0.39798597747222786,-0.1450245795703642,0.2907588581370273,0.5932203389830508,0.42973264873781436,4.728813559322034
adaptive_market_style,1y,2025-09-02,2026-06-24,193,500000.0,494109.972835,650547.3577950001,0.31660438679759206,-0.1450245795703642,0.2695061643481366,0.5492227979274611,0.3895478118317299,4.6217616580310885
adaptive_market_style,3y,2025-09-02,2026-06-24,193,500000.0,494109.972835,650547.3577950001,0.31660438679759206,-0.1450245795703642,0.2695061643481366,0.5492227979274611,0.3895478118317299,4.6217616580310885
baseline_full_liquidity_detail_vol_position,3m,2026-03-24,2026-06-24,62,500000.0,670839.3200925,870337.7743674997,0.2973863461782347,-0.17596297349823842,0.49122617111020067,0.5483870967741935,0.68445145908931,4.967741935483871
baseline_full_liquidity_detail_vol_position,6m,2025-12-24,2026-06-24,118,500000.0,503723.54038749996,870337.7743674997,0.7278084198685137,-0.1759629734982382,0.47171719680447904,0.576271186440678,0.6924715193257429,4.983050847457627
baseline_full_liquidity_detail_vol_position,1y,2025-09-02,2026-06-24,193,500000.0,492830.0016975,870337.7743674997,0.7659999824883119,-0.1759629734982383,0.41865764150944496,0.5647668393782384,0.6895531471691221,4.979274611398964
baseline_full_liquidity_detail_vol_position,3y,2025-09-02,2026-06-24,193,500000.0,492830.0016975,870337.7743674997,0.7659999824883119,-0.1759629734982383,0.41865764150944496,0.5647668393782384,0.6895531471691221,4.979274611398964
