asof_date,asof_date_key,symbol,ts_code,name,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,opt_momentum,opt_value,opt_quality,opt_technical,opt_capital,opt_chip,opt_size,claude_score,industry,fund_pe_ttm,fund_pb,fund_roe,fund_netprofit_yoy,score_momentum,score_value,score_quality,score_technical,score_capital,score_chip,bs_score,bs_entry_score,bs_score_label,bs_score_v2,bs_score_v2_label,bs_research_score,bs_research_label,bs_research_reason,bs_gate_score,bs_gate_pass,bs_gate_label,bs_gate_reason,bs_model_prob,bs_model_expected_mdd,bs_model_risk_score,bs_model_rank_score,bs_model_version,bs_consensus_score,bs_consensus_label,bs_consensus_reason,dynamic_trade_threshold,dynamic_watch_threshold,bs_threshold_version,bs_threshold_reason,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,pool_type_shadow,pool_type_shadow_reason,is_self_selected,score_opt_gap,score_claude_gap,opt_claude_gap,score_dispersion,rs_liquidity_combo,breakout_volume_combo,overextended_flag,pullback_flag,market_hs300_pct_chg,market_hs300_ret_5,market_hs300_ret_20,market_scored_count,market_bs_count,market_bs_ratio,market_limit_up_rate,market_avg_score,market_avg_v2,market_avg_research_score,market_avg_price_change,market_regime,adc_ret_5,adc_ret_20,adc_ret_60,adc_vol_20,adc_vol_60,adc_amt_ma20,adc_turnover_rate,adc_pe_ttm,adc_pb,adc_total_mv,adc_circ_mv,adc_roe,adc_grossprofit_margin,adc_debt_to_assets,adc_industry_code,adc_hma_slope,adc_rsi_14,adc_boll_width,adc_boll_upper,adc_boll_mid,adc_boll_lower,adc_main_net_ratio,adc_main_net_ma5,adc_vol_price_corr,adc_rz_buy_intensity,adc_rq_pressure_factor,adc_turnover_spike,adc_profit_ratio,adc_profit_pressure,adc_support_strength,adc_chip_peak_cross,adc_amihud_20,adc_turnover_vol_20,adc_vol_concentration,adc_bid_ask_spread,adc_downside_vol_60,adc_max_drawdown_60,adc_tech_score,adc_capital_score,adc_sentiment_score,adc_chip_score,adc_total_score,adc_score_rank,adc_macd_qfq,adc_macd_dif_qfq,adc_macd_dea_qfq,adc_kdj_qfq,adc_kdj_k_qfq,adc_kdj_d_qfq,adc_rsi_qfq_6,adc_rsi_qfq_12,adc_rsi_qfq_24,adc_boll_upper_qfq,adc_boll_mid_qfq,adc_boll_lower_qfq,adc_cci_qfq,adc_atr_qfq,adc_mfi_qfq,adc_mtm_qfq,adc_obv_qfq,adc_roc_qfq,adc_wr_qfq,adc_dmi_adx_qfq,adc_dmi_pdi_qfq,adc_dmi_mdi_qfq,adc_ma_qfq_5,adc_ma_qfq_10,adc_ma_qfq_20,adc_ma_qfq_60,adc_ma_qfq_250,adc_updays,adc_downdays,adc_lowdays,adc_topdays,adc_volume_ratio,adc_turnover_rate_f,adc_amount,adc_pct_chg,adc_signal_strength,adc_signal_quality_score,adc_confirmation_required_flag,adc_execution_ready_flag,adc_trend_context_score,adc_volume_confirm_score,adc_signal_price_confirm_flag,adc_signal_volume_confirm_flag,adc_signal_kdj_confirm_flag,adc_secondary_indicator_score,adc_signal_geometry_score,adc_trend_alignment_score,adc_price_confirmation_score,adc_volume_confirmation_detail_score,adc_volatility_penalty_score,adc_plate_confirm_flag,adc_plate_mainline_score,adc_plate_sentiment_score,adc_entry_signal_confidence,adc_exit_signal_confidence,adc_close_vs_ma20,adc_close_vs_ma60,adc_ma20_vs_ma60,adc_boll_position,adc_main_net_accel,adc_leverage_balance,adc_capital_leverage_resonance,adc_capital_short_pressure,adc_financing_turnover_resonance,adc_score_momentum_gap
2026-06-01,20260601,600027,600027.SH,华电国际,75.88,75.88,0.0,100.0,99.36,98.53,91.32,40.0,25.73,8.95,2.0,2.0,2.0,2.0,2.0,2.0,2.0,68.362,火力发电,,,,,22.97,18.48,9.18,8.0,5.73,4.0,83.06,90.75,强确认,73.48,强买,78.32,强观察,V2与强势流动性共振；相对强弱靠前,94.82,0,观察,买点后涨幅偏高,0.302184,0.1,100.0,46.501,20260511_223211_217548,58.52,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,72.0,58.0,dynamic_v1,neutral_no_adjustment,5.92,5.3,11.7,0,WATCH,WATCH,consensus_shadow_v1: consensus_or_model_watch,1,-13.620000000000005,7.518000000000001,21.138000000000005,10.714785485486868,48.47332874891098,99.0695,0,0,-0.9784,-0.015714775857122998,0.007049138328238724,5162.0,63.0,0.012204571871367687,0.0302,36.736784,43.392553,33.564926,-0.355401,neutral,0.145068,0.179283,0.147287,2.330171,2.030426,970130.8577,5.7055,11.5952,1.375,6874170.3169,5455680.9776,9.3963,12.1237,60.4071,火力发电,0.064748,78.378,0.153948,5.688,5.281,4.875,0.019169,-783.776,1.0,,,,98.07,971.7,0.0,0.23166,1.73e-08,2.628867,2.90688,0.116623,1.449878,0.0,89.266037,52.375265,0.0,20.377577,51.856868,3,0.084,0.147,0.105,90.77475,62.82936,48.85667,87.446,78.378,69.888,5.688,5.281,4.875,259.76818,0.1935,70.41773,0.65,20879.5111,12.33397,16.0,38.48893,37.97468,10.75949,5.45,5.341,5.2815,5.0645,5.1994,6,0,0,230,2.9233,13.3123,3032963.09,6.4748,,,,,,,,,,,,,,,,,,,,,0.03190381520401399,0.0761180768091619,0.042847270214236455,0.7072570725707261,783.795169,,,,,68.88846
2026-06-01,20260601,300596,300596.SZ,利安隆,53.36,53.36,0.0,100.0,49.08,28.94,81.31,34.64,18.91,9.55,6.0,6.0,6.0,6.0,6.0,6.0,6.0,62.3089,化工原料,,,,,18.27,14.75,11.23,11.0,4.56,2.5,74.27,73.85,可交易,57.42,剔除,48.21,回避,V2评分较好；相对强弱靠前；流动性偏弱,97.82,0,观察,流动性低于门槛,0.309633,-0.093869,68.7103,38.2395,20260511_223211_217548,36.02,回避,交易门禁观察,72.0,58.0,dynamic_v1,neutral_no_adjustment,47.59,47.7,-0.23,0,,,,1,-42.14,-8.948900000000002,33.1911,22.201769938528173,39.21188722823731,42.031,0,0,-0.9784,-0.015714775857122998,0.007049138328238724,5162.0,63.0,0.012204571871367687,0.0302,36.736784,43.392553,33.564926,-0.355401,neutral,0.115826,0.071364,-0.004393,2.648161,3.178729,309320.9292,3.2138,20.9879,2.2036,1092759.9953,1092759.9953,8.5013,21.7154,50.0252,化工原料,0.014712,61.483,0.134764,47.855,44.834,41.813,0.11809,1421.222,-1.0,,,,89.84,889.4,0.0,0.16987,7.17e-08,1.322498,1.847136,0.037736,1.682721,0.121794,45.043344,58.023502,0.0,32.606434,37.414178,3099,0.677,0.669,0.331,98.64661,72.91946,60.05589,67.704,61.483,56.375,47.855,44.834,41.813,108.53861,1.9725,58.60727,2.02,454.1054,4.43274,11.888,18.1355,26.18375,16.07774,46.072,45.073,44.834,44.5938,38.9801,1,0,0,1,0.927532,4.721,348542.12,1.4712,,,,,,,,,,,,,,,,,,,,,0.027612972297809686,0.03314810579049108,0.005386399006139901,0.7048990400529633,-1421.10391,,,,,12.436909999999997
2026-06-01,20260601,600098,600098.SH,广州发展,65.13,65.13,0.0,100.0,49.08,69.1,85.88,87.54,20.19,7.6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,67.0905,火力发电,,,,,20.64,18.96,8.14,11.0,4.36,4.0,73.92,92.38,可交易,65.67,观察,61.6,普通观察,V2评分较好；相对强弱靠前,95.73,0,观察,买点后涨幅偏高,0.283701,0.074089,100.0,43.4395,20260511_223211_217548,48.78,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,72.0,58.0,dynamic_v1,neutral_no_adjustment,8.04,7.24,11.05,0,WATCH,,,1,-10.870000000000005,-1.9605000000000103,8.909499999999994,5.793382007371285,41.6403314107849,56.086999999999996,0,0,-0.9784,-0.015714775857122998,0.007049138328238724,5162.0,63.0,0.012204571871367687,0.0302,36.736784,43.392553,33.564926,-0.355401,neutral,0.096862,0.110497,0.04824,1.910995,2.28032,361316.9002,1.975,11.7322,1.0145,2818715.4447,2818715.4447,8.011,8.5766,62.8337,火力发电,0.005,70.768,0.151507,7.96,7.399,6.839,-0.020559,-828.53,1.0,,,,92.19,912.9,0.0,0.228188,4.74e-08,1.524344,1.62953,0.056926,1.795182,0.038278,61.995762,34.390291,0.0,20.947794,36.538047,141,0.163,0.159,0.077,102.95988,79.4438,67.68577,81.412,70.768,62.196,7.96,7.399,6.839,158.7116,0.2555,62.25309,0.75,8580.5109,10.28807,8.911,48.34445,36.53846,12.5,7.786,7.565,7.3995,7.4037,6.8312,7,0,0,42,1.223495,7.4442,550284.15,0.5,,,,,,,,,,,,,,,,,,,,,0.05223325900398674,0.05163634399016706,-0.0005672839256047627,0.844781445138269,828.5094409999999,,,,,41.047968
2026-06-01,20260601,300491,300491.SZ,通合科技,53.31,53.31,0.0,100.0,49.08,28.94,95.45,16.33,19.89,8.8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,55.5694,电气设备,,,,,22.17,6.39,8.18,10.0,4.98,3.86,73.35,82.91,可交易,58.65,观察,50.42,回避,V2评分较好；相对强弱靠前；流动性偏弱,99.78,0,观察,流动性低于门槛,0.333622,0.020327,100.0,44.6798,20260511_223211_217548,42.1,回避,V2观察以上；交易门禁观察,72.0,58.0,dynamic_v1,neutral_no_adjustment,33.2,32.38,2.53,0,WATCH,,,1,-34.69,-2.2593999999999994,32.4306,19.408953280724162,43.571785595726965,42.031,0,0,-0.9784,-0.015714775857122998,0.007049138328238724,5162.0,63.0,0.012204571871367687,0.0302,36.736784,43.392553,33.564926,-0.355401,neutral,0.218796,0.28932,0.276496,4.334167,3.853639,345366.1182,13.2811,127.2186,4.888,589853.6067,523232.5544,1.7646,24.9624,48.6392,电气设备,-0.008955,71.138,0.305557,33.355,28.934,24.514,0.048315,764.654,1.0,,,,45.72,448.2,0.0,0.233344,1.004e-07,6.510617,2.576863,0.065455,1.946578,0.008955,43.280678,60.466191,0.0,20.046234,35.435754,1476,1.103,1.547,0.995,92.99445,69.36934,57.55678,77.769,71.138,64.204,33.355,28.934,24.514,126.54486,1.754,67.59932,4.63,1223.3956,16.20581,24.026,55.37601,36.91228,12.14035,32.016,29.891,28.9345,26.8751,26.0935,0,1,1,0,0.997726,16.9847,692638.18,-0.8955,,,,,,,,,,,,,,,,,,,,,0.10649916190015374,0.1912885905540816,0.07662855207980622,0.8485465445085398,-764.605685,,,,,23.234444000000003
2026-06-01,20260601,002128,002128.SZ,电投能源,44.45,44.45,0.0,0.0,49.08,92.0,65.07,49.81,22.87,8.75,2.0,2.0,2.0,2.0,2.0,2.0,2.0,65.7297,铝,,,,,18.01,15.76,16.03,8.0,5.42,2.5,70.32,87.53,可交易,59.36,观察,54.06,回避,V2评分较好,100.0,1,可买,满足流动性、涨幅、风险门禁,0.259592,-0.073384,75.5386,41.7463,20260511_223211_217548,45.28,回避,V2观察以上,72.0,58.0,dynamic_v1,neutral_no_adjustment,32.19,30.95,4.01,0,WATCH,,,1,-43.05,-21.27969999999999,21.770300000000006,21.525465903513755,38.57655894451966,64.102,0,0,-0.9784,-0.015714775857122998,0.007049138328238724,5162.0,63.0,0.012204571871367687,0.0302,36.736784,43.392553,33.564926,-0.355401,neutral,0.079115,-0.050784,-0.052419,2.773194,2.504584,554791.2938,1.3609,12.3109,1.9261,7215625.074,7215625.074,11.4643,35.5546,25.1754,铝,0.040065,61.434,0.12351,32.151,30.281,28.411,0.17517,2924.828,1.0,,,,78.04,771.4,0.0,0.237781,3.79e-08,0.510775,1.695623,0.06254,1.531825,0.097308,61.785783,68.372183,0.0,19.260258,44.696398,163,0.389,0.022,-0.172,106.50827,76.67774,61.76248,71.389,61.434,56.348,32.151,30.281,28.411,176.17173,1.25616,66.87258,1.1909,7819.0144,3.84173,3.356,19.49916,28.08052,11.47521,30.772,30.127,30.2812,30.6108,24.7013,2,0,0,17,1.71378,3.1889,951777.87,4.0065,,,,,,,,,,,,,,,,,,,,,0.016208076298165203,0.005266115227305308,-0.010767441556574895,0.6312834224598919,-2924.65283,,,,,42.525525
2026-06-01,20260601,000733,000733.SZ,振华科技,55.86,55.86,0.0,100.0,49.08,28.94,90.43,41.57,26.58,6.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,65.4345,元器件,,,,,16.95,12.55,14.47,11.0,5.72,4.75,70.15,98.9,可交易,61.23,观察,66.74,普通观察,V2与强势流动性共振；相对强弱靠前,99.38,0,观察,买点后涨幅偏高,0.315997,0.008111,100.0,44.2673,20260511_223211_217548,51.34,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,72.0,58.0,dynamic_v1,neutral_no_adjustment,50.87,46.91,8.44,0,WATCH,,,1,-9.14,-9.5745,-0.4344999999999999,5.406777236333427,49.02682327053222,42.031,0,0,-0.9784,-0.015714775857122998,0.007049138328238724,5162.0,63.0,0.012204571871367687,0.0302,36.736784,43.392553,33.564926,-0.355401,neutral,-0.023233,0.168351,-0.031601,3.251143,2.55234,1209313.2796,6.4524,28.6837,1.7887,2819059.8955,2818679.8966,4.1488,45.6673,18.2048,元器件,-0.012041,58.8,0.258026,53.456,47.348,41.239,-0.01747,-2464.168,-1.0,,,,41.27,403.7,0.0,0.204362,2.3e-08,3.511218,2.279656,0.049928,1.519113,0.048981,19.404739,26.411096,0.0,25.594298,18.203814,3703,1.265,1.353,0.72,60.82443,68.90037,72.93834,57.541,58.8,55.485,53.456,47.348,41.239,73.43047,2.325,56.22548,4.75,6605.7513,10.29922,38.041,53.63974,31.74347,10.4554,51.284,49.719,47.3475,47.5132,49.4055,0,2,2,0,0.83818,9.3529,1853944.21,-1.2041,68.018985,63.184529,1.0,0.0,87.92656,37.755705,1.0,0.0,1.0,20.0,88.826579,74.0,60.16738,35.000257,10.0,0.0,50.288387,97.427903,,,0.08314060932467401,0.07936320853994261,-0.00348745190810135,0.822214946386183,2464.1505300000003,,,,,-6.189558999999999
2026-06-01,20260601,001299,001299.SZ,美能能源,47.59,47.59,0.0,0.0,49.08,83.94,90.59,5.85,13.98,8.4,8.0,8.0,8.0,8.0,8.0,8.0,8.0,49.6844,供气供热,,,,,16.71,8.58,11.71,6.0,4.18,2.5,69.87,90.67,可交易,56.31,剔除,46.33,回避,V2评分较好；相对强弱靠前；流动性偏弱,82.74,0,过滤,流动性低于门槛；买点后涨幅偏高,0.311399,-0.073737,75.4211,29.0746,20260511_223211_217548,27.01,回避,交易门禁过滤,72.0,58.0,dynamic_v1,neutral_no_adjustment,13.34,11.94,11.73,0,,,,1,-36.41,-2.094399999999993,34.3156,20.443560578333706,35.58719151604971,61.281,0,0,-0.9784,-0.015714775857122998,0.007049138328238724,5162.0,63.0,0.012204571871367687,0.0302,36.736784,43.392553,33.564926,-0.355401,neutral,0.078416,0.171203,-0.35535,3.385159,4.047293,169541.7277,8.2278,40.4308,3.734,419163.0595,377355.6182,5.3438,19.6961,25.6235,供气供热,0.052881,65.614,0.224338,13.316,11.973,10.63,0.009026,1082.636,1.0,,,,95.7,948.0,0.0,0.186537,1.519e-07,5.324115,1.662708,0.087356,2.44283,0.462097,55.390098,48.017723,0.0,29.362358,38.564824,873,0.209,0.471,0.366,82.1103,73.16386,68.69065,70.161,65.614,61.378,13.316,11.973,10.63,152.03333,0.63,68.59589,1.57,274.3135,13.339,13.725,61.79504,32.03883,7.37864,12.796,12.463,11.973,11.123,9.6029,1,0,0,20,1.348942,27.5202,305748.65,5.2881,,,,,,,,,,,,,,,,,,,,,0.06873799381942693,0.15040906230333545,0.07641823249123451,0.8064035740878625,-1082.626974,,,,,26.02774
2026-06-01,20260601,300416,300416.SZ,苏试试验,59.79,59.79,0.0,100.0,49.08,28.94,85.41,88.67,22.13,7.1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,62.4296,电器仪表,,,,,17.07,10.01,13.01,12.0,4.79,5.56,69.72,85.81,可交易,61.96,观察,60.2,普通观察,V2评分较好；相对强弱靠前,100.0,1,可买,满足流动性、涨幅、风险门禁,0.3257,-0.065099,78.3003,46.7771,20260511_223211_217548,52.88,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,72.0,58.0,dynamic_v1,neutral_no_adjustment,18.56,17.94,3.46,0,WATCH,,,1,-11.21,-2.6396000000000015,8.5704,5.8606504803932244,43.47554830016523,42.031,0,0,-0.9784,-0.015714775857122998,0.007049138328238724,5162.0,63.0,0.012204571871367687,0.0302,36.736784,43.392553,33.564926,-0.355401,neutral,-0.045925,0.097355,0.090854,2.998214,2.656709,489793.0861,7.081,36.2911,3.4513,943864.7279,937194.9377,5.9155,40.751,42.4953,电器仪表,-0.033837,56.955,0.2284,19.64,17.627,15.614,-0.170986,-3461.856,1.0,,,,37.2,363.0,0.0,0.178765,5.3e-08,3.87436,1.820863,0.051797,1.65933,0.046249,16.310923,9.955693,0.0,30.949721,13.65575,5060,0.443,0.445,0.223,70.48589,69.93578,69.66073,54.49,56.955,54.863,19.64,17.627,15.614,59.24022,0.84538,76.25206,2.19012,1872.0206,13.37894,36.569,39.61106,29.08386,11.77435,18.9881,18.2742,17.6266,17.3598,16.626,0,2,5,0,0.775199,10.16,675040.84,-3.3837,69.137528,60.837074,1.0,0.0,75.99392,46.121876,1.0,0.0,0.0,8.0,85.062538,73.99392,56.09066,40.726568,6.0,0.0,50.288387,97.427903,,,0.07724121498190233,0.09379716356179216,0.01536884065484625,0.8380774962742172,3461.685014,,,,,-14.638798000000001
2026-06-01,20260601,600546,600546.SH,山煤国际,31.41,51.41,20.0,0.0,99.8,99.52,86.01,18.95,20.88,9.35,4.0,4.0,4.0,4.0,4.0,4.0,4.0,67.7514,煤炭开采,,,,,22.76,15.69,12.04,8.0,5.26,4.0,69.09,94.97,可交易,51.19,剔除,47.97,回避,相对强弱靠前；涨停可买性不足,40.19,0,过滤,涨停可买性不足；买点后涨幅偏高；基础评分存在惩罚项,0.308961,-0.063406,78.8646,28.1648,20260511_223211_217548,26.64,回避,交易门禁过滤,72.0,58.0,dynamic_v1,neutral_no_adjustment,15.27,13.88,10.01,1,,,,1,-62.09,-36.34140000000001,25.748599999999996,31.19523429393236,42.377928217410535,99.702,0,0,-0.9784,-0.015714775857122998,0.007049138328238724,5162.0,63.0,0.012204571871367687,0.0302,36.736784,43.392553,33.564926,-0.355401,neutral,0.132789,0.112163,0.233441,2.917874,2.606969,403707.5058,3.9654,22.5905,1.8122,3027210.5258,3027210.5258,6.3668,34.7063,49.7149,煤炭开采,0.100144,74.187,0.130324,14.63,13.735,12.84,0.045906,533.65,1.0,,,,98.93,980.3,0.0,0.282353,5.42e-08,1.666305,2.686295,0.119362,1.215951,0.0,93.157388,60.084762,0.0,12.309767,54.130611,19,0.1,0.392,0.342,109.16146,73.37128,55.47619,84.485,74.187,67.691,14.63,13.735,12.84,319.73409,0.608,64.24357,1.94,14340.9224,14.55364,0.0,16.5044,26.78788,13.33333,13.942,13.683,13.735,12.5275,10.7313,4,0,0,468,3.111263,9.4208,1133101.84,10.0144,100.0,99.4464,0.0,1.0,100.0,100.0,1.0,1.0,0.0,16.0,98.0,84.0,76.0,88.0,15.072,0.0,50.288387,100.0,,,0.015070986530760885,0.11291159449211736,0.09638794651766111,0.6156424581005585,-533.604094,,,,,80.847621
2026-06-01,20260601,601916,601916.SH,浙商银行,55.16,55.16,0.0,0.0,98.53,97.81,76.21,15.48,18.17,7.25,2.0,2.0,2.0,2.0,2.0,2.0,2.0,58.4993,银行,,,,,18.04,18.89,5.38,10.0,5.19,1.0,68.51,75.0,可交易,61.48,观察,54.69,回避,V2评分较好；相对强弱靠前；流动性偏弱,96.34,0,观察,流动性低于门槛,0.192967,0.026812,100.0,36.948,20260511_223211_217548,39.66,回避,V2观察以上；交易门禁观察,72.0,58.0,dynamic_v1,neutral_no_adjustment,3.06,3.06,0.0,0,WATCH,,,1,-17.340000000000003,-3.3393000000000015,14.000700000000002,9.200055479724023,37.21203703104682,98.27799999999999,0,0,-0.9784,-0.015714775857122998,0.007049138328238724,5162.0,63.0,0.012204571871367687,0.0302,36.736784,43.392553,33.564926,-0.355401,neutral,0.030303,0.033784,0.02,0.665049,0.994303,276955.153,0.9402,6.4777,0.4578,8404178.6047,6592597.4047,5.815,,93.8999,银行,0.02,70.003,0.031417,3.039,2.992,2.945,-0.020139,-1235.718,1.0,,,,72.64,717.4,0.0,0.13289,1.3e-08,0.241021,2.18992,0.02649,0.80421,0.022364,78.352919,34.598343,0.0,38.223849,45.724331,167,0.01,0.001,-0.004,93.73764,51.58607,30.51028,83.262,70.003,58.829,3.039,2.992,2.945,237.88301,0.0295,41.75036,0.07,3548.3427,2.34114,0.0,18.67818,25.5814,13.95349,2.99,2.987,2.992,3.0113,3.1293,2,0,0,40,2.368744,1.4143,610978.02,2.0,93.76,82.331585,0.0,1.0,83.48,75.229062,1.0,1.0,0.0,16.0,67.42,84.0,61.6,74.152437,0.0,1.0,50.288387,8.72954,,,-0.0006684491978608889,-0.007073357021884121,-0.006409192043303515,0.47872340425532156,1235.697861,,,,,40.12907
