rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20
1,2026-05-18,baseline_full_dynamic_factor_industry_cap2,603986,兆易创新,半导体,半导体,dynamic_factor_score,99.54761768722143,0.2,1.0,0.2,400.0,76.75,99.54761768722143,99.86493862110471,94.80662790697676,29.94,98.59,96.47,92.94573643410853,79.67054263565892,99.53488372093024,94.16666666666667,70.93,0,,可买,1.0101623958070693,normal_liquidity,index_neutral,0.039033510234093266,0.0
2,2026-05-18,baseline_full_dynamic_factor_industry_cap2,300433,蓝思科技,元器件,元器件,dynamic_factor_score,98.70830896161544,0.2,1.0,0.2,38.7,77.64,98.70830896161544,98.76343660160806,92.22062015503876,29.43,99.64,92.02,98.46899224806201,95.81395348837209,97.32558139534883,43.15891472868217,70.31,0,,可买,1.0101623958070693,normal_liquidity,index_neutral,0.054403581252770346,0.0
3,2026-05-18,baseline_full_dynamic_factor_industry_cap2,688017,绿的谐波,机械基件,机械基件,dynamic_factor_score,98.04002755242097,0.2,1.0,0.2,322.88,72.89,98.04002755242097,97.26283894721153,91.00507751937985,28.74,98.06,97.98,95.93023255813954,94.28294573643412,95.50387596899225,50.310077519379846,57.91,1,,过滤,1.0101623958070693,normal_liquidity,index_neutral,0.05266994100862387,0.0
4,2026-05-18,baseline_full_dynamic_factor_industry_cap2,002484,江海股份,元器件,元器件,dynamic_factor_score,97.97134727911444,0.2,1.0,0.2,53.35,75.01,97.97134727911444,96.67285180980267,91.95779069767444,28.44,99.64,98.02,93.21705426356588,82.32558139534883,94.63178294573643,88.5077519379845,70.94,0,,可买,1.0101623958070693,normal_liquidity,index_neutral,0.04544275249365195,0.0
5,2026-05-18,baseline_full_dynamic_factor_industry_cap2,300666,江丰电子,半导体,半导体,dynamic_factor_score,97.4723617423123,0.2,1.0,0.2,201.26,74.48,97.4723617423123,97.03767752458154,87.17329457364342,28.84,97.44,91.8,87.03488372093024,73.17829457364341,95.05813953488372,60.775193798449614,68.98,0,,可买,1.0101623958070693,normal_liquidity,index_neutral,0.039081281432154696,0.0
