signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,locked,skipped_by_position_cap
2026-01-05,2026-01-06,baseline_full_dynamic_factor_industry_cap2,1,300058,蓝色光标,广告包装,99.33604074002449,0.14285714285714285,0.2,0,0
2026-01-05,2026-01-06,baseline_full_dynamic_factor_industry_cap2,2,603667,五洲新春,机械基件,99.20711661187391,0.14285714285714285,0.2,0,0
2026-01-05,2026-01-06,baseline_full_dynamic_factor_industry_cap2,3,601698,中国卫通,电信运营,99.1619931670212,0.14285714285714285,0.2,0,0
2026-01-05,2026-01-06,baseline_full_dynamic_factor_industry_cap2,4,300857,协创数据,IT设备,98.81712112421837,0.14285714285714285,0.2,0,0
2026-01-05,2026-01-06,baseline_full_dynamic_factor_industry_cap2,5,300136,信维通信,元器件,98.68336234126215,0.14285714285714285,0.2,0,0
2026-01-05,2026-01-06,baseline_full_dynamic_factor_industry_cap2,6,600118,中国卫星,航空,98.55766131631533,0.14285714285714285,0.0,0,1
2026-01-05,2026-01-06,baseline_full_dynamic_factor_industry_cap2,7,002465,海格通信,通信设备,98.4706375298137,0.14285714285714285,0.0,0,1
2026-01-06,2026-01-07,baseline_full_dynamic_factor_industry_cap2,1,300223,北京君正,半导体,98.94806366389587,0.14285714285714285,0.0,0,1
2026-01-06,2026-01-07,baseline_full_dynamic_factor_industry_cap2,2,601698,中国卫通,电信运营,98.67420581223017,0.14285714285714285,0.0,1,0
2026-01-06,2026-01-07,baseline_full_dynamic_factor_industry_cap2,3,002465,海格通信,通信设备,98.53244410077967,0.14285714285714285,0.0,0,1
2026-01-06,2026-01-07,baseline_full_dynamic_factor_industry_cap2,4,002131,利欧股份,互联网,98.458341387976,0.14285714285714285,0.0,0,1
2026-01-06,2026-01-07,baseline_full_dynamic_factor_industry_cap2,5,000792,盐湖股份,农药化肥,97.90418197048777,0.14285714285714285,0.0,0,1
2026-01-06,2026-01-07,baseline_full_dynamic_factor_industry_cap2,6,603667,五洲新春,机械基件,97.67059733230232,0.14285714285714285,0.0,1,0
2026-01-06,2026-01-07,baseline_full_dynamic_factor_industry_cap2,7,600118,中国卫星,航空,97.63998969005732,0.14285714285714285,0.0,0,1
2026-01-07,2026-01-08,baseline_full_dynamic_factor_industry_cap2,1,002151,北斗星通,通信设备,98.98692178842931,0.14285714285714285,0.0,0,1
2026-01-07,2026-01-08,baseline_full_dynamic_factor_industry_cap2,2,002413,雷科防务,通信设备,98.70989563200618,0.14285714285714285,0.0,0,1
2026-01-07,2026-01-08,baseline_full_dynamic_factor_industry_cap2,3,300604,长川科技,半导体,98.58587810849117,0.14285714285714285,0.0,0,1
2026-01-07,2026-01-08,baseline_full_dynamic_factor_industry_cap2,4,601698,中国卫通,电信运营,98.22832109264269,0.14285714285714285,0.0,1,0
2026-01-07,2026-01-08,baseline_full_dynamic_factor_industry_cap2,5,002202,金风科技,电气设备,98.14295838165185,0.14285714285714285,0.0,0,1
2026-01-07,2026-01-08,baseline_full_dynamic_factor_industry_cap2,6,301611,珂玛科技,半导体,98.07209122535755,0.14285714285714285,0.0,0,1
2026-01-07,2026-01-08,baseline_full_dynamic_factor_industry_cap2,7,000981,山子高科,汽车配件,97.98511789717818,0.14285714285714285,0.0,0,1
2026-01-08,2026-01-09,baseline_full_dynamic_factor_industry_cap2,1,002413,雷科防务,通信设备,99.02538823377793,0.14285714285714285,0.0,0,1
2026-01-08,2026-01-09,baseline_full_dynamic_factor_industry_cap2,2,002195,岩山科技,软件服务,98.60976867066177,0.14285714285714285,0.0,0,1
2026-01-08,2026-01-09,baseline_full_dynamic_factor_industry_cap2,3,600435,北方导航,专用机械,98.11199175204587,0.14285714285714285,0.0,0,1
2026-01-08,2026-01-09,baseline_full_dynamic_factor_industry_cap2,4,688102,斯瑞新材,铜,98.09910432373219,0.14285714285714285,0.0,0,1
2026-01-08,2026-01-09,baseline_full_dynamic_factor_industry_cap2,5,300337,银邦股份,铝,98.07655132418324,0.14285714285714285,0.0,0,1
2026-01-08,2026-01-09,baseline_full_dynamic_factor_industry_cap2,6,300322,硕贝德,元器件,97.84618854307621,0.14285714285714285,0.0,0,1
2026-01-08,2026-01-09,baseline_full_dynamic_factor_industry_cap2,7,601611,中国核建,建筑工程,97.76886397319416,0.14285714285714285,0.0,0,1
2026-01-09,2026-01-12,baseline_full_dynamic_factor_industry_cap2,1,002792,通宇通讯,通信设备,98.79640371229698,0.14285714285714285,0.0,0,1
2026-01-09,2026-01-12,baseline_full_dynamic_factor_industry_cap2,2,002202,金风科技,电气设备,98.7174529517917,0.14285714285714285,0.0,0,1
2026-01-09,2026-01-12,baseline_full_dynamic_factor_industry_cap2,3,002413,雷科防务,通信设备,98.49349059035833,0.14285714285714285,0.0,0,1
2026-01-09,2026-01-12,baseline_full_dynamic_factor_industry_cap2,4,600879,航天电子,航空,98.47898943026553,0.14285714285714285,0.0,0,1
2026-01-09,2026-01-12,baseline_full_dynamic_factor_industry_cap2,5,601611,中国核建,建筑工程,98.30819798917247,0.14285714285714285,0.0,0,1
2026-01-09,2026-01-12,baseline_full_dynamic_factor_industry_cap2,6,300342,天银机电,家用电器,98.18252126836813,0.14285714285714285,0.0,0,1
2026-01-09,2026-01-12,baseline_full_dynamic_factor_industry_cap2,7,000901,航天科技,汽车配件,98.18091002835783,0.14285714285714285,0.0,0,1
2026-01-12,2026-01-13,baseline_full_dynamic_factor_industry_cap2,1,300418,昆仑万维,互联网,98.47415571023458,0.14285714285714285,0.0,0,1
2026-01-12,2026-01-13,baseline_full_dynamic_factor_industry_cap2,2,688122,西部超导,小金属,98.39359370971898,0.14285714285714285,0.0,0,1
2026-01-12,2026-01-13,baseline_full_dynamic_factor_industry_cap2,3,300442,润泽科技,软件服务,98.08745810775973,0.14285714285714285,0.0,0,1
2026-01-12,2026-01-13,baseline_full_dynamic_factor_industry_cap2,4,000547,航天发展,通信设备,98.042343387471,0.14285714285714285,0.0,0,1
