first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions
2026-01-06,2026-05-29,94,500000.0,946042.2645599998,0.8920845291199997,4.628847896778915,-0.2269840043390653,0.5957446808510638,0.09865043544049668,-0.0593404353270921,0.9474893608459165,5.0,95,50,45,17.939184274269667,9695.51544,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,7,10,0.00075,0.0,100,500.0,5
