strategy,signal_date,desired_role,active_role,selected_strategy,reason,switch_reason,switch_blocked,weekly_switch_allowed,current_role_days_before,market_state,industry_state,market_amount_ratio_20,index_bucket,market_bs_ratio,market_avg_score,market_liquidity_bucket,avg_vol_20,data_cutoff_date,completed_history_rule,attack_short_count,attack_short_avg_ret,industry_concentration_high,attack_drawdown_expanded,recent_champion_role,recent_champion_strategy,champion_score,champion_eligible,champion_reason,avg_s_liquidity,avg_relative_amount,avg_amount_ratio_5_20,avg_low_impact_cost,avg_amount_stability,median_hist_mdd_20,top_industry,top_industry_weight,industry_count,attack_count,attack_avg_ret,attack_win_rate,attack_max_drawdown,attack_total_return,recent_champion_count,recent_champion_avg_ret,recent_champion_win_rate,recent_champion_max_drawdown,recent_champion_total_return,balanced_count,balanced_avg_ret,balanced_win_rate,balanced_max_drawdown,balanced_total_return,robust_count,robust_avg_ret,robust_win_rate,robust_max_drawdown,robust_total_return,defensive_count,defensive_avg_ret,defensive_win_rate,defensive_max_drawdown,defensive_total_return,fallback_count,fallback_avg_ret,fallback_win_rate,fallback_max_drawdown,fallback_total_return,current_role_days_after,adaptive_position_scale,adaptive_target_position_ratio,adaptive_position_reason,market_style_state,target_position_ratio,style_reason,strategy_source,route_reason,risk_veto_reason,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,ashare_industry_concentration_triggered,ashare_available,ashare_candidate_count,ashare_risk_veto_ratio,ashare_market_regime,ashare_governance_hint,ashare_weekly_unconfirmed_count,ashare_resolved_strategy
adaptive_market_style,2025-12-18,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,5,index_neutral,normal,0.9323868979422548,index_neutral,0.056567,39.101425803951955,normal_liquidity,0.02496903779554589,2025-12-18,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.002901975978306,50.00969367972082,50.00969367972082,49.99031383184812,50.00969555943378,-0.06160985915492956,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,6,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
adaptive_market_style,2025-12-19,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,6,index_neutral,normal,0.9787781101563844,index_neutral,0.056578,40.213503197054834,normal_liquidity,0.023260257630918553,2025-12-19,exit_date < signal_date,1,0.08414684327489282,0,0,robust,baseline_full_liquidity_detail_vol_position,-0.0073566765932571165,1,configured_default_recent_champion_until_constraints_select_another,15.00291222631273,50.00969743987587,50.00969743987587,49.990311955047474,50.009697439875865,-0.04962265365597596,,,0,1,0.08414684327489282,1.0,0.0,0.08414684327489286,1,-0.007356676593257081,0.0,0.0,-0.0073566765932571165,1,-0.017846626577165584,0.0,0.0,-0.017846626577165625,1,-0.007356676593257081,0.0,0.0,-0.0073566765932571165,1,-0.005868366000469496,0.0,0.0,-0.0058683660004694715,1,-0.005868366000469496,0.0,0.0,-0.0058683660004694715,7,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
adaptive_market_style,2025-12-22,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,7,index_neutral,normal,1.049306005332845,index_neutral,0.056622,40.867651735505135,normal_liquidity,0.022957159001875727,2025-12-22,exit_date < signal_date,2,0.038971318881007924,0,0,robust,baseline_full_liquidity_detail_vol_position,0.015541075424938988,1,configured_default_recent_champion_until_constraints_select_another,15.002904789606362,50.009704968944106,50.00970496894409,49.99030444056621,50.0097049689441,-0.04549835865492363,,,0,2,0.038971318881007924,0.5,-0.006204205512876926,0.07742057345307862,2,0.007855387603834594,0.5,0.0,0.015541075424938988,2,-0.0031348773940844798,0.5,0.0,-0.006476362895919019,2,0.007855387603834594,0.5,0.0,0.015541075424938988,2,-3.055086101729897e-05,0.5,0.0,-9.518087428195265e-05,2,-3.055086101729897e-05,0.5,0.0,-9.518087428195265e-05,8,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
adaptive_market_style,2025-12-23,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,8,index_neutral,normal,1.0683158549886391,index_neutral,0.056567,40.71688105385509,normal_liquidity,0.02291089186225289,2025-12-23,exit_date < signal_date,3,0.05925959863889474,0,0,robust,baseline_full_liquidity_detail_vol_position,0.12801237175502655,1,configured_default_recent_champion_until_constraints_select_another,15.002901975978302,50.00969932104753,50.00969932104753,49.99031383184812,50.00970120294917,-0.05158324821246163,,,0,3,0.05925959863889474,0.6666666666666666,-0.006204205512876926,0.18498610422343353,3,0.0421536318546594,0.6666666666666666,0.0,0.12801237175502655,3,0.0242094656228372,0.6666666666666666,0.0,0.07191081569881574,3,0.0421536318546594,0.6666666666666666,0.0,0.12801237175502655,3,0.0023158835643075706,0.6666666666666666,0.0,0.00691290444149284,3,0.0023158835643075706,0.6666666666666666,0.0,0.00691290444149284,9,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,mixed_transition,normal,0.0,
adaptive_market_style,2025-12-24,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,9,index_neutral,normal,1.051966465001731,index_neutral,0.056545,41.43461270333075,normal_liquidity,0.022951488152297913,2025-12-24,exit_date < signal_date,4,0.06509369669399345,0,0,robust,baseline_full_liquidity_detail_vol_position,0.11567926059486933,1,configured_default_recent_champion_until_constraints_select_another,15.002895042602637,50.00969743987587,50.00969743987588,49.990317583268784,50.009697439875865,-0.04181184668989546,,,0,4,0.06509369669399345,0.75,-0.006204205512876926,0.2828612056562576,4,0.028881851574126986,0.5,-0.010933489267470287,0.11567926059486933,4,0.01293939251363506,0.5,-0.020870826813971344,0.049539150704343005,4,0.028881851574126986,0.5,-0.010933489267470287,0.11567926059486933,4,-0.0012678015299383222,0.5,-0.012018856812676004,-0.00518903757982514,4,-0.0012678015299383222,0.5,-0.012018856812676004,-0.00518903757982514,10,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
adaptive_market_style,2025-12-25,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,10,index_neutral,normal,1.0712858063442559,index_neutral,0.056523,42.26819589624468,normal_liquidity,0.02302311224049872,2025-12-25,exit_date < signal_date,5,0.07864345585978037,1,0,robust,baseline_full_liquidity_detail_vol_position,0.11782526288790862,1,configured_default_recent_champion_until_constraints_select_another,15.00289392179636,50.00969367972082,50.00969367972082,49.99032133178475,50.00969367972082,-0.03438278808207207,,,0,5,0.07864345585978037,0.8,-0.006204205512876926,0.4532796857766035,5,0.023490180046638533,0.6,-0.010933489267470287,0.11782526288790862,5,0.011204629764757964,0.6,-0.020870826813971344,0.05401604262308379,5,0.023490180046638533,0.6,-0.010933489267470287,0.11782526288790862,5,-6.648334232282875e-05,0.6,-0.012018856812676004,-0.0004748379280076209,5,-6.648334232282875e-05,0.6,-0.012018856812676004,-0.0004748379280076209,11,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
adaptive_market_style,2025-12-26,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,11,index_neutral,normal,1.18297709909563,index_neutral,0.056534,42.94975798644724,normal_liquidity,0.022959263319443365,2025-12-26,exit_date < signal_date,6,0.0834811002843523,0,0,robust,baseline_full_liquidity_detail_vol_position,0.21234251873603305,1,configured_default_recent_champion_until_constraints_select_another,15.002894482090996,50.00969555943377,50.00969555943378,49.99031945788963,50.00969555943378,-0.03669501822600241,,,0,6,0.0834811002843523,0.8333333333333334,-0.006204205512876926,0.6097533248123361,6,0.0336675815643346,0.6666666666666666,-0.010933489267470287,0.21234251873603305,6,0.022770135973751646,0.6666666666666666,-0.020870826813971344,0.13896727665880815,6,0.0336675815643346,0.6666666666666666,-0.010933489267470287,0.21234251873603305,6,0.007351661024897319,0.6666666666666666,-0.012018856812676004,0.043946442003997,6,0.007351661024897319,0.6666666666666666,-0.012018856812676004,0.043946442003997,12,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,mixed_transition,normal,0.0,
adaptive_market_style,2025-12-29,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,12,index_neutral,normal,1.1618432668112024,index_neutral,0.056512,43.199432939810336,normal_liquidity,0.023002172028160742,2025-12-29,exit_date < signal_date,7,0.08489170013240362,0,0,robust,baseline_full_liquidity_detail_vol_position,0.3355496852818738,1,configured_default_recent_champion_until_constraints_select_another,15.002893361718598,50.00968992248062,50.00968992248062,49.990323204954514,50.009691800736576,-0.038302239921731096,,,0,7,0.08489170013240362,0.8571428571428571,-0.006204205512876926,0.7600323281217267,7,0.04337612098157117,0.7142857142857143,-0.010933489267470287,0.3355496852818738,7,0.03726056972187626,0.7142857142857143,-0.020870826813971344,0.2804306254639275,7,0.04337612098157117,0.7142857142857143,-0.010933489267470287,0.3355496852818738,7,0.015338877702813895,0.7142857142857143,-0.012018856812676004,0.10998876740073982,7,0.015338877702813895,0.7142857142857143,-0.012018856812676004,0.10998876740073982,13,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
adaptive_market_style,2025-12-30,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,13,index_neutral,normal,1.1468154714307894,index_neutral,0.056286,43.504187620889745,normal_liquidity,0.023091917194456964,2025-12-30,exit_date < signal_date,8,0.08835295870999596,0,0,robust,baseline_full_liquidity_detail_vol_position,0.5916034871576763,1,configured_default_recent_champion_until_constraints_select_another,15.002899419729207,50.009688044952526,50.009688044952526,49.990328820116055,50.00968992248062,-0.04121056020605274,,,0,8,0.08835295870999596,0.875,-0.006204205512876926,0.958179880684382,8,0.06191931328410069,0.75,-0.010933489267470287,0.5916034871576763,8,0.057362226956820805,0.75,-0.020870826813971344,0.5340504204276642,8,0.06191931328410069,0.75,-0.010933489267470287,0.5916034871576763,8,0.021355315026238785,0.75,-0.012018856812676004,0.1804401721455744,8,0.021355315026238785,0.75,-0.012018856812676004,0.1804401721455744,14,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,mixed_transition,,0.0,
adaptive_market_style,2025-12-31,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,14,index_neutral,normal,1.08500492733405,index_neutral,0.056275,43.66954941017212,normal_liquidity,0.02301590854181859,2025-12-31,exit_date < signal_date,9,0.09253869930185936,0,0,robust,baseline_full_liquidity_detail_vol_position,0.928527524907677,1,configured_default_recent_champion_until_constraints_select_another,15.002891123573777,50.00968616815188,50.00968616815188,49.9903306903887,50.009688044952526,-0.04060226812196477,,,0,9,0.09253869930185936,0.8888888888888888,-0.006204205512876926,1.2049587639439912,9,0.07856032585957363,0.7777777777777778,-0.010933489267470287,0.928527524907677,9,0.07417277512312201,0.7777777777777778,-0.020870826813971344,0.854141025146647,9,0.07856032585957363,0.7777777777777778,-0.010933489267470287,0.928527524907677,9,0.028942275995108416,0.7777777777777778,-0.012018856812676004,0.2862524255007586,9,0.028942275995108416,0.7777777777777778,-0.012018856812676004,0.2862524255007586,15,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
adaptive_market_style,2026-01-05,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,attack_risk_on_and_attack_not_failed,0,1,15,index_neutral,normal,1.3137043587215775,index_neutral,0.056275,44.84822084703152,high_liquidity,0.023639559223670826,2026-01-05,exit_date < signal_date,10,0.08576088958309219,0,0,robust,baseline_full_liquidity_detail_vol_position,1.0772985001706448,1,configured_default_recent_champion_until_constraints_select_another,15.002898859021464,50.00968429207825,50.00968429207825,49.9903306903887,50.00968616815188,-0.02815013404825739,,,0,10,0.08576088958309219,0.9,-0.006204205512876926,1.2595548705761996,10,0.07841851945610696,0.8,-0.010933489267470287,1.0772985001706448,10,0.07372778400186107,0.8,-0.020870826813971344,0.9834170475138453,10,0.07841851945610696,0.8,-0.010933489267470287,1.0772985001706448,10,0.027755971660287315,0.8,-0.012018856812676004,0.30822062991852195,10,0.027755971660287315,0.8,-0.012018856812676004,0.30822062991852195,1,0.8,0.8,attack_enhancement_cap_80pct,attack,0.8,attack_risk_on_and_attack_not_failed,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
adaptive_market_style,2026-01-06,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,attack_risk_on_and_attack_not_failed,0,0,1,index_strong,normal,1.409889433337714,index_strong,0.056254,45.557848443843035,high_liquidity,0.023775704455053503,2026-01-06,exit_date < signal_date,10,0.08446733151787375,0,0,robust,baseline_full_liquidity_detail_vol_position,1.5956307128667393,1,configured_default_recent_champion_until_constraints_select_another,15.002890005799346,50.009682416731216,50.009682416731216,49.99033442876473,50.00968241673122,-0.019054601312665786,,,0,11,0.08443819622305732,0.9090909090909091,-0.006204205512876926,1.4204606258752213,11,0.09397340479549993,0.8181818181818182,-0.010933489267470287,1.5956307128667393,11,0.0872253140740287,0.8181818181818182,-0.020870826813971344,1.4241335348677038,11,0.09397340479549993,0.8181818181818182,-0.010933489267470287,1.5956307128667393,11,0.029355891371661627,0.8181818181818182,-0.012018856812676004,0.36755509234690864,11,0.029355891371661627,0.8181818181818182,-0.012018856812676004,0.36755509234690864,2,0.8,0.8,attack_enhancement_cap_80pct,attack,0.8,attack_risk_on_and_attack_not_failed,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
adaptive_market_style,2026-01-07,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,attack_risk_on_and_attack_not_failed,0,0,2,index_neutral,normal,1.4053930670766235,index_neutral,0.056243,46.25422303826827,high_liquidity,0.023942336680023348,2026-01-07,exit_date < signal_date,10,0.0964585849033959,0,0,robust,baseline_full_liquidity_detail_vol_position,2.4136918116926265,1,configured_default_recent_champion_until_constraints_select_another,15.002889447236184,50.00967492260062,50.00967492260062,49.99033629686896,50.00968054211036,-0.020627117540860607,,,0,12,0.08687737389966456,0.9166666666666666,-0.006204205512876926,1.6956871574619572,12,0.11240633133816928,0.8333333333333334,-0.010933489267470287,2.4136918116926265,12,0.10342521236537194,0.8333333333333334,-0.020870826813971344,2.1068279443178186,12,0.11240633133816928,0.8333333333333334,-0.010933489267470287,2.4136918116926265,12,0.029191016900576294,0.8333333333333334,-0.012018856812676004,0.4049951920122381,12,0.029191016900576294,0.8333333333333334,-0.012018856812676004,0.4049951920122381,3,0.8,0.8,attack_enhancement_cap_80pct,attack,0.8,attack_risk_on_and_attack_not_failed,Chenyiyun2087,adaptive_v21_ashare_weighted_enhancement,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
