strategy,window,requested_window,requested_window_days,actual_start,actual_end,actual_trading_days,coverage_ratio,coverage_status,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
vls_mom_contrarian_v1_frozen,3m,3m,63,2021-09-30,2021-12-31,62,0.9841269841269841,PASS,2021-09-30,2021-12-31,62,500000.0,566325.7290327501,535270.1066267501,-0.054837032495488325,-0.2729886463000194,0.4927661689456768,0.46774193548387094,0.9774175079901367,10.048387096774194
vls_mom_contrarian_v1_frozen,6m,6m,126,2021-06-30,2021-12-31,126,1.0,PASS,2021-06-30,2021-12-31,126,500000.0,429815.7290327501,535270.1066267501,0.24534787926750057,-0.2729886463000194,0.5023346496422921,0.46825396825396826,0.9744060459211663,10.023809523809524
vls_mom_contrarian_v1_frozen,1y,1y,252,2020-12-31,2021-12-31,244,0.9682539682539683,PASS,2020-12-31,2021-12-31,244,500000.0,458845.7290327501,535270.1066267501,0.16655789246443042,-0.2729886463000193,0.4270665765427684,0.48360655737704916,0.9730518209193585,10.012295081967213
vls_mom_contrarian_v1_frozen,3y,3y,756,2020-05-06,2021-12-31,407,0.5383597883597884,INSUFFICIENT_COVERAGE,2020-05-06,2021-12-31,407,500000.0,500000.0,535270.1066267501,0.07054021325350024,-0.2729886463000194,0.34725392514830233,0.3808353808353808,0.7658475044886763,7.975429975429975
