strategy,strategy_display_name,rank,signal_date,symbol,name,industry,rank_score,effective_weight,sort_col,adaptive_role,adaptive_underlying_strategy,adaptive_position_scale,adaptive_position_reason,market_style_state,selected_strategy,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,adaptive_version,strategy_source,ashare_resolved_strategy,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,ashare_weight_penalty,ashare_weight_reason,ashare_supplement,target_position_ratio,style_reason,switch_reason,route_reason,risk_veto_reason,base_strategy,hold_days,position_ratio
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,1.0,2026-06-25,688123,聚辰股份,半导体,75.05,0.0,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,tiered_liquidity_then_bs_v2,10,0.0
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,2.0,2026-06-25,688403,汇成股份,半导体,74.0,0.0,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,tiered_liquidity_then_bs_v2,10,0.0
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,3.0,2026-06-25,688025,杰普特,专用机械,73.98,0.0,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,tiered_liquidity_then_bs_v2,10,0.0
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,4.0,2026-06-25,688545,兴福电子,元器件,73.71,0.0,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,tiered_liquidity_then_bs_v2,10,0.0
tiered_liquidity_then_bs_v2,流动性分层B点进攻策略,5.0,2026-06-25,002046,国机精工,机械基件,73.0,0.0,bs_score_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,tiered_liquidity_then_bs_v2,10,0.0
baseline_full_liquidity_detail,流动性质量防守策略,1.0,2026-06-25,000021,深科技,元器件,95.05516172767771,0.13999999999999999,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,10,0.7
baseline_full_liquidity_detail,流动性质量防守策略,2.0,2026-06-25,300285,国瓷材料,陶瓷,94.95927174123571,0.13999999999999999,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,10,0.7
baseline_full_liquidity_detail,流动性质量防守策略,3.0,2026-06-25,688110,东芯股份,半导体,94.78928529924464,0.13999999999999999,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,10,0.7
baseline_full_liquidity_detail,流动性质量防守策略,4.0,2026-06-25,688521,芯原股份,半导体,94.74989734650396,0.13999999999999999,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,10,0.7
baseline_full_liquidity_detail,流动性质量防守策略,5.0,2026-06-25,603986,兆易创新,半导体,94.5450629478985,0.13999999999999999,liquidity_detail_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,baseline_full_liquidity_detail,10,0.7
