rule,n,coverage,hit20,lift,max_ret20,mdd20,avg_v2
v2>=55 & rs_liq>=45 & gain<=12,57,0.0976027397260274,0.40350877192982454,1.491450144348212,0.11939491228070176,-0.12094759649122808,61.397543859649126
v2>=55 & rs_liq>=45,57,0.0976027397260274,0.40350877192982454,1.491450144348212,0.11939491228070176,-0.12094759649122808,61.397543859649126
rs_liquidity_combo>=40,137,0.2345890410958904,0.40145985401459855,1.4838769287628197,0.11239893430656933,-0.12378593430656933,57.1214598540146
v2>=55 & rs_liq>=40 & gain<=5,90,0.1541095890410959,0.3888888888888889,1.4374120956399437,0.11739767777777779,-0.12721551111111112,60.37755555555555
v2>=55 & rs_liq>=40 & gain<=8,90,0.1541095890410959,0.3888888888888889,1.4374120956399437,0.11739767777777779,-0.12721551111111112,60.37755555555555
v2>=55 & rs_liq>=40 & gain<=12,90,0.1541095890410959,0.3888888888888889,1.4374120956399437,0.11739767777777779,-0.12721551111111112,60.37755555555555
v2>=55 & rs_liq>=40,90,0.1541095890410959,0.3888888888888889,1.4374120956399437,0.11739767777777779,-0.12721551111111112,60.37755555555555
s_rs>=80,135,0.23116438356164384,0.37777777777777777,1.3963431786216594,0.10264434074074073,-0.11037400740740742,55.916222222222224
v2>=58 & rs_liq>=40 & gain<=5,56,0.0958904109589041,0.375,1.3860759493670884,0.11381783928571429,-0.12333825,62.68642857142857
v2>=58 & rs_liq>=40 & gain<=8,56,0.0958904109589041,0.375,1.3860759493670884,0.11381783928571429,-0.12333825,62.68642857142857
v2>=58 & rs_liq>=40 & gain<=12,56,0.0958904109589041,0.375,1.3860759493670884,0.11381783928571429,-0.12333825,62.68642857142857
v2>=58 & rs_liq>=40,56,0.0958904109589041,0.375,1.3860759493670884,0.11381783928571429,-0.12333825,62.68642857142857
s_rs>=70,233,0.398972602739726,0.37339055793991416,1.3801271255500622,0.09675144635193134,-0.10529581115879828,53.782489270386264
s_breakout>=50,30,0.05136986301369863,0.36666666666666664,1.3552742616033753,0.10898223333333332,-0.11103210000000001,54.838
s_breakout>=60,30,0.05136986301369863,0.36666666666666664,1.3552742616033753,0.10898223333333332,-0.11103210000000001,54.838
s_breakout>=70,30,0.05136986301369863,0.36666666666666664,1.3552742616033753,0.10898223333333332,-0.11103210000000001,54.838
s_breakout>=80,30,0.05136986301369863,0.36666666666666664,1.3552742616033753,0.10898223333333332,-0.11103210000000001,54.838
breakout_volume_combo>=70,30,0.05136986301369863,0.36666666666666664,1.3552742616033753,0.10898223333333332,-0.11103210000000001,54.838
bs_score_v2>=58,63,0.10787671232876712,0.36507936507936506,1.3494072734579061,0.10778188888888887,-0.121074,62.53523809523809
v2>=58 & rs_liq>=45 & gain<=5,42,0.07191780821917808,0.35714285714285715,1.3200723327305606,0.10522776190476188,-0.1284567619047619,63.080238095238094
v2>=58 & rs_liq>=45 & gain<=8,42,0.07191780821917808,0.35714285714285715,1.3200723327305606,0.10522776190476188,-0.1284567619047619,63.080238095238094
v2>=58 & rs_liq>=45 & gain<=12,42,0.07191780821917808,0.35714285714285715,1.3200723327305606,0.10522776190476188,-0.1284567619047619,63.080238095238094
v2>=58 & rs_liq>=45,42,0.07191780821917808,0.35714285714285715,1.3200723327305606,0.10522776190476188,-0.1284567619047619,63.080238095238094
bs_score_v2>=55,116,0.19863013698630136,0.35344827586206895,1.3064164120471409,0.10484502586206897,-0.12487933620689655,59.77155172413793
bs_score_v2>=52,176,0.3013698630136986,0.3522727272727273,1.3020713463751439,0.09900623863636362,-0.11358127840909091,57.66346590909091
bs_score_v2>=50,226,0.386986301369863,0.3495575221238938,1.2920353982300883,0.09921194247787611,-0.11204866371681416,56.197522123893805
s_rs>=60,310,0.5308219178082192,0.34838709677419355,1.287709269089424,0.09217853870967742,-0.10708327741935482,52.61045161290323
v2>=55 & rs_liq>=50 & gain<=5,23,0.039383561643835614,0.34782608695652173,1.2856356631810675,0.11107195652173912,-0.12640917391304346,62.76173913043478
v2>=55 & rs_liq>=50 & gain<=8,23,0.039383561643835614,0.34782608695652173,1.2856356631810675,0.11107195652173912,-0.12640917391304346,62.76173913043478
v2>=55 & rs_liq>=50 & gain<=12,23,0.039383561643835614,0.34782608695652173,1.2856356631810675,0.11107195652173912,-0.12640917391304346,62.76173913043478
v2>=55 & rs_liq>=50,23,0.039383561643835614,0.34782608695652173,1.2856356631810675,0.11107195652173912,-0.12640917391304346,62.76173913043478
v2>=50 & rs_liq>=50 & gain<=5,26,0.04452054794520548,0.34615384615384615,1.279454722492697,0.1050725,-0.12547084615384613,61.63384615384616
v2>=50 & rs_liq>=50 & gain<=8,26,0.04452054794520548,0.34615384615384615,1.279454722492697,0.1050725,-0.12547084615384613,61.63384615384616
v2>=50 & rs_liq>=50 & gain<=12,26,0.04452054794520548,0.34615384615384615,1.279454722492697,0.1050725,-0.12547084615384613,61.63384615384616
v2>=50 & rs_liq>=50,26,0.04452054794520548,0.34615384615384615,1.279454722492697,0.1050725,-0.12547084615384613,61.63384615384616
bs_score_v2>=62,29,0.04965753424657534,0.3448275862068966,1.2745525971191618,0.09813048275862071,-0.1033061724137931,65.30379310344827
rs_liquidity_combo>=50,27,0.046232876712328765,0.3333333333333333,1.232067510548523,0.10118092592592592,-0.13012311111111108,60.95703703703703
bs_score_v2>=60,46,0.07876712328767123,0.32608695652173914,1.205283434232251,0.09283280434782606,-0.1301662391304348,63.773478260869574
bs_score>=55,290,0.4965753424657534,0.32413793103448274,1.198079441292012,0.0931611275862069,-0.10458041034482758,53.254448275862075
bs_score>=65,68,0.11643835616438356,0.3235294117647059,1.1958302308265079,0.0998282794117647,-0.10707241176470589,60.264264705882354
v2>=52 & rs_liq>=50 & gain<=5,25,0.04280821917808219,0.32,1.182784810126582,0.10457944,-0.12663832,62.028400000000005
v2>=52 & rs_liq>=50 & gain<=8,25,0.04280821917808219,0.32,1.182784810126582,0.10457944,-0.12663832,62.028400000000005
v2>=52 & rs_liq>=50 & gain<=12,25,0.04280821917808219,0.32,1.182784810126582,0.10457944,-0.12663832,62.028400000000005
v2>=52 & rs_liq>=50,25,0.04280821917808219,0.32,1.182784810126582,0.10457944,-0.12663832,62.028400000000005
breakout_volume_combo>=65,110,0.18835616438356165,0.3181818181818182,1.1760644418872266,0.09053104545454546,-0.11470058181818181,51.7449090909091
s_rs>=50,389,0.666095890410959,0.3161953727506427,1.1687221372555399,0.086014940874036,-0.10666380205655526,51.24375321336761
bs_score>=50,393,0.672945205479452,0.30788804071246817,1.138016555544819,0.08525474300254453,-0.103974,51.16180661577608
bs_score>=45,451,0.7722602739726028,0.30598669623059865,1.1309888012574025,0.08396854101995566,-0.10482689135254988,50.12412416851441
bs_score>=58,224,0.3835616438356164,0.30357142857142855,1.1220614828209763,0.09076108035714285,-0.11185677232142857,55.02102678571429
bs_score_v2>=45,369,0.6318493150684932,0.3035230352303523,1.1218826112311755,0.08415125474254743,-0.10894020054200543,52.77119241192412
bs_score>=60,169,0.2893835616438356,0.30177514792899407,1.115422065762864,0.08809007692307692,-0.11218278106508874,56.43011834319528
breakout_volume_combo>=60,287,0.4914383561643836,0.2787456445993031,1.0303003572531202,0.07808206271777003,-0.1143480104529617,50.454773519163766
price_change_ratio<=0,563,0.964041095890411,0.27353463587921845,1.0110394136295162,0.0776351403197158,-0.10800805861456482,47.89657193605684
s_breakout>=45,575,0.9845890410958904,0.27304347826086955,1.009223995597138,0.07738147478260869,-0.10723207130434782,47.898486956521744
price_change_ratio<=12,584,1.0,0.2705479452054795,1.0,0.07697622773972602,-0.10676958047945204,47.812431506849315
price_change_ratio<=5,582,0.9965753424657534,0.2697594501718213,0.9970855626604026,0.07695238144329897,-0.10685049312714776,47.820790378006876
price_change_ratio<=8,583,0.9982876712328768,0.2692967409948542,0.9953752958290811,0.07690202401372212,-0.106800217838765,47.82159519725557
breakout_volume_combo>=45,428,0.7328767123287672,0.2616822429906542,0.967230569028747,0.07463324065420561,-0.11148175,49.2401168224299
breakout_volume_combo>=55,361,0.6181506849315068,0.25761772853185594,0.9522073003962269,0.0742376648199446,-0.11532311911357342,49.917396121883655
breakout_volume_combo>=50,389,0.666095890410959,0.2519280205655527,0.9311769874068528,0.07287766066838045,-0.11508997429305912,49.5546529562982
