rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,target_position_ratio
1,2026-06-12,baseline_full_liquidity_detail_vol_position,688146,中船特气,半导体,半导体,liquidity_detail_score,96.18572922719349,0.016057244166459317,0.7,0.07701831009520693,302.0,62.76,,,96.18572922719349,29.38,49.22,99.9,96.12628316870037,96.30060042610886,95.85512299050939,89.63780747627348,63.63,0,,可买,1.079184719333339,normal_liquidity,index_neutral,0.09846887882460573,-0.13664951400800462,0.7
2,2026-06-12,baseline_full_liquidity_detail_vol_position,600869,远东股份,电气设备,电气设备,liquidity_detail_score,95.41503002130543,0.02944751030038286,0.7,0.14124450349855952,32.43,64.13,,,95.41503002130543,29.2,49.22,99.05,96.53302343598683,95.95196591129188,97.71450706953321,81.25121053650977,55.84,0,,过滤,1.079184719333339,normal_liquidity,index_neutral,0.05369346386012241,0.0,0.7
3,2026-06-12,baseline_full_liquidity_detail_vol_position,000657,中钨高新,小金属,小金属,liquidity_detail_score,95.16853767189619,0.032648817237837344,0.7,0.1565995200794137,79.0,69.98,,,95.16853767189619,29.74,49.22,98.59,93.87952740654659,89.4828588030215,98.83788495061012,84.91187294208792,68.14,0,,可买,1.079184719333339,normal_liquidity,index_neutral,0.048428671046979836,0.0,0.7
4,2026-06-12,baseline_full_liquidity_detail_vol_position,002466,天齐锂业,小金属,小金属,liquidity_detail_score,94.65867131512687,0.05862044304693755,0.7,0.28117200023265226,62.5,42.09,,,94.65867131512687,29.33,49.22,61.53,88.4175866744141,87.85589773387565,98.79914778229711,98.70230486151462,53.34,0,,观察,1.079184719333339,normal_liquidity,index_neutral,0.026972481746993404,-0.09916402421447101,0.7
5,2026-06-12,baseline_full_liquidity_detail_vol_position,688498,源杰科技,半导体,半导体,liquidity_detail_score,94.60595002905288,0.00916622858307826,0.7,0.043965666094167584,1400.01,55.99,,,94.60595002905288,29.78,49.22,59.09,93.5502614758861,89.90896765446446,99.22525663374007,78.19097423978307,59.88,0,,可买,1.079184719333339,normal_liquidity,index_neutral,0.17249611612382482,-0.0508406779661017,0.7
