rank,signal_date,strategy,symbol,name,industry,industry_key,candidate_pool,candidate_pool_role,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,selected_strategy,market_regime,market_regime_raw,target_position_ratio
1,2026-07-14,production_governed_vol_position,688120,华海清科,半导体,半导体,generic,research,liquidity_detail_score,95.81955865272938,0.2,0.5,0.10219893317222065,309.0,69.97,,,95.81955865272938,29.43,49.26,99.61,93.07007355787844,92.83778552071234,97.44483159117306,94.23151374370886,67.82,0,SCAN,可买,0.8418818540449997,normal_liquidity,index_neutral,0.0764309397229106,-0.10174418604651159,baseline_full_liquidity_detail,neutral,neutral,0.5
2,2026-07-14,production_governed_vol_position,688347,华虹公司,半导体,半导体,generic,research,liquidity_detail_score,94.81777003484319,0.2,0.5,0.09908503136429682,352.59,62.2,,,94.81777003484319,29.7,49.26,99.21,83.99148277197057,92.10220673635308,98.54819976771196,98.21912504839334,65.45,0,SCAN,可买,0.8418818540449997,normal_liquidity,index_neutral,0.06256645928879706,-0.11962546816479402,baseline_full_liquidity_detail,neutral,neutral,0.5
3,2026-07-14,production_governed_vol_position,002371,北方华创,半导体,半导体,generic,research,liquidity_detail_score,94.67429345722029,0.2,0.5,0.09505413873373139,774.2,47.15,,,94.67429345722029,29.8,49.26,93.77,84.14634146341463,90.32133178474642,99.4773519163763,96.41889276035617,62.67,0,BASE,可买,0.8418818540449997,normal_liquidity,index_neutral,0.04776651589168523,-0.17229729729729726,baseline_full_liquidity_detail,neutral,neutral,0.5
4,2026-07-14,production_governed_vol_position,002156,通富微电,半导体,半导体,generic,research,liquidity_detail_score,94.52490902051878,0.2,0.5,0.10092238332114405,77.87,47.44,,,94.52490902051878,29.86,49.26,97.17,92.7216415021293,85.6949283778552,99.32249322493224,84.14634146341463,65.56,1,WATCH,可买,0.8418818540449997,normal_liquidity,index_neutral,0.05230227515277783,0.0,baseline_full_liquidity_detail,neutral,neutral,0.5
5,2026-07-14,production_governed_vol_position,002185,华天科技,半导体,半导体,generic,research,liquidity_detail_score,94.40414246999613,0.2,0.5,0.10273951340860718,25.68,70.81,,,94.40414246999613,29.85,49.26,99.32,96.10917537746806,93.82500967866821,99.57413859852883,63.72435152922957,67.71,0,CORE,可买,0.8418818540449997,normal_liquidity,index_neutral,0.051968531063975636,0.0,baseline_full_liquidity_detail,neutral,neutral,0.5
