month,month_end_nav,monthly_return,positive,cumulative_return
2023-11,1.007815854925,0.007815854925000032,True,0.007815854925000032
2023-12,0.970901158935,-0.03662841362298985,False,-0.029098841065000047
2024-01,0.929416025895,-0.04272848235705651,False,-0.07058397410499995
2024-02,0.953449239595,0.025858402513402767,True,-0.04655076040499995
2024-03,1.020458486115,0.07028087467819844,True,0.020458486114999896
2024-04,1.0165370560800002,-0.0038428119206779243,False,0.016537056080000223
2024-05,0.99327995996,-0.022878748965320495,False,-0.0067200400400000415
2024-06,0.993039401485,-0.0002421859744453636,False,-0.006960598514999972
2024-07,0.9533970227050004,-0.03992024759613577,False,-0.046602977294999626
2024-08,0.8542930329750004,-0.10394828950568757,False,-0.14570696702499963
2024-09,0.9108914653950004,0.06625177806132987,True,-0.08910853460499957
2024-10,0.9381972802450004,0.029977023484525578,True,-0.061802719754999624
2024-11,0.8950247096700005,-0.04601651644494842,False,-0.10497529032999953
2024-12,0.8467348912400007,-0.053953614808919026,False,-0.15326510875999932
2025-01,0.8196087630150006,-0.03203615264427717,False,-0.18039123698499937
2025-02,0.8256136271050004,0.007326500595125962,True,-0.1743863728949996
2025-03,0.8316191717200004,0.007274037658581811,True,-0.16838082827999956
2025-04,0.8145435247000007,-0.020533012706624998,False,-0.1854564752999993
2025-05,0.7852880456000008,-0.035916409882178923,False,-0.21471195439999924
2025-06,0.7853633186100007,9.585401232281576e-05,True,-0.21463668138999925
2025-07,0.8071598710650006,0.027753463828151803,True,-0.19284012893499936
2025-08,0.9454067996800006,0.17127577022949758,True,-0.05459320031999937
2025-09,1.061837417020001,0.12315398765844443,True,0.061837417020000895
2025-10,0.9768122999200008,-0.08007357410574134,False,-0.02318770007999915
2025-11,0.9185002836400008,-0.05969623466532481,False,-0.0814997163599992
2025-12,1.0045200205800011,0.09365237928844783,True,0.004520020580001116
2026-01,1.1601074540800012,0.15488733953770795,True,0.16010745408000115
2026-02,1.2522602590800012,0.07943471501360189,True,0.25226025908000116
2026-03,1.1730616167150012,-0.06324455462891143,False,0.1730616167150012
2026-04,1.243535511365001,0.060076890800802474,True,0.24353551136500107
2026-05,1.4132186947750012,0.13645222179762495,True,0.41321869477500117
2026-06,1.572251828275001,0.11253257127717209,True,0.5722518282750011
