strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_cap_skipped
baseline_full_dynamic_factor_industry_cap2,2026-01-06,2026-01-05,30024.36243499999,483925.78,513950.14243500005,1.02790028487,5,0.9415811769352759,0.0,0.0,5.0,5.0,500000.0,5.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-07,2026-01-06,30024.36243499999,494846.64,524871.002435,1.0497420048700001,5,0.9427966828121387,5.0,485684.73,5.0,0.0,515709.092435,5.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-08,2026-01-07,30024.36243499999,512130.05,542154.412435,1.08430882487,5,0.9446202746923145,5.0,490463.62,5.0,0.0,520487.982435,5.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-09,2026-01-08,30024.36243499999,538110.1799999999,568134.542435,1.13626908487,5,0.9471527249402635,5.0,514701.22,5.0,0.0,544725.582435,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-12,2026-01-09,30024.36243499999,594156.9,624181.262435,1.24836252487,5,0.9518980074507978,5.0,559782.26,5.0,0.0,589806.622435,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-13,2026-01-12,21299.561082500004,567182.0,588481.5610825,1.176963122165,5,0.9638058989591451,0.0,0.0,5.0,10.0,629628.832435,5.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-14,2026-01-13,21299.561082500004,562788.0,584087.5610825,1.168175122165,5,0.9635336163587782,5.0,556704.0,5.0,0.0,578003.5610825,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-15,2026-01-14,21299.561082500004,533613.0,554912.5610825,1.109825122165,5,0.9616163652144587,5.0,544384.0,5.0,0.0,565683.5610825,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-16,2026-01-15,21299.561082500004,508513.0,529812.5610825,1.0596251221650002,5,0.9597979311041979,5.0,524477.0,5.0,0.0,545776.5610825,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-19,2026-01-16,21299.561082500004,497884.0,519183.56108250003,1.0383671221650002,5,0.9589748931224048,5.0,504896.0,5.0,0.0,526195.5610825,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-20,2026-01-19,8507.263582499974,508270.0,516777.2635825,1.033554527165,5,0.9835378524133892,0.0,0.0,5.0,10.0,522148.56108250003,5.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-21,2026-01-20,8507.263582499974,518771.0,527278.2635824999,1.054556527165,5,0.9838657039933738,5.0,504871.0,5.0,0.0,513378.2635825,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-22,2026-01-21,8507.263582499974,505962.0,514469.2635825,1.028938527165,5,0.983464000311195,5.0,520460.0,5.0,0.0,528967.2635824999,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-23,2026-01-22,8507.263582499974,507442.0,515949.2635825,1.031898527165,5,0.9835114338114765,5.0,506923.0,5.0,0.0,515430.2635825,5.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-26,2026-01-23,8507.263582499974,501789.0,510296.2635825,1.020592527165,5,0.9833287754788261,5.0,507259.0,5.0,0.0,515766.2635825,5.0,5.0
