signal_date,exit_date,role,underlying_strategy,cycle_ret,selected_count
2025-12-11,2025-12-25,defensive,baseline_full_liquidity_detail,0.08059766701872005,5
2025-12-11,2025-12-25,fallback,baseline_full_score,0.2518590022563422,5
2025-12-12,2025-12-26,attack,tiered_liquidity_then_bs_v2,0.09335529922071147,5
2025-12-12,2025-12-26,balanced,baseline_full_dynamic_factor_industry_cap2,0.02371661837991801,5
2025-12-12,2025-12-26,defensive,baseline_full_liquidity_detail,0.12420317221062396,5
2025-12-12,2025-12-26,fallback,baseline_full_score,0.14971120948337013,5
2025-12-15,2025-12-29,attack,tiered_liquidity_then_bs_v2,0.11258176875314244,5
2025-12-15,2025-12-29,balanced,baseline_full_dynamic_factor_industry_cap2,0.19947099342145672,5
2025-12-15,2025-12-29,defensive,baseline_full_liquidity_detail,0.19807382760143263,5
2025-12-15,2025-12-29,fallback,baseline_full_score,0.08550541655827289,5
2025-12-16,2025-12-30,attack,tiered_liquidity_then_bs_v2,0.1260246240367665,5
2025-12-16,2025-12-30,balanced,baseline_full_dynamic_factor_industry_cap2,0.19164695006452645,5
2025-12-16,2025-12-30,defensive,baseline_full_liquidity_detail,0.2086571604535316,5
2025-12-16,2025-12-30,fallback,baseline_full_score,0.14977307296090545,5
2025-12-17,2025-12-31,attack,tiered_liquidity_then_bs_v2,0.02476060211418769,5
2025-12-17,2025-12-31,balanced,baseline_full_dynamic_factor_industry_cap2,0.05544878195366812,5
2025-12-17,2025-12-31,defensive,baseline_full_liquidity_detail,0.06972286391051266,5
2025-12-17,2025-12-31,fallback,baseline_full_score,0.00970400526332544,5
2025-12-18,2026-01-05,attack,tiered_liquidity_then_bs_v2,0.07121126262270847,5
2025-12-18,2026-01-05,balanced,baseline_full_dynamic_factor_industry_cap2,0.0510615222719807,5
2025-12-18,2026-01-05,defensive,baseline_full_liquidity_detail,0.222200614795705,5
2025-12-18,2026-01-05,fallback,baseline_full_score,0.010452776226572731,5
2025-12-19,2026-01-06,attack,tiered_liquidity_then_bs_v2,0.11370832834234441,5
2025-12-19,2026-01-06,balanced,baseline_full_dynamic_factor_industry_cap2,0.2443829592454815,5
2025-12-19,2026-01-06,defensive,baseline_full_liquidity_detail,0.28162409357014756,5
2025-12-19,2026-01-06,fallback,baseline_full_score,0.08564877210096879,5
2025-12-22,2026-01-07,attack,tiered_liquidity_then_bs_v2,0.034421123443881194,5
2025-12-22,2026-01-07,balanced,baseline_full_dynamic_factor_industry_cap2,0.1690368888615818,5
2025-12-22,2026-01-07,defensive,baseline_full_liquidity_detail,0.24887007728364235,5
2025-12-22,2026-01-07,fallback,baseline_full_score,0.16354356937051479,5
2025-12-23,2026-01-08,attack,tiered_liquidity_then_bs_v2,0.016615298782274218,5
2025-12-23,2026-01-08,balanced,baseline_full_dynamic_factor_industry_cap2,0.07798565180432913,5
2025-12-23,2026-01-08,defensive,baseline_full_liquidity_detail,0.1709148698561359,5
2025-12-23,2026-01-08,fallback,baseline_full_score,0.18823440474735723,5
2025-12-24,2026-01-09,attack,tiered_liquidity_then_bs_v2,0.25681132011171054,5
2025-12-24,2026-01-09,balanced,baseline_full_dynamic_factor_industry_cap2,0.1191765077534511,5
2025-12-24,2026-01-09,defensive,baseline_full_liquidity_detail,0.14114070519652938,5
2025-12-24,2026-01-09,fallback,baseline_full_score,0.2801084172137323,5
2025-12-25,2026-01-12,attack,tiered_liquidity_then_bs_v2,0.11269885415271977,5
2025-12-25,2026-01-12,balanced,baseline_full_dynamic_factor_industry_cap2,0.11850956053942875,5
2025-12-25,2026-01-12,defensive,baseline_full_liquidity_detail,0.31516882711734573,5
2025-12-25,2026-01-12,fallback,baseline_full_score,0.1325216753877596,5
2025-12-26,2026-01-13,attack,tiered_liquidity_then_bs_v2,0.23710203806046148,5
2025-12-26,2026-01-13,balanced,baseline_full_dynamic_factor_industry_cap2,0.2237083904119156,5
2025-12-26,2026-01-13,defensive,baseline_full_liquidity_detail,0.2811529446401139,5
2025-12-26,2026-01-13,fallback,baseline_full_score,-0.04723950643269215,5
2025-12-29,2026-01-14,attack,tiered_liquidity_then_bs_v2,0.10365105121617653,5
2025-12-29,2026-01-14,balanced,baseline_full_dynamic_factor_industry_cap2,0.05754083068297746,5
2025-12-29,2026-01-14,defensive,baseline_full_liquidity_detail,0.2533267011654002,5
2025-12-29,2026-01-14,fallback,baseline_full_score,0.09697593575284653,5
2025-12-30,2026-01-15,attack,tiered_liquidity_then_bs_v2,0.03551855486353561,5
2025-12-30,2026-01-15,balanced,baseline_full_dynamic_factor_industry_cap2,-0.021206912205262118,5
2025-12-30,2026-01-15,defensive,baseline_full_liquidity_detail,0.28675935590295587,5
2025-12-30,2026-01-15,fallback,baseline_full_score,0.08636365751356473,5
2025-12-31,2026-01-16,attack,tiered_liquidity_then_bs_v2,0.07537141413771231,5
2025-12-31,2026-01-16,balanced,baseline_full_dynamic_factor_industry_cap2,0.13042375870754594,5
2025-12-31,2026-01-16,defensive,baseline_full_liquidity_detail,0.15674940968707582,5
2025-12-31,2026-01-16,fallback,baseline_full_score,0.01686614017112673,5
2026-01-05,2026-01-19,attack,tiered_liquidity_then_bs_v2,0.1643326654063947,5
2026-01-05,2026-01-19,balanced,baseline_full_dynamic_factor_industry_cap2,0.14022541525800078,5
2026-01-05,2026-01-19,defensive,baseline_full_liquidity_detail,0.13950855717821325,5
2026-01-05,2026-01-19,fallback,baseline_full_score,0.2359511756783606,5
2026-01-06,2026-01-20,attack,tiered_liquidity_then_bs_v2,0.06058793952366415,5
2026-01-06,2026-01-20,balanced,baseline_full_dynamic_factor_industry_cap2,-0.036269500205645004,5
2026-01-06,2026-01-20,defensive,baseline_full_liquidity_detail,0.10263138303491241,5
2026-01-06,2026-01-20,fallback,baseline_full_score,0.12041824112101517,5
2026-01-07,2026-01-21,attack,tiered_liquidity_then_bs_v2,0.12007617388966449,5
2026-01-07,2026-01-21,balanced,baseline_full_dynamic_factor_industry_cap2,-0.02986866681992576,5
2026-01-07,2026-01-21,defensive,baseline_full_liquidity_detail,0.07992236175374644,5
2026-01-07,2026-01-21,fallback,baseline_full_score,0.0783936808798785,5
2026-01-08,2026-01-22,attack,tiered_liquidity_then_bs_v2,0.04693558413752882,5
2026-01-08,2026-01-22,balanced,baseline_full_dynamic_factor_industry_cap2,-0.05703787422017956,5
2026-01-08,2026-01-22,defensive,baseline_full_liquidity_detail,0.04543484248178711,5
2026-01-08,2026-01-22,fallback,baseline_full_score,-0.114894449282381,5
2026-01-09,2026-01-23,attack,tiered_liquidity_then_bs_v2,0.0191431721417627,5
2026-01-09,2026-01-23,balanced,baseline_full_dynamic_factor_industry_cap2,-0.03797643487794191,5
2026-01-09,2026-01-23,defensive,baseline_full_liquidity_detail,0.02515001441085729,5
2026-01-09,2026-01-23,fallback,baseline_full_score,0.037456083751731074,5
2026-01-12,2026-01-26,attack,tiered_liquidity_then_bs_v2,-0.08256079187003733,5
2026-01-12,2026-01-26,balanced,baseline_full_dynamic_factor_industry_cap2,-0.18485092657680052,5
2026-01-12,2026-01-26,defensive,baseline_full_liquidity_detail,-0.05226705247247479,5
2026-01-12,2026-01-26,fallback,baseline_full_score,-0.06682762151532139,5
2026-01-13,2026-01-27,attack,tiered_liquidity_then_bs_v2,-0.06446355808736878,5
2026-01-13,2026-01-27,balanced,baseline_full_dynamic_factor_industry_cap2,-0.0801405492563532,5
2026-01-13,2026-01-27,defensive,baseline_full_liquidity_detail,-0.022955963093946916,5
2026-01-13,2026-01-27,fallback,baseline_full_score,-0.25784047554607226,5
2026-01-14,2026-01-28,attack,tiered_liquidity_then_bs_v2,0.11173205928022203,5
2026-01-14,2026-01-28,balanced,baseline_full_dynamic_factor_industry_cap2,-0.1522037190930631,5
2026-01-14,2026-01-28,defensive,baseline_full_liquidity_detail,-0.07498433232477428,5
2026-01-14,2026-01-28,fallback,baseline_full_score,-0.0473682794076445,5
2026-01-15,2026-01-29,attack,tiered_liquidity_then_bs_v2,0.22708912367490133,5
2026-01-15,2026-01-29,balanced,baseline_full_dynamic_factor_industry_cap2,0.24562347745494487,5
2026-01-15,2026-01-29,defensive,baseline_full_liquidity_detail,-0.02193566682986805,5
2026-01-15,2026-01-29,fallback,baseline_full_score,0.18134424308826427,5
2026-01-16,2026-01-30,attack,tiered_liquidity_then_bs_v2,0.10199175322808617,5
2026-01-16,2026-01-30,balanced,baseline_full_dynamic_factor_industry_cap2,0.09677838585578549,5
2026-01-16,2026-01-30,defensive,baseline_full_liquidity_detail,-0.016468755490309933,5
2026-01-16,2026-01-30,fallback,baseline_full_score,0.10994245425575938,5
2026-01-19,2026-02-02,attack,tiered_liquidity_then_bs_v2,0.009060837457791696,5
2026-01-19,2026-02-02,balanced,baseline_full_dynamic_factor_industry_cap2,-0.06749051107412507,5
2026-01-19,2026-02-02,defensive,baseline_full_liquidity_detail,-0.041335907678860334,5
2026-01-19,2026-02-02,fallback,baseline_full_score,0.1387765274668646,5
2026-01-20,2026-02-03,attack,tiered_liquidity_then_bs_v2,0.09408122949949595,5
2026-01-20,2026-02-03,balanced,baseline_full_dynamic_factor_industry_cap2,0.12307581357625247,5
2026-01-20,2026-02-03,defensive,baseline_full_liquidity_detail,-0.018639431945181296,5
2026-01-20,2026-02-03,fallback,baseline_full_score,0.09744296357231065,5
2026-01-21,2026-02-04,attack,tiered_liquidity_then_bs_v2,0.09090607173049207,5
2026-01-21,2026-02-04,balanced,baseline_full_dynamic_factor_industry_cap2,0.15484103800406027,5
2026-01-21,2026-02-04,defensive,baseline_full_liquidity_detail,-0.03646306650919062,5
2026-01-21,2026-02-04,fallback,baseline_full_score,0.065691253362395,5
2026-01-22,2026-02-05,attack,tiered_liquidity_then_bs_v2,0.02772219533973757,5
2026-01-22,2026-02-05,balanced,baseline_full_dynamic_factor_industry_cap2,0.01298825260145247,5
2026-01-22,2026-02-05,defensive,baseline_full_liquidity_detail,-0.06230905119196886,5
2026-01-22,2026-02-05,fallback,baseline_full_score,0.006563044009504293,5
2026-01-23,2026-02-06,attack,tiered_liquidity_then_bs_v2,-0.06711238335715902,5
2026-01-23,2026-02-06,balanced,baseline_full_dynamic_factor_industry_cap2,-0.1430816670963389,5
2026-01-23,2026-02-06,defensive,baseline_full_liquidity_detail,-0.11340302897476061,5
2026-01-23,2026-02-06,fallback,baseline_full_score,0.010780702928582797,5
2026-01-26,2026-02-09,attack,tiered_liquidity_then_bs_v2,-0.07707766841145434,5
2026-01-26,2026-02-09,balanced,baseline_full_dynamic_factor_industry_cap2,-0.022510246149685467,5
2026-01-26,2026-02-09,defensive,baseline_full_liquidity_detail,-0.04113162400920461,5
2026-01-26,2026-02-09,fallback,baseline_full_score,0.0395251056779051,5
2026-01-27,2026-02-10,attack,tiered_liquidity_then_bs_v2,-0.053111141346645546,5
2026-01-27,2026-02-10,balanced,baseline_full_dynamic_factor_industry_cap2,-0.024687667825130523,5
2026-01-27,2026-02-10,defensive,baseline_full_liquidity_detail,-0.12105741297396644,5
2026-01-27,2026-02-10,fallback,baseline_full_score,-0.1110942344167657,5
2026-01-28,2026-02-11,attack,tiered_liquidity_then_bs_v2,-0.1269139370754586,5
2026-01-28,2026-02-11,balanced,baseline_full_dynamic_factor_industry_cap2,-0.16552913067282155,5
2026-01-28,2026-02-11,defensive,baseline_full_liquidity_detail,-0.15699691546151412,5
2026-01-28,2026-02-11,fallback,baseline_full_score,-0.1032084500154041,5
2026-01-29,2026-02-12,attack,tiered_liquidity_then_bs_v2,-0.1522617004352532,5
2026-01-29,2026-02-12,balanced,baseline_full_dynamic_factor_industry_cap2,-0.2198443004405338,5
2026-01-29,2026-02-12,defensive,baseline_full_liquidity_detail,-0.12927761177548294,5
2026-01-29,2026-02-12,fallback,baseline_full_score,-0.21938429436403437,5
2026-01-30,2026-02-13,attack,tiered_liquidity_then_bs_v2,0.14693179172826978,5
2026-01-30,2026-02-13,balanced,baseline_full_dynamic_factor_industry_cap2,-0.040120582757174034,5
2026-01-30,2026-02-13,defensive,baseline_full_liquidity_detail,0.027790818046910953,5
2026-01-30,2026-02-13,fallback,baseline_full_score,-0.06964613873968656,5
2026-02-02,2026-02-24,attack,tiered_liquidity_then_bs_v2,0.15112239718935172,5
2026-02-02,2026-02-24,balanced,baseline_full_dynamic_factor_industry_cap2,0.27620544373500905,5
2026-02-02,2026-02-24,defensive,baseline_full_liquidity_detail,0.029931279207007853,5
2026-02-02,2026-02-24,fallback,baseline_full_score,0.13803880859765888,5
2026-02-03,2026-02-25,attack,tiered_liquidity_then_bs_v2,-0.09008515729407456,5
2026-02-03,2026-02-25,balanced,baseline_full_dynamic_factor_industry_cap2,-0.08556556523536407,5
2026-02-03,2026-02-25,defensive,baseline_full_liquidity_detail,0.000536322863496648,5
2026-02-03,2026-02-25,fallback,baseline_full_score,-0.08818991349487355,5
2026-02-04,2026-02-26,attack,tiered_liquidity_then_bs_v2,0.077941253727071,5
2026-02-04,2026-02-26,balanced,baseline_full_dynamic_factor_industry_cap2,0.03165838019933723,5
2026-02-04,2026-02-26,defensive,baseline_full_liquidity_detail,0.07695871700805842,5
2026-02-04,2026-02-26,fallback,baseline_full_score,-0.05545899824163834,5
2026-02-05,2026-02-27,attack,tiered_liquidity_then_bs_v2,-0.06161284462302109,5
2026-02-05,2026-02-27,balanced,baseline_full_dynamic_factor_industry_cap2,-0.09238592142067964,5
2026-02-05,2026-02-27,defensive,baseline_full_liquidity_detail,0.05726602861870636,5
2026-02-05,2026-02-27,fallback,baseline_full_score,-0.033313720372690335,5
2026-02-06,2026-03-02,attack,tiered_liquidity_then_bs_v2,0.10810390609587137,5
2026-02-06,2026-03-02,balanced,baseline_full_dynamic_factor_industry_cap2,0.09321991631648154,5
2026-02-06,2026-03-02,defensive,baseline_full_liquidity_detail,0.1215658369989098,5
2026-02-06,2026-03-02,fallback,baseline_full_score,-0.10764194899238327,5
2026-02-09,2026-03-03,attack,tiered_liquidity_then_bs_v2,-0.049684535373270534,5
2026-02-09,2026-03-03,balanced,baseline_full_dynamic_factor_industry_cap2,0.044380965716971484,5
2026-02-09,2026-03-03,defensive,baseline_full_liquidity_detail,0.011718027743904718,5
2026-02-09,2026-03-03,fallback,baseline_full_score,0.06288506576678446,5
2026-02-10,2026-03-04,attack,tiered_liquidity_then_bs_v2,0.009262877940545915,5
2026-02-10,2026-03-04,balanced,baseline_full_dynamic_factor_industry_cap2,0.0524216543532081,5
2026-02-10,2026-03-04,defensive,baseline_full_liquidity_detail,-0.0355945165366359,5
2026-02-10,2026-03-04,fallback,baseline_full_score,-0.06083869033145947,5
2026-02-11,2026-03-05,attack,tiered_liquidity_then_bs_v2,-0.17313675049563243,5
2026-02-11,2026-03-05,balanced,baseline_full_dynamic_factor_industry_cap2,-0.1481634102245221,5
2026-02-11,2026-03-05,defensive,baseline_full_liquidity_detail,-0.05798679107743543,5
2026-02-11,2026-03-05,fallback,baseline_full_score,-0.075281828906962,5
2026-02-12,2026-03-06,attack,tiered_liquidity_then_bs_v2,0.04587439927644727,5
2026-02-12,2026-03-06,balanced,baseline_full_dynamic_factor_industry_cap2,0.050437820268815846,5
2026-02-12,2026-03-06,defensive,baseline_full_liquidity_detail,0.04633420807474549,5
2026-02-12,2026-03-06,fallback,baseline_full_score,0.08802041750485572,5
2026-02-13,2026-03-09,attack,tiered_liquidity_then_bs_v2,0.12000565217034717,5
2026-02-13,2026-03-09,balanced,baseline_full_dynamic_factor_industry_cap2,-0.009645630259183385,5
2026-02-13,2026-03-09,defensive,baseline_full_liquidity_detail,-0.1556937849233685,5
2026-02-13,2026-03-09,fallback,baseline_full_score,-0.009645630259183385,5
2026-02-24,2026-03-10,attack,tiered_liquidity_then_bs_v2,0.03312862096319354,5
2026-02-24,2026-03-10,balanced,baseline_full_dynamic_factor_industry_cap2,0.2153179317992699,5
2026-02-24,2026-03-10,defensive,baseline_full_liquidity_detail,0.11222786620566713,5
2026-02-24,2026-03-10,fallback,baseline_full_score,0.2153179317992699,5
2026-02-25,2026-03-11,attack,tiered_liquidity_then_bs_v2,-0.03602439008025733,5
2026-02-25,2026-03-11,balanced,baseline_full_dynamic_factor_industry_cap2,-0.03253233101672573,5
2026-02-25,2026-03-11,defensive,baseline_full_liquidity_detail,0.04276658885583423,5
2026-02-25,2026-03-11,fallback,baseline_full_score,0.1191999297616193,5
2026-02-26,2026-03-12,attack,tiered_liquidity_then_bs_v2,0.09860227198318573,5
2026-02-26,2026-03-12,balanced,baseline_full_dynamic_factor_industry_cap2,0.020394632119946896,5
2026-02-26,2026-03-12,defensive,baseline_full_liquidity_detail,-0.07755477552204997,5
2026-02-26,2026-03-12,fallback,baseline_full_score,0.18319549859276638,5
2026-02-27,2026-03-13,attack,tiered_liquidity_then_bs_v2,-0.05709313690511029,5
2026-02-27,2026-03-13,balanced,baseline_full_dynamic_factor_industry_cap2,-0.049882214463802546,5
2026-02-27,2026-03-13,defensive,baseline_full_liquidity_detail,-0.10099329638398732,5
2026-02-27,2026-03-13,fallback,baseline_full_score,0.09080982770565618,5
2026-03-02,2026-03-16,attack,tiered_liquidity_then_bs_v2,0.006791875439391703,5
2026-03-02,2026-03-16,balanced,baseline_full_dynamic_factor_industry_cap2,-0.1336844520892917,5
2026-03-02,2026-03-16,defensive,baseline_full_liquidity_detail,-0.1194970349020586,5
2026-03-02,2026-03-16,fallback,baseline_full_score,-0.09423294080329281,5
2026-03-03,2026-03-17,attack,tiered_liquidity_then_bs_v2,0.020694998977221626,5
2026-03-03,2026-03-17,balanced,baseline_full_dynamic_factor_industry_cap2,-0.04290199564835735,5
2026-03-03,2026-03-17,defensive,baseline_full_liquidity_detail,-0.08628842852451506,5
2026-03-03,2026-03-17,fallback,baseline_full_score,-0.037487335164161875,5
2026-03-04,2026-03-18,attack,tiered_liquidity_then_bs_v2,-0.10080888527260756,5
2026-03-04,2026-03-18,balanced,baseline_full_dynamic_factor_industry_cap2,-0.13293187048416832,5
2026-03-04,2026-03-18,defensive,baseline_full_liquidity_detail,-0.10196865201193686,5
2026-03-04,2026-03-18,fallback,baseline_full_score,-0.07320804842189514,5
2026-03-05,2026-03-19,attack,tiered_liquidity_then_bs_v2,-0.0740633592252889,5
2026-03-05,2026-03-19,balanced,baseline_full_dynamic_factor_industry_cap2,-0.04575033851881023,5
2026-03-05,2026-03-19,defensive,baseline_full_liquidity_detail,0.05618374800660711,5
2026-03-05,2026-03-19,fallback,baseline_full_score,-0.026067602611846773,5
2026-03-06,2026-03-20,attack,tiered_liquidity_then_bs_v2,-0.09792546469266575,5
2026-03-06,2026-03-20,balanced,baseline_full_dynamic_factor_industry_cap2,-0.05151147609773601,5
2026-03-06,2026-03-20,defensive,baseline_full_liquidity_detail,-0.017983217161506283,5
2026-03-06,2026-03-20,fallback,baseline_full_score,-0.0404879356646014,5
2026-03-09,2026-03-23,attack,tiered_liquidity_then_bs_v2,-0.08718940804174646,5
2026-03-09,2026-03-23,balanced,baseline_full_dynamic_factor_industry_cap2,-0.1395778634919696,5
2026-03-09,2026-03-23,defensive,baseline_full_liquidity_detail,-0.00917219187787122,5
2026-03-09,2026-03-23,fallback,baseline_full_score,-0.07448662354232412,5
2026-03-10,2026-03-24,attack,tiered_liquidity_then_bs_v2,-0.0004421280767110715,5
2026-03-10,2026-03-24,balanced,baseline_full_dynamic_factor_industry_cap2,-0.03978712005465144,5
2026-03-10,2026-03-24,defensive,baseline_full_liquidity_detail,0.015152121799018347,5
2026-03-10,2026-03-24,fallback,baseline_full_score,-0.1322448186483337,5
2026-03-11,2026-03-25,attack,tiered_liquidity_then_bs_v2,-0.08357558039565845,5
2026-03-11,2026-03-25,balanced,baseline_full_dynamic_factor_industry_cap2,-0.06708981023914579,5
2026-03-11,2026-03-25,defensive,baseline_full_liquidity_detail,-0.019177825320599154,5
2026-03-11,2026-03-25,fallback,baseline_full_score,-0.05720208467080792,5
2026-03-12,2026-03-26,attack,tiered_liquidity_then_bs_v2,-0.04470409365805768,5
2026-03-12,2026-03-26,balanced,baseline_full_dynamic_factor_industry_cap2,-0.09803857149379885,5
2026-03-12,2026-03-26,defensive,baseline_full_liquidity_detail,-0.006478747219666434,5
2026-03-12,2026-03-26,fallback,baseline_full_score,-0.021978153020325776,5
2026-03-13,2026-03-27,attack,tiered_liquidity_then_bs_v2,-0.09913455303755245,5
2026-03-13,2026-03-27,balanced,baseline_full_dynamic_factor_industry_cap2,-0.02805388510587515,5
2026-03-13,2026-03-27,defensive,baseline_full_liquidity_detail,-0.03066070230694764,5
2026-03-13,2026-03-27,fallback,baseline_full_score,0.1355784648877381,5
2026-03-16,2026-03-30,attack,tiered_liquidity_then_bs_v2,-0.035994686034787886,5
2026-03-16,2026-03-30,balanced,baseline_full_dynamic_factor_industry_cap2,-0.026006351772259254,5
2026-03-16,2026-03-30,defensive,baseline_full_liquidity_detail,-0.04661757175997164,5
2026-03-16,2026-03-30,fallback,baseline_full_score,0.08233559558013076,5
2026-03-17,2026-03-31,attack,tiered_liquidity_then_bs_v2,-0.10578635692723964,5
2026-03-17,2026-03-31,balanced,baseline_full_dynamic_factor_industry_cap2,-0.11692933004594502,5
2026-03-17,2026-03-31,defensive,baseline_full_liquidity_detail,-0.05521663733708331,5
2026-03-17,2026-03-31,fallback,baseline_full_score,-0.04217735780368458,5
2026-03-18,2026-04-01,attack,tiered_liquidity_then_bs_v2,-0.11283033842131479,5
2026-03-18,2026-04-01,balanced,baseline_full_dynamic_factor_industry_cap2,-0.13487993251697517,5
2026-03-18,2026-04-01,defensive,baseline_full_liquidity_detail,-0.06365995617764726,5
2026-03-18,2026-04-01,fallback,baseline_full_score,-0.004531801585356066,5
2026-03-19,2026-04-02,attack,tiered_liquidity_then_bs_v2,-0.11991379349515577,5
2026-03-19,2026-04-02,balanced,baseline_full_dynamic_factor_industry_cap2,0.014635478471589945,5
2026-03-19,2026-04-02,defensive,baseline_full_liquidity_detail,-0.01452178348209529,5
2026-03-19,2026-04-02,fallback,baseline_full_score,-0.07804256677009339,5
2026-03-20,2026-04-03,attack,tiered_liquidity_then_bs_v2,0.012659668242745066,5
2026-03-20,2026-04-03,balanced,baseline_full_dynamic_factor_industry_cap2,0.007982554467047785,5
2026-03-20,2026-04-03,defensive,baseline_full_liquidity_detail,0.025513192127505156,5
2026-03-20,2026-04-03,fallback,baseline_full_score,-0.014482965111883274,5
2026-03-23,2026-04-07,attack,tiered_liquidity_then_bs_v2,-0.056799375567422476,5
2026-03-23,2026-04-07,balanced,baseline_full_dynamic_factor_industry_cap2,-0.05208639420454246,5
2026-03-23,2026-04-07,defensive,baseline_full_liquidity_detail,0.044414969098817314,5
2026-03-23,2026-04-07,fallback,baseline_full_score,-0.05208639420454246,5
2026-03-24,2026-04-08,attack,tiered_liquidity_then_bs_v2,0.03910972430149236,5
2026-03-24,2026-04-08,balanced,baseline_full_dynamic_factor_industry_cap2,-0.11590992107532447,5
2026-03-24,2026-04-08,defensive,baseline_full_liquidity_detail,0.12096879170126776,5
2026-03-24,2026-04-08,fallback,baseline_full_score,-0.11590992107532447,5
2026-03-25,2026-04-09,attack,tiered_liquidity_then_bs_v2,-0.07881029403701037,5
2026-03-25,2026-04-09,balanced,baseline_full_dynamic_factor_industry_cap2,-0.005961492720897875,5
2026-03-25,2026-04-09,defensive,baseline_full_liquidity_detail,0.05144238318136276,5
2026-03-25,2026-04-09,fallback,baseline_full_score,-0.10003518538804901,5
2026-03-26,2026-04-10,attack,tiered_liquidity_then_bs_v2,0.007311000627208311,5
2026-03-26,2026-04-10,balanced,baseline_full_dynamic_factor_industry_cap2,0.014282271250931133,5
2026-03-26,2026-04-10,defensive,baseline_full_liquidity_detail,0.12712491026017148,5
2026-03-26,2026-04-10,fallback,baseline_full_score,-0.012198365211470417,5
2026-03-27,2026-04-13,attack,tiered_liquidity_then_bs_v2,0.11104009504824161,5
2026-03-27,2026-04-13,balanced,baseline_full_dynamic_factor_industry_cap2,0.10906495996900005,5
2026-03-27,2026-04-13,defensive,baseline_full_liquidity_detail,0.12060946476506482,5
2026-03-27,2026-04-13,fallback,baseline_full_score,0.026196240173092612,5
2026-03-30,2026-04-14,attack,tiered_liquidity_then_bs_v2,0.0002946302894999194,5
2026-03-30,2026-04-14,balanced,baseline_full_dynamic_factor_industry_cap2,0.01959288754839652,5
2026-03-30,2026-04-14,defensive,baseline_full_liquidity_detail,0.07657089799838679,5
2026-03-30,2026-04-14,fallback,baseline_full_score,0.01959288754839652,5
2026-03-31,2026-04-15,attack,tiered_liquidity_then_bs_v2,-0.008860207245845061,5
2026-03-31,2026-04-15,balanced,baseline_full_dynamic_factor_industry_cap2,0.06128144266395356,5
2026-03-31,2026-04-15,defensive,baseline_full_liquidity_detail,0.015122373820675385,5
