strategy,signal_date,desired_role,active_role,selected_strategy,reason,switch_blocked,current_role_days_before,market_amount_ratio_20,index_bucket,market_bs_ratio,market_avg_score,data_cutoff_date,completed_history_rule,attack_short_count,attack_short_avg_ret,attack_count,attack_avg_ret,attack_win_rate,attack_max_drawdown,balanced_count,balanced_avg_ret,balanced_win_rate,balanced_max_drawdown,defensive_count,defensive_avg_ret,defensive_win_rate,defensive_max_drawdown,fallback_count,fallback_avg_ret,fallback_win_rate,fallback_max_drawdown,current_role_days_after
adaptive_style_switch,2025-12-01,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,0,0.9932245847619772,index_neutral,0.051865,39.39393356643357,2025-12-01,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,1
adaptive_style_switch,2025-12-02,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,1,0.852307031026419,index_neutral,0.051835,38.481630751310426,2025-12-02,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,2
adaptive_style_switch,2025-12-03,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,2,0.8977788470907221,index_neutral,0.051774,38.24426604615086,2025-12-03,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,3
adaptive_style_switch,2025-12-04,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,3,0.8443557007743423,index_neutral,0.0516,37.70601551891368,2025-12-04,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,4
adaptive_style_switch,2025-12-05,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,4,0.9474137976333593,index_neutral,0.05162,38.93180671453522,2025-12-05,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,5
adaptive_style_switch,2025-12-08,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,5,1.1221194136392292,index_neutral,0.0516,40.13176139670224,2025-12-08,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,6
adaptive_style_switch,2025-12-09,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,6,1.0515900019700983,index_neutral,0.053346,39.692566440349175,2025-12-09,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,7
adaptive_style_switch,2025-12-10,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,7,0.9871871440081379,index_neutral,0.054348,39.94452833850932,2025-12-10,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,8
adaptive_style_switch,2025-12-11,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,8,1.0439337234769885,index_neutral,0.052376,39.61819592628516,2025-12-11,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,9
adaptive_style_switch,2025-12-12,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,9,1.1689010793529784,index_neutral,0.05255,39.62316850882296,2025-12-12,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,10
adaptive_style_switch,2025-12-15,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,10,0.9935793487079302,index_neutral,0.057215,39.25467222653219,2025-12-15,exit_date < signal_date,0,,0,,,,0,,,,0,,,,0,,,,11
adaptive_style_switch,2025-12-16,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,11,0.973261651440648,index_neutral,0.057193,38.53919930205506,2025-12-16,exit_date < signal_date,1,0.011635400945072542,1,0.011635400945072542,1.0,0.0,1,0.05942760382876744,1.0,0.0,1,-0.034348107116806165,0.0,0.0,1,0.002311758545788953,1.0,0.0,12
adaptive_style_switch,2025-12-17,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,12,1.018699807836067,index_neutral,0.057375,38.96608838922272,2025-12-17,exit_date < signal_date,2,-0.057138971457356136,2,-0.057138971457356136,0.5,-0.1259133438597848,2,0.0641068750055863,1.0,0.0,2,-0.04123509817292166,0.0,-0.04812208922903716,2,0.035093360692155004,1.0,0.0,13
adaptive_style_switch,2025-12-18,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,13,0.9323868979422548,index_neutral,0.056567,39.101425803951955,2025-12-18,exit_date < signal_date,3,0.03377578492596126,3,0.03377578492596126,0.6666666666666666,-0.1259133438597848,3,0.10483478315890227,1.0,0.0,3,-0.022348803587904573,0.3333333333333333,-0.04812208922903716,3,0.04933402682438929,1.0,0.0,14
adaptive_style_switch,2025-12-19,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,14,0.9787781101563844,index_neutral,0.056578,40.213503197054834,2025-12-19,exit_date < signal_date,4,0.04636854951319415,4,0.04636854951319415,0.75,-0.1259133438597848,4,0.09174193967737714,1.0,0.0,4,-0.021223259335219825,0.25,-0.050690354386620284,4,0.052645279717591593,1.0,0.0,15
adaptive_style_switch,2025-12-22,fallback,fallback,baseline_full_score,fallback_insufficient_completed_history,0,15,1.049306005332845,index_neutral,0.056622,40.867651735505135,2025-12-22,exit_date < signal_date,5,0.03585399850797992,5,0.03585399850797992,0.6,-0.1259133438597848,5,0.07916065927477386,1.0,0.0,5,-0.014663233110376536,0.4,-0.050690354386620284,5,0.05587618601183332,1.0,0.0,16
