trade_date,ts_code,stock_name,side,price,current_shares,target_shares,delta_shares,allocated_shares,current_weight,target_weight,delta_weight,note
2026-05-25,000791,000791,SELL,9.01,47000,0,-47000,47000,0.5187735075562295,0.0,-0.5187735075562295,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-25,600507,600507,SELL,4.73,16700,0,-16700,16700,0.0967682200282762,0.0,-0.0967682200282762,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-25,600522,600522,SELL,42.89,7600,0,-7600,7600,0.39932341751967976,0.0,-0.39932341751967976,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-25,301526,国际复材,BUY,21.56,0,7500,7500,7500,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-25,600183,生益科技,BUY,116.52,0,1400,1400,1400,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-25,600584,长电科技,BUY,80.17,0,2000,2000,2000,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-25,603629,利通电子,BUY,202.0,0,800,800,800,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
2026-05-25,688981,中芯国际,BUY,156.0,0,1000,1000,1000,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d
