strategy,window,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
adaptive_market_style,3m,2026-03-02,2026-06-02,63,500000.0,654742.7169149994,696563.6819849993,0.06387389120882614,-0.0979544901638858,0.3478511409109281,0.5396825396825397,0.6122288923833574,4.7936507936507935
adaptive_market_style,6m,2025-12-02,2026-06-02,119,500000.0,491469.30347249925,696563.6819849993,0.4173086234753549,-0.22190920766463595,0.4056439865922605,0.5378151260504201,0.6093961070748081,4.840336134453781
adaptive_market_style,1y,2025-06-03,2026-06-02,243,500000.0,471700.9631849993,696563.6819849993,0.47670608362063005,-0.22190920766463607,0.38205535354710485,0.522633744855967,0.6127146835575841,4.864197530864198
adaptive_market_style,3y,2023-06-02,2026-06-02,725,500000.0,720603.3563874998,696563.6819849993,-0.033360480754648814,-0.43014706083322174,0.2829118857037618,0.4731034482758621,0.5472988611092015,4.780689655172414
baseline_full_liquidity_detail_vol_position,3m,2026-03-02,2026-06-02,63,500000.0,433045.2553783498,592006.6439633499,0.3670780053833316,-0.12865168412092332,0.4610649007524495,0.5396825396825397,0.9869148650564648,4.968253968253968
baseline_full_liquidity_detail_vol_position,6m,2025-12-02,2026-06-02,119,500000.0,320013.9832283498,592006.6439633499,0.8499399244717267,-0.28754476465590595,0.5202899694277671,0.5462184873949579,0.9811420689500506,4.983193277310924
baseline_full_liquidity_detail_vol_position,1y,2025-06-03,2026-06-02,243,500000.0,213011.98393684987,592006.6439633499,1.7792175492758089,-0.28754476465590595,0.5087165161954365,0.5267489711934157,0.9799680740188422,4.950617283950617
baseline_full_liquidity_detail_vol_position,3y,2023-06-02,2026-06-02,725,500000.0,542185.8178261998,592006.6439633499,0.09188884050287038,-0.6533914023326448,0.44219796808865386,0.48,0.985724620814337,4.971034482758621
baseline_full_liquidity_detail_market_gate,3m,2026-03-02,2026-06-02,63,500000.0,287806.71402692515,277573.4034194252,-0.03555619139080479,-0.20825891974115873,0.41120490230296164,0.3968253968253968,0.9795114330158737,4.984126984126984
baseline_full_liquidity_detail_market_gate,6m,2025-12-02,2026-06-02,119,500000.0,217881.0039169251,277573.4034194252,0.27396789270009014,-0.36267788147908075,0.4866587036677538,0.47058823529411764,0.9807230513723655,4.991596638655462
baseline_full_liquidity_detail_market_gate,1y,2025-06-03,2026-06-02,243,500000.0,193471.13291442505,277573.4034194252,0.4347019074013472,-0.36267788147908087,0.4713807533219488,0.49382716049382713,0.9755844451597584,4.983539094650205
baseline_full_liquidity_detail_market_gate,3y,2023-06-02,2026-06-02,725,500000.0,563360.7841902999,277573.4034194252,-0.5072901571976254,-0.6926746860289235,0.45051309235905973,0.46482758620689657,0.9844547902188192,4.983448275862069
baseline_full_liquidity,3m,2026-03-02,2026-06-02,63,500000.0,434747.51414249983,532479.5601424999,0.2248018512371892,-0.08681833140515982,0.36822961865991943,0.5714285714285714,0.8093803073464877,4.809523809523809
baseline_full_liquidity,6m,2025-12-02,2026-06-02,119,500000.0,458995.50786749984,532479.5601424999,0.16009754129492038,-0.21096450345502038,0.366987769921853,0.5462184873949579,0.8440364377136282,4.899159663865547
baseline_full_liquidity,1y,2025-06-03,2026-06-02,243,500000.0,262368.98736499983,532479.5601424999,1.0295064805114729,-0.21096450345502027,0.39593939034075304,0.5555555555555556,0.8329726454759706,4.683127572016461
baseline_full_liquidity,3y,2023-06-02,2026-06-02,725,500000.0,494639.90162749996,532479.5601424999,0.07649940571008762,-0.5844161378555053,0.3827527919644934,0.4827586206896552,0.8438005684572373,4.475862068965517
tiered_liquidity_then_bs_v2,3m,2026-03-02,2026-06-02,63,500000.0,128551.60983000022,151914.86235500022,0.18174220109647887,-0.26046872376222774,0.6749554524490688,0.47619047619047616,0.9709216852974987,4.7936507936507935
tiered_liquidity_then_bs_v2,6m,2025-12-02,2026-06-02,119,500000.0,130729.37409000016,151914.86235500022,0.16205606744827672,-0.43423812192322886,0.7001783866710759,0.4789915966386555,0.9791173461625283,4.873949579831932
tiered_liquidity_then_bs_v2,1y,2025-06-03,2026-06-02,243,500000.0,76691.64771000014,151914.86235500022,0.9808527641686258,-0.43423812192322897,0.6303565235375457,0.5185185185185185,0.9725272772922071,4.925925925925926
tiered_liquidity_then_bs_v2,3y,2023-06-02,2026-06-02,725,500000.0,378227.4291250002,151914.86235500022,-0.5983504879420208,-0.8489057125864421,0.5392832527938363,0.48137931034482756,0.974089030581132,4.969655172413793
