horizon,available_rows,positive_rate,avg_max_ret,avg_mdd
1,871,0.012629161882893225,0.012495188289322619,-0.009653889781859932
3,819,0.07203907203907203,0.02820484126984127,-0.0246923601953602
5,777,0.10810810810810811,0.0376996332046332,-0.037921790218790226
10,732,0.1885245901639344,0.05565018579234973,-0.05954216393442623
20,584,0.2705479452054795,0.07697622773972602,-0.10676958047945204
60,64,0.296875,0.08536028125,-0.183980609375
