signal_date,exit_date,role,underlying_strategy,cycle_ret,selected_count
2023-01-03,2023-01-13,attack,tiered_liquidity_then_bs_v2,-0.02909279185570286,5
2023-01-03,2023-01-13,balanced,baseline_full_dynamic_factor_industry_cap2,-0.01900924002345139,5
2023-01-03,2023-01-13,defensive,baseline_full_liquidity_detail,0.04731357503675775,5
2023-01-03,2023-01-13,fallback,baseline_full_score,-0.08189139544821733,5
2023-01-04,2023-01-16,attack,tiered_liquidity_then_bs_v2,8.138338105656432e-05,5
2023-01-04,2023-01-16,balanced,baseline_full_dynamic_factor_industry_cap2,-0.007762522387644833,5
2023-01-04,2023-01-16,defensive,baseline_full_liquidity_detail,0.03653343107797624,5
2023-01-04,2023-01-16,fallback,baseline_full_score,-0.02415733523609467,5
2023-01-05,2023-01-17,attack,tiered_liquidity_then_bs_v2,-0.009727200840434679,5
2023-01-05,2023-01-17,balanced,baseline_full_dynamic_factor_industry_cap2,0.06866259890984759,5
2023-01-05,2023-01-17,defensive,baseline_full_liquidity_detail,0.06973427997813826,5
2023-01-05,2023-01-17,fallback,baseline_full_score,-0.03351316088567731,5
2023-01-06,2023-01-18,attack,tiered_liquidity_then_bs_v2,-0.009425659419012501,5
2023-01-06,2023-01-18,balanced,baseline_full_dynamic_factor_industry_cap2,0.007407810238465574,5
2023-01-06,2023-01-18,defensive,baseline_full_liquidity_detail,0.05039440874124024,5
2023-01-06,2023-01-18,fallback,baseline_full_score,-0.017057577530318252,5
2023-01-09,2023-01-19,attack,tiered_liquidity_then_bs_v2,-0.017700023159259316,5
2023-01-09,2023-01-19,balanced,baseline_full_dynamic_factor_industry_cap2,-0.008766538914747504,5
2023-01-09,2023-01-19,defensive,baseline_full_liquidity_detail,0.01460342169578337,5
2023-01-09,2023-01-19,fallback,baseline_full_score,0.02142677344045489,5
2023-01-10,2023-01-20,attack,tiered_liquidity_then_bs_v2,-0.010438051963656523,5
2023-01-10,2023-01-20,balanced,baseline_full_dynamic_factor_industry_cap2,-0.036813391462376235,5
