order_id,fill_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,shares_requested,shares_filled,shares_unfilled,execution_price,notional,commission,stamp_tax,slippage,total_cost,cash_before,cash_delta,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,tradable,limit_blocked,suspended,risk_state,target_exposure,strategy_label,cost_scenario
508,508,2025-12-31,2,2025-12-30,002465,BUY,TARGET_REBALANCE,1300,1300,0,15.0875,19613.75,14.710313,0.0,0.0,14.710313,295152.66,-19628.46,275524.2,0,1300,161491.0,181030.0,456643.66,456554.2,True,False,False,True,0.4,B2_base,c0.00075_s0.0
509,509,2026-01-06,1,2026-01-05,301205,SELL,HOLD_EXPIRY,400,400,0,166.67,66668.0,50.001,0.0,0.0,50.001,275524.2,66618.0,342142.2,400,0,191368.0,124700.0,466892.2,466842.2,True,False,False,True,0.4,B2_base,c0.00075_s0.0
510,510,2026-01-06,2,2026-01-05,300058,BUY,TARGET_REBALANCE,4500,4500,0,13.6,61200.0,45.9,0.0,0.0,45.9,342142.2,-61245.9,280896.3,0,4500,124700.0,185900.0,466842.2,466796.3,True,False,False,True,0.4,B2_base,c0.00075_s0.0
511,511,2026-01-15,1,2026-01-14,000559,SELL,HOLD_EXPIRY,2400,2400,0,18.7665,45039.6,33.7797,0.0,0.0,33.7797,280896.3,45005.82,325902.12,2400,0,225471.0,180927.0,506367.3,506829.12,True,False,False,True,0.4,B2_base,c0.00075_s0.0
512,512,2026-01-15,2,2026-01-14,002759,SELL,HOLD_EXPIRY,400,400,0,41.54,16616.0,12.462,0.0,0.0,12.462,325902.12,16603.54,342505.66,400,0,180927.0,164311.0,506829.12,506816.66,True,False,False,True,0.4,B2_base,c0.00075_s0.0
513,513,2026-01-15,3,2026-01-14,600362,SELL,HOLD_EXPIRY,700,700,0,59.09,41363.0,31.02225,0.0,0.0,31.02225,342505.66,41331.98,383837.63,700,0,164311.0,122948.0,506816.66,506785.63,True,False,False,True,0.4,B2_base,c0.00075_s0.0
514,514,2026-01-15,4,2026-01-14,002230,BUY,TARGET_REBALANCE,500,500,0,61.66,30830.0,23.1225,0.0,0.0,23.1225,383837.63,-30853.12,352984.51,0,500,122948.0,153778.0,506785.63,506762.51,True,False,False,True,0.4,B2_base,c0.00075_s0.0
515,515,2026-01-15,5,2026-01-14,300442,BUY,TARGET_REBALANCE,100,100,0,85.1,8510.0,6.3825,0.0,0.0,6.3825,352984.51,-8516.38,344468.13,0,100,153778.0,162288.0,506762.51,506756.13,True,False,False,True,0.4,B2_base,c0.00075_s0.0
516,516,2026-01-15,6,2026-01-14,600089,BUY,TARGET_REBALANCE,1000,1000,0,26.2,26200.0,19.65,0.0,0.0,19.65,344468.13,-26219.65,318248.48,0,1000,162288.0,188488.0,506756.13,506736.48,True,False,False,True,0.4,B2_base,c0.00075_s0.0
517,517,2026-01-16,1,2026-01-15,002465,SELL,HOLD_EXPIRY,1300,1300,0,21.6424,28135.12,21.10134,0.0,0.0,21.10134,318248.48,28114.02,346362.5,1300,0,176164.0,148136.0,494412.48,494498.5,True,False,False,True,0.4,B2_base,c0.00075_s0.0
518,518,2026-01-16,2,2026-01-15,603881,BUY,TARGET_REBALANCE,1300,1300,0,36.41,47333.0,35.49975,0.0,0.0,35.49975,346362.5,-47368.5,298994.0,0,1300,148136.0,195469.0,494498.5,494463.0,True,False,False,True,0.4,B2_base,c0.00075_s0.0
519,519,2026-01-20,1,2026-01-19,300058,SELL,HOLD_EXPIRY,4500,4500,0,17.6,79200.0,59.4,0.0,0.0,59.4,298994.0,79140.6,378134.6,4500,0,193504.0,114304.0,492498.0,492438.6,True,False,False,True,0.4,B2_base,c0.00075_s0.0
520,520,2026-01-20,2,2026-01-19,688525,BUY,TARGET_REBALANCE,400,400,0,177.1062,70842.48,53.13186,0.0,0.0,53.13186,378134.6,-70895.61,307238.99,0,400,114304.0,185104.0,492438.6,492342.99,True,False,False,True,0.4,B2_base,c0.00075_s0.0
521,521,2026-01-29,1,2026-01-28,002230,SELL,HOLD_EXPIRY,500,500,0,58.51,29255.0,21.94125,0.0,0.0,21.94125,307238.99,29233.06,336472.05,500,0,189575.0,160320.0,496813.99,496792.05,True,False,False,True,0.4,B2_base,c0.00075_s0.0
522,522,2026-01-29,2,2026-01-28,300442,SELL,HOLD_EXPIRY,100,100,0,78.0,7800.0,5.85,0.0,0.0,5.85,336472.05,7794.15,344266.2,100,0,160320.0,152520.0,496792.05,496786.2,True,False,False,True,0.4,B2_base,c0.00075_s0.0
523,523,2026-01-29,3,2026-01-28,600089,SELL,HOLD_EXPIRY,1000,1000,0,28.12,28120.0,21.09,0.0,0.0,21.09,344266.2,28098.91,372365.11,1000,0,152520.0,124400.0,496786.2,496765.11,True,False,False,True,0.4,B2_base,c0.00075_s0.0
524,524,2026-01-29,4,2026-01-28,600489,BUY,TARGET_REBALANCE,500,500,0,39.99,19995.0,14.99625,0.0,0.0,14.99625,372365.11,-20010.0,352355.11,0,500,124400.0,144395.0,496765.11,496750.11,True,False,False,True,0.4,B2_base,c0.00075_s0.0
525,525,2026-01-29,5,2026-01-28,600547,BUY,TARGET_REBALANCE,300,300,0,64.0,19200.0,14.4,0.0,0.0,14.4,352355.11,-19214.4,333140.71,0,300,144395.0,163595.0,496750.11,496735.71,True,False,False,True,0.4,B2_base,c0.00075_s0.0
526,526,2026-01-29,6,2026-01-28,601899,BUY,TARGET_REBALANCE,700,700,0,43.79,30653.0,22.98975,0.0,0.0,22.98975,333140.71,-30675.99,302464.72,0,700,163595.0,194248.0,496735.71,496712.72,True,False,False,True,0.4,B2_base,c0.00075_s0.0
527,527,2026-01-30,1,2026-01-29,603881,SELL,HOLD_EXPIRY,1300,1300,0,38.3,49790.0,37.3425,0.0,0.0,37.3425,302464.72,49752.66,352217.38,1300,0,190191.0,140401.0,492655.72,492618.38,True,False,False,True,0.4,B2_base,c0.00075_s0.0
528,528,2026-01-30,2,2026-01-29,603993,BUY,TARGET_REBALANCE,2100,2100,0,26.0711,54749.31,41.061983,0.0,0.0,41.061983,352217.38,-54790.37,297427.01,0,2100,140401.0,194371.0,492618.38,491798.01,True,False,False,True,0.4,B2_base,c0.00075_s0.0
529,529,2026-02-03,1,2026-02-02,688525,SELL,HOLD_EXPIRY,400,400,0,174.6047,69841.88,52.38141,0.0,0.0,52.38141,297427.01,69789.5,367216.5,400,0,173026.0,103226.0,470453.01,470442.5,True,False,False,True,0.4,B2_base,c0.00075_s0.0
530,530,2026-02-03,2,2026-02-02,300394,BUY,TARGET_REBALANCE,200,200,0,353.3995,70679.9,53.009925,0.0,0.0,53.009925,367216.5,-70732.91,296483.59,0,200,103226.0,153626.0,470442.5,450109.59,True,False,False,True,0.4,B2_base,c0.00075_s0.0
531,531,2026-02-12,1,2026-02-11,600489,SELL,HOLD_EXPIRY,500,500,0,30.45,15225.0,11.41875,0.0,0.0,11.41875,296483.59,15213.58,311697.18,500,0,165744.0,150519.0,462227.59,462216.18,True,False,False,True,0.4,B2_base,c0.00075_s0.0
532,532,2026-02-12,2,2026-02-11,600547,SELL,HOLD_EXPIRY,300,300,0,47.0,14100.0,10.575,0.0,0.0,10.575,311697.18,14089.42,325786.6,300,0,150519.0,136419.0,462216.18,462205.6,True,False,False,True,0.4,B2_base,c0.00075_s0.0
533,533,2026-02-12,3,2026-02-11,601899,SELL,HOLD_EXPIRY,700,700,0,39.57,27699.0,20.77425,0.0,0.0,20.77425,325786.6,27678.23,353464.83,700,0,136419.0,108720.0,462205.6,462184.83,True,False,False,True,0.4,B2_base,c0.00075_s0.0
534,534,2026-02-12,4,2026-02-11,300251,BUY,TARGET_REBALANCE,600,600,0,25.8007,15480.42,11.610315,0.0,0.0,11.610315,353464.83,-15492.03,337972.8,0,600,108720.0,124020.0,462184.83,461992.8,True,False,False,True,0.4,B2_base,c0.00075_s0.0
535,535,2026-02-12,5,2026-02-11,300395,BUY,TARGET_REBALANCE,200,200,0,99.0,19800.0,14.85,0.0,0.0,14.85,337972.8,-19814.85,318157.95,0,200,124020.0,143820.0,461992.8,461977.95,True,False,False,True,0.4,B2_base,c0.00075_s0.0
536,536,2026-02-12,6,2026-02-11,600977,BUY,TARGET_REBALANCE,1200,1200,0,18.02,21624.0,16.218,0.0,0.0,16.218,318157.95,-21640.22,296517.73,0,1200,143820.0,165444.0,461977.95,461961.73,True,False,False,True,0.4,B2_base,c0.00075_s0.0
537,537,2026-02-13,1,2026-02-12,603993,SELL,HOLD_EXPIRY,2100,2100,0,22.8249,47932.29,35.949218,0.0,0.0,35.949218,296517.73,47896.34,344414.07,2100,0,167186.0,119936.0,463703.73,464350.07,True,False,False,True,0.4,B2_base,c0.00075_s0.0
538,538,2026-02-13,2,2026-02-12,688521,BUY,TARGET_REBALANCE,100,100,0,261.0,26100.0,19.575,0.0,0.0,19.575,344414.07,-26119.58,318294.49,0,100,119936.0,146036.0,464350.07,464330.49,True,False,False,True,0.4,B2_base,c0.00075_s0.0
539,539,2026-02-25,1,2026-02-24,300394,SELL,HOLD_EXPIRY,200,200,0,494.0721,98814.42,74.110815,0.0,0.0,74.110815,318294.49,98740.31,417034.8,200,0,147454.0,76992.0,465748.49,494026.8,True,False,False,True,0.4,B2_base,c0.00075_s0.0
540,540,2026-02-25,2,2026-02-24,600410,BUY,TARGET_REBALANCE,5000,5000,0,24.01,120050.0,90.0375,0.0,0.0,90.0375,417034.8,-120140.04,296894.77,0,5000,76992.0,197042.0,494026.8,493936.77,True,False,False,True,0.4,B2_base,c0.00075_s0.0
541,541,2026-03-06,1,2026-03-05,300251,SELL,HOLD_EXPIRY,600,600,0,17.5748,10544.88,7.90866,0.0,0.0,7.90866,296894.77,10536.97,307431.74,600,0,214954.0,204532.0,511848.77,511963.74,True,False,False,True,0.4,B2_base,c0.00075_s0.0
542,542,2026-03-06,2,2026-03-05,300395,SELL,HOLD_EXPIRY,200,200,0,112.61,22522.0,16.8915,0.0,0.0,16.8915,307431.74,22505.11,329936.84,200,0,204532.0,182010.0,511963.74,511946.84,True,False,False,True,0.4,B2_base,c0.00075_s0.0
543,543,2026-03-06,3,2026-03-05,600977,SELL,HOLD_EXPIRY,1200,1200,0,13.8,16560.0,12.42,0.0,0.0,12.42,329936.84,16547.58,346484.42,1200,0,182010.0,165450.0,511946.84,511934.42,True,False,False,True,0.4,B2_base,c0.00075_s0.0
544,544,2026-03-06,4,2026-03-05,600549,BUY,TARGET_REBALANCE,100,100,0,76.0574,7605.74,5.704305,0.0,0.0,5.704305,346484.42,-7611.44,338872.98,0,100,165450.0,173008.0,511934.42,511880.98,True,False,False,True,0.4,B2_base,c0.00075_s0.0
545,545,2026-03-06,5,2026-03-05,601872,BUY,TARGET_REBALANCE,600,600,0,17.0,10200.0,7.65,0.0,0.0,7.65,338872.98,-10207.65,328665.33,0,600,173008.0,183208.0,511880.98,511873.33,True,False,False,True,0.4,B2_base,c0.00075_s0.0
546,546,2026-03-09,1,2026-03-06,688521,SELL,HOLD_EXPIRY,100,100,0,220.5,22050.0,16.5375,0.0,0.0,16.5375,328665.33,22033.46,350698.79,100,0,182334.0,160284.0,510999.33,510982.79,True,False,False,True,0.4,B2_base,c0.00075_s0.0
547,547,2026-03-09,2,2026-03-06,002261,BUY,TARGET_REBALANCE,500,500,0,39.49,19745.0,14.80875,0.0,0.0,14.80875,350698.79,-19759.81,330938.98,0,500,160284.0,180029.0,510982.79,510967.98,True,False,False,True,0.4,B2_base,c0.00075_s0.0
548,548,2026-03-11,1,2026-03-10,600410,SELL,HOLD_EXPIRY,5000,5000,0,31.2,156000.0,117.0,0.0,0.0,117.0,330938.98,155883.0,486821.98,5000,0,193864.0,37864.0,524802.98,524685.98,True,False,False,True,0.4,B2_base,c0.00075_s0.0
549,549,2026-03-11,2,2026-03-10,001309,BUY,TARGET_REBALANCE,300,300,0,294.3199,88295.97,66.221978,0.0,0.0,66.221978,486821.98,-88362.19,398459.79,0,300,37864.0,126067.0,524685.98,524526.79,True,False,False,True,0.4,B2_base,c0.00075_s0.0
550,550,2026-03-11,3,2026-03-10,300475,BUY,TARGET_REBALANCE,500,500,0,160.51,80255.0,60.19125,0.0,0.0,60.19125,398459.79,-80315.19,318144.6,0,500,126067.0,206322.0,524526.79,524466.6,True,False,False,True,0.4,B2_base,c0.00075_s0.0
551,551,2026-03-20,1,2026-03-19,600549,SELL,HOLD_EXPIRY,100,100,0,56.4342,5643.42,4.232565,0.0,0.0,4.232565,318144.6,5639.19,323783.79,100,0,222087.0,216479.0,540231.6,540262.79,True,False,False,True,0.4,B2_base,c0.00075_s0.0
552,552,2026-03-20,2,2026-03-19,601872,SELL,HOLD_EXPIRY,600,600,0,17.64,10584.0,7.938,0.0,0.0,7.938,323783.79,10576.06,334359.85,600,0,216479.0,205895.0,540262.79,540254.85,True,False,False,True,0.4,B2_base,c0.00075_s0.0
553,553,2026-03-23,1,2026-03-20,002261,SELL,HOLD_EXPIRY,500,500,0,34.49,17245.0,12.93375,0.0,0.0,12.93375,334359.85,17232.07,351591.92,500,0,188125.0,170880.0,522484.85,522471.92,True,False,False,True,0.4,B2_base,c0.00075_s0.0
554,554,2026-03-24,1,2026-03-23,000333,BUY,TARGET_REBALANCE,300,300,0,73.73,22119.0,16.58925,0.0,0.0,16.58925,351591.92,-22135.59,329456.33,0,300,168207.0,190326.0,519798.92,519782.33,True,False,False,True,0.4,B2_base,c0.00075_s0.0
555,555,2026-03-24,2,2026-03-23,300342,BUY,TARGET_REBALANCE,100,100,0,47.516,4751.6,3.5637,0.0,0.0,3.5637,329456.33,-4755.16,324701.16,0,100,190326.0,195076.0,519782.33,519777.16,True,False,False,True,0.4,B2_base,c0.00075_s0.0
556,556,2026-03-25,1,2026-03-24,001309,SELL,HOLD_EXPIRY,200,200,0,355.3142,71062.84,53.29713,0.0,0.0,53.29713,324701.16,71009.54,395710.71,300,100,205737.0,134749.0,530438.16,530459.71,True,False,False,True,0.4,B2_base,c0.00075_s0.0
557,557,2026-03-25,2,2026-03-24,300475,SELL,HOLD_EXPIRY,500,500,0,144.49,72245.0,54.18375,0.0,0.0,54.18375,395710.71,72190.82,467901.52,500,0,134749.0,62504.0,530459.71,530405.52,True,False,False,True,0.4,B2_base,c0.00075_s0.0
558,558,2026-03-25,3,2026-03-24,002738,BUY,TARGET_REBALANCE,900,900,0,64.4898,58040.82,43.530615,0.0,0.0,43.530615,467901.52,-58084.35,409817.17,0,900,62504.0,120104.0,530405.52,529921.17,True,False,False,True,0.4,B2_base,c0.00075_s0.0
559,559,2026-03-25,4,2026-03-24,603259,BUY,TARGET_REBALANCE,900,900,0,96.1358,86522.22,64.891665,0.0,0.0,64.891665,409817.17,-86587.11,323230.06,0,900,120104.0,205271.0,529921.17,528501.06,True,False,False,True,0.4,B2_base,c0.00075_s0.0
560,560,2026-03-26,1,2026-03-25,001309,SELL,HOLD_EXPIRY,100,100,0,361.4006,36140.06,27.105045,0.0,0.0,27.105045,323230.06,36112.95,359343.02,100,0,206616.0,170514.0,529846.06,529857.02,True,False,False,True,0.4,B2_base,c0.00075_s0.0
561,561,2026-03-27,1,2026-03-26,601689,BUY,TARGET_REBALANCE,600,600,0,57.5074,34504.44,25.87833,0.0,0.0,25.87833,359343.02,-34530.32,324812.7,0,600,173021.0,207293.0,532364.02,532105.7,True,False,False,True,0.4,B2_base,c0.00075_s0.0
562,562,2026-04-08,1,2026-04-07,000333,SELL,HOLD_EXPIRY,300,300,0,76.95,23085.0,17.31375,0.0,0.0,17.31375,324812.7,23067.69,347880.38,300,0,225438.0,202353.0,550250.7,550233.38,True,False,False,True,0.4,B2_base,c0.00075_s0.0
563,563,2026-04-08,2,2026-04-07,300342,BUY,TARGET_REBALANCE,100,100,0,58.4897,5848.97,4.386728,0.0,0.0,4.386728,347880.38,-5853.36,342027.03,100,200,202353.0,208200.0,550233.38,550227.03,True,False,False,True,0.4,B2_base,c0.00075_s0.0
564,564,2026-04-08,3,2026-04-07,600487,BUY,TARGET_REBALANCE,100,100,0,60.8,6080.0,4.56,0.0,0.0,4.56,342027.03,-6084.56,335942.47,0,100,208200.0,214280.0,550227.03,550222.47,True,False,False,True,0.4,B2_base,c0.00075_s0.0
565,565,2026-04-09,1,2026-04-08,002738,SELL,HOLD_EXPIRY,900,900,0,78.597,70737.3,53.052975,0.0,0.0,53.052975,335942.47,70684.25,406626.71,900,0,216258.0,146058.0,552200.47,552684.71,True,False,False,True,0.4,B2_base,c0.00075_s0.0
566,566,2026-04-09,2,2026-04-08,603259,SELL,HOLD_EXPIRY,900,900,0,105.3806,94842.54,71.131905,0.0,0.0,71.131905,406626.71,94771.41,501398.12,900,0,146058.0,52701.0,552684.71,554099.12,True,False,False,True,0.4,B2_base,c0.00075_s0.0
567,567,2026-04-09,3,2026-04-08,300342,BUY,TARGET_REBALANCE,700,700,0,58.6997,41089.79,30.817343,0.0,0.0,30.817343,501398.12,-41120.61,460277.51,200,900,52701.0,93777.0,554099.12,554054.51,True,False,False,True,0.4,B2_base,c0.00075_s0.0
568,568,2026-04-09,4,2026-04-08,300433,BUY,TARGET_REBALANCE,2700,2700,0,29.31,79137.0,59.35275,0.0,0.0,59.35275,460277.51,-79196.35,381081.16,0,2700,93777.0,172914.0,554054.51,553995.16,True,False,False,True,0.4,B2_base,c0.00075_s0.0
569,569,2026-04-09,5,2026-04-08,601869,BUY,TARGET_REBALANCE,100,100,0,354.86,35486.0,26.6145,0.0,0.0,26.6145,381081.16,-35512.61,345568.55,0,100,172914.0,208400.0,553995.16,553968.55,True,False,False,True,0.4,B2_base,c0.00075_s0.0
570,570,2026-04-10,1,2026-04-09,300342,SELL,HOLD_EXPIRY,900,900,0,54.6184,49156.56,36.86742,0.0,0.0,36.86742,345568.55,49119.69,394688.24,900,0,210904.0,161764.0,556472.55,556452.24,True,False,False,True,0.4,B2_base,c0.00075_s0.0
571,571,2026-04-10,2,2026-04-09,300548,BUY,TARGET_REBALANCE,200,200,0,229.96,45992.0,34.494,0.0,0.0,34.494,394688.24,-46026.49,348661.75,0,200,161764.0,207756.0,556452.24,556417.75,True,False,False,True,0.4,B2_base,c0.00075_s0.0
572,572,2026-04-13,1,2026-04-10,601689,SELL,HOLD_EXPIRY,600,600,0,59.9337,35960.22,26.970165,0.0,0.0,26.970165,348661.75,35933.25,384595.0,600,0,203407.0,167689.0,552068.75,552284.0,True,False,False,True,0.4,B2_base,c0.00075_s0.0
573,573,2026-04-13,2,2026-04-10,600522,BUY,TARGET_REBALANCE,1800,1800,0,29.41,52938.0,39.7035,0.0,0.0,39.7035,384595.0,-52977.7,331617.29,0,1800,167689.0,220627.0,552284.0,552244.29,True,False,False,True,0.4,B2_base,c0.00075_s0.0
574,574,2026-04-22,1,2026-04-21,600487,SELL,HOLD_EXPIRY,100,100,0,59.7,5970.0,4.4775,0.0,0.0,4.4775,331617.29,5965.52,337582.81,100,0,227991.0,222021.0,559608.29,559603.81,True,False,False,True,0.4,B2_base,c0.00075_s0.0
575,575,2026-04-22,2,2026-04-21,001896,BUY,TARGET_REBALANCE,100,100,0,16.88,1688.0,1.266,0.0,0.0,1.266,337582.81,-1689.27,335893.55,0,100,222021.0,223709.0,559603.81,559602.55,True,False,False,True,0.4,B2_base,c0.00075_s0.0
576,576,2026-04-23,1,2026-04-22,300433,SELL,HOLD_EXPIRY,2700,2700,0,27.2,73440.0,55.08,0.0,0.0,55.08,335893.55,73384.92,409278.47,2700,0,233396.0,159956.0,569289.55,569234.47,True,False,False,True,0.4,B2_base,c0.00075_s0.0
577,577,2026-04-23,2,2026-04-22,601869,SELL,HOLD_EXPIRY,100,100,0,411.2,41120.0,30.84,0.0,0.0,30.84,409278.47,41089.16,450367.63,100,0,159956.0,118836.0,569234.47,569203.63,True,False,False,True,0.4,B2_base,c0.00075_s0.0
578,578,2026-04-23,3,2026-04-22,002436,BUY,TARGET_REBALANCE,600,600,0,29.0735,17444.1,13.083075,0.0,0.0,13.083075,450367.63,-17457.18,432910.45,0,600,118836.0,136266.0,569203.63,569176.45,True,False,False,True,0.4,B2_base,c0.00075_s0.0
579,579,2026-04-23,4,2026-04-22,601166,BUY,TARGET_REBALANCE,4700,4700,0,18.7181,87975.07,65.981302,0.0,0.0,65.981302,432910.45,-88041.05,344869.39,0,4700,136266.0,221900.0,569176.45,566769.39,True,False,False,True,0.4,B2_base,c0.00075_s0.0
580,580,2026-04-24,1,2026-04-23,300548,SELL,HOLD_EXPIRY,200,200,0,265.15,53030.0,39.7725,0.0,0.0,39.7725,344869.39,52990.23,397859.62,200,0,218465.0,165435.0,563334.39,563294.62,True,False,False,True,0.4,B2_base,c0.00075_s0.0
581,581,2026-04-24,2,2026-04-23,600487,BUY,TARGET_REBALANCE,800,800,0,68.0,54400.0,40.8,0.0,0.0,40.8,397859.62,-54440.8,343418.82,0,800,165435.0,219835.0,563294.62,563253.82,True,False,False,True,0.4,B2_base,c0.00075_s0.0
582,582,2026-04-27,1,2026-04-24,600522,SELL,HOLD_EXPIRY,1800,1800,0,34.29,61722.0,46.2915,0.0,0.0,46.2915,343418.82,61675.71,405094.53,1800,0,221645.0,159923.0,565063.82,565017.53,True,False,False,True,0.4,B2_base,c0.00075_s0.0
583,583,2026-04-28,1,2026-04-27,002812,BUY,TARGET_REBALANCE,700,700,0,80.86,56602.0,42.4515,0.0,0.0,42.4515,405094.53,-56644.45,348450.08,0,700,160449.0,217051.0,565543.53,565501.08,True,False,False,True,0.4,B2_base,c0.00075_s0.0
584,584,2026-05-11,1,2026-05-08,001896,SELL,HOLD_EXPIRY,100,100,0,16.76,1676.0,1.257,0.0,0.0,1.257,348450.08,1674.74,350124.82,100,0,224530.0,222854.0,572980.08,572978.82,True,False,False,True,0.4,B2_base,c0.00075_s0.0
585,585,2026-05-12,1,2026-05-11,002436,SELL,HOLD_EXPIRY,600,600,0,33.7273,20236.38,15.177285,0.0,0.0,15.177285,350124.82,20221.2,370346.02,600,0,221001.0,200781.0,571125.82,571127.02,True,False,False,True,0.4,B2_base,c0.00075_s0.0
586,586,2026-05-12,2,2026-05-11,601166,SELL,HOLD_EXPIRY,4700,4700,0,18.2147,85609.09,64.206817,0.0,0.0,64.206817,370346.02,85544.88,455890.91,4700,0,200781.0,117450.0,571127.02,573340.91,True,False,False,True,0.4,B2_base,c0.00075_s0.0
587,587,2026-05-12,3,2026-05-11,002222,BUY,TARGET_REBALANCE,300,300,0,110.94,33282.0,24.9615,0.0,0.0,24.9615,455890.91,-33306.96,422583.95,0,300,117450.0,150732.0,573340.91,573315.95,True,False,False,True,0.4,B2_base,c0.00075_s0.0
588,588,2026-05-12,4,2026-05-11,600584,BUY,TARGET_REBALANCE,800,800,0,56.76,45408.0,34.056,0.0,0.0,34.056,422583.95,-45442.06,377141.89,0,800,150732.0,196140.0,573315.95,573281.89,True,False,False,True,0.4,B2_base,c0.00075_s0.0
589,589,2026-05-12,5,2026-05-11,688008,BUY,TARGET_REBALANCE,100,100,0,240.85,24085.0,18.06375,0.0,0.0,18.06375,377141.89,-24103.06,353038.83,0,100,196140.0,220225.0,573281.89,573263.83,True,False,False,True,0.4,B2_base,c0.00075_s0.0
590,590,2026-05-13,1,2026-05-12,600487,SELL,HOLD_EXPIRY,800,800,0,73.34,58672.0,44.004,0.0,0.0,44.004,353038.83,58628.0,411666.82,800,0,214588.0,155916.0,567626.83,567582.82,True,False,False,True,0.4,B2_base,c0.00075_s0.0
591,591,2026-05-13,2,2026-05-12,600522,BUY,TARGET_REBALANCE,1600,1600,0,42.54,68064.0,51.048,0.0,0.0,51.048,411666.82,-68115.05,343551.77,0,1600,155916.0,223980.0,567582.82,567531.77,True,False,False,True,0.4,B2_base,c0.00075_s0.0
592,592,2026-05-15,1,2026-05-14,002812,SELL,HOLD_EXPIRY,700,700,0,75.1,52570.0,39.4275,0.0,0.0,39.4275,343551.77,52530.57,396082.35,700,0,228036.0,175466.0,571587.77,571548.35,True,False,False,True,0.4,B2_base,c0.00075_s0.0
593,593,2026-05-15,2,2026-05-14,000021,BUY,TARGET_REBALANCE,1500,1500,0,34.8891,52333.65,39.250238,0.0,0.0,39.250238,396082.35,-52372.9,343709.45,0,1500,175466.0,227501.0,571548.35,571210.45,True,False,False,True,0.4,B2_base,c0.00075_s0.0
594,594,2026-05-26,1,2026-05-25,002222,SELL,HOLD_EXPIRY,300,300,0,111.0,33300.0,24.975,0.0,0.0,24.975,343709.45,33275.03,376984.47,300,0,257750.0,224450.0,601459.45,601434.47,True,False,False,True,0.4,B2_base,c0.00075_s0.0
595,595,2026-05-26,2,2026-05-25,600584,SELL,HOLD_EXPIRY,400,400,0,83.0,33200.0,24.9,0.0,0.0,24.9,376984.47,33175.1,410159.57,800,400,224450.0,191250.0,601434.47,601409.57,True,False,False,True,0.4,B2_base,c0.00075_s0.0
596,596,2026-05-26,3,2026-05-25,688008,SELL,HOLD_EXPIRY,100,100,0,286.0,28600.0,21.45,0.0,0.0,21.45,410159.57,28578.55,438738.12,100,0,191250.0,162650.0,601409.57,601388.12,True,False,False,True,0.4,B2_base,c0.00075_s0.0
597,597,2026-05-26,4,2026-05-25,300433,BUY,TARGET_REBALANCE,900,900,0,39.01,35109.0,26.33175,0.0,0.0,26.33175,438738.12,-35135.33,403602.79,0,900,162650.0,197759.0,601388.12,601361.79,True,False,False,True,0.4,B2_base,c0.00075_s0.0
598,598,2026-05-27,1,2026-05-26,600522,SELL,HOLD_EXPIRY,1600,1600,0,39.8,63680.0,47.76,0.0,0.0,47.76,403602.79,63632.24,467235.03,1600,0,203115.0,139435.0,606717.79,606670.03,True,False,False,True,0.4,B2_base,c0.00075_s0.0
599,599,2026-05-27,2,2026-05-26,002916,BUY,TARGET_REBALANCE,100,100,0,412.6366,41263.66,30.947745,0.0,0.0,30.947745,467235.03,-41294.61,425940.42,0,100,139435.0,180450.0,606670.03,606390.42,True,False,False,True,0.4,B2_base,c0.00075_s0.0
600,600,2026-05-28,1,2026-05-27,600584,BUY,TARGET_REBALANCE,200,200,0,83.01,16602.0,12.4515,0.0,0.0,12.4515,425940.42,-16614.45,409325.97,400,600,171270.0,187872.0,597210.42,597197.97,True,False,False,True,0.4,B2_base,c0.00075_s0.0
601,601,2026-05-28,2,2026-05-27,603986,BUY,TARGET_REBALANCE,100,100,0,495.0,49500.0,37.125,0.0,0.0,37.125,409325.97,-49537.12,359788.85,0,100,187872.0,237372.0,597197.97,597160.85,True,False,False,True,0.4,B2_base,c0.00075_s0.0
602,602,2026-05-29,1,2026-05-28,000021,SELL,HOLD_EXPIRY,1500,1500,0,42.6132,63919.8,47.93985,0.0,0.0,47.93985,359788.85,63871.86,423660.71,1500,0,240831.0,177276.0,600619.85,600936.71,True,False,False,True,0.4,B2_base,c0.00075_s0.0
603,603,2026-05-29,2,2026-05-28,002463,BUY,TARGET_REBALANCE,400,400,0,133.17,53268.0,39.951,0.0,0.0,39.951,423660.71,-53307.95,370352.75,0,400,177276.0,230544.0,600936.71,600896.75,True,False,False,True,0.4,B2_base,c0.00075_s0.0
604,604,2026-06-01,1,2026-05-29,600584,BUY,TARGET_REBALANCE,100,100,0,80.1,8010.0,6.0075,0.0,0.0,6.0075,370352.75,-8016.01,362336.75,600,700,226315.0,234325.0,596667.75,596661.75,True,False,False,True,0.4,B2_base,c0.00075_s0.0
605,605,2026-06-02,1,2026-06-01,600584,SELL,HOLD_EXPIRY,700,700,0,76.86,53802.0,40.3515,0.0,0.0,40.3515,362336.75,53761.65,416098.4,700,0,226622.0,172820.0,588958.75,588918.4,True,False,False,False,0.6,B2_base,c0.00075_s0.0
