order_id,fill_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,shares_requested,shares_filled,shares_unfilled,execution_price,notional,commission,stamp_tax,slippage,total_cost,cash_before,cash_delta,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,tradable,limit_blocked,suspended,risk_state,target_exposure,strategy_label,cost_scenario
606,606,2026-06-02,2,2026-06-01,600183,BUY,TARGET_REBALANCE,1300,1300,0,133.9547,174141.11,130.605833,0.0,0.0,130.605833,416098.4,-174271.72,241826.68,0,1300,172820.0,345993.0,588918.4,587819.68,True,False,False,False,0.6,B2_base,c0.00075_s0.0
607,607,2026-06-09,1,2026-06-08,300433,SELL,HOLD_EXPIRY,900,900,0,43.41,39069.0,29.30175,0.0,0.0,29.30175,241826.68,39039.7,280866.38,900,0,361756.0,322687.0,603582.68,603553.38,True,False,False,False,0.6,B2_base,c0.00075_s0.0
608,608,2026-06-09,2,2026-06-08,688146,BUY,TARGET_REBALANCE,100,100,0,247.1456,24714.56,18.53592,0.0,0.0,18.53592,280866.38,-24733.1,256133.28,0,100,322687.0,347387.0,603553.38,603520.28,True,False,False,False,0.6,B2_base,c0.00075_s0.0
609,609,2026-06-10,1,2026-06-09,002916,SELL,HOLD_EXPIRY,100,100,0,392.0,39200.0,29.4,0.0,0.0,29.4,256133.28,39170.6,295303.88,100,0,359911.0,320711.0,616044.28,616014.88,True,False,False,False,0.6,B2_base,c0.00075_s0.0
610,610,2026-06-11,1,2026-06-10,603986,SELL,HOLD_EXPIRY,100,100,0,480.52,48052.0,36.039,0.0,0.0,36.039,295303.88,48015.96,343319.84,100,0,321521.0,273469.0,616824.88,616788.84,True,False,False,False,0.6,B2_base,c0.00075_s0.0
611,611,2026-06-11,2,2026-06-10,600522,BUY,TARGET_REBALANCE,1000,1000,0,49.69,49690.0,37.2675,0.0,0.0,37.2675,343319.84,-49727.27,293592.58,0,1000,273469.0,323159.0,616788.84,616751.58,True,False,False,False,0.6,B2_base,c0.00075_s0.0
612,612,2026-06-11,3,2026-06-10,601208,BUY,TARGET_REBALANCE,700,700,0,61.55,43085.0,32.31375,0.0,0.0,32.31375,293592.58,-43117.31,250475.26,0,700,323159.0,366244.0,616751.58,616719.26,True,False,False,False,0.6,B2_base,c0.00075_s0.0
613,613,2026-06-12,1,2026-06-11,002463,SELL,HOLD_EXPIRY,400,400,0,131.66,52664.0,39.498,0.0,0.0,39.498,250475.26,52624.5,303099.76,400,0,382419.0,329755.0,632894.26,632854.76,True,False,False,False,0.6,B2_base,c0.00075_s0.0
614,614,2026-06-12,2,2026-06-11,002460,BUY,TARGET_REBALANCE,700,700,0,69.43,48601.0,36.45075,0.0,0.0,36.45075,303099.76,-48637.45,254462.31,0,700,329755.0,378356.0,632854.76,632818.31,True,False,False,False,0.6,B2_base,c0.00075_s0.0
615,615,2026-06-16,1,2026-06-15,600183,SELL,HOLD_EXPIRY,1300,1300,0,176.0,228800.0,171.6,0.0,0.0,171.6,254462.31,228628.4,483090.71,1300,0,408007.0,179207.0,662469.31,662297.71,True,False,False,False,0.6,B2_base,c0.00075_s0.0
616,616,2026-06-16,2,2026-06-15,002466,BUY,TARGET_REBALANCE,3400,3400,0,63.14,214676.0,161.007,0.0,0.0,161.007,483090.71,-214837.01,268253.71,0,3400,179207.0,393883.0,662297.71,662136.71,True,False,False,False,0.6,B2_base,c0.00075_s0.0
617,617,2026-06-24,1,2026-06-23,002008,BUY,TARGET_REBALANCE,100,100,0,136.73,13673.0,10.25475,0.0,0.0,10.25475,268253.71,-13683.25,254570.45,0,100,366278.0,379951.0,634531.71,634521.45,True,False,False,False,0.6,B2_base,c0.00075_s0.0
618,618,2026-06-26,1,2026-06-25,600522,SELL,HOLD_EXPIRY,1000,1000,0,65.66,65660.0,49.245,0.0,0.0,49.245,254570.45,65610.76,320181.21,1000,0,441578.0,375918.0,696148.45,696099.21,True,False,False,False,0.6,B2_base,c0.00075_s0.0
619,619,2026-06-26,2,2026-06-25,601208,SELL,HOLD_EXPIRY,700,700,0,75.3,52710.0,39.5325,0.0,0.0,39.5325,320181.21,52670.47,372851.67,700,0,375918.0,323208.0,696099.21,696059.67,True,False,False,False,0.6,B2_base,c0.00075_s0.0
620,620,2026-06-26,3,2026-06-25,688146,SELL,HOLD_EXPIRY,100,100,0,406.5,40650.0,30.4875,0.0,0.0,30.4875,372851.67,40619.51,413471.19,100,0,323208.0,282558.0,696059.67,696029.19,True,False,False,False,0.6,B2_base,c0.00075_s0.0
621,621,2026-06-26,4,2026-06-25,000021,BUY,TARGET_REBALANCE,1500,1500,0,53.0,79500.0,59.625,0.0,0.0,59.625,413471.19,-79559.62,333911.56,0,1500,282558.0,362058.0,696029.19,695969.56,True,False,False,False,0.6,B2_base,c0.00075_s0.0
622,622,2026-06-26,5,2026-06-25,300285,BUY,TARGET_REBALANCE,500,500,0,95.0,47500.0,35.625,0.0,0.0,35.625,333911.56,-47535.62,286375.94,0,500,362058.0,409558.0,695969.56,695933.94,True,False,False,False,0.6,B2_base,c0.00075_s0.0
623,623,2026-06-29,1,2026-06-26,002460,SELL,HOLD_EXPIRY,700,700,0,63.0,44100.0,33.075,0.0,0.0,33.075,286375.94,44066.93,330442.86,700,0,395980.0,351880.0,682355.94,682322.86,True,False,False,False,0.6,B2_base,c0.00075_s0.0
624,624,2026-06-29,2,2026-06-26,688110,BUY,TARGET_REBALANCE,300,300,0,186.0,55800.0,41.85,0.0,0.0,41.85,330442.86,-55841.85,274601.01,0,300,351880.0,407680.0,682322.86,682281.01,True,False,False,False,0.6,B2_base,c0.00075_s0.0
