check,status,candidate_dates,monitor_dates,missing_in_candidates_sample,missing_in_monitor_sample
monitor_date_alignment,fail,614,20,2026-06-18,2023-11-29|2023-12-01|2023-12-05|2023-12-06|2023-12-07|2023-12-08|2023-12-11|2023-12-12|2023-12-13|2023-12-14
